title,authors,publishedDate,categories,description,averageRating,textSnippet
A View of Sir Isaac Newton's Philosophy,['Anonymous'],2023-10-01,['Science'],"A View of Sir Isaac Newton's Philosophy is a significant work by the renowned scientist Sir Isaac Newton himself. In this book, Newton provides a comprehensive overview of his groundbreaking theories and philosophical perspectives that revolutionized the understanding of the physical world. Key Aspects of The Book “A View of Sir Isaac Newton's Philosophy: Principia Mathematica: Newton explains the fundamental principles of his landmark work, Mathematical Principles of Natural Philosophy, commonly known as the Principia. He elucidates his laws of motion, universal gravitation, and the mathematical framework that underpins his theories, shaping the foundations of modern physics. Experimental and Deductive Reasoning: Newton emphasizes the importance of empirical observation and rigorous experimentation in scientific inquiry. He highlights the interplay between experimental data and deductive reasoning, illustrating his scientific method and its application in formulating laws and theories. The Nature of Light and Optics: Newton delves into his experiments and theories on the nature of light and optics. He discusses the phenomena of reflection, refraction, and color, providing insights into the behavior of light and the properties of different materials. Through A View of Sir Isaac Newton's Philosophy, readers gain a deeper understanding of Newton's profound contributions to the scientific community. From his laws of motion to his investigations into light and optics, the book showcases Newton's intellectual prowess, rigorous scientific approach, and the transformative impact of his discoveries on the field of physics. Sir Isaac Newton: Sir Isaac Newton, an English mathematician, physicist, and astronomer, is regarded as one of the greatest scientists in history. Born in 1643, Newton's groundbreaking work in the fields of mechanics and gravitation laid the foundation for classical physics. His seminal work, Philosophiæ Naturalis Principia Mathematica, introduced the laws of motion and the universal law of gravitation, transforming our understanding of the physical world. Newton's contributions to mathematics and science revolutionized scientific thought, establishing him as an intellectual giant whose influence continues to shape our understanding of the universe.",N/A,N/A
Newton's Principia,['Isaac Newton'],1848,['Celestial mechanics'],N/A,5,N/A
Low Reynolds number hydrodynamics,"['J. Happel', 'H. Brenner']",1983-09-30,['Science'],"One studying the motion of fluids relative to particulate systems is soon impressed by the dichotomy which exists between books covering theoretical and practical aspects. Classical hydrodynamics is largely concerned with perfect fluids which unfortunately exert no forces on the particles past which they move. Practical approaches to subjects like fluidization, sedimentation, and flow through porous media abound in much useful but uncorrelated empirical information. The present book represents an attempt to bridge this gap by providing at least the beginnings of a rational approach to fluid particle dynamics, based on first principles. From the pedagogic viewpoint it seems worthwhile to show that the Navier-Stokes equations, which form the basis of all systematic texts, can be employed for useful practical applications beyond the elementary problems of laminar flow in pipes and Stokes law for the motion of a single particle. Although a suspension may often be viewed as a continuum for practical purposes, it really consists of a discrete collection of particles immersed in an essentially continuous fluid. Consideration of the actual detailed boundary value problems posed by this viewpoint may serve to call attention to the limitation of idealizations which apply to the overall transport properties of a mixture of fluid and solid particles.",5,N/A
Essays on Several Curious and Useful Subjects,['Thomas Simpson'],1740,['Astronomy'],N/A,N/A,N/A
Oscillations and Waves,['Fritz K. Kneubühl'],2013-03-09,['Science'],"In the course of over thirty years of research in various fields of physics and teaching experimental physics to undergraduate and graduate students of physics, mathematics, electrical engineering, chemistry and natural sciences I missed an introductory comprehensive book on the mathematics of linear and nonlinear oscillations and waves from the point of view of physicists and engineers. Oscillations and waves are the playground for all kinds of scientists in spite of the fact that they represent essentially mathematical concepts. In this field, however, the interests of experimentalists and engineers, on one side, and mathematicians, on the other side, usually differ. The latter are most interested and engaged in proofs of general fundamentallaws on the existence and behavior of the solutions of basic differential equations and on the convergence of their approximations, whereas the former need explicit analytical and numerical solutions or approximations, computer programs and graphic displays. In the past decades a gap opened between these two groups with the result that they have difficulties in communicating with each other. This comprehensive book represents a novel attempt to bridge this gap. This book is based on my lecture notes and its predecessor ""Lineare und nichtlineare Schwingungen und Wellen"" published by B. G. Teubner, Stuttgart, FRG, in 1995. The contents of the previous book have been considerably extended, revised and improved thanks to advice from colleagues and co-workers. Additions to be mentioned are the first c1assification of two-dimensional autonomous, i. e.",N/A,N/A
Archimedis Opera Omnia: Volume 3,['Archimedes'],2013-04-18,['Mathematics'],"Published 1880-1, this three-volume edition of Archimedes' extant works in Greek includes commentaries and parallel Latin translation.",N/A,N/A
Two New Sciences,['Galileo Galilei'],1989,['Science'],N/A,N/A,N/A
Mechanics,['Florian Scheck'],2010-04-01,['Science'],"Purpose and Emphasis. Mechanics not only is the oldest branch of physics but was and still is the basis for all of theoretical physics. Quantum mechanics can hardly be understood, perhaps cannot even be formulated, without a good kno- edge of general mechanics. Field theories such as electrodynamics borrow their formal framework and many of their building principles from mechanics. In short, throughout the many modern developments of physics where one frequently turns back to the principles of classical mechanics its model character is felt. For this reason it is not surprising that the presentation of mechanics re?ects to some - tent the development of modern physics and that today this classical branch of theoretical physics is taught rather differently than at the time of Arnold S- merfeld, in the 1920s, or even in the 1950s, when more emphasis was put on the theoryandtheapplicationsofpartial-differentialequations. Today, symmetriesand invariance principles, the structure of the space–time continuum, and the geom- rical structure of mechanics play an important role. The beginner should realize that mechanics is not primarily the art of describing block-and-tackles, collisions of billiard balls, constrained motions of the cylinder in a washing machine, or - cycle riding.",4,N/A
Mechanics of Pre-industrial Technology,"['Brian Cotterell', 'Johan Kamminga']",1990,['Biography & Autobiography'],"First general account of the mechanics behind pre-industrial technology, combining the skills of an engineer and an archaeologist.",N/A,N/A
The Feynman Lectures on Physics,"['Richard Phillips Feynman', 'Robert B. Leighton', 'Matthew Sands']",1977,['Science'],N/A,N/A,N/A
Fatigue of Structures and Materials,['Jaap Schijve'],2001,['Science'],"This is primarily a textbook written for engineers, students and teachers, and for people working on fatigue problems of engineering structures and materials. An important theme is what happens in the material of an engineering structure subjected to a spectrum of cyclic loads in service",N/A,N/A
Theoretical Concepts in Physics,['Malcolm S. Longair'],2020-04-16,['Science'],An innovative integrated approach to classical physics and the beginnings of quantum physics through a sequence of historical case studies.,N/A,N/A
Isaac Newton's Natural Philosophy,"['Jed Z. Buchwald', 'I. Bernard Cohen']",2001,['Biography & Autobiography'],"Shedding new light on the intellectual context of Newton's scientific thought, this book explores the development of his mathematical philosophy, rational mechanics, and celestial dynamics. An appendix includes the last paper written by Newton biographer Richard S. Westfall.",N/A,N/A
Classical Mechanics,['Walter Greiner'],2006-04-18,['Science'],"Intended for advanced undergraduates and beginning graduate students, this text is based on the highly successful course given by Walter Greiner at the University of Frankfurt, Germany. The two volumes on classical mechanics provide not only a complete survey of the topic but also an enormous number of worked examples and problems to show students clearly how to apply the abstract principles to realistic problems.",3,N/A
Basic Theoretical Physics,"['Uwe Krey', 'Anthony Owen']",2007-08-14,['Science'],"This concise treatment embraces, in four parts, all the main aspects of theoretical physics. Recent topics such as holography and quantum cryptography are included. The book summarizes what a graduate student, physicist working in industry, or a physics teacher should master during his or her degree course. It will also be useful for deepening one’s insight and it adds new dimensions to understanding of these elemental concepts.",4.5,N/A
Statistical Physics I,"['Morikazu Toda', 'Ryogo Kubo', 'Nobuhiko Saito']",2012-12-06,['Science'],"Statistical Physics I discusses the fundamentals of equilibrium statistical mechanics, focussing on basic physical aspects. No previous knowledge of thermodynamics or the molecular theory of gases is assumed. Illustrative examples based on simple materials and photon systems elucidate the central ideas and methods.",N/A,N/A
"Elements of Mechanics Including Kinematics, Kinetics and Statics, with Applications",['Thomas Wallace Wright'],1898,['Mechanics'],N/A,N/A,N/A
Mechanics in Sixteenth-century Italy,"['Stillman Drake', 'Israel Edward Drabkin']",1969,['Science'],N/A,N/A,N/A
The Mechanical Universe,['Steven C. Frautschi'],1986-03-31,['Science'],This innovative physics textbook develops classical mechanics from a historical perspective while introducing new concepts.,N/A,N/A
Mathematical Principles of Natural Philosophy,['Isaac Newton'],1969,['Science'],N/A,N/A,N/A
Dialogues Concerning Two New Sciences,['Galileo Galilei'],1963,['Mechanics'],N/A,N/A,N/A
Vectorial Mechanics,['Edward Arthur Milne'],1948,['Mechanics'],N/A,N/A,N/A
Newton's Principia for the Common Reader,['Subrahmanyan Chandrasekhar'],2003,['Biography & Autobiography'],"Newton's Philosophiae Naturalis Principia Mathematica provides a coherent and deductive presentation of his discovery of the universal law of gravitation. It is very much more than a demonstration that 'to us it is enough that gravity really does exist and act according to the laws which we have explained and abundantly serves to account for all the motions of the celestial bodies and the sea'. It is important to us as a model of all mathematical physics.Representing a decade's work from a distinguished physicist, this is the first comprehensive analysis of Newton's Principia without recourse to secondary sources. Professor Chandrasekhar analyses some 150 propositions which form a direct chain leading to Newton's formulation of his universal law of gravitation. In each case, Newton's proofs are arranged in a linear sequence of equations and arguments, avoiding the need to unravel the necessarily convoluted style of Newton's connected prose. In almost every case, a modern version of the proofs is given to bring into sharp focus the beauty, clarity, and breath-taking economy of Newton's methods.Subrahmanyan Chandrasekhar is one of the most reknowned scientists of the twentieth century, whose career spanned over 60 years. Born in India, educated at the University of Cambridge in England, he served as Emeritus Morton D. Hull Distinguished Service Professor of Theoretical Astrophysics at the University of Chicago, where he has was based from 1937 until his death in 1996. His early research into the evolution of stars is now a cornerstone of modern astrophysics, and earned him the Nobel Prize for Physics in 1983. Later work into gravitational interactions between stars, the properties of fluids, magnetic fields, equilibrium ellipsoids, and black holes has earned him awards throughout the world, including the Gold Medal from the Royal Astronomical Society in London (1953), the National Medal of Science in the United States (1966), and the Copley Medal from the Royal Society (1984). His many publications include Radiative transfer (1950), Hydrodynamic and hydromagnetic stability (1961), and The mathematical theory of black holes (1983), each being praised for its breadth and clarity. Newton's Principia for the common reader is the result of Professor Chandrasekhar's profound admiration for a scientist whose work he believed is unsurpassed, and unsurpassable.",N/A,N/A
"The Method of Archimedes, Recently Discovered by Heiberg",['Sir Thomas Heath'],2007-06-01,['History'],"Greek philosopher, astronomer, and mathematician ARCHIMEDES(circa 287 BC-circa 212 BC) is considered by many the greatest mathematician-and possibly the greatest scientist-of all time. He has made priceless contributions to the fields of maths, physics, and engineering, including the discovery of the principle of density and buoyancy. First published in English in 1897, this collection of supplementary writings on treating mechanical problems provides a thorough exposition of Archimedes' methods in mathematics, physics, logic, and even science in general.",N/A,N/A
An Account of Sir Isaac Newton's Philosophical Discoveries,['Colin MacLaurin'],1968,['Mechanics'],N/A,N/A,N/A
An Introduction to Boundary Layer Meteorology,['Roland B. Stull'],1988-07-31,['Science'],"Part of the excitement in boundary-layer meteorology is the challenge associated with turbulent flow - one of the unsolved problems in classical physics. An additional attraction of the filed is the rich diversity of topics and research methods that are collected under the umbrella-term of boundary-layer meteorology. The flavor of the challenges and the excitement associated with the study of the atmospheric boundary layer are captured in this textbook. Fundamental concepts and mathematics are presented prior to their use, physical interpretations of the terms in equations are given, sample data are shown, examples are solved, and exercises are included. The work should also be considered as a major reference and as a review of the literature, since it includes tables of parameterizatlons, procedures, filed experiments, useful constants, and graphs of various phenomena under a variety of conditions. It is assumed that the work will be used at the beginning graduate level for students with an undergraduate background in meteorology, but the author envisions, and has catered for, a heterogeneity in the background and experience of his readers.",N/A,N/A
The Feynman Lectures on Physics,"['Richard Phillips Feynman', 'Robert B. Leighton', 'Matthew Linzee Sands']",1989,['Electromagnetism'],"Perseus Books is pleased to continue its program to publish the complete collection of audio recordings of Feynman's famous Caltech course on which his classic textbook, Lectures on Physics, was based. This season we present the third and fourth volumes, which together we call ""Feynman on Matter"". We plan to release two more volumes per list until all III lectures have been published.These two volumes in the collection comprise a complete course on matter: Volume 3: From Crystal Structure to Magnetism includes chapters on the internal geometry of crystals, the refractive index of dense materials, elastic materials, dielectrics, and magnetism.Volume 4: Electrical and Magnetic Behavior includes chapters on propagation in a crystal lattice, semiconductors, the independent particle approximation, the Schrodinger equation in a classical context, superconductivity, paramagnetism and magnetic resonance, and ferromagnetism. Copyright © Libri GmbH. All rights reserved.",N/A,N/A
A Manual of Applied Mechanics,['William John Macquorn Rankine'],1877,['Mechanical engineering'],N/A,4,N/A
Philosophia naturalis principia mathematica,['Isaac Newton'],1687,['Celestial mechanics'],N/A,N/A,N/A
Thinking with Objects,['Domenico Bertoloni Meli'],2006-11-17,['History'],"'Bertoloni Meli reexamines such major texts as Galileo's Dialogues Concerning Two New Sciences, Descartes' Principles of Philosophy, and Newton's Principia, and in them finds a reliance on objects that has escaped proper understanding. From Pappus of Alexandria to Guidobaldo dal Monte, Bertoloni Meli sees significant developments in the history of mechanical experimentation, all of them crucial for understanding Galileo. Bertoloni Meli uses similarities and tensions between dal Monte and Galileo as a springboard for exploring the revolutionary nature of seventeenth-century mechanics.' (Back cover)",N/A,N/A
Treatise on Natural Philosophy,"['William Thomson Baron Kelvin', 'Peter Guthrie Tait']",1886,['Calculators'],N/A,N/A,N/A
A History of Mechanics,['René Dugas'],1957,['Mechanics'],N/A,N/A,N/A
The Works of Archimedes,['Archimedes'],1953,['Geometria - Obras anteriores a 1800'],N/A,N/A,N/A
The General Theory of Homogenization,['Luc Tartar'],2009-12-03,['Science'],"Homogenization is not about periodicity, or Gamma-convergence, but about understanding which effective equations to use at macroscopic level, knowing which partial differential equations govern mesoscopic levels, without using probabilities (which destroy physical reality); instead, one uses various topologies of weak type, the G-convergence of Sergio Spagnolo, the H-convergence of François Murat and the author, and some responsible for the appearance of nonlocal effects, which many theories in continuum mechanics or physics guessed wrongly. For a better understanding of 20th century science, new mathematical tools must be introduced, like the author’s H-measures, variants by Patrick Gérard, and others yet to be discovered.",N/A,N/A
"The History of Gutta-Percha Willie, the Working Genius",['George MacDonald'],1887,['Blacksmiths'],"Young Willie Macmichael, a blacksmith, shoemaker, carpenter, and mechanic, discovers a medicinal spring where he builds himself quarters and later a hospital.",N/A,N/A
The Principia,['Isaac Newton'],2013-07-05,['Celestial mechanics'],"Newton's Principia by Sir Isaac Newton is presented here in a high quality paperback edition. This publication was produced from a professional scan of an original edition of the book, which can include imperfections from the original book or through the scanning process, and has been created from an edition which we consider to be of the best possible quality available. This popular classic work by Sir Isaac Newton is in the English language. Newton's Principia is highly recommended for those who enjoy the works of Sir Isaac Newton, and for those discovering the works of Sir Isaac Newton for the first time.",N/A,N/A
Sliding Friction,['Bo N.J. Persson'],2013-03-14,['Science'],"Sliding friction is one of the oldest problems in physics and certainly one of the most important from a practical point of view. The ability to produce durable low-friction surfaces and lubricant fluids has become an important factor in the miniaturization of moving components in many technological devices, e.g. magnetic storage, recording systems, miniature motors and many aerospace components. This book will be useful to physicists, chemists, materials scientists, and engineers who want to understand sliding friction. The book (or parts of it) could also form the basis for a modern undergraduate or graduate course on tribology. This second edition covers several new topics including friction on superconductors, experimental studies and computer simulations of the layering transition, nanoindentation, wear in combustion engines, rubber wear, effects due to humidity, rolling and sliding of carbon nanotubes and the friction dynamics of granular materials.",N/A,N/A
Classical Mechanics,"['Herbert Charles Corben', 'Philip Stehle']",1960,['Mechanics'],N/A,N/A,N/A
NEWTONS PRINCIPIA THE MATHEMAT,"['Isaac 1642-1727 Newton', 'Andrew Tr Motte', 'N. W. Chittenden']",2016-08-28,['History'],"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work. This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work. As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.",N/A,N/A
"On Motion, and On Mechanics",['Galileo Galilei'],1960,['Science'],N/A,N/A,N/A
"Classical Mechanics by Herbert Goldstein, Charles Poole and John Safko",['Herbert Goldstein'],2002,['Mechanics'],N/A,N/A,N/A
The Science of Mechanics,['Ernst Mach'],1919,['Dynamics'],N/A,N/A,N/A
Elements of Newtonian Mechanics,"['Jens M. Knudsen', 'Poul G. Hjorth']",2012-12-06,['Science'],"This book is intended as a textbook for an entry-level university course in Newtonian mechanics for students of physics, astronomy, and the engineering sciences. The material has been used as a first-semester text for first-year undergraduates at the Niels Bohr Institute, which is part of the University of Copenhagen. Our way of presenting Newtonian mechanics is influenced by the writings of the late Max Born. Also, the Feynman Lectures on Physics have been an important source of inspiration. In fact, the idea for the book came when we read Section 16.1 of Volume 1 of the Feynman Lectures. Ideas from the well-known Berkeley Physics Course may also be traced in the text. All of the books quoted in the literature list have, in one way or another, served as a source for our lectures for undergraduates. It is assumed that the students already have a rudimentary knowledge of Newtonian mechanics, say at the high-school level. Some background in vectors and elementary calculus is also required, i.e., the students should know how to add vectors as well as how to differentiate and integrate elementary functions. The Appendix contains the required background for the use of vectors in Newtonian mechanics.",N/A,N/A
Reading the Principia,['Niccol- Guicciardini'],2003-10-30,['Mathematics'],"The mathematical methods employed by Newton in the Principia stimulated much debate among contemporaries. This book explains how Newton addressed these issues, taking into consideration the values that directed his research. It will be of interest to researchers and students in history and philosophy of science, physics, mathematics and astronomy.",N/A,N/A
Selections from Newton's Principia,['Isaac Newton'],2004,['Science'],"Newton's new conception of the laws of the universe challenged centuries of received opinion, and laid a new foundation for our ?common sense? understanding of the physical world. If you have always wanted to know more about Newton's achievement but thought it was the exclusive province of experts, this little book will guide you through the essentials of Newton's argument in his own words and using only elementary mathematics. Traces the basic development of universal gravitation. Newton's text with notes, commentary, questions for discussion, and additional diagrams. Includes Newton's definitions, laws, scholia, Book I propositions 1 and 4, Rules of Philosophizing, Phenomena, Book III Propositions 1 through 4, and General Scholium.",4,N/A
Foams and Emulsions,"['J.F. Sadoc', 'N. Rivier']",2013-03-09,['Technology & Engineering'],"A general and introductory survey of foams, emulsions and cellular materials. Foams and emulsions are illustrations of some fundamental concepts in statistical thermodynamics, rheology, elasticity and the physics and chemistry of divided media and interfaces. They also give rise to some of the most beautiful geometrical shapes and tilings, ordered or disordered. The chapters are grouped into sections having fairly loose boundaries. Each chapter is intelligible alone, but cross referencing means that the few concepts that may not be familiar to the reader can be found in other chapters in the book. Audience: Research students, researchers and teachers in physics, physical chemistry, materials science, mechanical engineering and geometry.",N/A,N/A
A Field Guide to Automotive Technology,"['Ed Sobey', 'Edwin J. C. Sobey']",2009,['Science'],"Written for mechanical novices who may not know their catalytic converters from their universal joints, this practical guide helps teach a basic understanding of how automobiles function. Devices are grouped according to their habitats - under the hood, inside the car, and more - to help identify the technology in question. Solving automotive puzzles such as where exactly does a dipstick dip and what is rack and pinion steering, this handy reference illuminates what's going on under the hood without all that grime and grease.",N/A,N/A
The Science of Mechanics,['Ernst Mach'],1915,['Mechanics'],N/A,N/A,N/A
The Principia,['Isaac Newton'],1999-10-20,['Science'],"In his monumental 1687 work Philosophiae Naturalis Principia Mathematica, known familiarly as the Principia, Isaac Newton laid out in mathematical terms the principles of time, force, and motion that have guided the development of modern physical science. Even after more than three centuries and the revolutions of Einsteinian relativity and quantum mechanics, Newtonian physics continues to account for many of the phenomena of the observed world, and Newtonian celestial dynamics is used to determine the orbits of our space vehicles. This completely new translation, the first in 270 years, is based on the third (1726) edition, the final revised version approved by Newton; it includes extracts from the earlier editions, corrects errors found in earlier versions, and replaces archaic English with contemporary prose and up-to-date mathematical forms. Newton's principles describe acceleration, deceleration, and inertial movement; fluid dynamics; and the motions of the earth, moon, planets, and comets. A great work in itself, the Principia also revolutionized the methods of scientific investigation. It set forth the fundamental three laws of motion and the law of universal gravity, the physical principles that account for the Copernican system of the world as emended by Kepler, thus effectively ending controversy concerning the Copernican planetary system. The illuminating Guide to the Principia by I. Bernard Cohen, along with his and Anne Whitman's translation, will make this preeminent work truly accessible for today's scientists, scholars, and students.",N/A,N/A
The Principia,['Isaac Newton'],2023-10-20,[],"A groundbreaking work in the field of physics and mathematics. In this monumental work, Newton formulated the laws of motion and universal gravitation, laying the foundation for classical mechanics and revolutionizing our understanding of the physical world. The Principia remains one of the most significant scientific books ever written, influencing generations of scientists, and shaping the course of modern physics and mathematics. The Groundbreaking Work of Sir Isaac Newton Mathematical proofs and equations. Comprehensive coverage of planetary motion. Helps in understanding the principles of motion. Logical and rigorous approach to scientific inquiry. Studied and revered as a seminal work in the field of science.",N/A,N/A
The Mechanical Universe,"['Richard P. Olenick', 'Tom M. Apostol', 'David L. Goodstein']",2008-01-14,['Science'],"This book studies electricity and magnetism, light, the special theory of relativity, and modern physics.",5,N/A
Dialogues Concerning Two New Sciences,['Galileo Galilei'],1939,['Mechanics'],N/A,N/A,N/A
Mechanical Properties and Testing of Polymers,['G.M. Swallowe'],2013-04-17,['Science'],"This volume represents a continuation of the Polymer Science and Technology series edited by Dr. D. M. Brewis and Professor D. Briggs. The theme of the series is the production of a number of stand alone volumes on various areas of polymer science and technology. Each volume contains short articles by a variety of expert contributors outlining a particular topic and these articles are extensively cross referenced. References to related topics included in the volume are indicated by bold text in the articles, the bold text being the title of the relevant article. At the end of each article there is a list of bibliographic references where interested readers can obtain further detailed information on the subject of the article. This volume was produced at the invitation of Derek Brewis who asked me to edit a text which concentrated on the mechanical properties of polymers. There are already many excellent books on the mechanical properties of polymers, and a somewhat lesser number of volumes dealing with methods of carrying out mechanical tests on polymers. Some of these books are listed in Appendix 1. In this volume I have attempted to cover basic mechanical properties and test methods as well as the theory of polymer mechanical deformation and hope that the reader will find the approach useful.",N/A,N/A
A Modern Approach to Classical Mechanics,['Harald Iro'],2002,['Science'],"The approach to classical mechanics adopted in this book includes and stresses recent developments in nonlinear dynamical systems. The concepts necessary to formulate and understand chaotic behavior are presented. Besides the conventional topics (such as oscillators, the Kepler problem, spinning tops and the two centers problem) studied in the frame of Newtonian, Lagrangian, and Hamiltonian mechanics, nonintegrable systems (the Hnon-Heiles system, motion in a Coulomb force field together with a homogeneous magnetic field, the restricted three-body problem) are also discussed. The question of the integrability (of planetary motion, for example) leads finally to the KAM-theorem.This book is the result of lectures on 'Classical Mechanics' as the first part of a basic course in Theoretical Physics. These lectures were given by the author to undergraduate students in their second year at the Johannes Kepler University Linz, Austria. The book is also addressed to lecturers in this field and to physicists who want to obtain a new perspective on classical mechanics.",N/A,N/A
