title,authors,publishedDate,categories,description,averageRating,textSnippet,language
The Day We Are Born,['Philippa Cameron'],2015-04-16,[],"How do you get through every day when you think you should be dead? Elle is 13 when she realizes she is not meant to be here. Telling her parents lands her in therapy and on anti-depressants, and by the age of 16 nothing has changed... It doesn't stop Elle trying to get through her days in one piece, however. And when she finds out that her favorite band is playing at a nearby festival she faces the challenge of persuading her parents to let her out of their sight. Getting that right is going to take a lot of work, but she needs them to let her go - and she doesn't mean only to the concert. Bad-tempered best friend Libby is hatching all sorts of plans, and their ticket to the festival may just be Sam, a boy who seems to want to be more than just friends. Elle doesn't have the energy for a boyfriend, though, but does she even have a choice? Because something weird happens every time she and Sam are in the same room... The Day We Are Born is about best friends, being a daughter, and falling in love for the first time. The Day We Are Born is the first novel in the Elements series. Each novel is a stand-alone book, linked by its connection to one or more of the elements - earth, wind, fire and water.",N/A,N/A,en
Lone Wolf,['Jodi Picoult'],2012-10-23,['Fiction'],"When his father and sister are injured in an accident that has rendered his father comatose, estranged son Edward decides to stop his father's life support so that his organs can be donated, a choice his sister urges him to reconsider.",N/A,N/A,en
Between Midnight and Morning,['Beverly Mitchell Dodd'],2010-05-12,['Contemporary'],"This is a novel set in a fictitious town near Naples, New York.Synopsis:When she turned eighteen, Lena left her home, her family, and a religion that had caused her much fear and despair. She told the man she loved and married that she had freed herself from the painful past. She did not mention those moments when the fear and despair still haunted her. Then the unthinkable happened, and Lena found herself trapped again in that place, unable to cross to the light of the future, unable to penetrate the darkness of the past.",N/A,N/A,en
A Taste of Sugar,['Marina Adair'],2015,['FICTION'],"A blast from her past . . .Charlotte Holden, Sugar's favorite pediatrician, knows better than anyone that love only leads to heartbreak. Instead, she's focused on creating the Grow Clinic, an outpatient center for children. All she has to do now is to host the best Founder's Day Parade in the history of Sugar, Georgia, to win over a big-city donor. Easy as peach pie. Then sexy Jace McGraw blows back into town and utters those three words every woman dreads: we're still married. . . . leads to tantalizing troubleJace McGraw was making an offer on his dream business in Atlanta when he was told that his wife had some credit issues. Wait, his wife? The annulment went through years ago-or so he thought. He'd walked away only to keep his troublemaker reputation from ruining her dreams. But now that they have a second chance, Jace offers Charlotte a deal: he'll grant a discreet divorce in exchange for 30 days and nights of marriage. Because this time he isn't going to let her go without a fight. (95,000 words)",N/A,N/A,en
Runner,['Robert Newton'],2005-05-30,['Juvenile Nonfiction'],"It's 1919, Richmond football club is on top of the ladder, cream buns are threepence each and four boys are gunning for the best job in town. Charlie is lucky enough to win the prime job – running messages for Squizzy Taylor, the most dangerous gangster in Melbourne. But things start to get a little too hot for Charlie, so he decides to take the money and run . . .",2,N/A,en
Everything Beautiful,['Simmone Howell'],2008,['Young Adult Fiction'],"I believe in Chloe and chocolate.I believe the best part is always before.I believe that most girls are shifty and most guys are dumb.I believe the more you spill, the less you are.I don't believe in life after death or diuretics or happy endings.I don't believe anything good can come from this.Riley Rose doesn't want to be at Spirit Ranch Holiday Camp. Riley wants to be partying with her best friend Chloe at the beautiful Ben Sebatini's house. She has a plan to get away from the jumpsuit-wearing counsellors, the feel-good mantras, do-gooder campers and the monotonous schedule of team-building exercises and outdoor activities. But is everything at the Spirit Ranch as it appears? What secrets are waiting for discovery in the abandoned Fraser house? And why doesn't anyone want to talk about the accident that landed the mysterious Dylan in a wheelchair last year? Everything Beautiful - a love story about the broken and the broken-hearted.",N/A,N/A,en
All He Wants for Christmas,['Elle Wright'],2016,['FICTION'],"Married by Christmas... Morgan Smith is more than ready to settle down with the love of his life. He fought hard for Syd, and just thinking about calling her ""Mrs. Smith""...'an, he'd happily elope right now. But his bride wants a Christmas wedding, and he's not going to disappoint her. Nothing will stop him from meeting her at the end of that aisle-until one night changes everything. Sydney Williams' world could not be more perfect: an amazing man, a beautiful daughter, and soon the wedding of her dreams. But a heart-stopping message in the middle of the night quickly turns her blue skies stormy. Now Morgan's in danger and the only Christmas miracle Syd wants is to hear his voice again... A sexy Christmas novella in Elle Wright's Edge of Scandal series. Other books in the Edge of Scandal series: The Forbidden Man His All Night Her Kind of Man.",N/A,N/A,en
Nukkin Ya,['Phillip Gwynne'],2000,['Aboriginal'],"Nukkin Yais the sequel to Deadly, Unna?. Fifteen-year-old Gary Black, 'Blacky', isn't sure what he wants or where he is going. The one thing he does know is that he wants to escape the small country town he's grown up in",N/A,N/A,en
Ever After,['Rachel Lacey'],2015,['FICTION'],"Caught in the act Olivia Bennett is not having a happy birthday. Instead of blowing out her twenty-nine candles, she's stuck in jail, caught red-handed in a graffiti incident that (perhaps) involved one too many strawberry margaritas. Worst idea ever. The only bright side is that she ended up in the strong arms of the most gorgeous lawman she's ever seen. Pete Sampson (aka Deputy Hot Stuff) faces intense pressure from the sheriff to find out who's behind a string of vandalisms. And after her spray-painting spree, Olivia is suspect number one. Still, Pete can't stop thinking about her. Wanting her. Now he's torn between his duty and his overpowering desire for the vivacious waitress. But he may have to bend the rules because true love is more important than the letter of the law.",N/A,N/A,en
Shooting Star,['Peter Temple'],1999,['Australian fiction'],N/A,4,N/A,en
A Billionaire Between the Sheets,['Katie Lane (Western love story writer)'],2015,['FICTION'],"A commanding presence in the boardroom and the bedroom, Deacon Beaumont has come to save the failing company French Kiss. He was born to be boss in this glamorous new world of lacy lingerie and stunning supermodels. But one bold and beautiful woman dares to question his authority. Olivia Harrington has dedicated her life to the company's success. Just because Deacon is sexy as hell doesn't mean he'll make a better CEO. With a limitless supply of push-up bras and garter belts, Olivia turns her considerable feminine charms on Deacon to discover what makes him tick . . . and reveals instead the billion reasons why she wants him to stay.",N/A,N/A,en
A Random Act Of Kindness,['Mitchell Alexander Jackson'],2004-06-01,['Fiction'],"Mitchell Alexander Jackson's contemporary thought, in response to the ""change"" brought on by a ""change"" of the U.S. administration, was breathed forth-Shorn Sharer. While the author was soaking up the ""flavor"" of Wyoming, in the historic city of Sheridan, non-Election 2000 happened. Unfortunately its fruits remain.within and without the borders of our United States of America-ever engulfing. Following the locking of the ballot box, the constricting of the rights of the American people, and the diluting of the past glory of America's heritage concerning Truth, Honor, and Integrity are there presently an eager embracing of intolerance, fain displays of justness, and new forms of exclusionary practices. Perhaps that self same Spirit that issued in the book Shorn Sharer ""sees"" merit in this present work bearing ""The Flying Africans"" motif. ""This long ago documented account of a small band of enslaved Africans and their ""escape"" is Southern legendary folklore that passed into myth, only to become the best kept legendary secrete in American culture. While in Southern fields, so speaks the records of the unique incident, a band of ""flying Africans"" dropped their hoes, danced about in a ring, and lifted up and flew away home--back to Africa. Mr. Jackson utilizes ""The Flying Africans"" motif of flight to freedom to underline its ""spiritual"" thread of ""awakening,"" awareness and growth. He unveils his trilogy through the narrative entitled A Random Act Of Kindness, a combination mystery/thriller/suspense, with a heavy heaping of romance. The first novel of the trio is The Loving Cup. The Loving Cup, a different type of Southern flavor, launches the plight of the abandoned youth, Mildred Loveless, who is suddenly venerable to every underworld figure with designs of immediate profit and immeasurable power. The saga begins: The local police of Savannah, Georgia are in the midst of an International threat to the survival of U.S. America.",N/A,N/A,en
Gay Love and Other Fairy Tales,['Dylan James'],2018-09-09,[],"Jordan Ortiz decides he can no longer hide who he truly is. He's gay. He comes out to his family, then he comes out to everyone, and it goes well. Like, way better than he thought possible. But that's about where it ends. There aren't enough out gay kids at school for him to build a queer social life or even consider the possibility of dating. For now, he's happy to be the gay bestie for his BFF, Hannah. Benjamin Cooper is the captain of the football team and has known Jordan for almost his whole life. And he has a secret. When they won an award at the science fair in grade nine, Jordan hugged him-and that's when Ben realized he had feelings for Jordan. As he watches Jordan come out and flower into who he is, he can't help but feel ashamed-ashamed at what a coward he is compared to Jordan. When a broken leg and fair-weather friends leave Ben feeling lonely on Christmas break, he spends New Year's Eve with Jordan, just hanging out in his basement like they used to years ago. But as the countdown to midnight happens and the ball is about to drop, Ben has something else in mind. At the stroke of midnight, he kisses Jordan. What starts with a surprise kiss leads to a year of shared secrets, hidden love, relationship troubles, and broken hearts. Through it all, one fact holds true-Jordan loves Benjamin and Benjamin loves Jordan. But is that enough to carry them through when Ben wants to stay firmly in the closet, to the very point that this might destroy what hope they have of true love?",N/A,N/A,en
"Same Time, Next Year",['Debbie Macomber'],1995,['Contemporary'],"James Wilkens was almost a Manning groom--because he almost married one of the Manning sisters. With that broken engagement behind him, he spends New Year's Eve in Las Vegas where he meets Summer Lawton. She's just suffered a painful betrayal, and James promises her that in a year, she'll be over it. To prove his point, he makes a date to meet her in Vegas Same Time, Next Year.",N/A,N/A,en
The Harder They Fall,['Bali Rai'],2017,['Young Adult Fiction'],"A heart-warming and thought-provoking story of family, friendship and foodbanks, from an award-winning author well-known for his gritty realism for teens. Cal's family are proud to live in an 'analogue' world - no wifi in their house , just an ancient black-and-white TV. At school, Cal has no choice but to live in the 21st century, coping with a range of bullies and chancers on a daily basis. When Cal's mum decides to 'rebalance' the family with a stint as volunteers at a local foodbank, Cal inadvertently discovers new kid Jacob's secret, and Jacob flips. Particularly suitable for struggling, reluctant and dyslexic readers aged 13+",N/A,N/A,en
Boy Swallows Universe,['Trent Dalton'],2019,['Fiction'],"A 2019 Indie Book of the YearBrisbane, 1983: A lost father, a mute brother, a mum in jail, a heroin dealer for a stepfather and a notorious crim for a babysitter. It's not as if Eli's life isn't complicated enough already. He's just trying to follow his heart, learning what it takes to be a good man, but life just keeps throwing obstacles in the way -- notably Tytus Broz, legendary Brisbane drug dealer. But Eli's life is about to get a whole lot more serious. He's about to fall in love. And, oh yeah, he has to break into Boggo Road Gaol on Christmas Day, to save his mum. Joyous and heartbreaking, Boy Swallows Universe is a story of brotherhood, true love and the most unlikely of friendships.",N/A,N/A,en
We Shouldn't,"['Keeland, Vi']",2019,['Man-woman relationships'],"From #1 New York Times Bestseller Vi Keeland, comes a new, sexy standalone novel. Bennett Fox walked into my life on one hell of a crappy Monday morning. I was late for the first day at my new job--a job I'd now have to compete for even though I'd already worked eight years to earn it, because of an unexpected merger. While I lugged my belongings up to my new office, a meter maid wrote me a parking summons. She'd ticketed a long line of cars--except for the Audi parked in front of me, which happened to be the same make and model as mine. Annoyed, I decided to regift my ticket to the car that had evaded a fine. Chances were, the owner would pay it and be none the wiser. Except, I accidentally broke the windshield wiper while slipping the ticket onto the car's window. Seriously, my day couldn't get any worse.Things started to perk up when I ran into a gorgeous man in the elevator. We had one of those brief moments that only happened in movies. You know the deal...your body lights up, fireworks go off, and the air around you crackles with electricity. His heated stare left me flush when I stepped off the elevator. Maybe things here wouldn't be so bad after all. Or so I thought. Until I walked into my new boss's office and met my competition. The gorgeous man from the elevator was now my nemesis. His heated stare wasn't because of any mutual attraction. It was because he'd saw me vandalize his car. And now he couldn't wait to annihilate his rival. There's a fine line between love and hate--and we shouldn't cross it. We shouldn't--but straddling that line could be so much fun.",N/A,N/A,en
The Priest,['Tiffany Reisz'],2020,['Electronic books'],"When a New Orleans parish priest is found dead of an apparent suicide, the police see no reason to investigate. Private detective Cyrus Tremont knows a cover-up when he sees it, however. A former cop, he's seen it all...or so he thought. Clues point him in the direction of Nora Sutherlin, an erotic romance writer who moonlights as a dominatrix. Together, they form an unlikely bond built on their shared need for justice. As Cyrus is drawn deeper into Nora's underground world of pleasure and pain, what lines will he cross to discover the truth about the priest? And what will he and Nora do with the truth once they find it?",N/A,N/A,en
Navy Blues,['Debbie Macomber'],1989,['Divorced people'],"Carol Kyle has found the perfect man to father her child--her ex-husband, Steve, so she devises a plan to seduce him.",N/A,N/A,en
Navy Baby,['Debbie Macomber'],1991,['Love stories'],N/A,N/A,N/A,en
A Walk to Remember,['Nicholas Sparks'],2004-09,['Fiction'],"Every April, when the wind smells of both the sea and lilacs, Landon Carter remembers 1958, his last year at Beaufort High. Landon had dated a girl or two, and even once sworn that he'd been in love. Certainly the last person he thought he'd fall for was Jamie Sullivan, the shy, almost ethereal daughter of the town's Baptist minister ... Jamie, who was destined to show him the depths of the human heart--and the joy and pain of living.",N/A,N/A,en
Pennies from Heaven,['Janice Thompson'],2016-05-29,[],"It's back to Splendora for Bella and the gang, and boy, do they have their work cut out for them! This time Bella's planning a Parisian-themed wedding in the springtime, right in the heart of a crazy political season! Whew! Talk about a challenge. And when the fine folks in Splendora find themselves split down the middle over their presidential candidate of choice, Bella's in for a whirlwind of a time. Throw in a flustered bride, a passel of rowdy children, and a BFF with big news, and you've got the makings of a fun (but crazy) story.",N/A,N/A,en
Mind the Gap,['Phil Earle'],2017,['Juvenile Nonfiction'],"Powerful drama of love, loss, family and friendship from a superstar of UK children's and YA fiction, inspired by a tremendously moving true story. When Mikey's dad died, something in Mikey died too. He loved his old man and he never stopped dreaming that one day his dad would land the role of a lifetime, prove them all wrong, and rock back up to the estate in the flashiest car anyone had ever seen. Now there's just numbness, and not caring, and really, really stupid decisions. He says the worst of it is that he can't evenremember his dad's voice any more. Eventually Mikey's best mate can't bear it any more, and so he sets out to give Mikey the memories - and his dad's voice - back.",N/A,N/A,en
Navy Husband,['Debbie Macomber'],2005,['Domestic fiction'],N/A,N/A,N/A,en
Barefoot Beach,['Debbie Mason (Novelist)'],2019,['FICTION'],N/A,N/A,N/A,en
Father's Day,['Debbie Macomber'],1991,['Man-woman relationships'],"Robin Masterson's ten-year-old-son, Jeff, thinks he needs a dog more than anything in the world and there just happens to be one right next door! However, the friendly black lab belongs to Cole Camden, the unfriendliest man in the neighborhood. Cole hasn't always been so solitary and aloof. The deaths of his wife and son have embittered him and that is something Robin could understand. Her own much-loved husband died when Jeff was just a baby. Still, Jeff persists and soon his mom and Cole are looking at each other in a whole new way.",N/A,N/A,en
Killer Trail,['Judy Keen'],2013,['Australian fiction'],N/A,N/A,N/A,en
Deadly Obsession,['April Hunt'],2019,['Electronic books'],N/A,N/A,N/A,en
Guarding Temptation,['Talia Hibbert'],2020,['African Americans'],"Protective. Obsessive. And rough around the edges. James Foster knows the rules: you don't fall for your best friend's little sister. Nina is too young, too reckless, and too busy saving the world to be tied down by the commitment he craves. If he was smart, he'd stop wanting her. But she's the one thing on earth James just can't quit. Fierce. Principled. And impossible to resist. Political campaigner Nina Chapman is sick of one-time things. She wants forever, and she wants it with her brother's best friend-but James still sees her as a child to be coddled. So when a controversial article lands Nina in hot water, she finds herself under his protection and under his roof. It's a shame James doesn't want her in his bed, too. …Or does he? Warning: this red-hot novella contains one radical leftist heroine, one over-protective hero, one annoying childhood nickname, and a shared apartment with only one bed. Also, Brexit. But not too much, I promise. Please note: a version of Guarding Temptation was previously published as Resisting Desire in the Rogue Nights anthology. This version has been revised and expanded to double its previous length.",N/A,N/A,en
Head Over Wheels,['Samantha Chase'],2020,[],"Danielle Perry has an appreciation for a certain classic car. And the man who restored it. Who says you have to be a great driver in order to appreciate fine cars? Danielle's certainly never let her less than stellar driving record stop her. It's why she works at Malcolm and Son Classic Car Restorations. But she's not just there for the cars--there's a certain mechanic she also can't get enough of. Malcom King lives and breathes classic cars. Nothing can distract him. Restoring cars was in Malcolm's blood. It's more than a job--it's an obsession, one that leaves him little time for anything else. But there's a certain sassy brunette who keeps stealing his attention. Taking her with him to a car show seemed like a harmless idea. Except when he's around her, business is the furthest thing from his mind. One week on the road can take Danielle and Malcolm from friends to lovers. But one spin in a classic car could ruin everything. So which will win out--Malcolm's love for cars or his feelings for Dani? Warning--This sweet, sexy, and laugh out loud funny romance is filled with the most ridiculous road trip stories you can imagine and is sure to make you fall head over wheels with all the feels!",N/A,N/A,en
