title,authors,publishedDate,categories,description,averageRating,textSnippet
Logik,['Wilhelm Max Wundt'],1895,"['Knowledge, Theory of']",N/A,N/A,N/A
Logik; eine Untersuchung der Principien der Erkenntniss und der Methoden wissenschaftlicher Forschung: Methodenlehre: 1. Abt. Allgemeine Methodenlehre; Logik der Mathematik und der Naturwissenschaften. 2. Abt. Logik der Geisteswissenschaften,['Wilhelm Max Wundt'],1895,"['Knowledge, Theory of']",N/A,N/A,N/A
Science Fiction,"['Isaac Asimov', 'Greg Walz-Chojnacki', 'Francis Reddy']",1995,['Juvenile Nonfiction'],This book compares science fiction with science fact.,N/A,N/A
The Science in Science Fiction,['Peter Nicholls'],1987,['Science'],N/A,N/A,N/A
Fiction in American Magazines Before 1800,['Edward W. R. Pitcher'],1993,['Language Arts & Disciplines'],"An easy-to-use identification manual for plants in eastern United States. Identification is through keys in which the matching of plant characteristics leads to family, genus, species and common name. The book also lists flowering dates, habitat and degree of rarity.",N/A,N/A
Music in Contemporary British Fiction,['Gerry Smyth'],2008-11-20,['Fiction'],Movie Watchers Guide to Enlightenment describes helpful movies in healing and Awakening to Truth.,N/A,N/A
Science & Technology in Fact and Fiction,"['DayAnn M. Kennedy', 'Stella S. Spangler', 'Mary Ann Vanderwerf']",1990,['Literary Criticism'],"Grade level: 8, 9, 10, 11, 12, i, s.",N/A,N/A
The Supernatural and English Fiction,['Glen Cavaliero'],1995,['History'],"This book is the first ever to describe and discuss all the principal English writers who have handled the subject of the supernatural. Among those included in Glen Cavaliero's absorbing study are James Hogg, Sheridan Le Fanu, Henry James, Rudyard Kipling, Walter de la Mare, M. R. James, John Cowper Powys, William Golding, Iris Murdoch, and Muriel Spark. As well as analysing the senses in which the supernatural may be understood, he relates them to different kinds of fiction, such as the Gothic novel, the occultist romance, the ghost story, novels of paranormal psychology, nature mysticism, and late twentieth-century uses of allegory and fable. He examines the impact of supernaturalist themes upon naturalistic writers, and discusses the relevance of the supernatural to the question of the truthfulness of fiction, and to contemporary literary theory and its ideological accompaniments.",N/A,N/A
"Space, Cosmology and Fiction",['Joan Solomon'],1983,['Literary Criticism'],"""Space, Cosmology and Fiction begins with the confrontation between Galileo and the Church. It then follows some of the scientific discoveries which led to modern cosmology, to the excitement of science fiction, and to the present possibilities of space technology""--Page 4 of cover.",N/A,N/A
History and Fiction in Galdós's Narratives,['Geoffrey Ribbans'],1993,['Literary Criticism'],"Galdos wrote prolifically in two distinct narrative modes: some twenty major 'contemporary novels' in the realist tradition and a special sort of historical novel he called the episodio nacional. The reign of Isabella II (1843-68) and the revolutionary period which followed until 1875 was a time of exceptional volatility in Spain, and Geoffrey Ribbans's comprehensive study shows how each of Galdos's two narrative modes adopts a particular technique in its treatment of Spanish history and politics. The episodio is tightly bound to historical events and timescale, though it skilfully incorporates its fictional characters into this framework; the novel on the other hand is embedded in historical reality in a constant but less systematic manner.",N/A,N/A
Holt Anthology of Science Fiction,['Holt Rinehart & Winston'],2000-05,['Juvenile Fiction'],Includes: an introduction to the genre of science fiction -- stories relating to the various areas of science by leading authors in the field -- Bibliographical information on authors -- References for additional reading -- Critical thinking questions.,N/A,N/A
Stranger Than Fiction,['Melvin Berger'],1990,['Juvenile Nonfiction'],"This account explores the world of killer bees, fire ants, & other such bugs.",N/A,N/A
The Country of the Pointed Firs and Other Fiction,['Sarah Orne Jewett'],1996,['Fiction'],"This volume includes Jewett's classic novella and 13 of her short stories, written towards the end of her career. The introduction, a pharmacopoeia, and extensive explanatory notes suggest a variety of ways to explore Jewett's subtle fiction.",N/A,N/A
A Reader's Guide to Australian Fiction,['Laurie Clancy'],1992,['Literary Criticism'],This authoritative and comprehensive reference book is the first chronological account of the major Australian fiction writers from 1830 to the 1990s. Brief biographical information on the writers accompanies a critical discussion of the work. Each entry stands alone but the book can be read as a chronological account of the extraordinary development of Australian fiction over a period of 160 years.,N/A,N/A
"Fact, Fiction, and Forecast",['Nelson Goodman'],1983-03-07,['Philosophy'],"Here, in a new edition, is Nelson Goodman’s provocative philosophical classic—a book that, according to Science, “raised a storm of controversy” when it was first published in 1954, and one that remains on the front lines of philosophical debate. How is it that we feel confident in generalizing from experience in some ways but not in others? How are generalizations that are warranted to be distinguished from those that are not? Goodman shows that these questions resist formal solution and his demonstration has been taken by nativists like Chomsky and Fodor as proof that neither scientific induction nor ordinary learning can proceed without an a priori, or innate, ordering of hypotheses. In his new foreword to this edition, Hilary Putnam forcefully rejects these nativist claims. The controversy surrounding these unsolved problems is as relevant to the psychology of cognitive development as it is to the philosophy of science. No serious student of either discipline can afford to misunderstand Goodman’s classic argument.",N/A,N/A
Content-Based Chapter Books Fiction (Science: Planet Patrol): Antarctic Adventure,['Rebecca L. Johnson'],2007-03-11,['Language Arts & Disciplines'],"""Four students travel to dry, icy Antarctica to study the AdeÌ1lie penguins. They use all they have learned to make an important rescue by themselves""--Publisher's website",N/A,N/A
British Fantasy and Science-fiction Writers Before World War I,['Darren Harris-Fain'],1997,['Biography & Autobiography'],"Essays on British writers of fantasy and science fiction during a time when science, technology and industrialization made increasingly impressive inroads from the Enlightenment to World War I.A gradual emphasis on social improvement, including literature, involved efforts to increase literacy through expanding material to read. During this period, publication of newspapers, penny dreadfuls and dime novels lead to pulp magazines and other popular periodicals.",N/A,N/A
Fact and Fiction in Modern Science,['Henry Vincent Gill'],1944,['Catholics'],N/A,N/A,N/A
The Fiction and Reality of Jan Struys,['Kees Boterbloem'],2008-09-30,['Biography & Autobiography'],"Dutch Sailmaker and sailor Jan Struys' (c.1629-c.1694) account of his various overseas travels became a bestseller after its first publication in Amsterdam in 1676, and was later translated into English, French, German and Russian. This new book depicts the story of its author's life as well as the first singular analysis of the Struys text.",N/A,N/A
Lippincott's Monthly Magazine,[],1874,['American literature'],N/A,N/A,N/A
Notices of the Proceedings,['Royal Institution of Great Britain'],1887,['Science'],N/A,N/A,N/A
"The Saturday Review of Politics, Literature, Science and Art",[],1876,['Art'],N/A,N/A,N/A
Current,[],1884,['Art'],N/A,N/A,N/A
"The Saturday Review of Politics, Literature, Science, Art, and Finance",[],1887,['Art'],N/A,N/A,N/A
"Notices of the Proceedings at the Meetings of the Members of the Royal Institution, with Abstracts of the Discourses",['Royal Institution of Great Britain'],1887,['Science'],N/A,N/A,N/A
Journal and Proceedings of the Hamilton Association,['Hamilton Association'],1891,['Science'],N/A,N/A,N/A
Journal and Proceedings of the Hamilton Association,[],1891,['Science'],N/A,N/A,N/A
"Walford's Guide to Reference Material: Generalia, language and literature, the arts","['Albert John Walford', 'Marilyn Mullay', 'Priscilla Schlicke', 'Library Association']",1996,['Art'],"From its first edition the purpose of Walford has been to identify and evaluate the widest possible range of reference materials. No rigid definition of reference is applied. In addition to the expected bibliographies, indexes, dictionaries, encyclopaedias, and directories, a number of important textbooks and manuals of general practice are included. While the majority of the items are books, Walford is a guide to reference material. Thus periodical articles, microforms, online and CD-ROM sources are all represented. In this volume a particular effort has been made to improve coverage of the latter two categories.",N/A,N/A
Hardwicke's Science-gossip,"['Mordecai Cubitt Cooke', 'John Eller Taylor']",1885,['Natural history'],N/A,N/A,N/A
"Walford's Guide to Reference Material: Generalia, language & literature, the arts","['Albert John Walford', 'Marilyn Mullay', 'Anthony Chalcraft']",1993,['Reference'],"This book has achieved international recognition as a reference tool and a ""one-stop"" daily information source. This new edition features many topics, and is indispensable to librarians and information professionals revising reference collections, etc.",N/A,N/A
