title,authors,publishedDate,categories,description,averageRating,textSnippet,language
The Calling,['Cate Tiernan'],2001,['Juvenile Fiction'],"Morgan has finally discovered her heritage and is in love with Hunter, half-brother of the man who betrayed her, but now, following a powerful dream, she, Hunter, and their friends are headed to New York to face a danger she never expected.",5,N/A,en
Thirty-three Teeth,['Colin Cotterill'],2005,['Fiction'],"""Something wild and evil has been let loose in the city of Vientiane. A series of mutilated corpses lands in Dr. Siri's morgue, but it is only when Nurse Dtui is menaced that the elderly coroner can discover the cause of these deaths and identify the creature, animal or spirit, that has been slaying the innocent.""--BOOK JACKET.",N/A,N/A,en
The Coven,['Cate Tiernan'],2001,['Fantasy'],"Sixteen-year-old Morgan is confused when she learns that she is a real, ancestral witch, her parents and sister are not her true family, and she is too powerful to belong to a coven.",5,N/A,en
The Source,"['Art Bell', 'Brad Steiger']",2002,"['Body, Mind & Spirit']","From the undeniable accuracy of end-of-the-world prophesies, to an increase in paranormal sightings, as well as proven interactions with the other side, the field known as the 'unexplained' has captured the interest of believers and non-believers alike. In this broad-ranging study, two of the most respected experts in the field disclose their conclusions and theories about: end-of-the-world prophecies and prophets; near-death and out-of-body experiences; conspiracies and government cover-ups; Roswell and UFO sightings; demon possession and much more.",N/A,N/A,en
Sins and Shadows,['Lyn Benedict'],2009,['Fiction'],"After one of her employees is murdered in front of her, paranormal PI Sylvie Lightner tries to close up shop but finds herself unable to when the god of Justice hires her to find his lost lover or, if she refuses, her family, friends, and the world will suffer the consequences. Original.",N/A,N/A,en
Psychic Self-defence,"['Dion Fortune', 'Violet Mary Firth']",1971,['Occultism.'],N/A,N/A,N/A,en
Spellbound,['Cate Tiernan'],2007,['Good and evil'],"As Morgan and Hunter grow closer, she discovers more about witchcraft and her powers. (Fire Fairy website.).",N/A,N/A,en
Dark Magick,['Cate Tiernan'],2007,['Fantasy'],"Morgan, having discovered, with the help of Cal, that she is a real, ancestral witch, comes to the realization that she cannot trust Cal--a boy she thought she loved.",N/A,N/A,en
Night's Child,['Cate Tiernan'],2003,['Occult'],"Morgan Rowlands was the most powerful young blood witch for generations. Now, 20 years later, her daughter, 15-year-old Moira, knows there's more to her mother's past than she's been told. As she begins to put the puzzle together, she realizes that there are secrets that could destroy her world.",N/A,N/A,en
Awakening,['Cate Tiernan'],2007,['Good and evil'],"Morgan, betrayed by her first love, is attempting to come to terms with her Woodbane heritage and with the good and evil sides of Wicca.",N/A,N/A,en
From an Occult Diary,['August Strindberg'],1965,"['Authors, Swedish']",N/A,N/A,N/A,en
Witchcraft from the Inside,['Raymond Buckland'],1995,"['Body, Mind & Spirit']","The word Witchcraft has been misunderstood for centuries. In the past 500 years, millions of people have faced persecution, torture, and even death after being accused of practicing Witchcraft. For many people the word ""Witch"" still conjures up images of secret spells and diabolical midnight rituals. So what exactly is Witchcraft (also called Wica or Wicca), and how did it evolve into one of today's fastest-growing religions? Witchcraft From the Inside presents the history of Witchcraft-from its roots in ancient fertility religions, to the madness of the Malleus Maleficarum and the European Witch trials, to the growth of modern Wicca in Britain and the United States. Essays contributed by leading Wiccan authorities explore the present state of Wicca and provide a glimpse into the future of this peaceful nature religion. Author Ray Buckland studied Witchcraft under Gerald Gardner, the man largely credited for the revival of Witchcraft and the establishment of Wicca as a modern religion. Mr. Buckland was instrumental in bringing Gardnerian Witchcraft from England to the United States and is considered to be one of the leading American authorities on Witchcraft. In the following excerpt, Mr. Buckland explains the mundane truths behind the seemingly horrific ingredients of the legendary ""witches' brews"". We know, from Shakespeare and other sources, that the Witches threw into their pots the most gruesome ingredients, right? There were things like the tongue of a snake, bloody fingers, catgut, donkey's eyes, frog's foot, goat's beard, a Jew's ear, mouse tail, snake head, swine snout, wolf's foot, and so on. Pretty disgusting by the sound of it-if you take them at face value! In fact these were all the most innocuous of ingredients: normal plants and herbs. Today all plants have a Latin name, so that they may be distinct and positively identified. Yet years ago they were known only by common, local names. A plant or herb might be known by one name in one part of the country and a quite different name in another part of the country. And these names were colorful ones, frequently given to the plant because of its looks, color, or other attributes. In the above list, adder's tongue was a name given to the dogtooth violet (Erythronium americanum); bloody fingers was the foxglove (Digitalis purpurea); catgut was the hoary pea (Tephrosia virginiana); donkey's eyes were the seeds of the cowage plant (Mucuna pruriens); frog's foot was the bulbous buttercup (Ranunculus bulbosus); goat's beard was the vegetable oyster (Tragopogon porrofolius); Jew's ear was a fungus that grew on elder trees and elm trees (Peziza auricula); mouse tail was common stonecrop (Sedum acre); snake head was balmony (Chelone glabra); swine snout was the dandelion (Taraxacum dens leonis); and wolf's foot was bugle weed (Lycopus virginicus). So the seemingly fearsome concoctions that the Witches mixed up in their cauldrons were nothing more than simple herbs going into a cookpot!",2,N/A,en
Where Echoes Die,['Courtney Gould'],2023,['Cities and towns'],"Beck Birsching has been adrift since the death of her mother, a brilliant but troubled investigative reporter. She can't stop herself from slipping into memories of happier days, longing for a time when things were more normal. So when a mysterious letter in her mother's handwriting arrives in the mail with the words Come and find me, pointing to the small town at the center of her last investigation, Beck hopes that it may hold the answers.",N/A,N/A,en
Hell's Bells,['John Connolly'],2011,['Demonology'],"Samuel Johnson - with a little help from his dachshund Boswell and a very unlucky demon named Nurd - has sent the demons back to Hell. But the diabolical Mrs Abernathy is not one to take defeat lying down. When she reopens the portal and sucks Samuel and Boswell down into the underworld, she brings an ice-cream van full of dwarfs as well. And two policemen. Can this eccentric gang defeat the forces of Evil? And is there life after Hell for Nurd?",N/A,N/A,en
The Haunting Hour,['R. L. Stine'],2001,"[""Children's stories, American""]","A collection of ten short horror stories featuring a ghoulish Halloween party, a long, mysterious car trip, and a very dangerous imaginary friend. Each story includes drawings by a different illustrator.",N/A,N/A,en
Bumps in the Night,['Harry Allard'],1991,['Animals'],Dudley Stork enlists his friends to help rid his house of things that go bump in the night.,N/A,N/A,en
Girl of Nightmares,['Kendare Blake'],2013,['Blessing and cursing'],"Months after Anna Korlov opened a door to Hell and sacrificed herself for seventeen-year-old ghosthunter Cas Lowood, persistent visions of Anna being tortured cause Cas to decide to save her as she once saved him",N/A,N/A,en
The Hexed,['Heather Graham'],2014,['Apparitions'],"When a ghost leads Devin Lyle to a body in the woods where years earlier FBI paranormal investigator Craig Rockwell found his friend dead, they find themselves drawn deeper into the case and Salem's history.",N/A,N/A,en
Chinese Hand Analysis,['Terence Dukes'],1987-01-01,"['Body, Mind & Spirit']",N/A,N/A,N/A,en
The Burning,['R. L. Stine'],1993-01,['Juvenile Fiction'],"Daniel and Nora, two young lovers from feuding families, must use their forbidden love to stop the awesome evil that stalks Nora and her family.",N/A,N/A,en
Savage Nature,['Christine Feehan'],2011,['Bayous'],"When Saria Boudreaux finds a dead body in the Louisiana bayou near her home, her first instinct is to go to the police. But there¿s a problem: it looks like the victim was killed by a big cat, and her brothers are all shape-shifting leopards. Sent to investigate by the land¿s owner, leopard shifter Drake Donovan is ready for anything - except the insatiable hunger that rocks him when he meets Saria. Deep in his soul, he knows that she is destined to be his mate.",N/A,N/A,en
Black Bones,['E. E. Richardson'],2010,['Demonology'],"""When your dad owns a magic shop, Youre prepared for weird things to happen. So when Tony finds a strange skull in the back office, hes not too bothered. But when the demon inside wakes up, he realises he has a problem. And when the trolls who worship the demon decide to dig up the rest of the bones, Tony needs to act fast, or someone might get hurt ... Fun supernatural story.",N/A,N/A,en
The Boy who Could See Demons,['Carolyn Jess-Cooke'],2012,['Boys'],"Narrated by the most fabulously memorable little boy, this new novel from the acclaimed Carolyn Jess-Cooke is highly original, thought-provoking and perfect for reading groups.",N/A,N/A,en
At the Heart of Darkness,['John Parker'],1993,"['Body, Mind & Spirit']",N/A,N/A,N/A,en
The Marvels Beyond Science,['Joseph Grasset'],1910,[],N/A,N/A,N/A,en
The Occult Explosion,[],1973,['California'],N/A,N/A,N/A,en
Hunter's Prayer,['Lilith Saintcrow'],2008,['Demonology'],Jill Kismet finds herself facing down a deadly creature out of legend and dealing with a woman from her past as she works with the police on a bizarre case involving the mutilation murders of young prostitutes.,N/A,N/A,en
777,['Aleister Crowley'],1909,['Occultism'],N/A,N/A,N/A,en
Srebmi gospodar,['Jayne Castle'],2010,['Love stories'],N/A,N/A,N/A,en
Petit manuel du devin et du sorcier,['Nathaniel Moulth'],1854,['Occult'],N/A,N/A,N/A,fr
Corazones muertos,['Charlaine Harris'],2006,['Detective and mystery stories'],N/A,N/A,N/A,es
Die christliche Mystik,['Joseph von Görres'],1836,['Demonomania'],N/A,N/A,N/A,de
Die christliche Mystik,['Joseph von Görres'],1836,['Christianity'],N/A,N/A,N/A,de
Magia,['Nuno André'],2020,[],N/A,N/A,N/A,pt-BR
Haunting Desire,['Erin Quinn'],2011,['Fiction'],"Facing the legendary dark entity The Druid, Shealy O'Leary must trust in her own heart and unleash her sacred power to save herself and her father in the cursed no-man's land of Fennore. Original. 30,000 first printing.",N/A,N/A,en
The Master of the Macabre,['Russell Thorndike'],2013,['Haunted houses'],"""Dr. Syn's creator cannot but write interestingly. . . . Some of the strange stories are horrible and not for the squeamish."" - Sydney Morning Herald ""These tales of terror and violence are quite nightmarish in their exciting conception."" - Glasgow Evening News ""Master of the Macabre is certainly macabre and provides just what you want, if you enjoy reading of 'ghosts and ghoulies, long leggity beasties and things that go bump in the night.'"" The Star (Sheffield) ""It is all very good reading for a windy night, alone in front of an open fireplace."" - Winnipeg Tribune ""This book is strange, thrilling and certainly macabre."" - Yorkshire Evening Press Tayler Kent flees London in a blinding snowstorm, hoping to escape the ghosts that haunt his home. Instead, he finds things may have gone from bad to worse when he crashes his car, breaks his ankle, and is forced to take refuge at a medieval monastery now inhabited by the eccentric Charles Hogarth, known as ""The Master of the Macabre."" As Kent's ankle heals, Hogarth entertains him with fine food, brandy, and a series of gruesome stories connected with an odd assortment of old relics on display in a curio cabinet. But the terrors are not confined to Hogarth's tales: the monastery is haunted by the evil spirit of an apostate monk and besieged by more corporeal foes, who will stop at nothing to get their hands on one of the Master's treasures. . . . Best known for his series of novels featuring the smuggler Dr. Syn, Russell Thorndike (1885-1972) in The Master of the Macabre (1947) delivers an irresistible mix of horror, adventure, and black humour that is sure to please fans of classic ghost stories and supernatural fiction. This first-ever republication of the novel includes the original jacket art and a new introduction by Mark Valentine.",N/A,N/A,en
Children of the Country,['Abigail R. Shaffer'],2016-11,['Drug traffic'],"A powerful debut novel about modern rural life, where escaping cycles of violence collides with old traditions and beliefs. Both lyrical and unflinching.",N/A,N/A,en
Blood Ties Book Three,['Jennifer Armintrout'],2008,['Occult'],N/A,N/A,N/A,en
Hell-broth,[],2022,['Alchemy'],"The Red Room Collective are proud to present their first, limited edition Zine, Hell-Broth. Over many months we came together to explore the alchemical and the occult, producing a collaborative Zine with unique prints in each edition. Crafted in a handmade envelope coated in a silver-gelatin emulsion, the works lie loose. Shuffle them up or lay them out, you'll find solargraphs, lifted polaroids, silver gelatin prints and more inside.",N/A,N/A,en
Three,['Scott Henry'],2020-11-20,[],N/A,N/A,N/A,en
Lifting the Veil,[],1925,['Occult'],N/A,N/A,N/A,en
Why the Occult Trend,['James M. Erickson'],1973,['Occult'],N/A,N/A,N/A,en
Night Rise Graphic Novel,"['Anthony Horowitz', 'Tony Lee']",2014-06,['Brothers'],"14-year-old twins Jamie and Scott Tyler are performing a mind-reading act in a dingy theatre. But when a sinister multinational corporation, Nightrise, kidnaps Scott, Jamie is left alone - and wanted for murder.",N/A,N/A,en
Radio,['Con Bryan'],1937,['Occult'],N/A,N/A,N/A,en
Ancient Deceptions,['Joanne Pence'],2021-11-09,['Fiction'],"A startling photograph, the demonic killings of members of an archeological dig team, and a friend's disappearance hurl archeologist Michael Rempart into his most emotionally fraught adventure yet. When Michael unexpectedly receives a recent picture of a long-lost love, a woman he thought was dead, he gives up everything to search for her and to find answers to questions that have plagued him through the years. Instead, he uncovers more mysteries as he's drawn deeper into the occult and the ancient power of alchemy. Michael's search takes him from St. Petersburg, Russia, to a dig site deep in Ukraine's Carpathian mountains-a desolate area where medieval knights once roamed, and where horrifying secrets are buried. This sweeping adventure spans both time and space from the present day to the last days of the Russian Tsars, involving the riches and debauchery of the court of Nicholas and Alexandra and the ""mad monk"" Rasputin. And as Michael's quest continues, he soon finds that while he hunts, he is also being hunted. Will he find all that he's looking for ... before it's too late? Join the many fans of the Ancient Secrets novels. Each can be read as a stand-alone work. All are available as print, large print, ebooks, as well as audiobook editions.",N/A,N/A,en
Danger at Sneaker Hill,['Jane Little'],1975-09,['Occult'],"Aunt Miranda, studying for her certificate in witchcraft, manages to stir up a troublesome brew.",N/A,N/A,en
"Early Printed Books; Nostradamus; Science, Medicine, Natural History and the Occult","['Swann Galleries, inc']",2007,[],N/A,N/A,N/A,en
Madness at Midnight,['Bianca Benjamin'],2006-01,['Mental illness'],"This is the story of an actual encounter with deep, dark and largely unexplained forces. It is not a nice comfortable story with a happy ending but rather a raw, emotional journey littered with the sort of trials and challenges most of us will be fortunate enough never to have to face. Bianca is a schizophrenic, she has spent much of her life in hospital, battling her illness. This is her unique story.",N/A,N/A,en
The Ushering,['Dan-Dwayne Spencer'],2022,['Apocalyptic'],"In this sequel to The Ushering: AMBER, AZURE begins with demons rampaging through the halls of Western High School. The angels again look to their gifted champions to put right the dark evil taking a sacrificial tithe from among the student population. Teenage Arland Loveless and his friends, empowered with supernatural gifts, face off with a horror like they have never seen before. Every clue leads them to believe the fallen angel, Abaddon, plans to use the high school as a Hellgate, and bring on the prophesy’s end of days. A handful of high school students stand between all humanity and the havoc the fallen angel will unleash. Welcome to 1969 and the beginning of the Apocalypse.",N/A,N/A,en
The Man in the Moss,['Phil Rickman'],2013,['Horror tales'],"A perfectly preserved Celtic warrior is found in a peat bog, but his exhumation seems to trigger a wave of accidents and bad luck in the area. Are supernatural forces at work?.",N/A,N/A,en
Manuscript Lecture,['Manly Palmer Hall'],1923,['Occult'],N/A,N/A,N/A,en
The Soul Taker,['Celia Rees'],2003,['Juvenile Fiction'],"Overweight and unpopular Lewis James has no friends and no life until he meets Viktor Ladslow, the genius puppet-maker and clairvoyant who offers Lewis a chance to change his future, but not without a price. Original.",3,N/A,en
The Higher Occultism,['Alfred Percy Sinnett'],1909,['Occult'],N/A,N/A,N/A,en
Eternal Hunt,['Lucas McWilliams'],2013-02-20,[],"Set in contemporary Alaska, Canada and New York State, The Eternal Hunt is a supernatural thriller based on Iroquois legends. Non-stop action and wonderfully developed characters drive this novel. The main character struggles with his internal demons along with fighting the monster his friend has become. It skillfully blends the modern world with the mystery of American Indian legends. It is a unique addition to the current selections in supernatural novels. While trapped in a month long storm in the Alaskan wilderness, Logan's cousin and blood brother, Caleb, becomes a cannibal to survive. Cannibalism opens Caleb's soul up to a vile Indian spirit known as a Wendigo, which possesses him. After the storm lifts, Logan is the first on the scene to find his friend. All Logan finds is death at the hands of the vicious man eating Wendigo that Caleb has become. Logan barely survives. A near death vision shows Logan he has been chosen by his tribe's spirits to take up the knife and hunt the Wendigo. Logan joins the False Face Society of his tribe, the Seneca Indians of the Iroquois nation. He carves a mask of the Wendigo and upon donning it, gains the Wendigo's powers. Along the way, Logan is recruited into a secret government organization that monitors supernatural beings. With the combination of their high tech weapons and his Indian spirit powers, Logan hopes to stop the Wendigo. Logan struggles with his desire to save his blood brother and the knowledge that the cannibalistic Wendigo Sprit inhabiting Caleb's body must be stopped at any cost.",3,N/A,en
The Last Scabbard,['Josephine McCarthy'],2012-07,[],"Stretching from Pre Roman Britain, through the 19th century Golden Dawn Magical Group to present day, The Last Scabbard tells of the magical mysteries of ancient Britain/Albion told through the story of the magical sword Caliburn, the Stone of Destiny, and the Last Scabbard-the final Guardian of the sword. A tale filled with magic, occult rituals, love and the confrontation of death and reincarnation-The Last Scabbard peels back the shroud of distant past to expose our potential future. It is often the actions of ordinary people who do extraordinary things that determine the fate of a land and a nation.",N/A,N/A,en
The Smugglers' Secret,['Chris Mould'],2010,['Adventure stories'],Stanley Buggles holds the key to the smugglers' map. But does he dare to uncover its ancient secrets? What will happen if he ventures down into the treacherous tunnels? And who is following behind...? Originally published under the title 'The Smugglers' Mine'.,N/A,N/A,en
The Lesser Banishing Ritual of the Pentagram,['Michael Benjamin'],2014-05-30,"['Body, Mind & Spirit']","An examination of this foundational magickal ritual as originally taught within the Hermetic Order of the Golden Dawn. The author extracts from 20 years of experience as an occultist, mystic and esoteric scholar. Drawing from resources including Eliphas Levi, Israel Regardie, W.Y. Evans-Wentz, Alexandra David-Neel, and various members of the Golden Dawn; and from his own years of daily performance of the Ritual of the Pentagram. Utilizing both Western and Eastern philosophical sources indicative of the Right-Hand Path, this study reveals the universality of this practice as a means of encouraging mental self-discipline, facilitating personal evolution, and spurning spiritual awakening.",N/A,N/A,en
The Golden Labyrinth,['Chris Mould'],2010,['Adventure stories'],"With a werewolf still on the loose, Stanley Buggles knows that Crampton Rock lies in deadly danger. Who will confront the escaped criminal who roams the wild and windy moor? And how will the treasure keepers protect the gold mine from the threat of piracy ...? Originally published under the title 'The Treasure Keepers'.",N/A,N/A,en
The Weerde,"['Neil Gaiman', 'Mary Gentle', 'Roz Kaveney']",1992-01-01,[],N/A,N/A,N/A,en
Understanding the supernatural,['J. Stafford Wright'],1971,['Devil - Christianity'],N/A,N/A,N/A,en
Die Again,['Bill Thompson'],2020-05-20,[],"The most haunted building in the French Quarter holds dark secrets. Legends say there were murders here long ago. When a paranormal expert investigates, the forces of evil descend upon an ancient courtyard to stop him dead. Deep in the heart of New Orleans' French Quarter there's an old building on Toulouse Street. People say it's haunted. They hear strange things at night - eerie moans and wails from tiny windows up on the roof. They see flickering lights too, like someone's moving about inside. But no one's been in there for years.A woman on her first trip to Louisiana takes a French Quarter ghost tour. She sees the darkened structure and realizes it's the source of terrifying dreams since her childhood. She goes home but is inexplicably drawn back time and time again to this old building that holds frightening truths for her.Paranormal investigator Landry Drake arranges a hypnosis session in the building's courtyard, where according to legend the worst of the atrocities happened within these walls. As the woman is transported back in time - to her childhood and even beyond - the reality of the Toulouse Street hauntings becomes clear. As Landry tries to unravel the mystery, people die. Will there be more before the truth becomes clear? Can he stop whatever it is that haunts the building?",N/A,N/A,en
Strange Tales of a Cotswold Town,['Denys S. Sissons'],2004-10-01,['Paranormal fiction'],N/A,N/A,N/A,en
The Star of Gnosia,['Damian Murphy'],2018-09-18,[],"The Star of Gnosia collects five hallucinatory narratives steeped in secrecy and transgression, complex rites and protocols, the delirium of the sleepless wanderer and the obsessions of the savant. Ceremonial initiations, forgotten sacraments, inexplicable machines, and God-intoxicated exiles are brought together by duplicitous stratagems and infernal revelations in which the gates of the senses are ravaged by fires both sacerdotal and profane.",N/A,N/A,en
The Evil Within,['Nancy Holder'],2010,['Juvenile Fiction'],"In order to rid herself of a spirit that is possessing her, Lindsay Cavanaugh must return to the prestigious but eerie Marlwood Academy, where she discovers deeper secrets and greater reasons for distrust.",N/A,N/A,en
Forever,['Lauren Burd'],2011,['Paranormal fiction'],"""Memories fade, betrayals abound, and death looms. Alina believed becoming an Immortal would protect those she loved, but how can she protect them when they're already caught in the trap?""--Page 4 of cover",N/A,N/A,en
"Sir Edward Grey, Witchfinder","['Michael Mignola', 'John Arcudi', 'Kim Newman', 'Maura McHugh', 'Scott Allie']",2019,['Graphic novels'],"The collected adventures of England's greatest occult investigator! When the man called the Witchfinder becomes an agent of the Queen, he is led from the sparkling echelons of Victorian London to its dark underbelly, through the American West, and to explore the mysteries of Unland! Throughout his adventures, he'll face occult conspiracies, rampaging monsters, and London's most infamous secret society: the Heliopic Brotherhood of Ra! This first omnibus edition collects Sir Edward Grey: Witchfinder volumes 1-3, complete with extensive sketchbook section.",N/A,N/A,en
"H.P. Lovecraft, Prophet of the Elder Gods: Investigating His Influence Over the 20th and 21st Century Occult and Religious Worlds",['Ravenna Rothman'],2024,"['Crowley, Aleister']","The stories and entities of H. P. Lovecraft have become legendary in our time, despite Lovecraft's views on his self-worth. The Cthulhu Mythos has become a basis for many different types of occult and cult practices across the globe. This research examines the throughline and provides historical context for the influence of Lovecraft's works and entities on the Western occult worlds of the 20th and 21st centuries. This work explores the lives and works of H. P. Lovecraft, Aleister Crowley, Kenneth Grant, and the many other researchers, occultists, and occult organizations that seek to venerate or utilize Lovecraftian entities in occult practice and worship. Combining the context of these various historical records will allow a better understanding of Lovecraft and the occult, as well as occult history as a whole.",N/A,N/A,en
"Catalogue....of Valuable Library of H.C.Sturt... and Chas. H.Burr...embracing Witchcraft, Spiritualism, Etc...",[],1926,['Occult'],N/A,N/A,N/A,en
Immortal,['Lauren Burd'],2010,['Vampires'],"The wound inflicted only a few minutes before was nearly healed. A small cut was the only sign that anything had occurred. I watched in disbelief as it finished closing and eventually disappeared. ""What are you?"" * * * Gods, demons, vampires, eighteen year old Alina Taylor doesn't believe in any of them, until she meets Samuel Grant and Duncan Michaels, and discovers a world that could destroy everything she loves.",N/A,N/A,en
Catalogue 1936 [of The] Friendship Centre Library and Psychic and General Book Department,[],1936,['Occult'],N/A,N/A,N/A,en
