title,authors,publishedDate,categories,description,averageRating,textSnippet
Asperger Syndrome,['Suzanne C. Lawton'],2007,['Adolescent'],N/A,N/A,N/A
Understanding Adult Attachment in Family Relationships,"['Antonia Bifulco', 'Geraldine Thomas']",2013,['Family & Relationships'],"Attachment theory has become a key focus of both research and practice in understanding and treating psychological and social risk for marital and relationship problems, parenting and clinical disorders. In particular, adult attachment style is a key explanatory factor for understanding problems in human relationships. This practical book introduces and explains an easily accessible assessment tool for adult attachment style, the Attachment Style Interview (ASI). Based on extensive research study, it discusses appropriate interventions and case assessments that can be made to help families in need. Simpler than the Adult Attachment Interview, which requires expert administration, the ASI is an invaluable and evidence-based resource. Presenting clear and concise descriptions of the measure and summaries of the attachment models developed, this text provides discussions of its relevance for different practice contexts, and uses a range of worked case studies to illustrate its principles and applications. It details attachment issues in different relationship domains to cover areas of risk and resilience relevant for practice such as: Adult depression and anxiety and stress models Partner difficulties including domestic violence Childhood neglect and abuse as a source of attachment problems Parenting and intergenerational transmission of risk Interventions, service application and use in family therapy. Understanding Adult Attachment in Family Relationships provides an important reference for all practitioners working with children, adolescents and families, especially those undertaking further study.",N/A,N/A
Motor Neuron Disease in Adults,['Mark B. Bromberg'],2015,['Medical'],Motor Neuron Disease reviews new information from 1998 as it applies to all aspects of motor neuron disease. Articles included use evidence-based methods to ensure that the new information is solid and advances the topic. The book can be used by anyone who provides any type of care to ALS patients.,N/A,N/A
Change and Continuity in Adult Life,"['Marjorie Fiske Lowenthal', 'David A. Chiriboga']",1990-10-15,['Psychology'],"A pioneer in the field of family therapy presents an effective, straightforward approach for conducting first therapy sessions, showing step-by-step how to identify client problems and help solve them within families. Expands on the ideas Haley first presented in his best-selling book Problem-Solving Therapy.",N/A,N/A
Adult Congenital Heart Disease,"['Sara Thorne', 'Paul Clift']",2009-03-19,['Medical'],"This specialist handbook provides a succinct, bullet-pointed description of Adult Congenital Heart Disease providing easy reading and aiding reference. It appeals to all those who come across ACHD, and who need to know how to manage emergencies, and when to refer for specialist help.",N/A,N/A
The Adult Hip,"['John C. Clohisy', 'Paul E. Beaule, M.D.', 'Craig Dellavalle', 'Craig J. Della Valle, M.D.', 'John J. Callaghan', 'Aaron G. Rosenberg', 'Harry E. Rubash']",2014-08-01,['Medical'],"""There is a rising interest in trying to preserve hips, especially in younger patients, rather than replacing them. Hips are preserved by providing the patient with a new area of articular cartilage that prevents bone from rubbing on bone. This book, by the leaders in the field, will comprehensively cover both the basic science and operative techniques necessary to understand and master the clinical skills necessary for hip preservation. Key Features: Authors are the inventors of these techniques, First comprehensive coverage of hip preservation surgery. This is a growing area of orthopedics. Covers anatomy, pathology, biomechanics, and treatment.""--",N/A,N/A
Case Studies in Adult Intensive Care Medicine,"['Daniele Bryden', 'Andrew Temple']",2017-04-20,['Medical'],"This case-based approach to the intensive care medicine curriculum provides 48 case studies linking core knowledge to clinical context. Topics chosen have been mapped to eight key areas of study, making this ideal for both FFICM and EDIC exam candidates.",N/A,N/A
"Children, Youth and Adults with Asperger Syndrome",['Kevin P. Stoddart'],2005,['Education'],"Offering a comprehensive overview of clinical, personal and research perspectives on Asperger syndrome (AS), this title addresses specific issues, such as sexuality and relationships, when considering how to care for individuals with AS.",N/A,N/A
"Pediatric and Adult Nutrition in Chronic Diseases, Developmental Disabilities, and Hereditary Metabolic Disorders","['Shirley Ekvall', 'Valli K. Ekvall']",2017,['Medical'],"""Packed with information that is useful on a daily basis. This book will be useful for all who care for children with disabilities or chronic disase."" --Journal of Parenteral and Enteral Nutrition This fully revised and updated edition of PEDIATRIC AND ADULT NUTRITION IN CHRONIC DISEASES, DEVELOPMENTAL DISABILITIES, AND HEREDITARY METABOLIC DISORDERS offers a comprehensive reference to the nutritional interventions for diseases across the lifespan. Comprising more than 60 topic-based chapters from leading figures in nutrition and medicine, this book is the most up-to-date work on diet as a symptom of, and therapy for, chronic, hereditary, and developmental disorders.",N/A,N/A
Inherited Metabolic Disease in Adults,"['Carla E. M. Hollak', 'Robin Lachmann']",2016,['Medical'],"As clinical management of inherited metabolic diseases (IMDs) has improved, more patients affected by these conditions are surviving into adulthood. This trend, coupled with the widespread recognition that IMDs can present differently and for the first time during adulthood, makes the need for a working knowledge of these diseases more important than ever. Inherited Metabolic Disease in Adults offers an authoritative clinical guide to the adult manifestations of these challenging and myriad conditions. These include both the classic pediatric-onset conditions and a number of new diseases that can manifest at any age. It is the first book to give a clear and concise overview of how this group of conditions affects adult patients, a that topic will become a growing imperative for physicians across primary and specialized care.",N/A,N/A
Life After Cancer in Adolescence and Young Adulthood,['Anne Grinyer'],2009,['Health & Fitness'],"Adolescence and young adulthood is often a difficult enough time without serious illness. However, research has shown that cancer, and surviving cancer, at this age presents distinctive problems medically, socially and psychologically. This important work offers a glimpse into a previously under-researched area and contributes to a better understanding of the needs of young adults post cancer. Focusing not only on the physical effects, but also the social, cognitive, emotional and physiological consequences of surviving cancer in young adulthood, Anne Grinyer draws directly upon data collected from young adults who have been treated for cancer. The book is structured around themes they raised such as fertility; life plans; identity; psychological effects and physical effects. These issues are drawn together in the final chapter and related to clinical and professional practice as well as current policy. This book presents the voices of those who have lived through the experience of cancer in young adulthood, and links them to the theoretical and analytical literature. It will be of interest to professionals and researchers in nursing, social work, counselling and medicine as well as medical sociologists, young adults living with cancer and survivors of young adult cancer.",N/A,N/A
Attention Deficit Hyperactivity Disorder,['Lily Trokenberg Hechtman'],2017,['Medical'],"Comprehensive description of adult outcome in educational, occupational, emotional, social, substance use, legal, antisocial functioning is described via the best well-controlled prospective follow-up studies of children with ADHD into adulthood. Predictors of outcome, e.g., medication and psychosocial treatment, IQ, severity of ADHD, comorbidity, SES, parental pathology and family functioning are all explored. Prognosis and issues that need to be addressed to promote more positive outcome are thus addressed.",N/A,N/A
A Clinician's Guide to Mental Health Conditions in Adults with Autism Spectrum Disorders,"['Eddie Chaplin', 'Debbie Spain', 'Jane McCarthy']",2019-10-15,['Adulthood'],"A specialised professional guide for clinicians and advanced students, thoroughly addressing and explaining the specific, tailored assessment and treatment required for mental health conditions in adults with autism spectrum disorders.",N/A,N/A
Diagnosis and Management of Adult Congenital Heart Disease,"['Michael A. Gatzoulis', 'Gary D. Webb', 'Piers E. F. Daubeney']",2010-11-01,['Medical'],"Diagnosis and Management of Adult Congenital Heart Disease, by Drs. Gatzoulis, Webb, and Daubeney, is a practical, one-stop resource designed to help you manage the unique challenges of treating long-term adult survivors of congenital heart disease. Authored by internationally known leaders in the field, this edition is the first that truly integrates anatomy and imaging technology into clinical practice, and includes new chapters on cardiac CT for ACHD assessment, critical and perioperative care, anesthesia for ACHD surgery, cardiac resynchronization therapy, and transition of care. Congenital defects are presented with high-quality illustrations and appropriate imaging modalities. Easy access to the complete contents and image library can be found at expertconsult.com. Find all the information you need in one user-friendly resource that integrates anatomy, clinical signs, and therapeutic options. Confidently make decisions aided by specific recommendations about the benefits and risks of surgeries, catheter interventions, and drug therapy for difficult clinical problems. Recognize and diagnose morphologic disorders with the help of detailed, full-color diagrams. Quickly find what you need thanks to easily accessible, consistently organized chapters and key annotated references. Keep pace with the latest advancements including five new chapters on cardiac CT for ACHD assessment, critical and perioperative care, anaesthesia for ACHD surgery, cardiac resynchronisation therapy, and transition of care Comply with the latest European Society of Cardiology (ESC) and American College of Cardiology (ACC) practice guidelines - integrated throughout the book - for cardiac pacing and cardiac resynchronisation therapy Access the book from any computer at expertconsult.com, complete with the full text and entire image library See imaging findings as they appear in practice and discern subtle nuances thanks to new, high-quality images and illustrations Integrates anatomy, clinical signs and therapeutic options of congenital heart disease both in print and online!",N/A,N/A
Adult Personality Growth in Psychotherapy,['Mardi J. Horowitz'],2016-05-03,['Medical'],Describes a clinician-patient relationship for the achievement of a wider range of safe emotional expression and mastery of previous traumas.,N/A,N/A
Neuropsychological Conditions Across the Lifespan,"['Jacobus Donders', 'Scott J. Hunter']",2018-08-16,['Medical'],A unique analysis of the pediatric and adult manifestations of the most common neuropsychological conditions treated in clinical practice.,N/A,N/A
101 ESL Activities,['Jackie Bolen'],2024-12-10,['Education'],"Fun ideas for teaching English to teenagers and adults (large print edition). Do you need more low-prep activities and game ideas for your ESL conversation & speaking, writing, reading, listening or grammar classes? Pick up a copy of this teaching English book if you want to... Add some variety to TEFL classes Have students coming back for more English learning activities! Have more materials for teaching ESL Help students improve their English skills in a big way Save time when planning lessons Level up your ESL classroom games During her decades of experience teaching English, Jackie Bolen has developed countless games and activities for her students. She's sharing her low-prep/no-prep ideas with ESL teachers throughout the world. These are the activities that she uses in her own classes! In 101 ESL Activities for Teenagers and Adults, you'll get a ton of ideas to use in the classroom. The highly detailed descriptions will show you exactly how to use the activities during lessons. The clearly and concisely explained activities will help you add instructional variety and put the focus back on your students. The helpful teaching tips will help you avoid common pitfalls. If you're extremely busy or you're simply out of new ideas, this book makes it easy to try out new and exciting activities your students will love! This is the large print edition. Buy 101 ESL Activities for Teenagers and Adults to get new lesson plans ready to go in minutes. Teaching ESL students just got easier!",N/A,N/A
Adult ADHD-Focused Couple Therapy,"['Gina Pera', 'Arthur L. Robin']",2016,['Adulthood'],"Combining clinical rigor and the latest research advances with deeply personal knowledge and connections to couples with ADHD, Adult ADHD-Focused Couple Therapy is an indispensable volume for any clinician working with clients impacted by ADHD.",N/A,N/A
ADHD Coaching,"['Frances F. Prevatt', 'Abigail Levrini']",2015,['Adulthood'],"People with ADHD often struggle with time management, staying organized, maintaining relationships, and other life skills. Professional coaching can help them overcome these obstacles and regain confidence in their own problem-solving abilities. This book is an A-Z guide for mental health professionals who want to develop or expand their ADHD Coaching skills. Drawing on over a decade of research and clinical work with ADHD clients, Frances Prevatt and Abigail Levrini have established an empirically-based model for ADHD Coaching. Their approach uses elements of cognitive behavioral theory and psycho-education to target executive functioning deficits, and focuses on clients' key impairments.This book describes the underlying principles as well as the nuts and bolts of ADHD Coaching. Step-by-step details for gathering information, conducting the intake, establishing goals and objectives, and working through all stages of coaching are included, along with helpful forms and a detailed list of additional resources. The practicalities of setting up a practice, as well as professional issues are covered, and five richly detailed case studies illustrate how to help adults, college students, and adolescents who present with a variety of ADHD symptoms.",N/A,N/A
Female Survivors of Sexual Abuse,['Christine D. Baker'],2002,['Family & Relationships'],"Addressing the experience of 180 female adults who were sexually abused in childhood, this book combines clinical experience with an innovative approach to treatment.",N/A,N/A
Oxford Handbook of Clinical Skills in Adult Nursing,['Jacqueline Randle'],2009,['Medical'],"This handbook provides a practical and evidence-based guide to the essential elements of clinical skills for nursing practice. Taking a systems-based approach to the care of patients, it looks at the majority of clinical scenarios, helping nurses and other health care workers to perform clinical skills safely and competently",N/A,N/A
Assessment of Communication Disorders in Adults,"['Mahabalagiri N. Hegde', 'Donald B. Freed']",2017,['Adulthood'],"This textbook offers a unique combination of scholarly information, invaluable resources, and time-saving protocols on assessment of communication disorders in adults. By combining the strengths of traditional textbooks with newer assessment resources and protocols, this one-of-a-kind book offers a single, comprehensive source that is suitable as a textbook and useful as a practical clinical resource",N/A,N/A
Using Solution Focused Practice with Adults in Health and Social Care,"['Judith Milner', 'Steve Myers']",2017,['Counseling'],"An essential introduction which shows you how to work in solution focused ways with people in all stages of adulthood, including those with illness, mental disability and emotional trauma. It includes example activities that can be used to guide service users to use their own strengths to realize their personal goals.",N/A,N/A
Guideline,['World Health Organization'],2015-12-15,['Medical'],"This guideline provides the first global, evidence-informed recommendations on the consumption of potassium to reduce NCDs in most adults and children which WHO had developed. The recommendations in this guideline can be used by policy-makers, technical and program planners in the government and various organizations involved in the design, implementation and scaling-up of nutrition actions for public health and prevention of NCDs, to assess current potassium intake levels relative to a benchmark and develop measures to increase potassium intake, where necessary, through public health interventions including, but not limited to, food and product labelling, consumer education, and the establishment of food-based dietary guidelines (FBDG). The guideline should be used in conjunction with sodium and other nutrient guidelines to develop and guide national policies and public health nutrition programs.",N/A,N/A
Language Disorders in Bilingual Children and Adults,['Kathryn Kohnert'],2008,['Adult'],"This book provides speech-language pathologists, advanced students in communication disorders programs, and clinical language researchers with information needed to formulate and respond to questions related to effective service delivery to bilingual children and adults with suspected or confirmed language disorders. The bilinguals of interest represent varying levels of first- and second-language proficiency across the life span. That is, bilingualism is not determined here by a priori notions of relative proficiency in each language, but rather by the individual's experience or need for two languages, inclusive in this functional definition of bilingualism are typical children and adults who rely on two different languages, to varying degrees, to meet their communicative needs. Similarly, the 4-year-old language-delayed child from a Spanish-speaking family who has just begun attending an English preschool program is considered bilingual, as is the 72-year-old retired professor with global aphasia who spoke both Vietnamese and English prior to the acquired language Impairment. In each case, the relative level of skill or proficiency in each language is an important diagnostic factor, but it does not determine who is or who is not bilingual for the purposes of this text. Book jacket.",N/A,N/A
Surviving and Transcending a Traumatic Childhood,['Linda Skogrand'],2007,['Family & Relationships'],"Surviving and Transcending a Traumatic Childhood: The Dark Thread weaves together 90 stories of survival to create a silver lining of hope for those struggling to heal from childhood trauma. This unique book documents the endless challenges facing children and adults who have been subjected to physical, emotional, and psychological abuse, and examines the proactive coping strategies that have made their recoveries a success. Each poignant story reveals an amazing capacity for growth and an ability to adapt emotionally that offers a positive spirit to others suffering abuse.",N/A,N/A
The Adult Dysphagia Pocket Guide,"['Yvette McCoy', 'Tiffani Wallace']",2018-11,['Adulthood'],"The Adult Dysphagia Pocket Guide: Neuroanatomy to Clinical Practice is a concise, easily portable reference guide designed specifically for the dysphagia clinician. It centers on the clinical application of normal and abnormal swallowing physiology as it relates to cranial nerves, muscles, and innervations. The text merges clinical neurophysiology of the swallow directly to assessment and treatment of dysphagia to provide quick access of key clinical information and solution for clincians as they are completing their swallowing assessments. A discussion of laboratory values and medications in chapters three and four and how they can impact dysphagia adds another layer of uniqueness to this guide. Recurring ""clinician's note"" and ""research to practice"" boxes are based on the current research and provide practical and useful tips for clinicians. The Adult Dysphagia Pocket Guide is a ""quick reference"" that answers the need for a practical guide that new clinicians, graduate students, and even seasoned clinicians can carry with them and readily access while they are completing their evaluations. It is a must-have resource for any speech-language pathologist treating dysphagia. Key Features: Compact, yet portable design. Succinct, yet thorough evidence based information. Clinically relevant charts and tables make information easy to find. -- From back cover.",N/A,N/A
Assessment in the Creative Arts Therapies,['Stephen Snow'],2009,['Medical'],N/A,N/A,N/A
Camberwell Assessment of Need for Adults with Developmental and Intellectual Disabilities,"['Kiriakos Xenitidis', 'Mike Slade', 'Graham Thornicroft', 'Nick Bouras']",2021-03-04,['Medical'],"Modernises the CANDID, the widely used needs assessment tool for adults with intellectual disabilities and mental health problems.",N/A,N/A
Music Therapy for Multisensory and Body Awareness in Children and Adults with Severe to Profound Multiple Disabilities,"['Roberta S. Adler', 'Olga V. Samsonova-Jellison']",2017,['Medical'],"This book introduces the MuSense program, which gives music therapists guidance on how to effectively provide music therapy to individuals with profound and multiple disabilities (PMD). Providing numerous case studies and practical information on how to structure sessions, it is a must read for music therapists",N/A,N/A
The Adult ADHD Tool Kit,"['J. Russell Ramsay', 'Anthony L. Rostain']",2015,['Adult'],The Adult ADHD Toolkit offers a novel and radical approach that gives clinicians and patients the ability to take unprecedented control over their treatments,N/A,N/A
Current Directions in Adulthood and Aging,['Susan Turk Charles'],2009,['Juvenile Nonfiction'],"This new and exciting reader includes over 26 articles that have been carefully selected for the undergraduate audience, and taken from the very accessible Current Directions in Psychological Science journal. These timely, cutting-edge articles allow instructors to bring their students real-world perspective--from a reliable source--about today's most current and pressing issues in adulthood and aging.",N/A,N/A
Augmentative Communication Strategies for Adults with Acute Or Chronic Medical Conditions,"['David R. Beukelman', 'Kathryn L. Garrett', 'Kathryn M. Yorkston']",2007,['Language Arts & Disciplines'],This practical guidebook and CD?ROM set gathers in one place everything professionals need to support and improve communication for adults with specific medical conditions. Includes expert guidance on providing effective AAC services for people with a ran,N/A,N/A
The Adolescent and Adult Neuro-diversity Handbook,['Sarah Hendrickx'],2010,['Adolescence'],"The Adolescent and Adult Neuro-Diversity Handbook is a handy first-reference point guide to the full range of developmental conditions as they affect adolescents and adults. Each chapter focuses on a different condition, describing its history, causes and characteristics, its implications for the individual, diagnosis and assessment, treatments and approaches, and strategies for providing support and self-support. A wide range of conditions are covered, including Autistic Spectrum Disorders, Dyslexia, Dyspraxia, ADHD, OCD, Tourette's and Anxiety Disorders.",N/A,N/A
Core Topics in Congenital Cardiac Surgery,['David J. Barron'],2018-05-17,['Medical'],"A bespoke, comprehensive and concise guide to the core competencies and latest management in congenital heart surgery.",N/A,N/A
"Interventions, Effects, and Outcomes in Occupational Therapy","['Mary C. Law', 'Mary Ann McColl']",2010,['Medical'],"Occupational therapists are expected to maintain their knowledge of best practice by independently keeping up to date on the latest research. With this work, the authors have assembled the evidence for effectiveness of occupational therapy for adults and older adults. It brings together the latest published peer-reviewed literature, conceptual approaches, outcome measures, and intervention approaches to address the three main areas by: Identifying a finite set of interventions which occupational therapists deliver most often, and providing details of those intervention approaches; Identifying where the research evidence shows that occupational therapists can achieve specific positive effects as a result of those interventions; Identifying the outcome measures most commonly and reliably used by researchers in occupational therapy to demonstrate the effects of interventions. The authors have comprehensively reviewed all of the intervention effectiveness literature for occupational therapy provided for adults. The material reviewed crosses all diagnostic categories and areas of practice for adults and older adults. Analysis of over 500 research studies and systematic reviews form the basis for this book.",N/A,N/A
Structural Heart Disease Interventions,"['John D. Carroll', 'John Graydon Webb']",2012,['Adulthood'],"Structural heart disease interventions are a diverse group of novel treatments that have evolved from a small number of procedures to an impressive array of new approaches to diseases that have been traditionally managed by surgery and medical therapy. This Manual has been prepared for use by physicians and non-physicians who have an interest in SHD interventions in adults and desire a practical, comprehensive, clinical, and compact summary of established and emerging percutaneous interventions. The chapters are authored by recognized experts from around the world. There are five major sections including: 1. Core Knowledge in SHD Intervention 2. Specialized Skills for the Interventionalist/Surgeon 3. Closure of Congenital and Acquired Defects in Adults 4. Transcatheter Therapy for Valvular Disease 5. Additional Specialized SHD Interventions""--Provided by publisher.",N/A,N/A
Clinical Decision Making for Adult-Gerontology Primary Care Nurse Practitioners,"['Thanavaro', 'Karen S. Moore']",2016-03-15,['Education'],"« Clinical Decision Making for Adult-Gerontology Primary Care Nurse Practitioners provides a systematic approach to clinical decision making for a wide variety of commonly encountered primary care issues in adult and geriatric practice. Unlike other textbooks, it details a progressive approach to handling such issues by focusing on the complete visit from history intake through management and follow-up care. The goal of this text is to enable students to learn a systematic approach to clinical problems and use evidence-based guidelines to direct their management decisions. Designed for both the student and the newly practicing NP, this text serves as a guide to increase the practioner's confidence with the application of assessment skills, diagnostic choices, and management approaches. Throughout the text students will find guidelines for the adult-gerontology nurse practitioner role as well as a real-life case studies that demonstrate what an NP may encounter in the clinical practice environment. The text is written at an application level, employs up-to-date evidence-based literature, and features practice questions-all of which make this a strong resource for certification preparation. »--",N/A,N/A
Adult Children of Abusive Parents,['Steven Farmer'],1990,['Family & Relationships'],"A history of a childhood abuse is not a life sentence. Here is hope, healing, and a chance to recover the self lost in childhood. Drawing on his extensive work with Adult Children, and on his own experience as a survivor of emotional neglect, therapist Steven Farmer demonstrates that through exercises and journal work, his program can help lead you through grieving your lost childhood, to become your own parent, and integrate the healing aspects of spiritual, physical, and emotional recovery into your adult life.",4,N/A
Prescribing Adult Intravenous Nutrition,"['Peter David Austin', 'Mike Stroud']",2007,['Medical'],"Serves as an introductory text offering the inexperienced healthcare professional involved in nutritional support, a practical guide to the principles and practice of adult parenteral nutrition. This work describes: why nutritional care is so important; what should be given; what can go wrong; how to deal with any IVN related problems; and more.",N/A,N/A
The Psychobiology of Trauma and Resilience Across the Lifespan,['Douglas L. Delahanty'],2008-09-05,['Family & Relationships'],"Research has suggested that childhood experiences confer risk/resilience for reactions to trauma in adulthood, and predictors and correlates of posttraumatic stress disorder (PTSD) appear to differ developmentally. Research in PTSD has typically been conducted by either child or adult researchers with relatively little overlap or communication between the two camps. Developmental models of PTSD are necessary to fully understand the complex constellation of responses to trauma across the lifespan. Such models can inform study designs and lead to novel, developmentally-appropriate interventions. To this end, this book is organized in such a way as to present and integrate research into child, adult, and older adult trauma samples in an attempt to culminate in a testable model of PTSD risk and resilience across the lifespan. Each author incorporates a developmental slant to their individual chapter, and the chapters are organized to highlight potential differences in our understanding of risk and resiliency between children and adults. Initial chapters concerning pre- and peri-traumatic risk factors for PTSD lead into chapters reviewing specific risk and resilience factors in adults and children. Additional chapters focus on the impact of childhood trauma on adult functioning and the biology of PTSD in children, adults, and older adults. As PTSD rarely occurs in a 'pure' form, specific chapters focus on the impact of comorbid disorders in our understanding of PTSD, and the final chapters consider both psychosocial and pharmacological treatments for PTSD in children and adults.",N/A,N/A
