title,authors,publishedDate,categories,description,averageRating,textSnippet,language
When Ghosts Call Us Home,['Katya de Becerra'],2024-09-03,['Young Adult Fiction'],"Haunting of Hill House meets found-footage horror in this edge-of-your-seat thriller that explores the power of family ties and the trauma that lurks there. When Sophia Galich was twelve, she starred in her older sister Layla’s amateur horror movie Vermillion, which recorded raw footage of her very real reactions to scenes her sister concocted in their old Californian house on the coast—Cashore House. In the years after the film’s release, Sophia’s relationship with her sister became more strained, while her memories of the now-infamous house fueled her nightmares. Vermillion amassed an army of fanatical fans who speculated about the film’s hidden messages, and it was rumored that Layla made a pact with the devil—her soul in exchange for fame and arcane knowledge. Sophia dismissed this as gossip...until Layla disappeared. Now, Sophia must study the trail of clues Layla has left behind, returning to the very place where it all began. As she gets closer and closer to Cashore House’s haunted heart, she must once again confront the ghosts of her childhood. But the house won’t reveal its secrets without a fight.",N/A,N/A,en
Shadow of Night,['Deborah E. Harkness'],2012,['Alchemy'],"A follow-up to the best-selling A Discovery of Witches finds Oxford scholar and reluctant witch Diana Bishop and vampire geneticist Matthew Clairmont in Elizabethan London, where Diana seeks a magical tutor and Matthew confronts elements from his past at the same time the mystery of Ashmole 782 deepens.",N/A,N/A,en
"Hush, Hush",['Becca Fitzpatrick'],2009,['Angels'],"A sacred oath, a fallen angel, a forbidden love... This darkly romantic story features our heroine, Nora Grey, a seemingly normal teenage girl with her own shadowy connection to the Nephilim, and super-alluring bad boy, Patch, now her deskmate in biology class. Together they find themselves at the centre of a centuries-old feud between a fallen angel and a Nephilim... Forced to sit next to Patch in science class, Nora attempts to resist his flirting, though gradually falls for him against her better judgment. Meanwhile creepy things are going on with a mysterious stalker following her car, breaking into her house and attacking her best friend, Vi. Nora suspects Patch, but there are other suspects too - not least a new boy who has transferred from a different college after being wrongly accused of murdering his girlfriend. And he seems to have taken a shine to Nora... Love certainly is dangerous... and someone is going to have to make the ultimate sacrifice for it.",N/A,N/A,en
"The Death and Life of Zebulon Finch, Volume One",['Daniel Kraus'],2016-10-25,['Juvenile Fiction'],"""The story follows Zebulon Finch, a teenager murdered in 1896 Chicago who inexplicably returns from the dead and searches for redemption through the ages.""--",N/A,N/A,en
Gone,['Michael Grant'],2015-05-07,['California'],"Suddenly there were no adults, no answers. What would you do? In the blink of an eye, the world changes. The adults vanish without a trace, and those left must do all they can to survive. But everyone's idea of survival is different. Some look after themselves, some look after others, and some will do anything for power.",N/A,N/A,en
Vampire Academy,['Richelle Mead'],2014,['High schools'],"The international number 1 bestselling Vampire Academy series by Richelle Mead is now a major motion picture. Read the official film tie-in before it hits cinemas in 2014! The astonishing first book that kicked off the international bestselling series. ONLY A TRUE BEST FRIEND CAN PROTECT YOU FROM YOUR IMMORTAL ENEMIES . . . Lissa Dragomir is a Moroi princes - a mortal vampire with a rare gift for harnessing the earth's magic. She must be protected at all times from Strigoi: the fiercest vampires - the ones who never die. The powerful blend of human and vampire blood that flows through Rose Hathaway, Lissa's best friend, makes her a Dhampir. Rose is dedicated to a dangerous life of protecting Lissa from the Strigoi, who are hell-bent on making Lissa one of them. After two years of freedom, Rose and Lissa are caught and dragged back to St. Vladimir's Academy, a school for vampire royalty and their guardians-to-be, hidden deep in the forests of Montana. But inside the iron gates, life is even more fraught with danger . . . and the Strigoi are always close by. Rose and Lissa must navigate their dangerous world, confront the temptations of forbidden love, and never once let their guard down, lest the evil undead make Lissa one of them forever . . . Reviews for the Vampire Academy series 'The obvious heir to the Twilight throne.' The Daily Beast 'Unique and mesmerizing . . . this little gem is sure to be a hit . . . Readers will bite on this series for some time to come.' VOYA 'Absorbing.' Booklist 'Truly engaging.' SLJ penguinteenaustralia.com.au penguin.com.au/vampireacademy",N/A,N/A,en
The Nightmare Affair,['Mindee Arnett'],2013-03-05,['Juvenile Fiction'],"Being the only Nightmare at Arkwell Academy, a boarding school for ""magickind,"" sixteen-year-old Destiny Everhart feeds on the dreams of others, working with a handsome human student to find a killer.",N/A,N/A,en
Silver Shadows,['Richelle Mead'],2014,['Paranormal fiction'],"The heart-pounding fifth installment of the bestselling Bloodlines series, from the author of Vampire Academy. Sydney Sage is an Alchemist, one of a group of humans who dabble in magic and serve to bridge the worlds of humans and vampires. They protect vampire secrets - and human lives. In The Fiery Heart, Sydney risked everything to follow her gut, walking a dangerous line to keep her feelings hidden from the Alchemists. Now in the aftermath of an event that ripped their world apart, Sydney and Adrian struggle to pick up the pieces and find their way back to each other. But first, they have to survive. For Sydney, trapped and surrounded by adversaries, life becomes a daily struggle to hold on to her identity and the memories of those she loves. Meanwhile, Adrian clings to hope in the face of those who tell him Sydney is a lost cause, but the battle proves daunting as old demons and new temptations begin to seize hold of him . . . Their worst fears now a chilling reality, Sydney and Adrian face their darkest hour in the fifth book of the New York Times bestselling Bloodlines series, where all bets are off. PRAISE FOR THE BLOODLINES SERIES 'The fourth book in the Bloodlines series doesn't hesitate to turn up the heat in more ways than one . . . Epic. ' 1 Girl . . . 2 Many Books 'Sheer, utter brilliance . . . Richelle Mead's books always blow me away . . . From the very first page the story grips the reader, and before you know it, you've read the whole thing and hunger for more . . . Masterful writing.' Speculating on SpecFic 'All in all, this is another masterpiece from our beloved Richelle Mead!' Shiirleyy's Bookshelf 'Richelle Mead is an auto-buy author for me, her writing is mesmerising and I find myself flying through the pages, her characters are true to life and believable and the story she has weaved is filled with action, mystery and romance.' Obsession with Books 'The series grows stronger with each book and I'm continuously amazed by the things Richelle throws at us.' The Booker 'Move over Rose and Dimitri, the vampire world has two new hotties in town.' The Girl in a Cafe",N/A,N/A,en
The Girl with All the Gifts,['M. R. Carey'],2014,['Paranormal'],"Not every gift is a blessing. Every morning, Melanie waits in her cell to be collected for class. When they come for her, Sergeant Parks keeps his gun pointing at her while two of his people strap her into the wheelchair. She thinks they don't like her. She jokes that she won't bite. But they don't laugh. Melanie is a very special girl. Emotionally charged and gripping from beginning to end, The girl with all the gifts is the most powerful and affecting thriller you will read this year.",N/A,N/A,en
Inferno,['Sherrilyn Kenyon'],2013,['Fantasy fiction'],"Nick has his driver's license and he's not afraid to use it. But turning sixteen isn't what he thought it would be. While other boys his age are worried about prom dates and applying for college, Nick is neck deep in enemies out to stop him from living another day. No longer sure if he can trust anyone, his only ally seems to be the one person he's been told will ultimately kill him. But life spent serving the undead is anything except ordinary. And those out to get him have summoned an ancient force so powerful even the gods fear it. As Nick learns to command and control the elements, the one he must master in order to combat his latest foe is the one most likely to destroy him. As the old proverb goes, fire knows nothing of mercy, and if Nick is to survive this latest round, he will have to sacrifice a part of himself. However, the best sacrifice is seldom the sanest move. Sometimes it's the one that leaves your enemies confused.",N/A,N/A,en
Firelight,['Sophie Jordan'],2011,['Dating (Social customs)'],"The desperate need for a vast part of the global population to access better medicines in more certain ways is one of the biggest concerns of the modern era. Pills for the Poorest offers a new perspective on the much-debated issue of the links between intellectual property and access to medication. Using ethnographic case studies in Djibouti and Ghana, and insights from actor-network theory, it explores the ways in which TRIPs and pharmaceutical patents are translated in the daily practices of those who purchase, distribute, and use (or fail to use) medicines in sub-Saharan Africa. It suggests that focusing on routine practices and the material deployment of intellectual property significantly enriches our understanding of the complex dynamics that animate the field of access to medicines and helps relocate the role of law within those processes. It demonstrates how intellectual property affects access to medicines in ways that are often discreet, indirect and forgotten. By exploring these complex mechanisms, it seeks to ask questions about the modes of actions of pharmaceutical patents, but also, more generally, about the complexity of legal objects.",N/A,N/A,en
Lockwood and Co: the Whispering Skull,['Jonathan Stroud'],2014-09-25,['Ghost stories'],"'Stroud is a genius' Rick Riordan, author of the Percy Jackson series. Ghosts and ghouls beware! Londonâe(tm)s smallest, shabbiest and most talented psychic detection agency is back. Life is never exactly peaceful for Lockwood & Co. Lucy and George are trying to solve the mystery of the talking skull trapped in their ghost jar, while Lockwood is desperate for an exciting new case. Things seem to be looking up when the team is called to Kensal Green Cemetery to investigate the grave of a sinister Victorian doctor. Strange apparitions have been seen there, and the site must be made safe. As usual, Lockwood is confident; as usual, everything goes wrong âe"" a terrible phantom is freed and a dangerous object is stolen from the coffin. Lockwood & Co. must recover the relic before its power is unleashed, but itâe(tm)s a race against time. Their obnoxious rivals from the Fittes agency are also on the hunt. And if thatâe(tm)s not bad enough, the skull in the ghost-jar is stirring againâe¦ The author of the blockbuster BARTIMAEUS sequence delivers another humorous and chilling instalment in the critically acclaimed LOCKWOOD & CO. series.",N/A,N/A,en
The Evolution of Mara Dyer,['Michelle Hodkin'],2012-11,['American literature'],Mara Dyer continues to unravel the mystery of her powers and her relationship with Noah,N/A,N/A,en
Existence,['Abbi Glines'],2012-04-01,['Juvenile Fiction'],"Seventeen year old Pagan Moore can see souls, so when she spots one lounging on a picnic table on the first day of school, she knows he is dead. Then he does something none of the others have ever done before, he speaks. Pagan is fascinated by the soul. What she doesn't realize is that her appointed time to die is drawing near and the soul she is falling in love with is not a soul at all. He is Death and he's about to break all the rules.",5,N/A,en
Biting Cold,['Chloe Neill'],2012,['Chicago (Ill.)'],"The sixth entry in Chloe Neill's Chicagoland Vampires series, perfect for fans of Charlaine Harris and Kelley Armstrong Turned into a vampire against her will, Merit found her way into the dark circle of Chicago's vampire underground, where she learned there was more to supernaturals than met the eye, and more supernaturals than the public ever imagined. And not all the secrets she learned were for sharing - among humans or inhumans. Now Merit is on the hunt, charging across the stark American Midwest, tailing a rogue supernatural intent on stealing an ancient artefact that could unleash catastrophic evil on the world. But Merit is also the prey. An enemy of Chicagoland is hunting her, and he'll stop at nothing to get the book for himself. No mercy allowed. No rules apply. No lives spared. The race is on.",N/A,N/A,en
The Dream Thieves,['Maggie Stiefvater'],2013,['Juvenile Fiction'],"While Ronan struggles with intensifying and pervasive dreams triggered by the resurrected ley lines around Cabeswater, Ganey's search for clues to a local puzzle is threatened by dangerous adversaries. By the best-selling author of The Scorpio Races. 150,000 first printing.",N/A,N/A,en
Crave the Night,['Lara Adrian'],2014-08-05,['Fiction'],"Assigned to take out a powerful hidden enemy as Breed conflicts escalate into war, lethal Order warrior Nathan is unable to resist the passions he feels toward Jordana, a woman of wealth and rank who has been promised to another Breed male. By the best-selling author of Edge of Dawn.",N/A,N/A,en
Pride and Pleasure,['Sylvia Day'],2013-02-27,['Fiction'],"Pursued by fortune hunters, heiress Eliza Martin is the victim of diabolical scheming to get her to the altar. She won't be bullied, however, and she will get to the bottom of this plot. She needs a man to infiltrate her suitors and find the villain. Thief-taker Jasper Bond is entirely too devilish and too dangerous - who'd believe Eliza would be seduced by a man like him? But client satisfaction is a point of pride with Jasper and it's his pleasure to prove he's just the man - for all her needs.",N/A,N/A,en
Oblivion,['Anthony Horowitz'],2013,"['Freeman, Matt (Fictitious character)']","The earth has almost been destroyed by the forces of darkness. Those who have survived are barely human, drifting in a world ruled by famine, terrorism and war. Any last hope now rests with five extraordinary teenagers: the Gatekeepers. Chaos, King of the Old Ones, calls them from Antarctica, where he is gathering his forces, preparing for a last battle in the frozen wasteland of Oblivion. But one of the Five has turned traitor. The others know that without him they cannot win.",N/A,N/A,en
The Night is Watching,['Heather Graham'],2013,['Arizona'],"When a human skull is found on the grounds of the historic Gilded Lily theater, Sheriff Sloan Trent works with Krewe of Hunters paranormal investigator Jane Everett to discover what is going on.",N/A,N/A,en
Hunger,['Michael Grant'],2014,['Good and evil'],"An uneasy calm has settled over Perdido Beach. But soon fear explodes into desperation as starvation sets in and the mob look to place blame. For the 'normals' the buck must stop somewhere - with the 'freaks'. More and more kids are developing strange powers and, just as frightingly, so are the animals in the FAYZ: talking coyotes, swimming bats and deadly worms with razor-sharp teeth are just the beginning. For Sam Temple the strain of leadership is beginning to show and he's got more that just dwindling rations and in-fighting to worry about. Caine is back with the psychotic whiphand, Drake, by his side. And in the background lies the greatest danger of all - and he needs to be fed.",N/A,N/A,en
"The Ancient Alien Question, 10th Anniversary Edition",['Philip Coppens'],2021-03,['History'],"Analyzing historical and archaeological evidence, Philip Coppens demonstrates that there is substantial proof that our ancestors were far more technologically advanced than in currently accepted, and that certain cultures interacted with non-human intelligences. Our ancestors were clearly not alone. Have we been visited by extraterrestrial beings? Did these ""ancient aliens"" contribute to the birth of human civilization? Do our ancient monuments contain evidence of their presence? Fifty years after Erich von Däniken posed these questions in Chariots of the Gods, Coppens provides clear, concise answers to the great historical enigmas in an accessible, readable format. This new edition features a preface by Kathleen McGowan, along with a new afterword that is the last essay Philip Coppens wrote. Book jacket.",N/A,N/A,en
Fear,['Michael Grant'],2015-05-07,['Fear'],"Even though it's been nearly a year since everyone over the age of 15 disappeared, the sun has continued to shine on the kids of Perdido Beach. Now, though, the gaiaphage has blotted out the sun and plunged the FAYZ into perpetual gloom. Divided and dispirited, the survivors face their greatest challenge - the darkness of their own minds.",N/A,N/A,en
Two Weeks' Notice,['Rachel Caine'],2012,['Occult fiction'],"After dying and being revived with the experimental drug Returne, Bryn Davis is theoretically free to live her unlife--with regular doses to keep her going. But Bryn knows that the government has every intention of keeping a tight lid on Pharmadene's life-altering discovery, no matter the cost. Thankfully, some things have changed for the better; her job at the rechristened Davis Funeral Home is keeping her busy and her fragile romance with Patrick McCallister is blossoming--thanks in part to their combined efforts in forming a support group for Returne addicts. But when some of the group members suddenly disappear, Bryn wonders if the government is methodically removing a threat to their security, or if some unknown enemy has decided to run the zombies into the ground.",N/A,N/A,en
The Mystery Woman,"['Amanda Quick', 'Jayne Ann Krentz']",2013,['Assassins'],"The second novel in the Victorian 'Ladies of Lantern Street' novels features paid companion/private inquiry agent Beatrice Lockwood and burned out ex-spy Joshua North in a mystery involving paranormal forces and Egyptian antiquities. A mad scientist has preserved his dead lover in an ancient Egyptian embalming formula, and has convinced himself that he can revive the dead woman, but he needs Beatrice Lockwood's psychic abilities to 'ignite' the formula. And he will do anything to capture her. Joshua North - scarred and forced to use a cane due to the disaster that occurred during his last case - is all Beatrice has in the way of a bodyguard . . .",N/A,N/A,en
Until I Die,['Amy Plum'],2012,['Fantasy fiction'],Fantasy. In Paris a girl and a boy with a terrifying paranormal destiny fight dangerous forces to be together,N/A,N/A,en
The Nightmare Dilemma,['Mindee Arnett'],2014-03-04,['Juvenile Fiction'],"When a mermaid's viciously assaulted and left for dead, the accused Lance Rathbone asks Dusty Everhart to find the real attacker and, meanwhile, Dusty's ex-boyfriend returns and the Magi Senate wants her to discover his true motives, infuriating her friend Eli.",N/A,N/A,en
Light,['Michael Grant'],2014,['Fear'],"All eyes are on Perdido Beach. The barrier wall is now as clear as glass and life in the FAYZ is visible for the entire outside world to see. Life inside the dome remains a constant battle and the Darkness, away from watchful eyes, grows and grows . . . The society that Sam and Astrid have struggled so hard to build is about to be shattered for good. It's the end of the FAYZ. But who will survive to see the light of day?",N/A,N/A,en
Plague,['Michael Grant'],2012-04-01,['Good and evil'],"The FAYZ goes from bad to worse...The Darkness has been foiled once again and the resurrected Drake has been contained. But the streets of Perdido Beach are far from safe, with a growing army of mutants fighting against the humans for power in the town. In a small room of a house near the edge of town Little Pete lies ill on a bed. In his fevered dreams he continues his battle with the hidden evil that seeks to use his power to bring about anarchy and destruction.",N/A,N/A,en
Into the Flame,['Christina Dodd'],2009-01-01,['Fiction'],"In her ""devilishly clever, scintillatingly sexy new paranormal series"" (Chicago Tribune), Christina Dodd introduces the Wilder family - and the evil that's haunted them for centuries. Ruggedly handsome cop Doug Black is determined to find the birth family that left him with nothing but a terrifying inheritance: the ability to change into a savage golden cougar. His search leads him to a woman as fearless and exotic as her name. Firebird Wilder is bitterly familiar with supernatural gifts and flees on discovering Doug's secret, leaving him alone once more. But no one can escape a wild cougar on the hunt...",N/A,N/A,en
House of Secrets,"['Chris Columbus', 'Ned Vizzini']",2014,['Adventure stories'],"When Brendan, Cordelia and Nell move to Kristoff House they have no idea that they are about to unleash the dark magic locked within. For the house once belonged to a crazed writer, whos stories have come to life. Literally. Now the Walker kids must battle against deadly pirates, bloodthirsty warriors and a bone-crushing giant. If they fail they will never see their parents again and a power-mad witch will take over the world.",N/A,N/A,en
Canyons of Night,['Jayne Castle'],2011-08-30,['Fiction'],"""Historical romance novel featuring the Arcane Society, second in The Looking Glass Trilogy""--",N/A,N/A,en
Dark Witch,['Nora Roberts'],2013,['Americans'],An American searches for her Irish ancestors to learn more about her powers and break an ancient curse.,N/A,N/A,en
Dark Gold,['Christine Feehan'],2011,['Large type books'],"Alexandria Houton will sacrifice anything to protect her little brother. But when they both encounter an unspeakable evil in the swirling San Francisco mists, Alex can only pray for their deliverance...And out of the darkness swoops Aidan Savage, a being more powerful and more mysterious than any other creature of the night. This ageless Carpathian male has saved them both from a hideous fate. But is Aidan truly Alexandria's salvation...or her ultimate betrayer? And if she surrenders to Aidan's savage, unearthly seduction is Alexandria in danger of sacrificing more than her life?",N/A,N/A,en
Running Hot,['Jayne Ann Krentz'],2008,['Fiction'],"Paired for a murder investigation by the paranormal Arcane Society, former cop Luther Malone and aura-reading librarian Grace Renquist find their mutual disgust dissolving into a powerful attraction, during a case that is complicated by ruthless underground psychics.",N/A,N/A,en
The Third Eye of Leah Leeds,['Christopher Carrolli'],2013-11,['Fiction'],"Leah Leeds continues to be tormented by the recurring dream of her haunted childhood in Cedar Manor. The dream, filled with images that leave her sleepless, contains a message, as though the house itself is coaxing her to return. Then, three teenagers experience tragedy at Cedar Manor. They lay blame to a ghostly culprit, furthering Leah's determination to enter the house for the first time since childhood. Now, the Native American seer that once diagnosed Leah has come to aid her. Together, they face the evil in Cedar Manor as it seeks to steal the third eye of Leah Leeds.",N/A,N/A,en
Kill the Dead,['Richard Kadrey'],2012,['Paranormal'],"Supernatural fantasy's best antihero returns, in the high-octane follow-up to Richard Kadrey's acclaimed Sandman Slim James Stark, a.k.a. Sandman Slim, crawled out of Hell, took bloody revenge for his girlfriend's murder, and saved the world along the way. After that, what do you do for an encore? You take a lousy job tracking down monsters for money. It's a depressing gig, but it pays for your beer and cigarettes. But in L.A., things can always get worse. Like when Lucifer comes to town to supervise his movie biography and drafts Stark as his bodyguard. Sandman Slim has to swim with the human and inhuman sharks of L.A.'s underground power elite. That's before the murders start. And before he runs into the Czech porn star who isn't quite what she seems. Even before all those murdered people start coming back from the dead and join a zombie army that will change our world and Stark's forever. Death bites. Life is worse. All things considered, Hell's not looking so bad.",N/A,N/A,en
Archangel's Blade,['Nalini Singh'],2011,['Archangels'],"New York Times bestselling author Nalini Singh is back in the shadows of a deadly, beautiful world where angels rule, vampires serve, and one female hunter must crawl out of the darkness to survive ... The severed head marked by a distinctive tattoo on its cheek should have been a Guild case, but dark instincts honed over hundreds of years of life compel the vampire Dmitri to take control. There is something twisted about this death, something that whispers of centuries long past ... but Dmitri's need to discover the truth is nothing to the vicious strength of his response to the hunter assigned to decipher the tattoo. Savaged in a brutal attack that almost killed her, Honor is nowhere near ready to come face to face with the seductive vampire who is an archangel¿s right hand, and who wears his cruelty as boldly as his lethal sensuality ... the same vampire who has been her secret obsession since the day she was old enough to understand the inexplicable, violent emotions he aroused in her. As desire turns into a dangerous compulsion that might destroy them both, it becomes clear the past will not stay buried. Something is hunting, and it will not stop until it brings a blood-soaked nightmare to life once more ...",N/A,N/A,en
Sinner,['Maggie Stiefvater'],2014,['California'],Cole St. Clair has come to California for one reason: to get back Isabel Culpeper.,N/A,N/A,en
Hunted,['Maggie Stiefvater'],2014-01-01,['Juvenile Fiction'],"Journeying to the forests of Eura to confront another hidden Great Beast, four young heroes whose rare spirit animal bonds have shaped their quest to save the world are shatteringly betrayed by a familiar face. By the award-winning author of The Scorpio Races.",N/A,N/A,en
A Vampire for Christmas,"['Laurie London', 'Michele Hauf', 'Caridad Pineiro', 'Alexis Morgan']",2011-10-18,['Fiction'],"Four authors bring the paranormal into the holidays with this anthology of bewitching tales. Includes stories by London, Michele Hauf, Caridad Pinerio, and Alexis Morgan. Original.",2,N/A,en
Second Glance,['Jodi Picoult'],2009,['Eugenics'],"A stunning new novel from Jodi Picoult. A story which pits science against the supernatural in a story of love, ghosts and truth.",N/A,N/A,en
Fire and Ice,['Shannon Hale'],2014,['Adventure stories'],"Strange things are happening at the frozen edge of the world. Conor, Abeke, Meilin, and Rollan have crisscrossed Erdas in their quest to stop the ruthless Conquerors. Only the four of them, supported by the gifts of their legendary spirit animals, have the power to defeat an evil takeover. While chasing down a lead in the cold North, the heroes arrive at a quiet village where not everything is as it seems. Rooting the truth out of this deceptively beautiful place won't be easy-and the team is already out of time. The Conquerors are right behind them.",N/A,N/A,en
Witch World,['Christopher Pike'],2012-11-13,['Juvenile Fiction'],"On a high-school graduation road trip to Las Vegas, Jessie, still in love with ex-boyfriend Jimmy, discovers that she possesses extraordinary powers and the ability to exist in both the real world and an alternate one.",N/A,N/A,en
Unseen,"['Lisa J. Smith', 'Aubrey Clark']",2013,['Young Adult Fiction'],"Elena and Stefan have built a home for themselves in Dalcrest, and all of Elena's friends are as in love as she and Stefan are. Even Damon is enjoying visiting his favorite old haunts in Europe, and is more surprised than anyone that he's traveling with Katherine. But lately, Elena's Guardian senses are on edge, and she can't ignore the feeling that danger is coming. Soon, she and Stefan are battling a vicious Old One who is always just out of their reach. Their lives are hanging in the balance, and every moment they share could be their last.",N/A,N/A,en
