title,authors,publishedDate,categories,description,averageRating,textSnippet,language
The Fire Arrow,['Richard S. Wheeler'],2007-02-06,['Fiction'],"Traveling with his Crow wife, Victoria, to her home, Barnaby Skye is pressed into service by a group of outlaws who intend to trade poisonous whiskey to Victoria's people. While he works with them, he plots to ruin their plans.",N/A,N/A,en
Lost Wolf,['Max Brand'],1986,['Fiction'],A Silver Star western.,N/A,N/A,en
The Virginian,['Owen Wister'],1985,['Virginian (Motion picture)'],N/A,N/A,N/A,en
Lucky Larribee,['Max Brand'],1987,['Fiction'],"When Sky Blue, a magnificent and valuable but untamed horse, escapes captivity, Larribee, the only man ever to ride Sky Blue, must track her down before other fortune hunters find her.",N/A,N/A,en
The Peace Keeper,['Ray Hogan'],1979,['Fiction'],"The Townspeople of Moriah had come to Luke Brazil for help. A group of wild cow hands were tearing the town apart. Would he accept the job of marshal? Luke thought he had put his past behind him. A former lawman and bounty hunter, Luke now owned a ranch and wanted only to settle down with Jenny Lockwood. But when they told him Jenny was trapped in the local hotel, he knew what his decision had to be. So he strapped on his Colt .45 and pinned on the marshal's star. One man alone, he went out to put an end to the violence.",N/A,N/A,en
The Golden Chance,['Theodore V. Olsen'],1992,['Fiction'],"The author of many action-packed Westerns, including The Stalking Moonand The Burning Sky, presents an adventure full of greed, glory, and grand Western style. Half-breed Gage Cameron is in a whole lot of trouble when he comes across a gold claim that pits him against a ruthless, racist rancher.",N/A,N/A,en
The Vengeance Trail of Josey Wales,['Forrest Carter'],1976,['Fiction'],"Josey Wales is an outlaw who rides through vast sunbaked lands in search of a place where he can find peace. Jesus Escobedo is powerful and cruel. When he crosses paths with Josey Wales, he meets a force that is more powerful than good or evil--the pure vengeance that burns in Josey's heart.",N/A,N/A,en
Conagher,"[""Louis L'Amour""]",1982-08,['Fiction'],"As far as the eye could see was a vast, empty horizon. Evie Teale had finally accepted that her husband wouldn't be coming home. Now she and the children were alone in an untamed country where the elements, Indians, and thieves made it far easier to die than to live. Miles away, another solitary soul battled for survival. Conagher was a lean, dark-eyed drifter who wasn't about to let a gang of rustlers push him around. While searching the isolated canyons for missing cattle, he found notes tied to tumbleweeds rolling with the wind. The bleak, spare words echoed Conagher's own whispered prayers for companionship. Who was this mysterious woman on the other side of the wind? For Conagher, staying alive long enough to find her wasn't going to be easy.",N/A,N/A,en
Day of the Hunter,['Ann Ahlswede'],1994-08,['Fiction'],N/A,N/A,N/A,en
Blood on the Trail,['Max Brand'],1957,['Western'],N/A,N/A,N/A,en
Flint,"[""Louis L'Amour""]",1977,['Fiction in English'],"He left the West at the age of seventeen, leaving behind a rootless past and a bloody trail of violence. In the East he became one of the wealthiest financiers in America-and one of the most feared and hated.Now, suffering from incurable cancer, he has come back to New Mexico to die alone. But when an all-out range war erupts, Flint chooses to help Nancy Kerrigan, a local rancher. A cold-eyed speculator is setting up the land swindle of a lifetime, and Buckdun, a notorious assassin, is there to back his play.Flint alone can help Nancy save her ranch...with his cash, his connections-and his gun. He still has his legendary will to fight. All he needs is time, and that's fast running out....",N/A,N/A,en
McKettrick's Choice,['Linda Lael Miller'],2005,['Fiction'],"The ""New York Times"" bestselling author of more than 75 books continues her McKettrick Cowboys series with this new tale of romance on the Western front.",N/A,N/A,en
No One Can Hide,['Stuart G. Yates'],2021-04-27,[],"Tending to a wounded stranger, Cathy has no idea what danger it will bring to her peaceful life. The man belongs to a gang of ruthless bank robbers who attempted to raid the National Bank in the small town of Bethlehem. Unfortunately for them, Reuben Cole and Sterling Roose are also in town, and now the survivors are on the run. But to bring the stragglers back, Cole will need to look deep into his soul and answer some serious questions about himself. When good friends die, what will be more important: revenge or justice? This is the large print edition of No One Can Hide, with a larger font / typeface for easier reading.﻿",N/A,N/A,en
The Last Trail,['Zane Grey'],1994-01-15,['Fiction'],Jonathan Zane seeks revenge against the man who abducted his sweetheart and controls a gang of marauding outlaws and Indians.,N/A,N/A,en
The Cold Dish,['Craig Johnson'],2015,['FICTION'],"The first book in the New York Times bestselling Longmire series, featuring Sheriff Walt Longmire After twenty-five years as Sheriff of Absaroka County, Walt Longmire's hopes of ending his tenure in peace are dashed when Cody Pritchard is found dead near the Northern Cheyenne Reservation. Two years earlier, Cody was one of four high school boys given suspended sentences for raping a local Cheyenne girl. Somebody, it would seem, is seeking vengeance, and Longmire might be the only thing standing between the three remaining boys and a Sharps .45-70 rifle. With lifelong friend Henry Standing Bear and Deputy Victoria 'Vic' Moretti, Walt Longmire attempts to see that revenge, a dish best served cold, is never served at all.",N/A,N/A,en
The Tar-Aiym Krang,['Alan Dean Foster'],1981-11,['Fiction'],"A pickpocket living on the beautiful winged planet of Moth, Flinx, a young orphan and his mini-dragon Pip become trapped in a web of conspiracy and murder when Flinx steals a starmap from a corpse, in a new edition of the classic science fiction novel. Reissue.",N/A,N/A,en
Captain's Rangers,['Elmer Kelton'],1981,['Nueces River Valley (Tex.)'],N/A,N/A,N/A,en
Kilkenny,"[""Louis L'Amour""]",1986,['Frontier and pioneer life'],"Kilkenny seems to attract thieves, violence, and death.",N/A,N/A,en
The Rainbow Trail,['Zane Grey'],1943,['American fiction'],"""A thrilling sequel to Riders of the Purple Sage""--Jacket.",N/A,N/A,en
The Return of the Rancher,['Max Brand'],1994,['Fiction'],"The wounded outlaw blurted out the warning to range boss Jim Seton, and Seton knew that if he wasn't careful, the man's words would prove true; Doug Walters' men were out for his blood. After five years in prison, Seton dared to return to the hostile town he called home and within shooting range of the one man who would pay a fortune to see him dead.",N/A,N/A,en
The Mysterious Rider,['Zane Grey'],1921,['American fiction'],"The story of a terrible gunfighter with a strange history and of Columbine Belllounds, a lost child brought up by a stern old rancher who expects her out of gratitude to marry his rascally son.",N/A,N/A,en
Riders West,['Ernest Haycox'],1995,['Fiction'],"Neel St. Cloud, fired up by his feud with Dan Bellew, had plans to turn Bellew's peaceful valley into an outlaw strip ruled by guns and fear. -- First he put his bought-and-paid-for sheriff into office. Then he imported an army of professional gunslicks, took over Trail City, and burned out the nesters, one by one. With the remaining spreads isolated, St. Cloud was ready to make his big move. And one cold, storm-lashed night, a hundred flaming guns fought it out, with Dan Bellew in the middle, fighting for the valley's life-and his own.",N/A,N/A,en
Sitka,"[""Louis L'Amour""]",1985,['Alaska'],"Battle-hardened Jean LaBarge came of age on the American frontier, and is always in search of bold adventure. He'll find more than he bargains for in the rugged Alaskan territory, where he'll meet his match in Baron Zinnovy. Now he must defeat this savage, empire-hungry Russian to save his country's right to claim this frozen landscape ... and to win over the heart of the beautiful princess he loves!",N/A,N/A,en
Buffalo Wagons,['Elmer Kelton'],1997-11-15,['Fiction'],"For Gage Jameson, the summer of 1873 has been a poor hunt. A year ago he felled sixty-two buffalo in one stand, but now the great Arkansas River herd is gone, like the Republican herd before it. In Dodge City, old hide hunters speak is awe of a last great heard to the south--but no hunter who values his scalp dares ride south of the Cimarron and into Comanche territory. None but Gage Jameson....",N/A,N/A,en
Under the Tonto Rim,['Zane Grey'],1926,['Frontier and pioneer life'],No description given.,N/A,N/A,en
Gold Wagon,['Chet Cunningham'],1972,[],N/A,N/A,N/A,en
Reilly's Luck,"[""Louis L'Amour""]",1970,['Western'],Eight-year-old Val learns about the frontier from Reilly.,N/A,N/A,en
The Proving Trail,"[""Louis L'Amour""]",1978,['Frontier and pioneer life'],Kearney McRaven attempts to solve the mysterious death of his father and claim his right to a big fortune which includes thousands of dollars and the deed to a ranch.,N/A,N/A,en
Sackett's Land,"[""Louis L'Amour""]",1988,['.'],"During the early seventeenth century, Barnabas Sackett is declared an outlaw in his native England and flees his homeland to seek adventure and fortune in the new land of America.t--Novelist.",N/A,N/A,en
Leaving Cheyenne,['Larry McMurtry'],1992,['Fiction'],"The story of a love triangle that spanned a generation, of a friendship that endured from dusty wagons to private planes, and a rancher's legacy.",5,N/A,en
The Light of Western Stars,['Zane Grey'],1942,['American fiction'],"Eastern girl settles down as westerner, buys and restocks the largest ranch in the country.",N/A,N/A,en
Thieves' Trail,['Lauran Paine'],2002,['Cowboys'],"Four strangers came down the Raton Pass into New Mexico where they were promptly arrested by armed cowmen and jailed in the town of Stockdale. Two days later, the four were released when a dead man was labeled the real horse thief. The story would have ended then and there, except that one of the men recognized the dead horse thief as his brother.",N/A,N/A,en
Appaloosa,['Robert B. Parker'],2010,['Frontier and pioneer life'],"When Virgil Cole and Everett Hitch arrive in Appaloosa, they find a small, dusty town suffering at the hands of renegade rancher Randall Bragg, a man who has so little regard for the law that he has taken supplies, horses, and women for his own and left the city marshal and one of his deputies for dead. Cole and Hitch, itinerant lawmen, are used to cleaning up after opportunistic thieves, but in Bragg they find an unusually wily adversary-one who raises the stakes by playing not with the rules, but with emotions.",N/A,N/A,en
The Sky-liners,"[""Louis L'Amour""]",1972,['Adventure stories.©'],The adventures of members of the Sackett family in the frontier West.,N/A,N/A,en
Silver Canyon,"[""Louis L'Amour""]",1981,['Frontier and pioneer life'],Gunfighter Matt Brennan rides into a range war and meets the woman of his dreams.,N/A,N/A,en
Die of Gold,['Chet Cunningham'],1992,[],N/A,N/A,N/A,en
Sundance,['John Benteen'],1971,['Fiction'],"The land echoed with the thundering hoofs of Medoc ponies. In minutes they swooped down and captured the wagon train and its cargo of gold. But now the halfbreed they called Sundance was going after it, and he swore nothing would stand in his way--not Indian savagery or the vicious gunfighters of the town named Hell.",N/A,N/A,en
Kilrone,"[""LOUIS. L'AMOUR""]",1966,['Western'],"Medicine Dog had sworn to take his scalp. Iron Dave Sproul was gunning for revenge. All the Bannocks and Paiutes wanted him dead, too. But Major Frank Paddock trusted Barney Kilrone and gave him command of a fort. Betty Considine gave him her love, and that promised a future for him, as long as he kept his courage and the fastest gun in the West.",N/A,N/A,en
Wolf River,['Jill Gregory'],2007,['Adult child abuse victims'],"New York City author Erinn Winters is haunted by a hidden past and visions of death and danger that come to her without warning. When a desperate search for her estranged sister leads her to Montana, Erinn suddenly finds her secrets, even her very life, at risk. And after meeting sexy Jase Fortune, Erinn finds herself in another kind of danger - losing her heart.",N/A,N/A,en
The Quick and the Dead,"[""Louis L'Amour""]",1973,['Frontier and pioneer life'],"Con Vallian encounters Duncan McKaskel and his family heading west and saves Duncan from outlaws. He soon finds himself guiding Duncan, Duncan?s beautiful wife, Susanna, and their son, Tom, across the prairie, and fighting off rustlers, Huron Indians, and a lion along the way.",N/A,N/A,en
Boone's Lick,['Larry McMurtry'],2000,['Fiction'],"""Boone's Lick"" is a major novel in the rich tradition of ""Lonesome Dove"" and ""Comanche Moon"" about the opening up of the American West. The first novel in a new series, it is the story of a trek by riverboat and wagon from Boone's Lick, Missouri, to Fort Phil Kearny in Wyoming, and proves to be one of McMurtry's richest and most satisfying works.",3,N/A,en
The Drifter,['William W. Johnstone'],2000,['Fiction'],"A powerful new series from the author of the acclaimed series, ""The Mountain Man."" This new saga weaves together tales of warriors and outlaws, lawmen and adventurers, starting with Frank Logan, driven out of Colorado by a grudge. The drifter takes up gun fighting in the New Mexico Territory and confronts a vicious outlaw gang.",N/A,N/A,en
Bowdrie,"[""Louis L'Amour""]",1983,['Fiction'],"The Texas Rangers recruit a hardened gunman, Bowdrie, because they didn't want to fight against him.",N/A,N/A,en
The Gallows Land,['Bill Pronzini'],1989-01-13,['Fiction'],"""A man didn't ask too many questions in the Arizona badlands if he wanted to stay alive."" --",N/A,N/A,en
"Introduction to Early Medieval Western Europe, 300-900",['Matthew Innes'],2007,['History'],"This comprehensive survey synthesises a quarter of a century of pathbreaking research in an accessible manner for undergraduate students. Matthew Innes combines an account of the historical background of the period with discussion of the social, economic, cultural and political structures within it.",N/A,N/A,en
Gunsong at Twilight,['Al Cody'],1991,['Fiction'],N/A,N/A,N/A,en
Black Aces,['Stephen Payne'],2005,['Fiction'],"In an attempt to redeem himself to his neighbors and his sweetheart, Tedro Ames is determined to unmask the ""Black Ace"" Gang, ruthless blackmailers who are terrorizing the town of Swiftwater.",N/A,N/A,en
To Tame a Land,"[""Louis L'Amour""]",1985-04,['Fiction'],"Rye Tyler was twelve when his father was killed in an Indian raid. Taken in by a mysterious stranger with a taste for books and an instinct for survival, Rye is schooled in the hard lessons of life in the West. But after killing a man, he is forced to leave his new home. He rides lonely mountain passes and works on dusty cattle drives until he finds a job breaking horses. Then he meets Liza Hetrick, and in her eyes he sees his future. After establishing himself as marshal of Alta, he returns, only to discover that Liza has been kidnapped. Tracking her to Robbers' Roost, Rye is forced to face the man who taught him all he knows about books, guns, and friendship. Two old friends--one woman: Who will walk away?",N/A,N/A,en
Outlaw,['Warren Kiefer'],1991,['Fiction'],"The American Old West stands for many things, and one of them is outlaw Lee Garland! Since the first Apache uprising made him an orphan, he's seen it all and done it all. Whether during war or peace, he's killed a few men, loved a lot of women, and made and lost millions. Here's the saga of one of the last great heroes of the Old West.",N/A,N/A,en
Judas Pass,['Jake Douglas'],2001,[],"Death stalks Shaeriff Chad Cooper, and it seemed that no sooner had he consigned one badman to Boot Hill than another was gunning for him",N/A,N/A,en
Man of the Shadows,['Don Coldsmith'],1983,['Fiction'],"When he is separated from his tribe in a hunt, losing his horse and breaking his leg, Eagle, a young warrior of The People, is rescued by an old man living alone in the woods, who Eagle begins to suspect is the incarnation of a supernatural figure from his tribe's legends.",N/A,N/A,en
Born to Trouble,['Nelson C. Nye'],1991,['Fiction'],Ranger Jim Trammel is up against Arizona's most lawless lowlifes.,N/A,N/A,en
Man in the saddle (Motion picture),"['Kenneth Gamet', 'Columbia Pictures Corporation']",1951,[],N/A,N/A,N/A,en
Hannah and the Horseman at the Gallows Tree,['Johnny D. Boggs'],1998,['Fiction'],Hannah and Pete find themselves in more trouble.,N/A,N/A,en
Showdown at Yellow Butte,"[""Louis L'Amour""]",1997-03,['Frontier and pioneer life'],"Battle-hardened Tom Kedrick is hired by Alton Burwick to drive a pack of renegades and outlaws from his land, but soon Kendrick suspects that he is fighting for the wrong man and that he is the only one who can stop a massacre of innocent men and women.",N/A,N/A,en
Table Rock,['Les Savage'],1993,['Fiction'],This classic novel by the celebrated author is fully restored to Savage's original intentions. Teenager Gordon Conners finds himself on the run from vicious trackers who think he has information about a robbery committed by his father years ago.,N/A,N/A,en
Hot Iron,['Elmer Kelton'],1998-03-15,['Fiction'],"In the early days of the Texas panhandle, Espy Norwood is a troubleshooter who's got troubles of his own. Bitter landowners plot against him, determined cattle thieves sneak right under his nose, and his own son refuses to trust or even know him. Can he catch the thieves, save the ranch, and win his son's love? Reissue.",N/A,N/A,en
Treasure Mountain,"[""Louis L'Amour""]",1982,['A.R. 5.4'],Orrin Sackett and his brothers find themselves in danger when they search for gold on a trail made by their missing father twenty years earlier.,N/A,N/A,en
Utah!,['Dana Fuller Ross'],1984,['Fiction'],Brawny work gangs and rugged engineers blast out tunnels and lay countless miles of rails to link a vast continent from coast to coast. Indians and unscruplous ranchers try to stop them while Toby Holt tries to keep order in the land.,N/A,N/A,en
The Heritage of the Desert,['Zane Grey'],1938,['American fiction'],"Easterner John Hare comes West to improve his health, but is mistaken for a cattleman's spy by outlaws and becomes a hunted man.",N/A,N/A,en
The Trouble at Pena︢ Blanca,['Nelson Coral Nye'],1978,['Western'],N/A,N/A,N/A,en
The Tall Stranger,"[""Louis L'Amour""]",1987,['FICTION'],"Scouting for a wagon train full of high hopes, Rock saved the Eastern-bred settlers from a brutal Indian attack.",N/A,N/A,en
Riders of the Purple Sage,['Zane Grey'],2012,['Mormon women'],"The story of Lassiter, a gunslinging avenger in black, who shows up in a remote Utah town just in time to save the young and beautiful rancher Jane Withersteen from having to marry a Mormon elder against her will. Lassiter is on his own quest, one that ends when he discovers a secret grave on Jane's grounds.",N/A,N/A,en
Slumber Mountain,['Max Brand'],1998,['Fiction'],"A collection of three of the author's best novellas, restored to their original versions from his owntypescripts, includes ""The Outlaw Crew,"" ""The Coward,"" and ""Slumber Mountain,"" in which a trapper fights for his life against a wolf pack. Original.",N/A,N/A,en
Gunsights,['Elmore Leonard'],1988,['Fiction'],"Lieutenant Early, a cavalry officer, and Dana Moon, a guide, lead the pursuit to Loco, the leader of a group of renegade Apaches, who have kidnapped Katherine McKean",N/A,N/A,en
Rivers West,"[""Louis L'Amour""]",1973,['Conspiracies'],Two hardy young men brave the dangers of the frontier and the hazards thrown in their way by the Baron Richard Torville who is scheming to take over the Louisiana Territory.,N/A,N/A,en
The Wolf Strain,['Max Brand'],2013,['Western stories'],"Ben Flinder's life at an isolated hotel in the mountains is complicated by the arrival of a young woman who is on the run. Befriended by the Gray Shadow, even he is unable to prevent her capture by her pursuers.",N/A,N/A,en
Gunblaze,['Lee Bishop'],1991,['Fiction'],N/A,N/A,N/A,en
Cheyenne Gold,['Max Brand'],1935,['WESTERN.'],N/A,N/A,N/A,en
The High Graders,"[""Louis L'Amour""]",1985,['Cities and towns'],Louis L'Amour hardcover collection.,N/A,N/A,en
Hard Justice,['B. W. Lawton'],1993,['Fiction'],Color illustration on front cover of two vignettes: head portrait of bearded man wearing black western hat and black bandana; man on horseback firing a rifle at a Native American in a canyon.,N/A,N/A,en
Resolution,['Robert B. Parker'],2008,['Fiction'],"Relocating to an Old West saloon town, Everett Hitch takes a job protecting the women in a house of ill repute but finds his peace at the side of an old friend challenged by a hired gun and a greedy mine owner.",N/A,N/A,en
Llano River,['Elmer Kelton'],2004-09,['Fiction'],"In ""Llano River,"" Dundee works to stop a cattle rustling operation and gets caught in the middle of a deadly feud.",N/A,N/A,en
Bodie,['Neil Hunter'],1993,['Large type books'],"Bodie was a bounty-hunter, a legalised killer. He was a survivor in a tough world where a gunman's life depended on his ruthlessness and his speed on t he draw. For Bodie, killing was a trade and he was on hire to anyone with enough money and desperation. One man tried to take Bodie for a two-bit greenhorn -- but Bodie wasn't about to be taken ...",N/A,N/A,en
Lando,"[""Louis L'Amour""]",1985,['Adventure stories'],This series explores the settling of the American West by focusing on the exploits of several generations of the Sackett family.,N/A,N/A,en
Short Grass,['Thomas Wakefield Blackburn'],2002,['Fiction'],N/A,N/A,N/A,en
Silver Stallion,['Fred N. Kimmel'],1993,[],N/A,N/A,N/A,en
The Killers,['Mike Jameson'],2006-12,['Fiction'],"Gem Theater owner Al Swearengen and whorehouse madam Laurette Parkhurst want Wild Bill Hickok killed. They don't want Deadwood--and their dirty profits--cleaned up. But the famous gunman can only be killed if he deliberately lets his guard down, and Hickok would never be so careless. Original.",N/A,N/A,en
The Ballad of Cat Ballou,['Roy Chanslor'],1956,['Film adaptations'],"The Ballad of Cat Ballou is the story of Cat Ballou and bandit Clay Boone's love ""in the face of treachery and danger.""--Book jacket.",N/A,N/A,en
Lure of the Wild,['David Thompson'],1990,['WESTERN.'],N/A,N/A,N/A,en
"Gunman, Gunman",['Nelson C. Nye'],1990,['Fiction'],"High roller frank Endite an't keep his eyes off the bewitching, red-headed Taisy Aiken. Not that she means anything to him. No woman is going to change his way of thinking, and Frank has too much at stake to risk is for any woman, even one as beautiful as Taisy.",N/A,N/A,en
The Day of the Beast,['Zane Grey'],1950,['American fiction'],"Set in Middletown, USA, this tells the story of Daren Lane, who returns from World War I to a society of declining morals tired of hearing about the war.",N/A,N/A,en
The Stalking Moon,['Theodore V. Olsen'],1967,['New Mexico'],N/A,N/A,N/A,en
The Seven Men at Mimbres Springs,['Will Henry'],1958,['Apache Indians'],N/A,N/A,N/A,en
The Dakota Deal,['Dan Claymaker'],2009,['Escapes'],"Escaped prisoner John McCallum's discovery of a deserted cabin and a dead body provides an opportunity to assume a new identity, and different clothing. But McCallam doesn't know the nature of the man he's become. The people of North Bend mistake McCallum for the notorious gunman, Frank Chater, hired to rid the town of the growing menace of Royce Chisholm and his sadistic sidekicks. Has he exchanged one prison for another? Or can he escape both?",N/A,N/A,en
Buckskin Run,"[""Louis L'Amour""]",1981,['Adventure stories'],Collection of frontier short stories.,N/A,N/A,en
The Trail to Seven Pines,"[""Louis L'Amour""]",1992,['Fiction'],Previously published: Hipalong Cassidy and the Trail to Seven Pines. c1951.,N/A,N/A,en
Blue Feather and Other Stories,['Zane Grey'],1964,['Short stories'],N/A,N/A,N/A,en
Angel Train,['Gilbert Morris'],2009,['Fiction'],"An unlikely romance kindles along the dangerous Oregon Trail between a devoutyoung woman and soon-to-be ex-convict, in this mid-1800s tale.",N/A,N/A,en
Stranger from Neutral Strip,['Charles Alden Seltzer'],1992,['Large type books'],N/A,N/A,N/A,en
The Range Finder,['Max Brand'],2006,['Fiction'],"Three of the finest short novels by Brand, one of the world's most celebrated Western writers, are gathered for this collection. Includes the title story, ""The Range Finder,"" along with ""The Whisperer"" and ""Flaming Fortune.""",N/A,N/A,en
The Sheriff's Son,['William MacLeod Raine'],1918,['Western'],N/A,N/A,N/A,en
The Holy Road,['Michael Blake'],2001,['Fiction'],"Treacherous white men close in from every direction, and rumors of invasion cause anxiety.",3,N/A,en
Under the Sun,['Dane Coolidge'],1926,['Large type books'],N/A,N/A,N/A,en
Six-gun Country,[],1925,[],N/A,N/A,N/A,en
Men Beyond the Law,['Max Brand'],1998,['Fiction'],"In Werewolf, Christopher Royal flees after a gunfight. In the vastness of the wilderness, through the medium of an ancient Cheyenne, he is confronted with terrors far greater than the gunfighter who is pursuing him. In The Finding of Jeremy, a young New Yorker forsakes his profession to go West and finds riches beyond his wildest dreams. And The Trail Up Old Arrowhead concludes the story of gentle giant Bull Hunter, all classic tales by the master of the genre.",N/A,N/A,en
Utah Blaine,"[""Louis L'Amour""]",1985,['Frontier and pioneer life'],Utah Blaine--he was a big man and fast with a gun. Very fast. There were plenty of stories about Utah Blaine and his gun.,N/A,N/A,en
Deadman Canyon,['Louis Trimble'],1993,[],N/A,N/A,N/A,en
The Rancher's Revenge,['Max Brand'],1993,['Large type books'],"A John Saxon was planning to marry Mary Wilson, the prettiest girl in town. But Bob Witherell had other ideas - he was going to have Mary for himself, so he burned Saxon's house and barn to the ground, stole his cattle, and humiliated him.",N/A,N/A,en
Blood Red River,['Walter Lucas'],2000,['Fiction'],"The buffalo brought them west: frontiersmen like Billy Dixon, who made his living with a long-barreled rifle, and businessmen like George Eddy, who balanced the books for a frontier trading company.",N/A,N/A,en
Ramrod Rider,['Theodore V. Olsen'],2005,['Fiction'],"Bank robber Wes Trevannon is desperately chasing his lost self-respect while determined lawman Jans Vandermeer is chasing him. In the end, Jans will learn a powerful lesson from Wes: that justice and the law aren't always on the same side.",N/A,N/A,en
The Manhunter,['Lauran Paine'],1995,['Fiction'],A frontier bounty hunter comes to regret his reliance on violence as the way to deliver justice.,N/A,N/A,en
Mission to the West,['Theodore V. Olsen'],1994-03-01,['Fiction'],"Based on the first assignment of the 1st Regiment of United States Dragoons, the ""Horse Soldiers"" - forerunner of the U.S. Cavalry.",N/A,N/A,en
Range Trouble,['Clay Allen'],1982,['Fiction'],The young Ballinger family arrived out west to homestead a small ranch. Trouble begins soon after when their only two horses are stolen off their land.,N/A,N/A,en
The Mountain Valley War,"[""Louis L'Amour""]",1978,['Frontier and pioneer life'],The Louis L'Amour collection.,N/A,N/A,en
Guns of the Timberlands,"[""Louis L'Amour""]",1960,['Frontier and pioneer life'],"Clay Bell is determined to fight to the death against Jud Devitt, who wants to take away his timberland.",N/A,N/A,en
An Outlaw's Christmas,['Linda Lael Miller'],2012,['Christmas stories'],"Heading to Blue River, Texas, to seek a job as a marshal, Sawyer McKettrick instead finds himself at the mercy of calico-clad teacher Piper St. James, who may be the only one who can tame his wild heart.",N/A,N/A,en
The Sacking of El Dorado,['Max Brand'],1994-10-01,['Fiction'],N/A,N/A,N/A,en
Ghost Valley,['William W. Johnstone'],2001,['Fiction'],"For Frank Morgan, the mystery of what happened to a ghost town in the Rocky Mountain Valley must take second fiddle to freeing his son. (from back cover).",N/A,N/A,en
Blood Game,['Edward Gorman'],1991,[],N/A,N/A,N/A,en
The Overlords,['Matt Braun'],2003-01-20,['Fiction'],"As World War I is fought in Europe, the Wild West lives in Galveston, owned by a handful of criminal kingpins of gambling, liquor, and show business. They don't count on a stubborn Hollywood stuntman who has inherited his uncle's bank. Nor can they predict that a Texas Ranger and a beautiful undercover agent will try to shut down America's paradise of gambling. Original.",N/A,N/A,en
Stone Song,"['Winfred Blevins', 'Win Blevins']",1996-03-15,['Fiction'],"""The only significant work of fiction on the Lakota Sioux since Ruth Beebe Hill's ""Hanto Yo.""""--""Library Journal."" Reissue.",N/A,N/A,en
Billy the Kid,['Elizabeth Fackler'],1997-05-30,['Fiction'],Traces the chain of events that shaped the man who became Billy the Kid and pitted him against a treacherous and violent society that threatened those he cared for. Reprint.,N/A,N/A,en
Call of the Gun,['Phil Dunlap'],2006,['Fiction'],"In this action-packed story filled with unforgettable characters, a custom-made Colt Peacemaker wreaks havoc on the life of each man who owns it.",N/A,N/A,en
The Fugitive's Mission,['Max Brand'],2002,['Fiction'],"Collects three short novels that capture the spirit and adventure of the Old West, including a story in which a man gets more than he bargained for when he discovers a coded message that reveals the location of a buried treasure.",N/A,N/A,en
Gunsmoke in Paradise,['Burt Arthur'],1992,[],N/A,N/A,N/A,en
The Iron Marshall,"[""Louis L'Amour""]",1979,['Western'],N/A,N/A,N/A,en
Joe Pepper,['Elmer Kelton'],1986-09-01,['Fiction'],An aging gunfighter reminisces about his life of adventure throughout the Old Southwest while preparing to face the hangman's noose,N/A,N/A,en
