title,authors,publishedDate,categories,description,averageRating,textSnippet,language
The Rough Guide to New Zealand (Travel Guide eBook),['Rough Guides'],2018-12-02,['Travel'],"Discover this spectacular destination with the most incisive and entertaining guidebook on the market. Whether you plan to sample fine wines in Hawke's Bay, canoe along the Whanganui River or hike across the Franz Josef glacier, The Rough Guide to New Zealand will show you the ideal places to sleep, eat, drink, shop and visit along the way. Independent, trusted reviews written with Rough Guides' trademark blend of humour, honesty and insight, to help you get the most out of your visit, with options to suit every budget. Full-colour maps throughout - navigate New Zealand's towns and cities or its scenic coastal roads without needing to get online. Stunning images - a rich collection of inspiring colour photography. Things not to miss - Rough Guides' rundown of New Zealand's best sights and experiences. Itineraries - carefully planned routes to help you organize your trip. Detailed regional coverage - whether off the beaten track or in more mainstream tourist destinations, this travel guide has in-depth practical advice for every step of the way. Areas covered include: Auckland, Northland, Western NorthIsland, Central North Island, The Coromandel, Bay of Plenty and the East Cape, Poverty Bay, Hawke's Bay and the Waiarapa, Wellington, Marlborough, Nelson and Kaikoura, Christchurch, Central South Island, Dunedin, Stewart Island, the West Coast, Queenstown, Wanaka and Central Otago, Fiordland . Attractions include: Milford Sound, Farewell Spit, Kaikoura Peninsula, White Island, Ninety Mile Beach, East Cape, The Catlins. Abel Tasman National Park, Wai-o-Tapu, wine regions. Basics - essential pre-departure practical information including getting there, local transport, accommodation, food and drink, health, the media, festivals, outdoor activities, culture and etiquette, and more. Background information - a Contexts chapter devoted to history and recommended books, plus a guide to Maori language and a glossary. Make the Most of Your Time on Earth with The Rough Guide to New Zealand. About Rough Guides: Escape the everyday with Rough Guides. We are a leading travel publisher known for our ""tell it like it is"" attitude, up-to-date content and great writing. Since 1982, we've published books covering more than 120 destinations around the globe, with an ever-growing series of ebooks, a range of beautiful, inspirational reference titles, and an award-winning website. We pride ourselves on our accurate, honest and informed travel guides.",N/A,N/A,en
Band of Brothers,['Stephen E. Ambrose'],1992,"['Ardennes, Battle of the, 1944-1945']","A look at the exploits of the men of E Company during World War II describes how they parachuted into France early D-Day morning, parachuted into Holland during the Arnhem campaign, and captured Hitler's Bavarian outpost.",N/A,N/A,en
The Power of Positive Thinking,['Norman Vincent Peale'],2008,['RELIGION'],"By using the techniques outlined here you can modify or change the circumstances in which you now live, assuming control over them rather than continuing to be directed by them.-back cover.",N/A,N/A,en
Surely You're Joking Mr. Feynman!,['Richard P. Feynman'],2018-02-06,['Biography & Autobiography'],For use in schools and libraries only. The Nobel Prize-winning theoretical physicist talks about his adventure-filled life in a series of transcribed taped discussions.,N/A,N/A,en
Conservatism,['Roger Scruton'],2018-06-19,['Philosophy'],"Discusses the history and evolution of the conservative tradition through the centuries, and looks at how the writings of John Locke and Thomas Hobbes have influenced modern conservatives such as Ronald Reagan and Margaret Thatcher.",N/A,N/A,en
The Faithful Executioner,['Joel F. Harrington'],2013-03-19,['Biography & Autobiography'],"""A work of nonfiction that explores the thoughts and experiences of one early modern executioner, Nuremberg's Frantz Schmidt (1555-1634), through his own words - a rare personal journal, in which he recorded and described all the executions and corporal punishments he administered between 1573 and his retirement in 1617""-- Provided by publisher",N/A,N/A,en
Darwin Comes to Town,['Menno Schilthuizen'],2018-04-03,['Nature'],"With human populations growing, we're having an increasing impact on global ecosystems, and nowhere do these impacts overlap as much as they do in cities. ""Urban ecologists"" study how our manmade environments are changing the evolution of the animals and plants around us. Schilthuizen takes us around the world for an up-close look at just how stunningly flexible and swift-moving natural selection can be. He shows how the wildlife sharing these spaces with us is not just surviving, but evolving ways of thriving.",N/A,N/A,en
The World Atlas of Coffee,['James Hoffmann'],2018-10-10,['Cooking'],"The bestselling reference updated and expanded with seven new coffee-growing countries. Praise for the first edition: ""Fills a gap in the popular reference literature. Recommended."" -- Booklist ""The definitive guide.... Well-written, informative, and a must-have for general readers who want to know more about their favorite morning brew."" -- Publishers Weekly ""Educational, thought-provoking, and substantial. I've already recommended this book to (our) readers countless times."" -- Barista Magazine The World Atlas of Coffee takes readers on a global tour of coffee-growing countries, presenting the bean in full-color photographs and concise, informative text. It covers where coffee is grown, the people who grow it and the cultures in which it is a way of life. It also covers the world of consumption -- processing, grades, the consumer and the modern culture of coffee. For this new edition, the author expanded his research travels over the last several years to include seven additional coffee-growing regions: Democratic Republic of Congo, Uganda, China, Philippines, Thailand, Haiti and Puerto Rico. These are covered in 16 additional pages. As well, all of the book's maps have been updated to show greater detail, and all statistics and data have been updated to the most recent available. Organized by continent and then country or region, The World Atlas of Coffee presents the world's favorite brew in color spreads packed with information. The coverage in The World Atlas of Coffee is wide and deep. The book is used by barista and coffee-tasting instructors in North America and overseas and has been welcomed by enthusiastic coffee drinkers everywhere. Appropriate for special and general collections alike, it is an essential selection.",N/A,N/A,en
Musical Instruments,['Mary Remnant'],1989,['Musical instruments'],N/A,N/A,N/A,en
Utopia for Realists,['Rutger Bregman'],2017,['BUSINESS & ECONOMICS'],"""A noted Dutch journalist and economist proposes an outline for a new worldwide Utopia, with central tenets including a shortened work week, a guaranteed basic income for all, wealth redistribution, and open borders everywhere,""--NoveList.",N/A,N/A,en
Feminism Book,[],2019-03-05,['Feminism'],"Exploring more than 100 of the most important ideas, organizations, and events to have defined the feminist movement, this is an essential introduction to feminism. The latest entry in DK's bestselling Big Ideas series, The Feminism Book is a complete study of feminism. Trace the subject from its origins, through the suffrage campaigns of the late 19th century, to recent developments such as the Everyday Sexism Project and the #MeToo movement. Examine the ideas that underpin feminist thought through crucial figures, from Simone de Beauvoir to Chimamanda Ngozi Adichie, and discover the wider social, cultural, and historical context of their impact. Find out who campaigned for birth control, when the term ""intersectionality"" was coined, and what ""postfeminism"" really means in this comprehensive book. Using the Big Ideas series' trademark combination of authoritative, accessible text and bold graphics, the most significant concepts and theories have never been easier to understand. Packed with inspirational quotations, eye-catching infographics, and clear flowcharts, The Feminism Book is a must-have for anyone with an interest in the subject.",N/A,N/A,en
The Invisible Enemy,['Adam Higginbotham'],2019-02-07,[],"The definitive, dramatic untold story of the Chernobyl nuclear power plant disaster, based on original reporting and new archival research. April 25, 1986 in Chernobyl was a turning point in world history. The disaster not only changed the world's perception of nuclear power and the science that spawned it, but also our understanding of the planet's delicate ecology. With the images of the abandoned homes and playgrounds beyond the barbed wire of the 30-kilometer Exclusion Zone, the rusting graveyards of contaminated trucks and helicopters, the farmland lashed with black rain, the event fixed for all time the notion of radiation as an invisible killer. Chernobyl was also a key event in the destruction of the Soviet Union, and, with it, the western alliance's victory in the Cold War. For Moscow it was a political and financial catastrophe as much as an environmental and scientific one. With a total cost of 18 billion rubles--at the time equivalent to $18 billion--Chernobyl bankrupted an already teetering economy and revealed to its population a state built upon a pillar of lies. The full story of the events that started that night in the control room of Reactor No.4 of the V.I. Lenin Nuclear Power Plant has never been told--until now. Through two decades of reporting, new archival information, and first-hand interviews with witnesses, journalist Adam Higginbotham tells the full dramatic story, including Alexander Akimov and Anatoli Dyatlov, who represented the best and worst of Soviet life; denizens of a vanished world of secret policemen, internal passports, food lines, and heroic self-sacrifice for the Motherland. Midnight in Chernobyl shows not only the final epic struggle of a dying empire, but also the story of individual heroism and desperate, ingenious technical improvisation joining forces against a new kind of enemy.",5,N/A,en
What to Say When You Talk to Your Self,['Shad Helmstetter'],2017-06-20,['Self-Help'],"Learn how to reverse the effects of negative self-talk and embrace a more positive, optimistic outlook on life",N/A,N/A,en
The Dark Net,['Jamie Bartlett'],2015-01-02,['Internet'],"Beyond the familiar online world that most of us inhabit lies a vast and often hidden network of sites, communities, and cultures where freedom is pushed to its limits, and where people can be anyone, or do anything, they want. This is the world of Bitcoin and Silk Road, of radicalism and pornography. This is the Dark Net.",N/A,N/A,en
Chasing New Horizons,"['Alan Stern', 'David Grinspoon']",2018-05,['Science'],"Shares a behind-the-scenes account of the science, politics, egos, and public expectations that shaped the New Horizons' mission to Pluto and beyond, citing the endeavor's boundary-breaking achievements and how they reflect the collective power of shared human goals.",N/A,N/A,en
Heirloom Rooms,['Erin Napier'],2023-10-03,['Architecture'],"In this visual celebration of the homes we live in and love, the host of HGTV's Home Town shares a collection of personal essays as she walks us through every room in her home, telling the story of a family's life and encourage us to document our own homemade memories.",N/A,N/A,en
The Uninhabitable Earth,['David Wallace-Wells'],2019,['Nature'],"If your anxiety about global warming is dominated by fears of sea-level rise, you are barely scratching the surface of what terrors are possible. In California, wildfires now rage year-round; across the US storms pummel communities month after month. Wallace-Wells believes that, without a revolution in how billions of humans conduct their lives, parts of the Earth could become uninhabitable as soon as the end of this century. Food shortages, refugee emergencies, and other crises will reshape the globe. He presents a meditation on the devastation we have brought upon ourselves, and an impassioned call to action. -- adapted from publisher info",N/A,N/A,en
In the Closet of The Vatican,['Frédéric Martel'],2019,['Literary Collections'],"The New York Times Bestseller'[An] earth-shaking exposé of clerical corruption' - National Catholic ReporterIn the Closet of the Vatican exposes the rot at the heart of the Vatican and the Roman Catholic Church today. This brilliant piece of investigative writing is based on four years' authoritative research, including extensive interviews with those in power. The celibacy of priests, the condemnation of the use of contraceptives, the cover up of countless cases of sexual abuse, the resignation of Benedict XVI, misogyny among the clergy, the dramatic fall in Europe of the number of vocations to the priesthood, the plotting against Pope Francis - all these issues are clouded in mystery and secrecy.In the Closet of the Vatican is a book that reveals these secrets and penetrates this enigma. It derives from a system founded on a clerical culture of secrecy which starts in junior seminaries and continues right up to the Vatican itself. It is based on the double lives of priests and on extreme homophobia. The resulting schizophrenia in the Church is hard to fathom. But the more a prelate is homophobic, the more likely it is that he is himself gay.'Behind rigidity there is always something hidden, in many cases a double life'. These are the words of Pope Francis himself and with them the Pope has unlocked the Closet.No one can claim to really understand the Catholic Church today until they have read this book. It reveals a truth that is extraordinary and disturbing.",N/A,N/A,en
The Lives of the Artists,['Giorgio Vasari'],2023,['Nonfiction'],N/A,N/A,N/A,en
Debussy,['Stephen Walsh'],2018,['BIOGRAPHY & AUTOBIOGRAPHY'],"Debussy's life was complicated and often troubled by struggles over money, women, and ill health. Biographer Stephen Walsh turns his keen eye to both the composer and the unique moment in European history that bore him",N/A,N/A,en
The Diary of a Bookseller,['Shaun Bythell'],2017,['Antiquarian booksellers'],"Shaun Bythell owns The Bookshop, Wigtown - Scotland's largest second-hand bookshop. It contains 100,000 books, spread over a mile of shelving, with twisting corridors and roaring fires, and all set in a beautiful, rural town by the edge of the sea. A book-lover's paradise? Well, almost ... In these wry and hilarious diaries, Shaun provides an inside look at the trials and tribulations of life in the book trade, from struggles with eccentric customers to wrangles with his own staff, who include the ski-suit-wearing, bin-foraging Nicky. He takes us with him on buying trips to old estates and auction houses, recommends books (both lost classics and new discoveries), introduces us to the thrill of the unexpected find, and evokes the rhythms and charms of small-town life, always with a sharp and sympathetic eye.",N/A,N/A,en
The Secret Network of Nature,['Peter Wohlleben'],2019-03-05,['Nature'],"Following the hugely successful The Hidden Life of Trees and The Inner Life of Animals, New York Times bestselling author Peter Wohlleben completes The Mysteries of Nature Trilogy with The Secret Network of Nature, a captivating look at the amazing natural connections that hold our world together. Nature is full of surprises: deciduous trees affect the rotation of the Earth, cranes sabotage the production of Iberian ham, and coniferous forests can make it rain. But what are the processes that drive these incredible phenomena? And why do they matter? In The Secret Network of Nature, master storyteller and international sensation Peter Wohlleben takes readers on a thought-provoking exploration of the vast natural systems that make life on Earth possible. In this tour of an almost unfathomable world, Wohlleben describes the fascinating interplay between animals and plants and answers such questions as: How do they influence each other? Do lifeforms communicate across species boundaries? And what happens when this finely tuned system gets out of sync? By introducing us to the latest scientific discoveries and recounting his own insights from decades of observing nature, one of the world's most famous foresters shows us how to recapture our sense of awe so we can see the world around us with completely new eyes.",N/A,N/A,en
Last Boat Out of Shanghai,['Helen Zia'],2019,['Biography & Autobiography'],"""The dramatic, real-life stories of four young people caught up in the mass exodus of Shanghai in the wake of China's 1949 Communist Revolution--a precursor to the struggles faced by emigrants today. Shanghai has historically been China's jewel, its richest, most modern and westernized city. The bustling metropolis was home to sophisticated intellectuals, entrepreneurs, and a thriving middle class when Mao's proletarian revolution emerged victorious from the long civil war. Terrified of the horrors the Communists would wreak upon their lives, citizens of Shanghai who could afford to fled in every direction. Seventy years later, the last generation to fully recall this massive exodus have opened the story to Chinese American journalist Helen Zia, who interviewed hundreds of exiles about their journey through one of the most tumultuous events of the twentieth century. From these moving accounts, Zia weaves the story of four young Shanghai residents who wrestled with the decision to abandon everything for an uncertain life as refugees in Hong Kong, Taiwan, and the U.S. Young Benny, who as a teenager became the unwilling heir to his father's dark wartime legacy, must choose between escaping Hong Kong or navigating the intricacies of a newly Communist China. The resolute Annuo, forced to flee her home with her father, a defeated Nationalist official, becomes an unwelcome young exile in Taiwan. The financially strapped Ho fights deportation in order to continue his studies in the U.S. while his family struggles at home. And Bing, given away by her poor parents, faces the prospect of a new life among strangers in America""--",N/A,N/A,en
How to Raise Successful People,['Esther Wojcicki'],2019,['Business & Economics'],"Outlines simple, counterintuitive approaches to raising happy, healthy, and successful children through parental demonstrations of respectful examples and child-directed activities that facilitate early independence and problem-solving skills.",N/A,N/A,en
Empty Planet,"['Darrell Bricker', 'John Ibbitson']",2019,['Social Science'],"Explores the pros and cons of a declining global population, including worker shortages, lower risk of famine, and greater affluence and autonomy for women.",N/A,N/A,en
The Band that Played on,['Steve Turner'],2012-09-26,['History'],"""They kept it up to the very end. Only the engulfing ocean had power to drown them into silence. The band was playing 'Nearer, My God, to Thee.' I could hear it distinctly. The end was very close."" --CHARLOTTE COLLYER, TITANIC SURVIVOR The movies, the documentaries, the museum exhibits. They often tell the same story about the ""unsinkable"" Titanic, her wealthy passengers, the families torn apart, and the unthinkable end. But never before has ""that glorious band""--the group of eight musicians who played on as the Titanic slipped deeper and deeper into the Atlantic Ocean--been explored in such depth. Steve Turner's extensive research reveals a fascinating story including dishonest agents, a clairvoyant, social climbers, and a fraudulent violin maker. Read what brought the band members together and how their music served as the haunting soundtrack for one of modern history's most tragic maritime disasters. BOOK REVIEWS The Band that Played On by Steve Turner is, surprisingly, the first book since the great ship went down to examine the lives of the eight musicians who were employed by the Titanic. What these men did'standing calmly on deck playing throughout the disaster'achieved global recognition. But their individual stories, until now, have been largely unknown. What Turner has uncovered is a narrow but unique slice of history'one more chapter of compelling Titanic lore. Turner, a music journalist, pursued living relatives of the band members and squeezed all that he could out of ""inherited photographs, documents, and anecdotes"" enabling him to sketch brief but poignant portraits of eight young (or at least youngish) men, all born in an optimistic era and all members of the rising middle class. To their parents, their girlfriends, and surely to themselves as well, the future must have seemed bright right up until the early morning hours of April 15, 1912... There is much that we do not know about the final hours of these men. Why did they make the decision to play on the deck that night? What was in their hearts and minds? ... Even the Titanic survivors who witnessed their final performance quibbled over some details. Did the band march or did they kneel? Was their last number ""Autumn"" or was it ""Nearer, My God, to Thee""? Did they stop playing during the final moments and pack their instruments away or were they still playing as the ship went down? All agreed, however, that all eight band members behaved with remarkable calm and courage. Within hours of the ship's sinking, their story was circulating and they had already become heroes... For Turner, however, the undisputed hero of the book is Wallace Hartley, a fine musician with religious conviction and a powerful sense of duty who seems most likely to have been the force behind those final hours of heroism. In the last pages of the book, Turner reveals a surprising Hartley discovery'a turn of events which makes a fine ending for his worthy book, even as it leaves us hopeful that the Titanic may yet have a few mysteries she is willing to give up. --Marjorie Kehe, Book Editor, Christian Science Monitor",N/A,N/A,en
The Big Short,['Michael M. Lewis'],2010,['Business & Economics'],"In this visceral tour to the heart of the financial system, Michael Lewis takes us around the globe and back decades to trace the origins of the current crisis. He meets the people who saw it coming, the people who were asleep at the wheel and the people who were actively driving us all of cliff.",N/A,N/A,en
Into the Wild,['Jon Krakauer'],1997,['BIOGRAPHY & AUTOBIOGRAPHY'],"Krakauer retraces the steps of a 23-year-old young man who, renouncing possessions, heads into the Alaskan wild and is destroyed by nature and his own bad choices to find meaning in the death.",4,N/A,en
