title,authors,publishedDate,categories,description,averageRating,textSnippet
A Critical History of the Doctrine of a Future Life,['William Rounseville Alger'],1867,['Bibliography'],N/A,N/A,N/A
Michael Faraday,['Alan E. Jeffreys'],1961-01-01,['Bibliography'],N/A,N/A,N/A
Elements of Bibliography,['Robert Bartlett Harmon'],1989,['Reference'],"New edition of a guide to the literature of bibliography, accompanied by basic standards for compiling various kinds of bibliographic instruments. The intended audience is, first, the prospective librarian and second, anyone who is compiling a bibliography. Annotation copyright Book News, Inc. Portl",N/A,N/A
Censura Literaria,['Sir Egerton Brydges'],1809,['Bibliography'],N/A,N/A,N/A
A Manual of Historical Literature,['Charles Kendall Adams'],1882,['Best books'],N/A,4,N/A
Books and Bookmen,['Andrew Lang'],1887,['Antiques & Collectibles'],N/A,N/A,N/A
An Introduction to Bibliography for Literary Students,['Ronald Brunlees McKerrow'],1928,['Literary Criticism'],The authoritative guide to those who study literature and early printed books in general. Indispensable for graduate students.,N/A,N/A
Guide to the Study and Use of Reference Books,['Alice Bertha Kroeger'],1917,['Bibliography'],N/A,N/A,N/A
Frederick,[],1967,['Juvenile Fiction'],"Frederick, the poet mouse, stores up something special for the long cold winter.",N/A,N/A
A New Introduction to Bibliography,['Philip Gaskell'],1974,['Reference'],"""First published in 1972 by Oxford University Press. Reprinted with corrections by Oak Knoll Press/St. Paul's Bibliographies in 1995. Reprinted in 2000, 2002, 2006 & 2007""--T.p. verso.",N/A,N/A
Books in Chains,['William Blades'],1892,['Bibliography'],N/A,N/A,N/A
What is the History of the Book?,['James Raven'],2017,['Bibliography'],N/A,N/A,N/A
Library Association Record,['Library Association'],1977,['Bibliography'],"Proceedings of the 22d-33d annual conference of the Library Association in v. 1-12; proceedings of the 34th-44th, 47th-57th annual conference issued as a supplement to v. 13-23, new ser. v. 3-ser. 4, v. 1.",N/A,N/A
A Guide to Collecting Librariana,"['Norman D. Stevens', 'Valerie Burnham Oliver']",1986,['Language Arts & Disciplines'],No descriptive material is available for this title.,N/A,N/A
Art Books,['Wolfgang M. Freitag'],1985,['Art'],N/A,N/A,N/A
The Research Process,"['Myrtle S. Bolner', 'Gayle A. Poirier']",2004,['Language Arts & Disciplines'],N/A,N/A,N/A
A Book about Books,['Frederick Harrison'],1943,['Literary Criticism'],N/A,5,N/A
"Catalogue of Early Armenian Books, 1512-1850","['British Library. Department of Oriental Manuscripts and Printed Books', 'Vrej Nersessian', 'Bodleian Library']",1980,['Literary Criticism'],N/A,N/A,N/A
The Enemies of Books,['William Blades'],1902,['Bibliography'],N/A,N/A,N/A
The Study of the History of Music,['Edward Dickinson'],1905,['Bibliography'],N/A,N/A,N/A
The Publishers' Circular and Booksellers' Record of British and Foreign Literature,[],1897,['Bibliography'],N/A,N/A,N/A
Book History,"['Ezra Greenspan', 'Jonathan Rose']",1998-09-30,['Language Arts & Disciplines'],"Book History is the annual journal of the Society for the History of Authorship, Reading and Publishing, Inc. (SHARP). Book History is devoted to every aspect of the history of the book, broadly defined as the history of the creation, dissemination, and the reception of script and print. Book History publishes research on the social, economic, and cultural history of authorship, editing, printing, the book arts, publishing, the book trade, periodicals, newspapers, ephemera, copyright, censorship, literary agents, libraries, literary criticism, canon formation, literacy, literacy education, reading habits, and reader response.",N/A,N/A
Book-prices Current,[],1890,['Anonyms and pseudonyms'],N/A,N/A,N/A
Anecdotes of Literature and Scarce Books,['William Beloe'],1810,['Bibliographical literature'],N/A,N/A,N/A
Book-prices Current,"['John Herbert Slater', 'William Roberta', 'F. Partridge']",1898,['Bibliography'],N/A,N/A,N/A
List of Bibliographical Works in the Reading Room of the British Museum,['British Museum. Department of Printed Books'],1889,['Bibliographical literature'],N/A,N/A,N/A
Afghanistan,"['C. H. Bleaney', 'María Ángeles Gallego']",2006,['History'],"Presents a thematically indexed bibliography devoted to Afghanistan. Following the pattern established by one of its major data sources, viz, the acclaimed Index Islamicus, both journal articles and book publications are included and indexed.",N/A,N/A
Korea; an Analytical Guide to Bibliographies,['Hesung Chun Koh'],1971,['Reference'],"Annotated bibliography of bibliographys on Korea R, with particular reference to social sciences studies.",N/A,N/A
The Library Association Record,[],1919,['Bibliography'],"Proceedings of the 22d-33d annual conference of the Library Association in volumes 1-12; proceedings of the 34th-44th, 47th-57th annual conference issued as a supplement to volumes 13-23, new series volume 3-series 4, volume 1.",N/A,N/A
"Catalogue of the Books on Bibliography, Typography and Engraving, in the New-York State Library",['New York State Library'],1858,['Bibliographical literature'],N/A,N/A,N/A
Bulletin of New Books,['Mercantile Library Association of the City of New-York'],1895,['Bibliography'],N/A,N/A,N/A
The Bibliographical Decameron,['Thomas Frognall Dibdin'],1817,['Bibliography'],N/A,N/A,N/A
List of Books for Girls and Women and Their Clubs,"['Augusta Harriet Leypoldt', 'George Iles']",1895,['Best books'],N/A,N/A,N/A
Memoirs of Literature,[],1722,['Bibliography'],N/A,N/A,N/A
A Bibliographical Dictionary; Containing a Chronological Account ... of ... Books,['Adam Clarke'],1803,['Bibliographical literature'],N/A,N/A,N/A
Book Collecting,"['Allen Ahearn', 'Patricia Ahearn']",1995,['Antiques & Collectibles'],"The meat of this reference for amateur and professional book collectors is a list of thousands of books with suggested prices for the first editions, which can also be used to price later editions. Other sections suggest what books to collect, where to buy them, what to look for, and the fundamentals of building and maintaining a collection. Also useful for book dealers and librarians. Updated from previous editions, the frequency of which is not noted. No general index, but most of the sections are alphabetical. Annotation copyright by Book News, Inc., Portland, OR",N/A,N/A
A Bibliographical and Critical Account of the Rarest Books in the English Language,['John Payne Collier'],1865,['Antiques & Collectibles'],N/A,N/A,N/A
"New Memoirs of Literature,",['Michel de La Roche'],1726,['Bibliography'],N/A,N/A,N/A
History of the Transmission of Ancient Books to Modern Times; with The Process of Historical Proof,['Isaac Taylor'],1859,['Bible'],N/A,N/A,N/A
Writing the Annotated Bibliography,"['Luke Beatty', 'Cynthia A. Cochran']",2020,['Bibliography'],"This comprehensive and practical guide covers the elements, style, and use of annotated bibliographies in the research and writing process for any discipline; key disciplinary conventions; and tips for working with digital sources. Written jointly by a library director and a writing center director, this book is packed with examples of individual bibliography entries and full bibliography formats for a wide range of academic needs. Online resources include sample bibliographies, relevant web links, printable versions of checklists and figures, and further resources for instructors and researchers. Writing the Annotated Bibliography is an essential resource for first-year and advanced composition classes, courses in writing across the disciplines, library science instruction programs, and academic libraries at the secondary level and beyond. It is suitable for both undergraduate and graduate students and for researchers at all levels.",N/A,N/A
The Bookman's Glossary,['R.R. Bowker Company'],1983,['Language Arts & Disciplines'],Glossary; A selected reading list; Proofreader's marks.,N/A,N/A
"Books and Pamphlets, Including Serials and Contributions to Periodicals",['Library of Congress. Copyright Office'],1949,['American literature'],N/A,3,N/A
Guide to the Choice of Classical Books,['Joseph Bickersteth Mayor'],1879,['Best books'],N/A,N/A,N/A
Esdaile's Manual of Bibliography,"['Roy Stokes', 'Romano Stephen Almagno']",2001,['Language Arts & Disciplines'],"Designed for the literary student, the student librarian and the beginning book collector, this manual assumes nothing but interest at the outset. In clear language, it serves to take readers to the point at which they are prepared to turn to advanced texts to develop specialized interests.",N/A,N/A
Book News,[],1892,['American literature'],N/A,N/A,N/A
Melville's Reading,['Merton M. Sealts'],1966,['Literary Criticism'],N/A,N/A,N/A
"Historia Litteraria: Or, An Exact and Early Account of the Most Valuable Books Published in the Several Parts of Europe ...",['Archibald Bower'],1731,['Bibliography'],N/A,N/A,N/A
A catalogue of books printed at or relating to the university town & county of Cambridge from 1521 to 1893,['Robert Bowes'],1894,['Bibliography'],N/A,N/A,N/A
Catalogue of the Books Relating to Education and Educational Subjects,['John George Hodgins'],1897,['Bibliographical literature'],N/A,N/A,N/A
An Introduction to Bibliography for Literary Students,['Ronald Brunlees MacKerrow'],1972,['Bibliography'],N/A,N/A,N/A
British Books,[],1845,['Bibliography'],N/A,N/A,N/A
Children's Books and Reading,['Montrose Jonas Moses'],1907,['Juvenile Nonfiction'],N/A,5,N/A
Books Abroad,[],1927,['Bibliography'],N/A,N/A,N/A
Conducting Research Literature Reviews,['Arlene Fink'],2010,['Literary Criticism'],"This book is intended for anyone wants to research social, health, educational, and business issues. It is ideal for students, researchers, marketers, planners, and policymakers who design and manage public and private agencies, conduct research studies, and prepare strategic plans and grant proposals. This new edition includes: - Flow diagrams to assist the reader in linking each step of the review to the contents of each chapter. - New references and other online resources to help users learn more about literature reviews. - Links to online literature reviews and meta-analyses. - Guidance in choosing online public and private bibliographic databases for literature reviews. - Guidance about searching the web for research information. The text also discusses the use of Boolean operators for simple and advanced searches, tells readers how to use bibliographic software to organize literature reviews and search 'The Virtual File Cabinet,' and describes how to synthesize the literature as a stand-alone report or as a component of a paper or proposal to justify the need for and significance of research, and/or to explain a study's findings.",N/A,N/A
Reading for the Love of it,['Michele Landsberg'],1987,['Family & Relationships'],"Now in paperback, the nationally acclaimed guide for parents listing the best children's books, complete with a treasury of more than 400 books. Illustrated.",N/A,N/A
Old Picture Books,['Alfred William Pollard'],1902,['Bibliographical literature'],N/A,N/A,N/A
Bibliographical Description and Cataloguing,['John Duncan Cowley'],1939,['Bibliography'],N/A,N/A,N/A
Books and Book-plates,[],1902,['Bibliography'],N/A,N/A,N/A
Fifteenth-century Books,['Robert Alexander Peddie'],1913,['Bibliographical literature'],N/A,N/A,N/A
Some Aspects of Bibliography,['John Ferguson'],1900,['Bibliography'],N/A,N/A,N/A
More Books,['Boston Public Library'],1929,['Bibliography'],N/A,N/A,N/A
John Carter's ABC for Book Collectors,"['John Carter', 'Nicolas Barker', 'Simran Thadani']",2016,['Bibliography'],Revised edition of: ABC for book collectors / John Carter. Eighth edition. 2004.,N/A,N/A
Bizarre Books,"['Russell Ash', 'Brian Lake']",1985-01-01,['Bibliography'],Books with bizaare contents and titles.,N/A,N/A
Booklist,[],1926,['Best books'],N/A,N/A,N/A
On the Difficulty of Correct Description of Books,['Augustus De Morgan'],1902,['Bibliography'],N/A,N/A,N/A
Catalogue of Printed Books,['British Museum. Department of Printed Books'],1903,['Bibliography'],N/A,N/A,N/A
Whitby Authors and Their Publications with the Titles of All the Books Printed in Whitby,['Gideon Smales'],1867,['Authors'],N/A,N/A,N/A
M.A.B.,[],1924,['Bibliography'],N/A,N/A,N/A
Much Loved Books,"[""James O'Donnell Bennett""]",1927,['Reference'],N/A,N/A,N/A
Booklist Books,['American Library Association'],1925,['Best books'],"Contains general literature, fiction, children's books, technical books.",N/A,N/A
