title,authors,publishedDate,categories,description,averageRating,textSnippet
Essential Anatomy and Physiology in Maternity Care,['Linda Wylie'],2005,['Medical'],"Covers all aspects of human anatomy and physiology at a fundamental level, and goes on to apply this knowledge to the changing physiology of pregnancy, childbirth, and the puerperium. For students in midwifery. Includes boxes relating anatomy and physiology to midwifery practice.",N/A,N/A
Textbook of Anatomy & Physiology for Nurses,"['PR Ashalatha', 'G Deepa']",2012-08-31,['Medical'],"This easy to read textbook introduces to students the human body as a living functioning organism. Nursing students will discover exactly what happens when normal body functions are upset by disease, and see how the body works to restore a state of balance and health. Reader friendly approach features descriptive hearts and sub-heads, numerous tables and a conversational writing style makes the complex anatomy and physiology concepts understandable.",2.5,N/A
Applied Radiological Anatomy,['Paul Butler'],1999-10-14,['Medical'],"This thoroughly illustrated text will provide radiologists with a unique overview of normal anatomy as illustrated by the full range of modern radiological procedures. The theme throughout is not only to illustrate the appearance of normal anatomical features as visualized by radiology, but also to provide a comprehensive text that describes, explains, and evaluates the most current imaging practice for all the body systems and organs. Where necessary, line drawings supplement the images, illustrating essential anatomical features. The wealth of high-quality images fully supported by an authoritative text will give all radiologists an insight into normal anatomy--a vital prerequisite for interpreting abnormal radiological images. The volume is designed to be accessible to medical students, but will also prove to be a valuable resource for radiologists.",5,N/A
The Human Body in Health and Illness,['Barbara L. Herlihy'],2014,['Health & Fitness'],"Using colorful cartoons, illustrations, and an easy-to-read approach, The Human Body in Health and Illness, 4th Edition makes it fun to learn anatomy & physiology. Clear, step-by-step explanations provide all the information you need to know, so concepts are easy to understand even if you have a limited background in the sciences. Written by well-known educator Barbara Herlihy, the book begins with a basic discussion of the human body and cellular structure and moves toward genetics and the greater complexity of the human organism. It breaks down complex concepts and processes into digestible chunks, and new features such as Re-Think and Go Figure! help you apply what you've learned to common problems in patient care. Full-color illustrations simplify difficult concepts and complex processes. Colorful cartoons use humor to clarify and reinforce the content, making it more memorable, accessible, and reader-friendly. Interesting analogies and examples make learning easier, especially if you're studying A&P for the first time. Key terms and objectives are listed at the beginning of every chapter, setting learning expectations and goals, with terms defined in a comprehensive glossary. Did You Know boxes include brief vignettes describing clinical scenarios or historical events related to A&P. Review tools include chapter summaries, Review Your Knowledge questions, and Go Figure! questions relating to figures and diagrams. UPDATED illustrations and content keep A&P information current and strengthen an already popular textbook. UPDATED Medical Terminology and Disorders tables include pronunciations, derivations, and word parts, along with expanded, in-depth descriptions of the most crucial information. UPDATED! The Evolve website assets include practice exams, interactive activities and exercises, the Body Spectrum Online Coloring Book, and more!",N/A,N/A
Atlas of Human Anatomy,['S. Jacob'],2002,['Medical'],"This concise, photographic atlas of human gross anatomy includes almost 300 color photographs, 70 color line drawings and 70 black & white photos. The contents are aimed at the relatively shorter and less detailed anatomy courses now being taught. It does not set out to provide the comprehensive and detailed coverage of the existing atlases, which can be either too complex or provide unnecessary depth for some students. Photographs of anatomical dissections are accompanied by brief explanatory captions. The book is organised on a body region basis and each chapter begins with a one-page overview that 'sets the scene' for the illustrations that follow, i.e. it orientates the student and permits greater conceptual understanding of the chapter content. Spanish version also available, ISBN: 84-8174-653-3",N/A,N/A
The Evolution of Organ Systems,['Andreas Schmidt-Rhaesa'],2007-08-30,['Language Arts & Disciplines'],"Although there are several books on the phylogenetic relationships of animals, this is the first to focus on the consequences of such relationships for the evolution of organs themselves. It provides a summary of evolutionary hypotheses for each of the major organ systems, describing alternative theories in those cases of continuing controversy.",N/A,N/A
Gray's Anatomy,"['Henry Gray', 'Henry Gray, M.D., F.R.S.']",1995-08,['Medical'],"The original, famous, unconditionally guaranteed, durable paperback edition with high-quality paper and binding. Each volume is shrink-wrapped. Copyright © Libri GmbH. All rights reserved.",N/A,N/A
The Human Hippocampus,['Henri M. Duvernoy'],2005-10-27,['Medical'],"Provides a description of the human hippocampal anatomy and its functions, including 3D, sectional anatomy, a chapter on vascularisaton and a chapter on Coronal, Sagittal and Axial Sections of the Hippocampus, showing its relationship with the surrounding structures.",N/A,N/A
Human Physiology,['Lauralee Sherwood'],2004,['Medical'],"The fifth edition of this text now includes a supporting CD-ROM, 'PhysioEdge', which focuses on difficult concepts. For instructors, there are a number of teaching aids, such as PowerPoint slides and the 'InfoTrac' database.",N/A,N/A
"Pocket Atlas of Human Anatomy, Based on the International Nomenclature",['Heinz Feneis'],1976,['Medical'],N/A,N/A,N/A
Stretching Anatomy,"['Arnold G. Nelson', 'Jouko Kokkonen']",2021,['Health & Fitness'],"Stretching Anatomy, Third Edition, is a visual guide to stretches for improving range of motion, muscular strength, stamina, posture, and flexibility. It includes full-color anatomical illustrations highlighting the primary muscles and surrounding structures engaged.",N/A,N/A
An Illustrated System of Human Anatomy,['Samuel George Morton'],1849,['Anatomy'],N/A,N/A,N/A
The Anatomy Coloring Book,"['Wynn Kapit', 'Lawrence M. Elson']",2002,['Games & Activities'],"A human anatomy coloring book, organized according to body systems.",N/A,N/A
Atlas of Human Anatomy,"['Ferenc Kiss', 'János Szentágothai']",1980,[],N/A,N/A,N/A
Observations on certain parts of the animal œconomy,['John HUNTER (F.R.S.)'],1786,['Anatomy'],N/A,N/A,N/A
Observations on Certain Parts of the Animal Oeconomy,['John Hunter'],1792,['Anatomy'],N/A,N/A,N/A
"Atlas and Text-book of Human Anatomy: The viscera, including the heart",['Johannes Sobotta'],1906,['Anatomy'],N/A,N/A,N/A
Observations on Certain Parts of the Animal Oeconomy,['John Hunter'],1786,['Anatomy'],"Some observations of Hunter about the secondary sexual characteristics in birds, the air sac in birds, the structure of the placenta along with the original description of the olfactory nerves are included in this book.",N/A,N/A
"Principles of Anatomy and Physiology, 16e International Adaptation Set","['Gerard J Tortora', 'Bryan H Derrickson']",2023-07-06,[],"Anatomy and Physiology is a complex subject spanning many health science disciplines. Principles of Anatomy and Physiology has always been recognized for its pioneering homeostatic approach to learning the subject. This International Adaptation of the 16th edition combines exceptional content and outstanding visuals for a rich and comprehensive classroom experience and continues to set the standard for the discipline. It has been paired with a comprehensive Study Guide, offering a thoughtfully designed course in Anatomy and Physiology. Highly regarded authors, Jerry Tortora and Bryan Derrickson motivate and support learners at every level, from novice to expert, and equip them with the skills they need to succeed in this class and beyond.",N/A,N/A
Nicolaus Steno,"['Troels Kardel', 'Paul Maquet']",2012-12-13,['Science'],"This is by far the most exhaustive biography on Niels Stensen, anatomist, geologist and bishop, better known as ""Nicolaus Steno"". We learn about the scientist’s family and background in Lutheran Denmark, of his teachers at home and abroad, of his studies and travels in the Netherlands, Belgium, France, Italy, Austria, Hungary, Bohemia and Germany, of his many pioneering achievements in anatomy and geology, of his encounters with Swammerdam, Malpighi and with members of the newly established Royal Society of London and the Accademia del Cimento in Florence, and with the philosopher Spinoza. It further treats Stensen’s religious conversion. The book includes the full set of Steno's anatomical and geological scientific papers in original language. The editors thoroughly translated the original Latin text to English, and included numerous footnotes on the background of this bibliographic and scientific treasure from the 17th century.",N/A,N/A
Atlas of Human Anatomy,[],1961,[],N/A,N/A,N/A
Human Body Systems,['Daniel D. Chiras'],2013,['Science'],"Human Body Systems: Structure, Function, and Environment is an informative primer that focuses on the organ systems within the human body, and their part in health and disease. The ideal supplement to any Human Biology, A & P, or Microbiology course, it covers:-Nutrition-Digestion-Circulation and Blood-Immunity-Respiration-Senses-Urinary System-Nervous System- Skeletal and Muscular Systems- Endocrine and Reproductive SystemsIt closes with a brief discussion of ecology and environmental issues that affect the way humans live and interact with the world around them.",N/A,N/A
Anatomy and Human Movement,"['Nigel Palastanga', 'Derek Field', 'Roger Soames']",1998,['Medical'],"A comprehensive account of musculoskeletal anatomy and its relation to human movement. This edition includes new material on functional human movements, the head and neck, the nervous system and joint motion.",N/A,N/A
Surgical Anatomy and Technique,"['John Elias Skandalakis', 'Panajiotis N. Skandalakis', 'Lee John Skandalakis']",1994-12-31,['Anatomy'],N/A,N/A,N/A
"Principles of Anatomy and Physiology, Seventh Edit Ion Professor's Copy","['Gerard J. Tortora', 'Judith Lanum Mohan']",1993,['Anatomy'],N/A,N/A,N/A
Neuroanatomy for the Neuroscientist,"['Stanley Jacobson', 'Elliott M. Marcus', 'Stanley Pugsley']",2017-10-25,['Medical'],"The purpose of this textbook is to enable a Neuroscientist to discuss the structure and functions of the brain at a level appropriate for students at many levels of study including undergraduate, graduate, dental or medical school level. It is truer in neurology than in any other system of medicine that a firm knowledge of basic science material, that is, the anatomy, physiology and pathology of the nervous system, enables one to readily arrive at the diagnosis of where the disease process is located and to apply their knowledge at solving problems in clinical situations. The authors have a long experience in teaching neuroscience courses at the first or second year level to medical and dental students and to residents in which clinical information and clinical problem solving are integral to the course.",N/A,N/A
Ross and Wilson's Anatomy and Physiology Colouring and Workbook,"['Janet S. Ross', 'Anne Waugh', 'Allison Wynn Grant']",2006,['Medical'],'Ross and Wilson - Anatomy and Physiology in Health' is a well-established core text for students of anatomy and physiology. This companion text will assist the student by providing activities to facilitate and reinforce learning.,5,N/A
Cunningham's Text-book of Anatomy,['Daniel John Cunningham'],1923,['Anatomy'],N/A,N/A,N/A
A Textbook of Anatomy and Physiology,['W. E. Arnould-Taylor'],1988-01-01,['Human anatomy'],N/A,N/A,N/A
Ross and Wilson Anatomy and Physiology in Health and Illness,"['Anne Waugh', 'Janet S. Ross', 'Alison Grant', 'Allison Wynn Grant']",2010,['Medical'],"This tried-and-tested textbook provides a basic introduction to anatomy and physiology, and provides a brief section on diseases to show what happens when things go wrong.",N/A,N/A
Ross and Wilson Anatomy and Physiology in Health and Illness,"['Janet S. Ross', 'Kathleen J. W. Wilson']",1987,['Medical'],N/A,5,N/A
Encyclopedia of Life Sciences,"[""Anne O'Daly""]",1996,['Juvenile Nonfiction'],"An encyclopedia covering the disciplines of zoology, botany, evolutionary science, medicine, physiology, human anatomy, cytology, and genetics.",N/A,N/A
Atlas of Human Anatomy,"['Frank Henry Netter (anatomiste-artiste).)', 'Sharon Colacino']",1994,['Anatomy'],N/A,N/A,N/A
Michelangelo,['Sue Tatem'],2010-11,['Art'],There is no available information at this time.,N/A,N/A
The Handy Anatomy Answer Book,"['Naomi Balaban', 'James Bobick']",2008,['Anatomy'],A question and answer study guide about human anatomy.,N/A,N/A
Lessons Elementary Physiology,['Thomas Henry Huxley'],1905,['Anatomy'],N/A,N/A,N/A
The Human Body,"['Adolf Faller', 'Michael Schünke', 'Gabriele Schünke']",2004,['Medical'],"This exceptional resource offers a broad review of the structure and function of the human body. Each chapter is dedicated to a particular organ system, providing medical and allied health students and professionals with quick and comprehensive coverage of anatomy and physiology. Features: All concepts are reinforced by detailed overviews at the beginning of each chapter, and summaries at the end In-depth information on cell-biology, genetics, and human evolution provides a conceptual framework for understanding the human body Detailed text complements 271 full-color illustrations to help readers visualize and grasp complex subjects Key sections on how antioxidants and active substances in plants affect the digestive system First year medical students and allied health professionals will benefit from the text's extensive scope and clear presentation. Knowledge of the human body's structures and functions is essential for every level of practice, and this indispensable guide is a definitive encyclopedia on the subject. Studying or teaching anatomy? We have the educational e-products you need. Students can use WinkingSkull.com to study full-color illustrations using the handy labels-on, labels-off function and take timed self-tests. Instructors can use the Thieme Teaching Assistant: Anatomy to download and easily import 2,000+ full-color illustrations to enhance presentations, course materials, and handouts.",N/A,N/A
"Color Atlas of Cytology, Histology, and Microscopic Anatomy",['Wolfgang Kühnel'],2003,['Medical'],"This timeless pocket atlas is the ideal visual companion to histology and cytology textbooks. First published in 1950 and translated into eight languages, Kuehnel's Pocket Atlas of Cytology, Histology and Microscopic Anatomy is a proven classic. The fully revised and updated fourth edition contains 745 full-color illustrations - almost 200 more than were included in the third edition. Superb, high-quality microphotographs and pathologic stains are accompanied by legends, informative texts, and numerous cross-references. Key features of the updated fourth edition: More than 700 high-quality illustrations using advanced techniques in histology and electron microscopy Practical, information Concise and focused text Key concepts and ideas illustrated in less than 550 pages Ideal for exam preparation, this world-class book is an indispensable visual study tool for medical, dental and biology students. It can also serve as an outstanding review and refresher text.",N/A,N/A
The Romance of Leonardo Da Vinci,['Dmitry Sergeyevich Merezhkovsky'],1931,['Anatomy'],N/A,N/A,N/A
"Otology, Neurotology, and Lateral Skull Base Surgery","['Oliver F. Adunka', 'Craig A. Buchman']",2011,['Anatomy'],"Chapters feature succinct explanatory text combined with clear, carefully formulated color plates to help readers quickly grasp the complex nature of the underlying basic principles, the various diagnostic tools, as well as disease-specific medical and surgical management.",N/A,N/A
The Action of Muscles,['Sir Colin Mackenzie'],1921,['Anatomy'],N/A,N/A,N/A
Clinical Anatomy for Medical Students,['Richard S. Snell'],1981,['Anatomy'],"This thoroughly updated, user-friendly text teaches students about basic clinical anatomy and helps them prepare for the anatomy section of the USMLE. As a pedagogical tool to simplify the learning process, more tables have been added. Also new to this edition are: end of chapter questions that follow the National Board test format; a focus on anatomical areas that are commonly traumatized due to auto accidents, gunshot and knife wounds; and greater emphasis on pediatric anatomy. Embryological explanations about congenital defects also have been added. Chapters are organized by body region, from body surfaces to deep structures. Each chapter contains a clinical example, chapter outline, chapter objectives, clinical notes, problem-solving, and questions",N/A,N/A
Human Anatomy and Physiology,['David Le Vay'],2001,['Medical'],"This practical and comprehensive guide provides an introduction to the structure and function of the human body. The composition and properties of body tissues are described, together with the anatomy of the various body systems and their component tissues.",N/A,N/A
Anatomy and Human Movement,"['Roger Soames', 'Nigel Palastanga']",2018-09-11,['Anatomy'],Nigel Palastanga's name appears first in the previous edition.,N/A,N/A
Ross & Wilson Anatomy and Physiology in Health and Illness,"['Anne Waugh', 'Allison Grant']",2018,['Anatomie'],"This tried-and-tested textbook provides a basic introduction to anatomy and physiology, and provides a brief section on diseases to show what happens when things go wrong.",N/A,N/A
An Atlas of Human Anatomy for Students and Physicians,['Carl Toldt'],1903,['Anatomy'],N/A,N/A,N/A
Oral Histology,['Arnold Richard Ten Cate'],1994,['Medical'],N/A,N/A,N/A
Biology,"['Cecie Starr', 'Ralph Taggart']",2004,['Anatomy'],N/A,N/A,N/A
Human Anatomy,"['Frederic Martini', 'Michael J. Timmons', 'Robert B. Tallitsch']",2015,['Anatomy'],"Note: You are purchasing a standalone product; MasteringA&P does not come packaged with this content. If you would like to purchase both the physical text and MasteringA&P Order: ISBN-10: 0321902858 / ISBN-13: 9780321902856 Packages Includes 0321883322 /ISBN-13: 9780321883322 and 0321905601 / ISBN-13: 9780321905604 . For those taking the one-semester Human Anatomy course Praised for its atlas-style format, appropriately detailed anatomical illustrations, and exceptionally clear photographs of tissues and cadavers, Human Anatomy is now more visual and interactive. The Eighth Edition includes new one- and two-page Spotlight Figures that seamlessly integrate text and visuals to guide students through complex topics. New QR codes let you use a smart phones to link directly from figures in the book to figures in the Practice Anatomy Lab(tm) (PAL(tm)) virtual anatomy program, giving you additional views for learning bones and muscles. The end-of-chapter Study Outlines now have memory-triggering visuals to help you remember chapter content.",N/A,N/A
Neuroanatomy,['Adam Fisch'],2012-04-03,['Medical'],"If you can't draw it, you don't know it:"" that was the rule of the late neuroanatomist William DeMyer, MD. Yet books do not encourage us to draw and redraw neuroanatomy. This book teaches neuroanatomy through step-by-step instruction of how to draw neuroanatomical pathways and structures. Its instructive language is highly engaging. Users draw neuroanatomical structures and pathways in several steps so they are remembered and use mental and physical mnemonics to demonstrate difficult anatomical rotations and directional pathways. Many neuroanatomy textbooks are great references, but fail to provide a working knowledge of neuroanatomy, and many neuroanatomy handbooks provide bedside pearls, but are too concise to be fully satisfactory. This instructional workbook teaches a comprehensive, but practical approach to neuroanatomy; it includes references where necessary but steers users toward key clinical features.",N/A,N/A
The Human Body in Health and Disease,"['Ruth Lundeen Memmler', 'Dena Lin Wood']",1983-02,['Medical'],N/A,N/A,N/A
Textbook of Endocrine Surgery,"['Orlo H. Clark', 'Quan-Yang Duh', 'Electron Kebebew']",2005,['Medical'],"Here's the leading resource on endocrine surgery-fully revised and updated in a New Edition! It examines disorders of the thyroid, parathyroid, and adrenal glands as well as neuroendocrine tumors of the pancreas and gastrointestinal tract. Leading authorities from around the world discuss diagnosis, localization, intraoperative management, and surgical therapy for the full range of endocrine conditions. Considers etiology, embryology, anatomy, clinical manifestations, and diagnostic and localization procedures as well as surgical and other treatment modalities for the full range of endocrine disorders. Reviews rationales, pre-operative considerations, operative techniques, and post-operative treatment for each procedure ... as well as the benefits, risks, controversial issues, and cost-effectiveness of each approach. Makes complex information easy to understand with more than 500 line drawings and photographs. New chapters on genetic analysis, localization tests for thyroid cancer, and new surgical techniques for tumors. In-depth coverage of important advances in molecular biology · minimally invasive surgery to the thyroid and parathyroid · islet cell transplants · preoperative evaluation and surgical treatment of hyperparathyroidism · indications and techniques for laparoscopic and open adrenalectomy · potential new treatments for thyroid cancer and other tumors · radiation exposure related to thyroid cancer · and more. With 90 additional contributing experts",N/A,N/A
Animal Eyes,"['Michael F. Land', 'Dan-Eric Nilsson']",2012-03,['Medical'],"This book covers the way that all known types of eyes work, from their optics to the behaviour they guide. The ways that eyes sample the world in space and time are considered, and the evolutionary origins of eyes are discussed. This new edition incorporates discoveries made since the first edition published in 2001.",N/A,N/A
Surgical Applied Anatomy,['Frederick Treves'],1785,['Anatomy'],N/A,N/A,N/A
Clinical Cardiology,"['Demosthenes G. Katritsis', 'Bernard J. Gersh', 'A. John Camm']",2013-09-19,['Medical'],"An essential tool for the busy clinician, providing succinct yet detailed access to the most recent trial and guideline data supporting practice and patient management in cardiology.",N/A,N/A
The Human Body in Health and Disease,['Ruth Lundeen Memmler'],1959,['Anatomy'],N/A,N/A,N/A
Essential Clinical Anatomy,"['Keith L. Moore', 'A. M. R. Agur']",1996,['Medical'],"""Get a practical perspective on gross anatomy that will help you understand the importance of anatomic structure and function. Based on the best-selling gross anatomy text, Clinically Oriented Anatomy, Keith Moore's Essential Clinical Anatomy features a succint, well-organized presentation of gross anatomy; boxed clinical information in every chapter; more than 400 full-color images illustrating arteries, nerves, veins, and muscles; 130 comprehensive tables; and surface anatomy highlighted in boxes throughout the text.""--BOOK JACKET.Title Summary field provided by Blackwell North America, Inc. All Rights Reserved",N/A,N/A
Diagnostic Immunohistochemistry,['David J. Dabbs'],2006,['Medical'],"Offers current information and guidance on immunohistochemical diagnoses in surgical pathology and cytopathology. The book is organized in a consistent format of organ systems, specifically designed to target diagnostic dilemmas in surgical pathology. Each chapter features an introduction and a systematic approach to the diagnostic entities of that organ system. Provides a reference for pathologists practicing diagnostic surgical pathology and cytopathology. Structured in the organ-system approach to tumor pathology, with each chapter capable of standing alone. Extensive references and full-color illustrations are included.",N/A,N/A
Moore's Clinically Oriented Anatomy,"['Arthur F. Dalley II', 'Anne M. R. Agur']",2023-03-24,['Medical'],"Renowned for its comprehensive coverage and engaging, storytelling approach, the bestselling Moore's Clinically Oriented Anatomy, 9th Edition, guides students from initial anatomy and foundational science courses through clinical training and practice. A popular resource for a variety of programs, this proven text serves as a complete reference, emphasizing anatomy that is important in physical diagnosis for primary care, interpretation of diagnostic imaging, and understanding the anatomical basis of emergency medicine and general surgery. The 9th Edition reflects the latest changes in the clinical application of anatomy as well as preparation for the USMLE while maintaining the highest standards for scientific and clinical accuracy. NEW! Sex and gender content clarifies important gender considerations and reflects an equitable focus on female as well as male anatomy. Updated medical imaging and integrated surface anatomy within each chapter clearly demonstrates the relationship between anatomy, physical examination, and diagnosis. Extensively revised Clinical Blue Boxes highlight the practical applications of anatomy, accompanied by helpful icons, illustrations, and images that distinguish the type of clinical information covered. Updated introduction establishes the foundational understanding of systemic information and basic concepts essential to success from the classroom to the dissection lab. Revised comprehensive surface anatomy photographs ensure accurate, effective physical examination diagnoses with integrated natural views of unobstructed surface anatomy and illustrations superimposing anatomical structures with landmarks for more accurate physical examination. Insightfully rendered, anatomically accurate illustrations, combined with many photographs and medical images, strengthen comprehension of anatomical concepts and retention of ""mental images"" of anatomical structures. Bottom Line boxes provide detailed summaries at a glance and underscore the ""big-picture"" perspective. Illustrated tables clarify complex information about muscles, veins, arteries, nerves, and other structures for easy study and review. Chapter outlines help students find key information quickly and efficiently.",N/A,N/A
Atlas of the Human Body,['Jordi Vigué'],2006-08,['Anatomy'],"This book presents a systematic overview of the human body. It is divided into chapters, each of which describes a specific system. Detailed color illustrations and explanations enhance and clarify the wealth of information provided.",N/A,N/A
Dynamic Radiology of the Abdomen,['Morton A. Meyers'],2000,['Medical'],"Extensively revised and updated, this is a classic book covering radiology of the abdomen as it relates to the progression of disease within an organ and from one organ to another. It provides a systematic application of anatomic and dynamic principles to the practical understanding and diagnosis of intraabdominal disease. The full range of imaging modalities are addressed, from plain films and conventional contrast studies to CT, US, MRI and endoscopic ultrasonography. Several new chapters and dozens of illustrations have been added to the Fifth Edition.""...an absolute must for all radiologic departments and prerequisite reading for all radiology residents."" -ABDOMINAL IMAGING (REVIEW OF PREVIOUS ED)",5,N/A
Concepts of Human Anatomy and Physiology,"['Kent Marshall Van De Graaff', 'Stuart Ira Fox']",1986,['Medical'],N/A,N/A,N/A
Netter's Clinical Anatomy,['John T. Hansen'],2019,['Human anatomy'],"""Focus on the clinically relevant aspects of anatomy and bridge normal anatomy to common clinical conditions with Netter's Clinical Anatomy, 4th Edition. This easy-to-read, visually stunning text features nearly 600 superb Netter-style illustrations that provide essential descriptions of anatomy, embryology, and pathology to help you understand their clinical relevance. Authored by John Hansen, PhD, an Honored Member of the American Association of Clinical Anatomists, this book is an ideal anatomy reference for students who want to make the most of their study time or need a concise review of clinical anatomy""--Publisher's description.",N/A,N/A
The Hand,['Sir Charles Bell'],1833,['Anatomy'],"Bell's The hand is one of the greatest classics of comparative anatomy and one of the first books ever on bio-mechanics. In answer to the Earl of Bridgewater's request for monographs in science illustrating the master plan of God, Bell wrote what is now considered the most famous, Treatise IV. In this work, Bell compared the upper extremity of man to that of the animals, and he graphically described and illustrated the principles of anatomy as related to function.",N/A,N/A
Anatomy,['Derek Field'],1994,['Medical'],N/A,N/A,N/A
