title,authors,publishedDate,categories,description,averageRating,textSnippet,language
The Doctrine of Triangles,['Glen Van Brummelen'],2025-06-17,['Mathematics'],"An interdisciplinary history of trigonometry from the mid-sixteenth century to the early twentieth The Doctrine of Triangles offers an interdisciplinary history of trigonometry that spans four centuries, starting in 1550 and concluding in the 1900s. Glen Van Brummelen tells the story of trigonometry as it evolved from an instrument for understanding the heavens to a practical tool, used in fields such as surveying and navigation. In Europe, China, and America, trigonometry aided and was itself transformed by concurrent mathematical revolutions, as well as the rise of science and technology. Following its uses in mid-sixteenth-century Europe as the ""foot of the ladder to the stars"" and the mathematical helpmate of astronomy, trigonometry became a ubiquitous tool for modeling various phenomena, including animal populations and sound waves. In the late sixteenth century, trigonometry increasingly entered the physical world through the practical disciplines, and its societal reach expanded with the invention of logarithms. Calculus shifted mathematical reasoning from geometric to algebraic patterns of thought, and trigonometry’s participation in this new mathematical analysis grew, encouraging such innovations as complex numbers and non-Euclidean geometry. Meanwhile in China, trigonometry was evolving rapidly too, sometimes merging with indigenous forms of knowledge, and with Western discoveries. In the nineteenth century, trigonometry became even more integral to science and industry as a fundamental part of the science and engineering toolbox, and a staple subject in high school classrooms. A masterful combination of scholarly rigor and compelling narrative, The Doctrine of Triangles brings trigonometry’s rich historical past full circle into the modern era.",N/A,N/A,en
Logarithmic and Trigonometric Tables,['Earle Raymond Hedrick'],1942,['Logarithms'],N/A,N/A,N/A,en
Trigonometry,['Denise Szecsei'],2006,['Mathematics'],"Trigonometry includes concepts that have both a geometric and an algebraic component. Homework Helpers: Trigonometry covers all of the topics in a typical Trigonometry class, including: The unit circle Trigonometric functions Inverse trigonometric functions Identities Graphical analysis Applications.",N/A,N/A,en
Algebra and Trigonometry with Analytic Geometry,"['Earl William Swokowski', 'Jeffery Alan Cole', 'Swokowski']",1997-04,['Mathematics'],"This manual contains detailed solutions for nearly all of the odd-numbered exercises, as well as strategies for solving additional exercises. Solutions of the more difficult appled problems are emphasized, and many helpful hints and warnings are included.",N/A,N/A,en
Algebra and Trigonometry with Analytic Geometry,['Earl William Swokowski'],1986,['Mathematics'],"Think of it as portable office hours! The Interactive Video Skillbuilder CD-ROM contains more than eight hours of video instruction. The problems worked during each video lesson are shown next to the viewing screen so that student can try working them before watching the solution. To help students evaluate their progress, each section contains a 10-question Web quiz (the results of which can be emailed to the instructor) and each chapter contains a chapter test, with answers to each problem on each test.",N/A,N/A,en
Elements of Geometry,['Benjamin Greenleaf'],1869,['Geometry'],N/A,N/A,N/A,en
"Dictionary of Algebra, Arithmetic, and Trigonometry",['Steven G. Krantz'],2018-04,['Algebra'],"Clear, rigorous definitions of mathematical terms are crucial to good scientific and technical writing-and to understanding the writings of others. Scientists, engineers, mathematicians, economists, technical writers, computer programmers, along with teachers, professors, and students, all have the need for comprehensible, working definitions of mathematical expressions. To meet that need, CRC Press proudly introduces its Dictionary of Algebra, Arithmetic, and Trigonometry- the second published volume in the CRC Comprehensive Dictionary of Mathematics. More than three years in development, top academics and professionals from prestigious institutions around the world bring you more than 2,800 detailed definitions, written in a clear, readable style, complete with alternative meanings, and related references. From Abelian cohomology to zero ring and from the very basic to the highly advanced, this unique lexicon includes terms associated with arithmetic, algebra, and trigonometry, with natural overlap into geometry, topology, and other related areas. Accessible yet rigorous, concise but comprehensive, the Dictionary of Algebra, Arithmetic, and Trigonometry is your key to accuracy in writing or understanding scientific, engineering, and mathematical literature.",N/A,N/A,en
Advanced Trigonometry,"['Clement Vavasor Durell', 'Alan Robson']",1946,['Trigonometry'],N/A,N/A,N/A,en
Physics,['Eugene Hecht'],1998,['Algebra'],N/A,N/A,N/A,en
A Treatise on Plane and Spherical Geometry,['William Chauvenet'],1891,['Trigonometry'],N/A,N/A,N/A,en
Algebra and Trigonometry,"['Ron Larson', 'Robert P. Hostetler']",1997,['Mathematics'],"A firm foundation in algebra is necessary for success in college-level mathematics courses. [The book] is designed to help students develop their proficiency in algebra, and so strength their understanding of the underlying concepts. Although the basic concepts of algebra are reviewed in the text, it is assumed that most students taking this course have completed two years of high school algebra. The text takes every opportunity to show how algebra is a modern modeling language for real-life problems -Pref.",N/A,N/A,en
College Trigonometry,"['Richard N. Aufmann', 'Vernon C. Barker', 'Richard Nation']",2001-07-18,['Mathematics'],"The Fourth Edition of College Trigonometry continues to promote student success by engaging students in mathematics, thus helping them see the dynamic link between concepts and applications. The authors' hallmark approach, the Aufmann Interactive Method, encourages students to interact with math by presenting an annotated example, then guiding students with a Try Exercise, and finally presenting a worked-out solution for immediate reinforcement of the concept. A wealth of new features designed to enhance learning include more in-text guidance as well as special web-based resources, and an unparalleled Instructor's Annotated Edition facilitates teaching.New! An Instructor's Annotated Edition, unlike any other offered for this course, features reduced student text pages with special instructor resources in the margins: teaching tips, extra examples, ideas for reinforcing concepts, discussion suggestions, highlighted vocabulary and symbols, challenge problems, quizzes, suggested assignments, and references to transparencies that may be found both in the Instructor's Resource Manual and on the web site.New! Side-by-Side Solutions to examples pair an algebraic solution and a graphical representation to accommodate different learning styles.New! Technology-dependent modeling sections introduce the idea of mathematical modeling of data through linear, quadratic, exponential, logarithmic, and logistic regression.New! Integrated web resources include selected Take Note boxes (identified by a special web icon) which direct students to an interactive example or a downloadable file on the web site. These special resources can be used by instructors for presentation purposes or can beassigned to students to help them 'visualize' a concept.New! Concept Lists now prominently feature all the major topics at the beginning of each section, preparing students for the concepts to follow.A wide range of applications, exercise sets, and supplemental exercises--many involving real data--encourage problem solving, skill building, group work, writing, and manipulation of graphing calculators.Exploring Concepts with Technology, a special end-of-chapter feature, expands on ideas introduced in the text by using technology to investigate extended mathematical applications or topics.Projects at the end of each exercise set are designed to encourage students (or groups of students) to research and write about mathematics and its applications. Additional Projects are included in the Instructor's Resource Manual and on the book's web site.Topics for Discussion, conceptual exercises included at the end of each section, can be used for discussion or writing assignments.Take Note and Math Matters (formerly called Point of Interest) margin notes alert students about interesting aspects of math history, applications, and points that require special attention.",N/A,N/A,en
"Elements of Trigonometry, Plane and Spherical",['John Wright (Mathematician)'],1772,['Perspective'],N/A,N/A,N/A,en
"Algebra and Trigonometry, with Analytic Geometry","['Earl William Swokowski', 'Jeffery Alan Cole']",1993,['Mathematics'],"* Precalculus course taught at both two- and four-year schools..* Takes the right triangle approach to the subject..* Problem sets present a variety of challenging and motivating exercises..* Step-by-step explanations, or side-bar comments, are added to examples.",N/A,N/A,en
College Algebra and Trigonometry,['Ralph C. Steinlage'],1988,['Mathematics'],N/A,N/A,N/A,en
Algebra and Trigonometry,"['Meredythe M. Burrows', 'Roland E. Larson']",1990-04,['Mathematics'],N/A,N/A,N/A,en
The Mathematics of the Heavens and the Earth,['Glen Van Brummelen'],2009,['Mathematics'],"The Mathematics of the Heavens and the Earth is the first major history in English of the origins and early development of trigonometry. Glen Van Brummelen identifies the earliest known trigonometric precursors in ancient Egypt, Babylon, and Greece, and he examines the revolutionary discoveries of Hipparchus, the Greek astronomer believed to have been the first to make systematic use of trigonometry in the second century BC while studying the motions of the stars. The book traces trigonometry's development into a full-fledged mathematical discipline in India and Islam; explores its applications to such areas as geography and seafaring navigation in the European Middle Ages and Renaissance; and shows how trigonometry retained its ancient roots at the same time that it became an important part of the foundation of modern mathematics. The Mathematics of the Heavens and the Earth looks at the controversies as well, including disputes over whether Hipparchus was indeed the father of trigonometry, whether Indian trigonometry is original or derived from the Greeks, and the extent to which Western science is indebted to Islamic trigonometry and astronomy. The book also features extended excerpts of translations of original texts, and detailed yet accessible explanations of the mathematics in them. No other book on trigonometry offers the historical breadth, analytical depth, and coverage of non-Western mathematics that readers will find in The Mathematics of the Heavens and the Earth.",N/A,N/A,en
"Elements of Trigonometry, and Trigonometrical Analysis, Preliminary to the Differential Calculus",['Augustus De Morgan'],1837,['Calculus'],N/A,N/A,N/A,en
A Treatise on Plane and Spherical Trigonometry,['William Chauvenet'],1871,['Trigonometry'],N/A,N/A,N/A,en
"The Pleasures of Pi, E and Other Interesting Numbers",['Adrian Yeo'],2006,['Education'],"This is a mathematics book written specifically for the enjoyment of non-mathematicians and those who ""hated math in school."" The book is organized into two sections: (I) Beauty for the Eye (shallow water for the non-swimmer); and (II) A Feast for the Mind (slowly getting deeper for the more adventurous).The author covers beautiful infinite series beginning with those that a young child can understand to one that even Isaac Newton, Gottfried Liebniz and the famous Bernoulli brothers could not sum.",N/A,N/A,en
An Introduction to the Theory of Infinite Series,"[""Thomas John I'Anson Bromwich"", 'Thomas Murray MacRobert']",1942,['Irrational numbers'],N/A,N/A,N/A,en
Elements of Geometry and Trigonometry ...,['Adrien-Marie Legendre'],1852,['Geometry'],N/A,N/A,N/A,en
103 Trigonometry Problems,['Andreescu'],2005,['Trigonometry'],N/A,5,N/A,en
Algebra 2 and Trigonometry,[],1989,['Algebra'],N/A,N/A,N/A,en
A Text-book of Euclid's Elements for the Use of Schools,"['Euclid', 'Henry Sinclair Hall', 'Frederick Haller Stevens']",1902,"[""Euclid's Elements""]",N/A,N/A,N/A,en
Plane Trigonometry,['Ellis Richard Heineman'],1988,['Mathematics'],"This revision of a best-selling plane trigonometry text for freshmen and sophomores maintains the trademarks of clear, concise exposition coupled with graded problems. The result is a fresh and modern version of a classic text. Major changes include an emphasis on the use of calculators and calculator-related exercises, the use of radian measures appearing after Chapter 5 to help prepare students for analytic geometry or calculus, the expansion of Chapter 9 to include more applications as well as the addition of polar, exponential functions, and a greater emphasis on graphing.",N/A,N/A,en
Elements of Geometry;,"['Euclid', 'John Playfair']",1795,"[""Euclid's Elements""]",N/A,N/A,N/A,en
Elements of Geometry and Trigonometry from the Works of A.M. Legendre,['Charles Davies'],1865,['Geometry'],N/A,N/A,N/A,en
Trigonometry,"['Ron Larson', 'Roland E. Larson', 'Robert P. Hostetler']",1985,['Mathematics'],N/A,N/A,N/A,en
Algebra and Trigonometry,['Ron Larson'],2013-01-01,['Algebra'],"Larson's ALGEBRA AND TRIGONOMETRY, 9E, International Edition is ideal for a two-term course and is known for delivering sound, consistently structured explanations and carefully written exercises of the mathematical concepts. With the Ninth Edition, the author continues to revolutionize the way students learn material by incorporating more real-world applications, on-going review and innovative technology. How Do You See It? exercises give you practice applying the concepts, and new Summarize features, Checkpoint problems and a Companion Website reinforce understanding of the skill sets to help students better prepare for tests.",N/A,N/A,en
Elements of Geometry,"['Euclid', 'John Playfair']",1814,"[""Euclid's Elements""]",N/A,N/A,N/A,en
Elements of Geometry and Trigonometry from the Works of A.M. Legendre,['Adrien Marie Legendre'],1878,['Geom'],N/A,N/A,N/A,en
Fundamentals of College Algebra with Trigonometry,['Robert G. Stein'],1986,['Mathematics'],N/A,N/A,N/A,en
Solving Problems in Algebra and Trigonometry,"['V. N. Litvinenko', 'A. G. Mordkovich']",1987,['Algebra'],N/A,5,N/A,en
College Algebra and Trigonometry,"['John J. Schiller', 'Marie A. Wurster']",1988,['Mathematics'],N/A,N/A,N/A,en
Plane Trigonometry and Tables,"['George Wentworth', 'David Eugene Smith']",1951,['Logarithms'],N/A,N/A,N/A,en
The Elements of Euclid,['Euclid'],1825,['Geometry'],N/A,N/A,N/A,en
Trigonometry,"['Ron Larson', 'David C. Falvo']",2013-01-01,['Trigonometry'],"Larson's TRIGONOMETRY, 9E, International Edition is known for delivering sound, consistently structured explanations and exercises of mathematical concepts. With the ninth edition, the author continues to revolutionize the way students learn material by incorporating more real-world applications, ongoing review, and innovative technology.How Do You See It? exercises give students practice applying the concepts, and new Summarize features, Checkpoint problems, and a Companion Website reinforce understanding of the skill sets to help students better prepare for tests.",N/A,N/A,en
Elements of Plane and Spherical Trigonometry with Logarithmic and Other Mathematical Tables and Examples of Their Use and Hints on the Art of Computation,['Simon Newcomb'],1882,['Trigonometry'],N/A,N/A,N/A,en
Physics,['Eugene Hecht'],1994,['Education'],"Interweaving modern and classical ideas of physics, the author offers students a presentation that emphasizes how things work. He uses the connection between symmetry principles and conservation law as a unifying theme to order the subject of physics and to help students understand physics as more than just a series of topics.",N/A,N/A,en
Pre-Calculus For Dummies,"['Yang Kuang', 'Elleyne Kase']",2012-06-26,['Mathematics'],"Offers an introduction to the principles of pre-calculus, covering such topics as functions, law of sines and cosines, identities, sequences, series, and binomials.",N/A,N/A,en
The Elements of Euclid,['Euclides'],1854,['Geometry'],N/A,N/A,N/A,en
The Elements of Euclid,['Alexander Ingram'],1799,['Trigonometry'],N/A,N/A,N/A,en
Elements of Plane and Spherical Trigonometry,['Elias Loomis'],1865,['Logarithms'],N/A,N/A,N/A,en
Elements of Plane and Spherical Trigonometry,['Elias Loomis'],1885,['Trigonometry'],N/A,N/A,N/A,en
The Teaching of Algebra (including Trigonometry),"['Thomas Percy Nunn', 'Sir Thomas Percy Nunn']",1914,['Albegra'],N/A,N/A,N/A,en
The Elements of Euclid,"['Euclid', 'Robert Simson']",1781,"[""Euclid's Elements""]",N/A,N/A,N/A,en
The Elements of Euclid,['Robert Simson'],1801,['Trigonometry'],N/A,N/A,N/A,en
The Elements of Euclid,['Euclid'],1841,"[""Euclid's Elements""]",N/A,N/A,N/A,en
Trigonometry,['Ron Larson'],2012,['Trigonometry'],N/A,N/A,N/A,en
Pre Calculus,"['James Stewart', 'Roxy Peck', 'Earl William Swokowski']",2008,['District 211 textbook'],N/A,N/A,N/A,en
Elements of Geometry,['John Playfair'],1839,"[""Euclid's Elements""]",N/A,N/A,N/A,en
Elements of Geometry,['John Playfair'],1835,"[""Euclid's Elements""]",N/A,N/A,N/A,en
Elements of Geometry and Trigonometry,['Adrien Marie. ue Legendre'],1844,['Geometry'],N/A,N/A,N/A,en
Elements of Geometry and Trigonometry,['Charles Davies'],1873,['Geometry'],N/A,N/A,N/A,en
A Treatise on Trigonometry,['James Edward Oliver'],1889,['Trigonometry'],N/A,N/A,N/A,en
Trigonometry,['Debra Ross'],2002,['Trigonometry'],"Master Math: Trigonometry is written for students, teachers, tutors, and parents, as well as for scientists and engineers who need to look up principles, definitions, explanations of concepts, and examples pertaining to the field of trigonometry. Trigonometry is a visual and application-oriented field of mathematics that was developed by early astronomers and scientists to understand, model, measure, and navigate the physical world around them.",N/A,N/A,en
Trigonometry for Beginners,['Isaac Todhunter'],1866,['Plane trigonometry'],N/A,N/A,N/A,en
Algebra and Trigonometry,"['Ron Larson', 'Robert P. Hostetler']",2012,['Algebra'],N/A,N/A,N/A,en
Elements of Geometry,['John Playfair'],1826,['Circle-squaring'],N/A,N/A,N/A,en
Advanced Mathematics,"['Martin Perkins', 'Patricia Perkins']",1982,['Calculators'],N/A,N/A,N/A,en
Elements of Geometry & Trigonometry ...,['Adrien Marie Legendre'],1868,['Geometry'],N/A,N/A,N/A,en
The MacMillan Logarithmic and Trigonometric Tables,['Earle Raymond Hedrick'],2008-02-01,['Mathematics'],Mathematical tables assembled under the supervision of Earle Raymond Hedrick.,N/A,N/A,en
Trigonometry Solutions Guide,"['Dianna L. Zook', 'Ron Larson']",2006-10-20,['Mathematics'],"This guide offers step-by-step solutions for all odd-numbered text exercises, Chapter and Cumulative Tests, and Practice Tests with solutions.",N/A,N/A,en
Trigonometry,['Charles P. McKeague'],2002,['Mathematics'],N/A,N/A,N/A,en
A System of Geometry and Trigonometry,['Abel Flint'],1838,['Geometry'],N/A,N/A,N/A,en
A Treatise on Plane and Spherical Trigonometry,['John Bonnycastle'],1818,['Trigonometry'],N/A,N/A,N/A,en
Algebra and Trigonometry,['Ron Larson'],2014,[],N/A,N/A,N/A,en
Napier Tercentenary Memorial Volume,['Cargill Gilston Knott'],1915,['Logarithms'],N/A,N/A,N/A,en
Plane and Spherical Trigonometry,"['George Neander Bauer', 'William Ellsworth Brooke']",1917,['Trigonometry'],N/A,N/A,N/A,en
Elements of Geometry and Trigonometry,"['Charles Davies', 'A. M. Legendre']",1856,[],N/A,N/A,N/A,en
The First Six and the Eleventh and Twelfth Books of Euclid's Elements,['Euclid'],1837,['Geometry'],N/A,2,N/A,en
Algebra and Trigonometry with Analytic Geometry,"['Earl W. Swokowski', 'Jeffery A. Cole']",2007-01,['Mathematics'],"Check your work-and your understanding-with this manual, which provides solutions for all of the odd-numbered exercises in the text. You will also find strategies for solving additional exercises and many helpful hints and warnings.",N/A,N/A,en
"Elements of Geometry, Containing the First Six Books of Euclid, with a Supplement on the Quadrature of the Circle, and the Geometry of Solids",['John Playfair'],1875,"[""Euclid's Elements""]",N/A,N/A,N/A,en
Precalculus Mathematics in a Nutshell,['George Finlay Simmons'],1997,['Algebra'],"A book that explains the fundamentals of geometry, algebra, and trigonometry with as fewest words as the author deems it possible.",N/A,N/A,en
A Key to Elementary Trigonometry,['James Hamblin Smith'],1882,['Trigonometry'],N/A,N/A,N/A,en
Modern School Mathematics,[],1970,['Algebra'],N/A,N/A,N/A,en
Trigonometry,"['Margaret L. Lial', 'Hornsby', 'Schneider']",2000-09,['Education'],N/A,N/A,N/A,en
"Functions, Statistics and Trigonometry",[],2010,['Functions'],"Provides a broad-based, reality-oriented, easy-to-comprehend approach to the topic. Materials are designed to take into account the wide range of backgrounds and knowledge of students. Emphasizes skill in carrying out various algorithms; developing and using mathematical properties, relationships, and proofs; applying mathematics in realistic situations; and representing concepts with graphs or other diagrams. Includes self-test exercises.",N/A,N/A,en
Elements of Plane and Spherical Trigonometry,['Olinthus Gregory'],1816,['Trigonometry'],N/A,N/A,N/A,en
Algebra and Trigonometry with Analytic Geometry,['Ron Larson'],2010,['Algebra'],N/A,N/A,N/A,en
Plane and Spherical Trigonometry,"['George Wentworth', 'David Eugene Smith']",1915,['Trigonometry'],N/A,N/A,N/A,en
Calculus with Trigonometry and Analytic Geometry,"['John H. Saxon', 'Frank Wang', 'Diana Harvey']",1988,['Juvenile Nonfiction'],N/A,N/A,N/A,en
College Trigonometry,"['Richard N. Aufmann', 'Vernon C. Barker', 'Richard D. Nation']",2005,['Juvenile Nonfiction'],"Provides a supportive environment to help students successfully learn the content of a standard trigonometry course. By incorporating interactive learning techniques, this text helps students to better understand concepts, focus their studying habits and obtain greater mathematical success.",N/A,N/A,en
Plane and Spherical Trigonometry and Tables,['George Albert Wentworth'],1903,['Trigonometry'],N/A,N/A,N/A,en
Heavenly Mathematics,['Glen Van Brummelen'],2013,['Mathematics'],"Spherical trigonometry was at the heart of astronomy and ocean-going navigation for two millennia. The discipline was a mainstay of mathematics education for centuries, and it was a standard subject in high schools until the 1950s. Today, however, it is rarely taught. Heavenly Mathematics traces the rich history of this forgotten art, revealing how the cultures of classical Greece, medieval Islam, and the modern West used spherical trigonometry to chart the heavens and the Earth. Glen Van Brummelen explores this exquisite branch of mathematics and its role in ancient astronomy, geography, and cartography; Islamic religious rituals; celestial navigation; polyhedra; stereographic projection; and more. He conveys the sheer beauty of spherical trigonometry, providing readers with a new appreciation for its elegent proofs and often surprising conclusions. Heavenly Mathematics is illustrated throughout with stunning historical images and informative drawings and diagrams that have been used to teach the subject in the past. This unique compendium also features easy-to-use appendixes as well as exercises at the end of each chapter that originally appeared in textbooks from the eighteenth to the early twentieth centuries. -- Jacket.",N/A,N/A,en
The Elements of Euclid,"['Euclid', 'Robert Simson']",1803,['Geometry'],N/A,N/A,N/A,en
Trigonometry,"['Ron Larson', 'Robert P. Hostetler']",1989-01-01,['Trigonometry'],N/A,N/A,N/A,en
Five Place Logarithmic Tables,['Charles Hamilton Ashton'],1902,['Logarithms'],N/A,N/A,N/A,en
Trigonometry,['Ron Larson'],2018,['Trigonometry'],N/A,N/A,N/A,en
Trigonometry,"['Ron Larson', 'David C. Falvo']",2018,['Trigonometry'],N/A,N/A,N/A,en
Algebra and Trigonometry,"['Marvin L. Bittinger', 'Judith A. Beecher', 'David J. Ellenbogen', 'Judith A. Penna']",2009,['Algebra'],"The authors help students ""see the math"" through their focus on functions; visual emphasis; side-by-side algebraic and graphical solutions; real-data applications; and examples and exercises. By remaining focused on today's students and their needs, the authors lead students to mathematical understanding and, ultimately, success in class.",N/A,N/A,en
The Construction of the Wonderful Canon of Logarithms,['John Napier'],1889,['Logarithms'],N/A,N/A,N/A,en
Algebra and Trigonometry,['Marvin L. Bittinger'],2006,['Algebra'],"With a visual, graphical approach that emphasizes connections among concepts, this text helps students make the most of their study time. The authors show how different mathematical ideas are tied together through their zeros, solutions, and x-intercepts theme; side-by-side algebraic and graphical solutions; calculator screens; and examples and exercises. By continually reinforcing the connections among various mathematical concepts as well as different solution methods, the authors lead students to the ultimate goal of mastery and success in class.",N/A,N/A,en
Table of Hyperbolic Sines and Cosines,"['United States. National Bureau of Standards', 'United States. National Bureau of Standards. Computation Laboratory', 'United States. National Bureau of Standards. Institute for Numerical Analysis', 'United States. National Bureau of Standards. Statistical Engineering Laboratory', 'Willard H. Clatworthy']",1954,"['Equations, Simultaneous']",N/A,N/A,N/A,en
Infinity in Your Pocket,['Mike Flynn'],2005,['Algebra'],N/A,5,N/A,en
Algebra 2 and Trigonometry,[],1974,['Algebra'],N/A,N/A,N/A,en
"The Elements of Euclid, for the Use of Schools and Colleges",['Euclid'],1888,['Geometry'],N/A,N/A,N/A,en
A Description of the Admirable Table of Logarithmes ...,"['John Napier', 'Edward Wright', 'Henry Briggs']",1616,['Logarithms'],"English translation by Edward Wright, one of the greatest English writers on navigation and is important as it was checked and approved by Napier and contains a special admonition relating to the change to decimal logarithms which is not in the original. It also contains a new dedication to Charles I and preface by Napier, as well as a new preface by Briggs, and an explanation by Briggs of an instrumental table for finding proportional parts, which had been invented by Edward Wright (Gaskell, c 5, Feb 1992).",N/A,N/A,en
