title,authors,publishedDate,categories,description,averageRating,textSnippet
Man's Place in Nature,['Thomas Henry Huxley'],1896,['Anthropology'],N/A,N/A,N/A
Iranian Islam,"['Fereshteh Ahmadi', 'Nader Ahmadi']",1998-10-07,['Social Science'],"The author examines from different perspectives (theological and philosophical as well as socio-political and historical) the significance of the concept of the individual in the ways of thinking of Iranians. This book establishes that the mystical dimension of Islamic thought, the divine nature of Islamic law and, the mode of relationship between ruler and the ruled, in combination, counteracted growth of concern for the individual self in Iranian thought.",N/A,N/A
Encyclopedia of Anthropology,['H. James Birx'],2006,['Social Science'],"Focuses on physical, social and applied athropology, archaeology, linguistics and symbolic communication. Topics include hominid evolution, primate behaviour, genetics, ancient civilizations, cross-cultural studies and social theories.",N/A,N/A
Earliest Italy,['Margherita Mussi'],2001-10-31,['History'],"This book aims to synthesize more than 600,000 years of Italian prehistory, beginning with the Lower Paleolithic and ending with the last hunter-gatherers of the early Holocene. The author treats such issues as the development of social structure, the rise and fall of specific cultural traditions, climatic change, modifications of the landscape, fauna and flora, and environmental adaptation and exploitation and includes detailed descriptions of the most important sites.",N/A,N/A
Origins,"['Richard E. Leakey', 'Roger Lewin']",1977,['History'],What new discoveries reveal about the emergence of our species and its possible future.,N/A,N/A
States of Imagination,"['Thomas Blom Hansen', 'Finn Stepputat']",2001-12-12,['History'],"Theoretically sophisticated ethnographies of different aspects of various governments, showing the importance of such work to anthropology and to the study of states in general.",N/A,N/A
The Evolution and History of Human Populations in South Asia,"['Michael D. Petraglia', 'Bridget Allchin']",2007-05-22,['Social Science'],"This is the first volume of its kind on prehistoric cultures of South Asia. The book brings together archaeologists, biological anthropologists, geneticists and linguists in order to provide a comprehensive account of the history and evolution of human populations residing in the subcontinent. New theories and methodologies presented provide new interpretations about the cultural history and evolution of populations in South Asia.",N/A,N/A
Environmental Politics and Liberation in Contemporary Africa,['Mohamed Salih'],1999-03-31,['Technology & Engineering'],"Nowadays, the environment looms large in the analysis of conflict in developing societies, and the precise role it plays is the subject of an ongoing debate. The de bate has moved on from the earlier, but still popular, notions of 'power struggles', 'class struggles' and 'ethnic conflicts', to a perception of conflict as the product of intense group competition for resources. Where the state controls the distribu tion of resources, itself inevitably becomes party to conflicts whose bone of con tention is access to state power as the most efficient means of gaining access to resources. The resources in question are social (health, education, transportation, communication, recreation, etc. ) and material (land, water, housing, jobs, con tracts, licenses, permits, etc. ). In parts of the world, and especially in Africa, di minishing resources and authoritarian state rule exacerbate group competition leading to political confrontation. This is the line I have followed in analysing conflict in the Hom of Africa (Markakis, 1987, 1998). Mohamed Salih's first contribution in this volume is to move the debate a step beyond this line, which can be criticized as unduly materialist. He does it by bringing culture into the realm of resources, not only as a resource in itself, but also as the agency that assigns natural resources their value. Culture thus becomes a contextual element in conflict over resources whose value is culturally deter mined.",4,N/A
Psychiatry as Medicine,"['A. Fried', 'Joseph Agassi']",1983-07-31,['Psychology'],"PREFACE This volume is a sequel to yet independent of our Paranoia: A Study in Diagnosis, Reidel, Dordrecht and Boston, 1976. Whereas our first book centered on diagnosis, this centers on treatment. In our first volume, all discussions of nosology (theory of illness) and of treatment was ancillary to our discussion of diagnosis; similarly all discussion of this volume dealing with nosology - there is very little on diagnosis here - is ancillary to our discussion of psychotherapy. It is still our profoundest conviction that to speak of treatment without diagnosis is meaningless, if not irresponsible, since otherwise one does not know what one is talking about. Hence, our present study, though it centers on theories of treatment, links psychotherapy with psychopathology. It is the rationale of psychotherapy which is of importance, and the rationale dwells in this link. We wish our present study to be self-contained and understood by readers who are not familiar with our first book - or with any specific literature. Our discussion of medicine in general, meaning the rationale of therapy in general, helps the uninitiated reader, as well as the initiated, we hope: it certainly has helped us. We did not see how else can we study a branch of medicine; we felt the need for some idea of how medicine is supposed to work.",N/A,N/A
Ethnic Cleansing and the European Union,['L. Tesser'],2013-05-14,['Political Science'],"This book offers the first multi-case analysis of the politics of ethnic remixing in an expanding EU, including studies on Central Europe, the Balkans and Cyprus. Tesser explains the politics of minority return in a post-national Europe, with particular attention to the long-term aftermath of minority removal as a conflict resolution policy.",N/A,N/A
The Biology of Civilisation,['Stephen Vickers Boyden'],2004,['History'],"Looks at the complex interrelationships between human culture and the nature. Covering the period from the beginning of agriculture right up to the present day, it focuses on issues relating to human health and well-being and the state of our natural environment. From his vast survey, author Stephen Boyden draws some key conclusions critical to the future of humanity.",N/A,N/A
States of Consciousness,"['Dean Cvetkovic', 'Irena Cosic']",2011-06-22,['Science'],"In this accessible overview of current knowledge, an expert team of editors and authors describe experimental approaches to consciousness. These approaches are shedding light on some of the hitherto unknown aspects of the distinct states of human consciousness, including the waking state, different states of sleep and dreaming, meditation and more. The book presents the latest research studies by the contributing authors, whose specialities span neuroscience, neurology, biomedical engineering, clinical psychology and psychophysiology, psychosocial medicine and anthropology. Overall this anthology provides the reader with a clear picture of how different states of consciousness can be defined, experimentally measured and analysed. A future byproduct of this knowledge may be anticipated in the development of systematic corrective treatments for many disorders and pathological problems of consciousness.",N/A,N/A
Steps to an Ecology of Mind,['Gregory Bateson'],2000,['Medical'],"Gregory Bateson was a philosopher, anthropologist, photographer, naturalist, and poet, as well as the husband and collaborator of Margaret Mead. This classic anthology of his major work includes a new Foreword by his daughter, Mary Katherine Bateson. 5 line drawings.",4.5,N/A
The Origin of Civilization and the Primitive Condition of Man,['Sir John Lubbock'],1870,['Anthropology'],N/A,N/A,N/A
Non-places,['Marc Augé'],1995,['Science'],"An ever-increasing proportion of our lives is spent in supermarkets, airports and hotels, on motorways or in front of TVs, computers and cash machines. This invasion of the world by what Marc Augé calls ""non-space"" results in a profound alteration of awareness: something we perceive, but only in a partial and incoherent manner. Augé uses the concept of ""supermodernity"" to describe a situation of excessive information and excessive space. In this fascinating essay he seeks to establish an intellectual armature for an anthropology of supermodernity.",3.5,N/A
The Origin of Civilisation and the Primitive Condition of Man,['Sir John Lubbock'],1882,['Aboriginal Australians'],N/A,N/A,N/A
Bulletin of the American Museum of Natural History,['American Museum of Natural History'],1893,['Anthropology'],"Comprises articles on geology, paleontology, mammalogy, ornithology, entomology and anthropology.",N/A,N/A
The Plains of Passage,['Jean M. Auel'],1991,['Fiction'],"In the fourth installment of the Earth's Children series, Ayla and Jodular face prejudice and fear on their long journey to Jondular's home.",N/A,N/A
Natural Symbols,['Mary Douglas'],2003,['Language Arts & Disciplines'],"One of the most important works of modern anthropology. Written against the backdrop of the student uprisings of the late 1960s, the book took seriously the revolutionary fervour of the times, but instead of seeking to destroy the rituals and symbols that can govern and oppress, Mary Douglas saw instead that if transformation were needed, it could only be made possible through better understanding. Expressed with clarity and dynamism, the passionate analysis which follows remains one of the most insightful and rewarding studies of human behaviour ever written.",N/A,N/A
"Man, Past and Present",['Augustus Henry Keane'],1899,['Anthropology'],N/A,N/A,N/A
Systems of Consanguinity and Affinity of the Human Family,['Lewis Henry Morgan'],1871,['Anthropology'],N/A,N/A,N/A
What is Islam?,['Shahab Ahmed'],2016,['Religion'],"A bold new conceptualization of Islam that reflects its contradictions and rich diversity What is Islam? How do we grasp a human and historical phenomenon characterized by such variety and contradiction? What is ""Islamic"" about Islamic philosophy or Islamic art? Should we speak of Islam or of islams? Should we distinguish the Islamic (the religious) from the Islamicate (the cultural)? Or should we abandon ""Islamic"" altogether as an analytical term? In What Is Islam?, Shahab Ahmed presents a bold new conceptualization of Islam that challenges dominant understandings grounded in the categories of ""religion"" and ""culture"" or those that privilege law and scripture. He argues that these modes of thinking obstruct us from understanding Islam, distorting it, diminishing it, and rendering it incoherent. What Is Islam? formulates a new conceptual language for analyzing Islam. It presents a new paradigm of how Muslims have historically understood divine revelation--one that enables us to understand how and why Muslims through history have embraced values such as exploration, ambiguity, aestheticization, polyvalence, and relativism, as well as practices such as figural art, music, and even wine drinking as Islamic. It also puts forward a new understanding of the historical constitution of Islamic law and its relationship to philosophical ethics and political theory. A book that is certain to provoke debate and significantly alter our understanding of Islam, What Is Islam? reveals how Muslims have historically conceived of and lived with Islam as norms and truths that are at once contradictory yet coherent.",N/A,N/A
The History of Human Rights,['Micheline Ishay'],2008-06-02,['History'],"Ishay recounts the struggle for human rights across the ages, from the Mesopotamian Codes of Hammurabi to the era of globalization. She illustrates how the history of human rights has evolved from one era to the next through texts, cultural traditions, & creative expression.",N/A,N/A
Anthropology from a Pragmatic Point of View,['Immanuel Kant'],1996-11-23,['Philosophy'],"In the fall semester of 1772/73 at the Albertus University of Königsberg, Immanuel Kant, metaphysician and professor of logic and metaphysics, began lectures on anthropology, which he continued until 1776, shortly before his retirement from public life. His lecture notes and papers were first published in 1798, eight years after the publication of the Critique of Judgment, the third of his famous Critiques. The present edition of the Anthropology is a translation of the text found in volume 7 of Kants gesammelte Schriften, edited by Oswald Külpe. Kant describes the Anthropology as a systematic doctrine of the knowledge of humankind. (He does not yet distinguish between the academic discipline of anthropology as we understand it today and the philosophical.) Kant’s lectures stressed the ""pragmatic"" approach to the subject because he intended to establish pragmatic anthropology as a regular academic discipline. He differentiates the physiological knowledge of the human race—the investigation of ""what Nature makes of man""—from the pragmatic—""what man as a free being makes of himself, what he can make of himself, and what he ought to make of himself."" Kant believed that anthropology teaches the knowledge of humankind and makes us familiar with what is pragmatic, not speculative, in relation to humanity. He shows us as world citizens within the context of the cosmos. Summarizing the cloth edition of the Anthropology, Library Journal concludes: ""Kant’s allusions to such issues as sensation, imagination, judgment, (aesthetic) taste, emotion, passion, moral character, and the character of the human species in regard to the ideal of a cosmopolitan society make this work an important resource for English readers who seek to grasp the connections among Kant’s metaphysics of nature, metaphysics of morals, and political theory. The notes of the editor and translator, which incorporate material from Ernst Cassirer’s edition and from Kant’s marginalia in the original manuscript, shed considerable light on the text.""",N/A,N/A
Ancient Law,['Henry Sumner Maine'],1905,['Anthropology'],N/A,N/A,N/A
Victims of Progress,['John H. Bodley'],1975,['Social Science'],"Comparative study of the impact of modern civilization and technology on tribal peoples includes data on Aborigines, with particular emphasis on adverse effects of white civilization.",N/A,N/A
Indigenous Education through Dance and Ceremony,['E. Colín'],2014-09-04,['Social Science'],"In the first book on Aztec dance in the United States, Ernesto Colín combines cultural anthropology, educational theory, and postcolonial theory to create an innovative, interdisciplinary, long-term ethnography of an Aztec dance circle and makes a case for the use of the metaphor of palimpsest as an ethnographic research tool.",N/A,N/A
Ancient Society,['Lewis Henry Morgan'],1877,['Social Science'],"""Men make progress through 'the gradual evolution of their mental and moral powers through experience, and of their protracted struggle with opposing obstacles while winning their way to civilization.'"" -Lewis Henry Morgan, Ancient Society Ancient Society (1877) by Lewis Morgan is a sequel to the author's previous book Systems of Consanguinity and Affinity of the Human Family (also available from Cosimo Classics), which presented data about kinship and social organization based on the author's considerable research among native American societies. In this second book, Lewis wrote about a theory of human progress he had derived from the data. According to Morgan, human progress consists of three stages-savagery, barbarism, and civilization. He also believed that humans always progress through these stages. but not uniformly. These conclusions were important largely because of their influence on the thinking of such dominant social theorists as Karl Marx and Friedrich Engels.",5,N/A
The Meaning of Illness,"['Marc Augé', 'Claudine Herzlich']",1995,['Medical'],"First Published in 1995. Routledge is an imprint of Taylor & Francis, an informa company.",N/A,N/A
Encyclopedia of Social and Cultural Anthropology,['Dr Alan Barnard'],2002-09-11,['Language Arts & Disciplines'],"This Encyclopedia provides description and analysis of the terms, concepts and issues of social and cultural anthropology. International in authorship and coverage, this accessible work is fully indexed and cross-referenced.",N/A,N/A
"The Origin of the Family, Private Property, and the State",['Friedrich Engels'],1972,['Business & Economics'],"Frederick Engels' classic work was first published in 1884. In it he sets out a materialist explanation for the oppression of women. He shows that women's subjugation is inextricably bound up with the dissolution of the egalitarian 'primitive' commune and the emergence of class society -- characterised by private property, the family and the state. Engels' analysis gives the lie to any claims that women's oppression is eternal, a function of their biology or the supposed natural order of things. In the earliest human societies, despite their material poverty, women were not oppressed -- oppression came only with class society. Likewise, only the overthrow of capitalism will lay the basis for women's full and final emancipation. Today, women's rights are under attack -- across the globe and on all fronts. In their various ways, neoliberal ideology, religious fundamentalism and crude genetic determinism all suggest that women's second-class status is somehow natural, rather than being the product of a rotten social system. The struggle for women's rights needs to be informed by a scientific analysis of how women became the oppressed sex. Pat Brewer provides an introduction to Engels' pioneering study, updating it in the light of contemporary evidence. This is essential reading for feminists today.",N/A,N/A
On Early Law and Custom,['Henry Sumner Maine'],1890,['Anthropology'],N/A,N/A,N/A
Consuming the Inedible,"['Jeremy MacClancy', 'C. J. K. Henry', 'Helen M. Macbeth']",2007,['Health & Fitness'],"Everyday, millions of people eat earth, clay, nasal mucus, and similar substances. Yet food practices like these are strikingly understudied in a sustained, interdisciplinary manner. This book aims to correct this neglect. Contributors, utilizing anthropological, nutritional, biochemical, psychological and health-related perspectives, examine in a rigorously comparative manner the consumption of foods conventionally regarded as inedible by most Westerners. This book is both timely and significant because nutritionists and health care professionals are seldom aware of anthropological information on these food practices, and vice versa. Ranging across diversity of disciplines Consuming the Inedible surveys scientific and local views about the consequences - biological, mineral, social or spiritual - of these food practices, and probes to what extent we can generalize about them.",N/A,N/A
Man and His Symbols,"['Carl Gustav Jung', 'Marie-Luise von Franz']",1964,['Anthropology'],N/A,N/A,N/A
Childbirth Across Cultures,['Helaine Selin'],2009-12-01,['Social Science'],"This book will explore the childbirth process through globally diverse perspectives in order to offer a broader context with which to think about birth. We will address multiple rituals and management models surrounding the labor and birth process from communities across the globe. Labor and birth are biocultural events that are managed in countless ways. We are particularly interested in the notion of power. Who controls the pregnancy and the birth? Is it the hospital, the doctor, or the in-laws, and in which cultures does the mother have the control? These decisions, regarding place of birth, position, who receives the baby and even how the mother may or may not behave during the actual delivery, are all part of the different ways that birth is conducted. One chapter of the book will be devoted to midwives and other birth attendants. There will also be chapters on the Evolution of Birth, on Women’s Birth Narratives, and on Child Spacing and Breastfeeding. This book will bring together global research conducted by professional anthropologists, midwives and doctors who work closely with the individuals from the cultures they are writing about, offering a unique perspective direct from the cultural group.",5,N/A
Pentecostalism in Brazil,['A. Corten'],1999-06-23,['Social Science'],"With its exalted emotionality, Pentecostalism is a widespread religious movement in Latin America and Africa. It is a blend of Methodism and African religious culture which arouses the passions of the poorest Brazilian masses. Pentecostal conversion is experienced as a sudden break which radically transforms the life of these sectors of the population. Pentecostalism is an Utopia of equality, love and emotion, which is staged during the worship service. However, it is also characterized by authoritarian features. Pentecostalism is slowly eroding the foundation of Western political categories.",N/A,N/A
Sex and Repression in Savage Society,['Bronislaw Malinowski'],1953,['Anthropology'],N/A,N/A,N/A
The Sexual Life of Savages in North-western Melanesia,['Bronislaw Malinowski'],1929,['Ethnology'],N/A,N/A,N/A
Prehistoric Times,['Sir John Lubbock'],1913,['Anthropology'],N/A,N/A,N/A
"Magic, Science and Religion",['Bronislaw Malinowski'],1954,['Literary Collections'],"The author takes into account the various views of religion which Tylor, Frazer, Marett, and Durkheim have given and goes on from there to provide his own conception that religion and magic are ways men have to make the world acceptable.",N/A,N/A
Encyclopedic Dictionary of Archaeology,['Barbara Ann Kipfer'],2014-01-15,[],N/A,N/A,N/A
"Small Places, Large Issues",['Thomas Hylland Eriksen'],1995,['Anthropology'],A unique and bestselling key text for all students of social and cultural anthropology.,N/A,N/A
Perspectives on Ethnicity,"['Regina E. Holloman', 'Sergeĭ Aleksandrovich Aruti︠u︡nov']",1978,['Social Science'],"No detailed description available for ""Perspectives on Ethnicity"".",N/A,N/A
Humanity from African Naissance to Coming Millennia,['International Association of Human Biologists. Congress'],2001,['Science'],"Humanity From African Naissance to Coming Millennia arises out of the world's first Dual Congress that was held at Sun City (South Africa) in 1998 that refers to a conjoint, integrated meeting of two international scientific associations, the International Association for the Study of Human Palaeontology - IV Congress - and the International Association of Human Biologists. The volume includes 39 refereed papers covering a wide range of topics, from Human Biology, Human Evolution (Emerging Homo, Evolving Homo, Early Modern Humans), Dating, Taxonomy and Systematics, Diet, Brain Evolution, offering the most recent analyses and interpretations in different areas of evolutionary anthropology.",N/A,N/A
"The Origin of the Family, Private Property and the State (Hardcover)","['Frederick Engels', 'Ernest Untermann']",2018-07-12,['History'],"Friedrich Engels' treatise on family economics and its connection with human history and development is published here in full. Engels examines the primitive tribal societies of the Native Americans, where matriarchal arrangements were relatively commonplace. He proposes that the effects that monogamy and the increasing levels of private property decreased the influence of women in family life and thus the wider society; a process which Engels believed had advanced over thousands of years of advancing human civilization. Engels argues that women were able to bond and work together on a principle of sisterhood; he argues that this occurrence is a form of primitive communism. In the modern day, Engels' arguments in favor of matrilineal heritage in early human societies are generally disregarded. However, anthropologists such as Christopher Knight believe there is merit in Engels' claims, and criticize the prevailing views.",N/A,N/A
Reinventing Anthropology,['Dell H. Hymes'],1999,['Social Science'],Radical anthropology for the new generation.,5,N/A
The Human Revolution,['Desmond Collins'],1976,['Science'],N/A,N/A,N/A
Cultural Anthropology,"['Marvin Harris', 'Orna Johnson']",2000,['Social Science'],A series of books to support the teaching of reading through phonics.,N/A,N/A
"Origin of the Family, Private Property and the State","['Frederick Engels', 'Sankar Srinivasan', 'Alick West']",2015-03-07,['Philosophy'],"Engels wrote The Origin of the Family, Private Property and the State in just two months – beginning toward the end of March 1884 and completing it by the end of May. It focuses on early human history, following the disintegration of the primitive community and the emergence of a class society based on private property. Engels looks into the origin and essence of the state, and concludes it is bound to wither away leaving a classless society.Engels: “Along with [the classes] the state will inevitably fall. Society, which will re-organise production on the basis of a free and equal association of the producers, will put the whole machinery of state where it will then belong: into the museum of antiquity, by the side of the spinning-wheel and the bronze axe.”",N/A,N/A
Man in India,['Sarat Chandra Roy (Rai Bahadur)'],2008,['Anthropology'],N/A,N/A,N/A
Sex and Temperament in Three Primitive Societies,['Margaret Mead'],1962,['Arapesh (Papua New Guinean people)'],N/A,N/A,N/A
The Origin of Civilisation and the Primitive Condition of Man,['Sir John Lubbock'],1902,['Anthropology'],N/A,N/A,N/A
The Origin of the Family Private Property and the State,['Frederick Engels'],2014-06-09,[],"This collection of literature attempts to compile many of the classic, timeless works that have stood the test of time and offer them at a reduced, affordable price, in an attractive volume so that everyone can enjoy them.",N/A,N/A
Out of Africa I,"['John G Fleagle', 'John J. Shea', 'Frederick E. Grine', 'Andrea L. Baden', 'Richard E. Leakey']",2010-08-20,['Social Science'],"For the first two thirds of our evolutionary history, we hominins were restricted to Africa. Dating from about two million years ago, hominin fossils first appear in Eurasia. This volume addresses many of the issues surrounding this initial hominin intercontinental dispersal. Why did hominins first leave Africa in the early Pleistocene and not earlier? What do we know about the adaptations of the hominins that dispersed - their diet, locomotor abilities, cultural abilities? Was there a single dispersal event or several? Was the hominin dispersal part of a broader faunal expansion of African mammals northward? What route or routes did dispersing populations take?",N/A,N/A
Language and Identity,['J. Joseph'],2004-05-28,['Language Arts & Disciplines'],"Offering a uniquely broad-based overview of the role of language choice in the construction of national, ethnic and religious identity, this textbook examines a wide range of specific cases from various parts of the world in order to arrive at some general principles concerning the links between language and identity. It will benefit students and researchers in a wide range of fields where identity is an important issue and who currently lack a single source to turn to for an overview of sociolinguistics.",N/A,N/A
Purity and Danger,['Mary Douglas'],2003,['Religion'],"In this classic work Mary Douglas identifies the concern for pirity as a key theme at the heart of every society. She reveals its wide-ranging impact on our attitudes tp society, values, cosmology and knowledge.",5,N/A
Dictionary of Human Geography,"['R. J. Johnston', 'Derek Gregory', 'D. Smith']",1994,['Social Science'],"Established as the definitive encyclopedic guide to the concepts, terms and theories of human geography, the dictionary has been completely updated and revised. All bibliographies have been brought up to date, recent research has been included, and the article structure itself has been overhauled following extensive research among existing users of the book. Many new entries are included, while others have been recast to reflect more accurately current thinking in the discipline.",N/A,N/A
Anthropology and the Cognitive Challenge,['Maurice Bloch'],2012-06-28,['History'],"One of the world's most distinguished anthropologists proposes that cognitive science enriches, rather than threatens, the work of social scientists.",N/A,N/A
"Myth, Ritual, and Religion",['Andrew Lang'],1913,['Myth'],N/A,N/A,N/A
Prehistoric Societies,"['Grahame Clark', 'Stuart Piggott']",1970,['Fiction'],N/A,N/A,N/A
"Culture, People, Nature",['Marvin Harris'],1985,['Social Science'],"Professor Harris - the leading theorist in cultural materialism - bases this comprehensive work on the perspective of thematic and theoretical coherence, giving the book depth and continuity. Speaking directly to students, helpful chapter introductions and end-of-chapter summaries focus on key points before and after reading each chapter. This seventh edition includes meticulous updating of research and scholarship, especially in the very active field of physical anthropology and archaeology. A new feature - ""America Now Updates"" - turns an anthropological eye on the contemporary U.S., emphasizing the comparative aspects of anthropology and making the discipline relevant to students.",N/A,N/A
Before Adam,['Jack London'],1907,['Anthropology'],A novel of primitive man in pre-historic times.,N/A,N/A
"Readings for a History of Anthropological Theory, Fifth Edition",['Liam D. Murphy'],2017-01-01,['Social Science'],"The fifth edition of this bestselling reader builds a strong foundation in both classical and contemporary theory, with a sharpened focus on gender and anthropology, and the anthropology of new media and technology. Short introductions and key terms accompany every reading, and light annotations have been added to aid students in reading original articles. Used on its own or together with A History of Anthropological Theory, Fifth Edition, this anthology offers a flexible and unrivalled introduction to anthropological theory that reflects not only the history but also the changing nature of the discipline today.",N/A,N/A
The Races of Man,['Joseph Deniker'],1900,['Anthropology'],N/A,N/A,N/A
Pedagogical Anthropology,['Maria Montessori'],1913,['Social Science'],N/A,N/A,N/A
The Making of Anthropology in East and Southeast Asia,"['Shinji Yamashita', 'Joseph Bosco', 'Jeremy Seymour Eades']",2004,['Social Science'],"In a path-breaking series of essays the contributors to this collection explore the development of anthropological research in Asia. The volume includes writings on Japan, China, Taiwan, Korea, Malaysia and the Philippines.",N/A,N/A
Cultural Anthropology,['William A. Haviland'],1999,['Social Science'],N/A,N/A,N/A
Exploring the Ways of Mankind,"['Walter Rochs Goldschmidt', 'Walter Goldschmidt']",1977,['Social Science'],N/A,N/A,N/A
The Social Anthropology of Complex Societies,['Michael Banton'],2004,['Social Science'],"This volume illustrates how much the study of social anthropologists has encompassed other, non-primitive societies, illustrating how micro-sociology can be made relevant to macro-sociology.",N/A,N/A
"The Origin of the Family, Private Property and the State in Light of the Researches of Lewis H. Morgan",['Friedrich Engels'],1952,['Families'],N/A,N/A,N/A
The Origin and Development of the Moral Ideas,['Edward Westermarck'],1906,['Anthropology'],N/A,N/A,N/A
The Making of Religion,['Andrew Lang'],1898,"['Body, Mind & Spirit']",N/A,5,N/A
After Eden,['Kirkpatrick Sale'],2006,['Nature'],"Sale asserts that vestiges of a more ecologically sound way of life do exist today, offering redemptive possibilities for ourselves and for the planet.""--BOOK JACKET.",N/A,N/A
"The Natural History of Man, comprising inquiries into the modifying influence of physical and moral agencies on the different tribes of the human family","['James Cowles Prichard', 'Edwin Norris']",1855,['Anthropology'],"This the fourth edition, was expanded and enlarged from the 3rd Ed. of 1848, with beautiful hand coloured plates, with eight by George Catlin. Prichard directs his profound researches to the diverse physical aspects characterised in all of the races of humankind, concluding that all human races are of one species and family, a precursory opinion for all modern ethnology. Covered in this seminal work are Egyptians, Semites, Chinese, Indians, Africans, Abyssinians, Malaysians, Indigenous North Americans, Eskimos and so forth. This historically important work, Along with Prichard's research into the physical history of humankind, constituted the cornerstone of anthropology in England.",N/A,N/A
Adolf Bastian and the Psychic Unity of Mankind,['Klaus-Peter Köpping'],2005,['History'],"Adolf Bastian mapped a program for anthropological research in the nineteenth century which is still accepted in the international scholarly community today, without the figure of its founder being known. This is the first time that seminal pieces of the work of this much-neglected scholar have been translated into English. Bastian had an impact, directly and indirectly, on geography, psychology, comparative religious studies, and ethnology in the twentieth century.",N/A,N/A
Studying Contemporary Western Society,['Margaret Mead'],2004,['Social Science'],"Few anthropologists today realize the pioneering role Margaret Mead played in the investigation of contemporary cultures. This volume collects and presents a variety of her essays on research methodology relating to contemporary culture. Many of these essays were printed originally in limited circulation journals, research reports and books edited by others. They reflect Mead's continuing commitment to searching out methods for studying and extending the anthropologist's tools of investigation for use in complex societies. Essays on American and European societies, intergenerational relations, architecture and social space, industrialization, and interracial relations are included in this varied and exciting collection.",N/A,N/A
Ancient Society,['Lewis Henry Morgan'],1963,['Anthropology'],N/A,N/A,N/A
Nutrition and Physical Degeneration,['Weston Andrew Price'],1939,['Anthropology'],"p.187-200; Badu Island, Murray (Mer) Island, Darnley (Erub) Island; no mention of tribal names.",N/A,N/A
