title,authors,publishedDate,categories,description,averageRating,textSnippet,language
Education and the Female Superhero,['Andrew L. Grunzke'],2020,['Comics & Graphic Novels'],"Considering a variety of female superhero narratives, including World War II-era Wonder Woman comics, the 1970s television programs The Secrets of Isis and The Bionic Woman, and the more recent Buffy the Vampire Slayer, Education and the Female Superhero: Slayers, Cyborgs, Sorority Sisters, and Schoolteachers argues that they share a vision of education as the path to female empowerment. In his analysis, Andrew L. Grunzke examines female superheroes who are literally teachers or students, exploring examples of female superheroes whose alter egos work as schoolteachers or attend school during the workday and fight evildoers when they are outside the classroom. Taking a broader view of education, Grunzke argues that the superheroine in popular media often sees and articulates her own role as being an educator. In these narratives, female superheroes often take it upon themselves to teach self-defense tactics, prevent victimization, and encourage people (especially female victims) to pursue formal education. Moreover, Grunzke shows how superheroines tend to see their relationship with their adversaries as rehabilitative and educative, trying to set them on the correct path rather than merely subdue or dominate them.",N/A,N/A,en
Comics Art,['Paul Gravett'],2013,['Art'],"In this fascinating survey, acclaimed author Paul Gravett considers the vast output of comics culture from the late 19th century to today, tracing international lines of influence and examining major themes in contemporary comics.",N/A,N/A,en
Obelix GMBH & Co. KG,"['René Goscinny', 'Gudrun Penndorf', 'Albert Uderzo']",2013,[],N/A,N/A,N/A,de
Jujutsu Kaisen -,['Akutami Gege'],2020-03-05,[],N/A,N/A,N/A,de
Jujutsu Kaisen -,['Akutami Gege'],2019-11-07,[],N/A,N/A,N/A,de
Asterix in Italien,"['Jean-Yves Ferri', 'Didier Conrad']",2017-10-19,[],Asterix und Obelix begeben sich in die Höhle des Löwen! Ein turbulentes Abenteuer der Gallier im Italien der Antike.,N/A,N/A,de
Asterix bei den Schweizern,"['René Goscinny', 'Albert Uderzo']",2013,[],N/A,N/A,N/A,de
Asterix 11: Asterix und der Avernerschild,"['René Goscinny', 'Albert Uderzo']",2013-03,[],N/A,N/A,N/A,de
Le rire,['Louis Philbert'],1883,['Comic'],N/A,N/A,N/A,fr
Asterix 29: Asterix und Maestria,"['René Goscinny', 'Albert Uderzo']",2013-03,[],N/A,N/A,N/A,de
Asterix 35: Asterix bei den Pikten,"['Jean-Yves Ferri', 'Didier Conrad']",2013-10-24,[],N/A,N/A,N/A,de
Anthropologie und Medialität des Komischen im 17. Jahrhundert (1580-1730),['Stefanie Arend'],2008,['Literary Criticism'],"Der Band basiert auf einer Tagung, die die Internationale Andreas Gryphius-Gesellschaft in Zusammenarbeit mit dem Department Germanistik und Komparatistik der Friedrich-Alexander-Universität Erlangen-Nürnberg vom 20. bis 23. September 2005 in Erlangen durchgeführt hat. Angeregt durch neue kulturwissenschaftliche Fragestellungen, nehmen die Beiträge aus unterschiedlichen Disziplinen die Ästhetik komisierender Verfahren in Literatur und Bild des 17. Jahrhunderts in den Blick. Sie beschäftigen sich mit semiotischen und materialen Erscheinungsformen des Komischen in unterschiedlichen Textsorten, mit poetischen und poetologischen Fragestellungen und diskutieren Probleme der Inszenierung des Komischen sowie Möglichkeiten seiner Grenzbestimmung. Immer wieder gerät dabei die virulente Frage nach der Rezeption des Komischen ins Zentrum des Interesses.",N/A,N/A,de
Hugo & Hassan forever,['Kim Fupz Aakeson'],2021-08-20,[],N/A,N/A,N/A,de
Comics neu erfinden,['Scott McCloud'],2001,['Comic - Digitalisierung - Internet - Comic'],N/A,N/A,N/A,de
Asterix 34,['Albert Uderzo'],2017-07-15,[],N/A,N/A,N/A,de
Asterix 40,['Fabcaro'],2023-10-26,[],N/A,N/A,N/A,de
Asterix 19: Der Seher,"['René Goscinny', 'Albert Uderzo']",2013-03,[],N/A,N/A,N/A,de
Komik und Humor,['Theodor Lipps'],1898,['Comic'],N/A,N/A,N/A,de
Zum Problem des Komischen anlässlich Molières,['Eduard Wechssler'],1912,['Comic'],N/A,N/A,N/A,de
Asterix 25: Der große Graben,"['René Goscinny', 'Albert Uderzo']",2013-03,[],N/A,N/A,N/A,de
One piece,['Eiichirō Oda'],2001,[],N/A,N/A,N/A,de
Die Känguru-Comics 2: Du würdest es EH nicht glauben,['Marc-Uwe Kling'],2023-05-30,['Comics & Graphic Novels'],Dieser Sammelband enthält alle Comicstrips von ZEIT online aus den Jahren 2022 und 2023 sowie eine bisher unveröffentlichte Comicversion des allerersten Kängurukapitels und weiteres Bonusmaterial. (Quelle: Umschlagrückseite),N/A,N/A,de
"Boris, Babette und lauter Skelette",['Tanja Esch'],2022-10,[],N/A,N/A,N/A,de
美国连环漫画史,['洪佩奇'],2007,['Comic'],"本书以大量图文资料对美国连环漫画的产生、大萧条和第二次世界大战在连环漫画中的反映、连环漫画期刊的兴起与繁荣等一百多年来美国重大的连环漫画现象作了详尽的介绍,并对其背景、起因、发展过程及影响作了客观的评述。",N/A,N/A,zh-CN
Spider-Man: Fake Red (Manga),['Yusuke Osaw'],2023-12-19,[],N/A,N/A,N/A,de
Comics,['Stephan Ditschke'],2009,['Comic'],N/A,N/A,N/A,de
FRNCK. Band 1,['Olivier Bocquet'],2021-09-24,[],N/A,N/A,N/A,de
Demon Slayer 1,['Koyoharu Gotouge'],2020-04-02,[],N/A,N/A,N/A,de
ぼくのマンガ人生,['手塚治虫'],1997-05,['Reference'],ぼくのマンガは大阪大空襲と八月一五日が原点だ―子供時代、父母、先生、友人との触れあい、作品にこめた熱いメッセージを語る。マンガを読み聞かせてくれた母、作文する楽しさを教えてくれた先生、絶体絶命の苦境で助けてくれた友。彼の創作を支えたものは何か。不滅のマンガ家が遺した講演記録を編集、ハートフルな肉声がいま甦る。,N/A,N/A,ja
Knallharte Tauben lassen die Katze aus dem Sack (Band 5),['Andrew Mcdonald'],2022-02-09,[],N/A,N/A,N/A,de
"Die drei ??? Kids, Fußball, Ferien, Freunde!","['Christian Hector', 'Björn Springorum']",2021-02-11,[],N/A,N/A,N/A,de
Das magische Baumhaus (Band 1) - Im Tal der Dinosaurier,"['Mary Pope Osborne', 'Jenny Laird']",2022-01-12,[],N/A,N/A,N/A,de
Nordlicht 02,['Malin Falch'],2023,[],N/A,N/A,N/A,de
Knallharte Tauben beißen sich durch (Band 6),['Andrew McDonald'],2023-01-11,[],N/A,N/A,N/A,de
Knallharte Tauben haben den Schnabel voll (Band 4),['Andrew Mcdonald'],2021-08-11,[],N/A,N/A,N/A,de
Das Dorf (Band 2) - Gefahr im Nether,['Karl Olsberg'],2022-02-09,[],N/A,N/A,N/A,de
Idefix und die Unbeugsamen! 01,"['René Goscinny', 'Albert Uderzo', 'Yves Coulon', 'Jérôme Erbin', 'Matthieu Choquet']",2022-03-09,[],N/A,4.5,N/A,de
Knallharte Tauben schießen den Vogel ab,['Mcdonald'],2021-02-10,[],N/A,N/A,N/A,de
Die Giganten 2: Siegfried,"['Lylian', 'Paul Drouin']",2023-03-28,['Comics & Graphic Novels'],"Gemeinsamer Kampf für Gerechtigkeit Nach dem ersten Band, in dem Erin ihren Giganten kennenlernt, fängt die Crossland Corporation eine Kreatur und benutzt sie für ihre dunklen Machenschaften. Gleichzeitig stößt der junge Siegfried, der von Geburt an im Rollstuhl sitzt, auf seinen Giganten. Gemeinsam mit Erin stürzt er sich ins Gefecht mit dem bösen Konzern. Sechs Comic-Abenteuer für junge Leserinnen und Leser In dieser auf sechs Bände angelegten Serie liegt das Schicksal der Welt in den Händen von Kindern und ihren gigantischen Freunden. Dabei steht immer ein anderes Kind mit seinem Giganten im Mittelpunkt des Abenteuers. Die Serie bietet vor allem jungen Leserinnen und Lesern einen tollen Einstieg, da sie Spannung und Abenteuer mit fantastischen Zeichnungen verbindet.",N/A,N/A,de
Helden der Kindheit 3 - Das Häkelbuch - Band 3,['Alexandra Schwarz'],2021-09-21,[],N/A,N/A,N/A,de
Animal Jack - Der verwunschene Berg,"['Miss Prickly', 'Kid Toussaint']",2023-07-10,[],N/A,5,N/A,de
Das kleine Unsichtbar,['Lena Hesse'],2022,[],N/A,N/A,N/A,de
Sofies Welt oder die Geschichte der Philosophie - Bis heute,"['Vincent Zabus', 'Nicoby']",2023-11-20,[],N/A,N/A,N/A,de
Rocket und Groot: Auf der Suche nach Star-Lord,"['Amanda Deibert', 'Cam Kendell']",2024-02-20,[],N/A,N/A,N/A,de
Pokémon - Die ersten Abenteuer,"['Hidenori Kusaka', 'Satoshi Yamamoto']",2021-09-28,[],N/A,N/A,N/A,de
Anarchismus,['Véronique Bergen'],2021,[],N/A,N/A,N/A,de
Ernst Busch,['Jochen Voit'],2021-09,[],N/A,N/A,N/A,de
GermanLetsPlay: Im Wirbel der Welten,"['GermanLetsPlay', 'Dario Haramustek', 'Haiko Hörnig', 'Glp. Tv']",2021-09-06,[],N/A,N/A,N/A,de
Spelen en lachen,['W. L. Thieme'],1962,['Comic'],N/A,N/A,N/A,nl
Avengers 1: Willkommen in der Superheldenschule,['Preeti Chhibber'],2022-03-18,['Juvenile Fiction'],N/A,N/A,N/A,de
Nietzsche,"['Michel Onfray', 'Maximilien Le Roy', 'Stephanie Singh']",2011,['Comic'],N/A,N/A,N/A,de
Walt Disney's Comics and Stories #646,['Various'],2004-06-23,"['Comic books, strips, etc']",Six stories featuring popular Disney characters.,N/A,N/A,en
Storian blong Monika,['Wan Smolgag Theatre'],2002,['AIDS (Disease)'],N/A,N/A,N/A,bi
Storian blong Marlene,"['Jo Dorras', 'Wan Smolgag Theatre']",2006,['Comic'],N/A,N/A,N/A,bi
"Comics, Walt Disney #648","[""Walt Disney's""]",2004,[],Adventures and short stories featuring classic Disney standard characters.,N/A,N/A,en
Storian blong Brian,['Wan Smolgag Theatre'],2002,['AIDS (Disease)'],N/A,N/A,N/A,bi
Dragon Ball Z,"['B. S. Watson', 'Michael Teitelbaum']",2003-03-01,['Juvenile Fiction'],"Provides clear, simple-to-follow instructions to draw Goku, a powerful Super-Saiyan warrior who becomes Earth's defender, and the rest of the good and evil characters from this popular animated television show in exciting action poses. Original.",N/A,N/A,en
The Assimilation of Yogic Religions Through Pop Culture,['Paul G. Hackett'],2017,['Religion'],"The image of the meditating yogi has become a near-universal symbol for transcendent perfection used to market everything from perfume and jewelry to luxury resorts and sports cars, and popular culture has readily absorbed it along similar lines. Yet the religious traditions grounding such images are often readily abandoned or caricatured beyond recognition, or so it would seem. The essays contained in The Assimilation of Yogic Religions through Pop Culture explore the references to yogis and their native cultures of India, Tibet, and China as they are found in the stories of many famous icons of popular culture, from Batman, Spider-Man, and Doctor Strange to Star Trek, Doctor Who, Twin Peaks, and others. In doing so, the authors challenge the reader to look deeper into the seemingly superficial appropriation of the image of the yogi and Asian religious themes found in all manner of comic books, novels, television, movies, and theater and to carefully examine how they are being represented and what exactly is being said.",N/A,N/A,en
Yangfala long turism yes!,"['Jo Dorras', 'Vanuatu. Ministry of Trade, Tourism & Business Development', 'Wan Smolbag Theatre']",2005,['Comic'],N/A,N/A,N/A,bi
Information comics : knowledge transfer in a popular format,['Heike Jüngst'],2007,[],N/A,N/A,N/A,en
Holiday Fun : Digest Magazine,[],2002,['Comic'],N/A,N/A,N/A,en
Storian blong Enos,['Wan Smolgag Theatre'],2004,['AIDS (Disease)'],N/A,N/A,N/A,bi
Information Comics,['Heike Elisabeth Jüngst'],2010,['Comic'],"Information Comics can be found all over the world. They cover all kinds of topics, address all kinds of audience and reflect all kinds of text genres. This book offers an overview on standard structures, experimental designs and general trends. The comics are analysed according to their genre and narrative structure; the introductory chapters deal with picture design, verbal text in comics and word-picture relationships. The book also contains an extensive bibliography of primary and secondary sources.",N/A,N/A,en
Dracula,[],1993,[],N/A,N/A,N/A,de
Pals 'n' Gals,[],N/A,[],N/A,N/A,N/A,en
Matuposaka Jataka,['Ven Sudhammo'],2000,['Buddhism'],N/A,N/A,N/A,en
Storian blong Angela,['Wan Smolgag Theatre'],2002,['AIDS (Disease)'],N/A,N/A,N/A,bi
Batman,['Kelley Puckett'],N/A,['Comic'],N/A,N/A,N/A,en
How To Be A Superhero,['Rachel Yu'],2011-12-23,['Comic'],"Every kid dreams of being a superhero, and they should, because being a superhero is awesome, right? But how do you be one? Join Superior Guy, the world's greatest hero*, as he teaches you the way of the superhero! This sequel to How to be a Super Villain is just as funny and witty as its predecessor. It's the perfect bedtime story for the entire family to enjoy. *not really the world's greatest hero",N/A,N/A,en
Storian blong,"['Jo Dorras', 'Wan Smolgag Theatre']",2006,['Comic'],N/A,N/A,N/A,bi
