title,authors,publishedDate,categories,description,averageRating,textSnippet,language
Traumbuch Artemidori,['Ludger Grenzmann'],1980,['Dream'],N/A,N/A,N/A,de
ความฝันของไอน์สไตน์,['Alan P. Lightman'],2005,['Dream'],N/A,N/A,N/A,th
Большой толкователь снов,['Наталья Ивановна Степанова'],1999,['Dream'],N/A,N/A,N/A,ru
誰的翅膀掉了,['林宗賢'],1990,['Dream'],N/A,N/A,N/A,zh-CN
梦,[],2007,['Chinese essays'],本书收入了的散文有:听说梦、梦、说梦、晨梦、严霜的梦、从地狱到天堂、冬至夜的梦、小时候的梦、梦与现实、切梦刀、童年的梦等。,N/A,N/A,zh-CN
ʻAnusō̜n ngān phrarātchathān phlœ̄ng sop Khun Praphai ʻAmāttayakun,[],2001,['Dream'],N/A,N/A,N/A,th
Guide to Dreams,['Lisa Lenard'],2003-01-30,['Dream interpretation'],"This guide takes you through the mysterious and intricate world of dreams. Is there such a thing as dreaming creatively? Can you have an out-of-body experience? Learn about the interpretations of Freud, Jung and Perls, and the techniques to record and examine your own dreams.",N/A,N/A,en
The Nightmare Filled You with Scary,['Shane Jones'],2009,[],N/A,N/A,N/A,en
The Dallergut Dream-Making District,['Miye Lee'],2025-06-24,['Fiction'],"In this bestselling follow-up to The Dallergut Dream Department Store, beloved characters must visit a special dream-making district to unlock new secrets about the customers they lost and hope to bring back. It's been a year since Penny first walked through the doors of the Dallergut Dream Department Store, and surviving a year at the store means one thing... She is now an official employee of the dream industry! She can finally take the express commuter train to the Company District, where all the dream-production companies are located, and discover how all raw dream materials and testing equipment are produced. But the Company District is not quite what she expected. Instead it hides a secret underbelly of the magical industry that Penny thought she was a part of. Penny discovers the Civil Complaint Center, full of people filing complaints about their dreams. She also learns about the regular customers who have stopped coming to the store. As she gets to the bottom of each complaint, she begins to expand her horizons, moving beyond the role of dreamseller to understanding what lies in the hearts of their lost regulars. The Dallergut Dream-Making District delves deeper into the dream industry and its customers. Why do some of them buy a dream and never return? And can Penny and her colleagues bring their regulars back?",N/A,N/A,en
Dream Makers,[],2003,['American poetry'],"To celebrate the one hundred fiftieth anniversary of The Children's Aid Society, children express their dreams in prose and poetry.",N/A,N/A,en
"Apomasaris Apotelesmata, siue, De significatis et eventis insomniorun, ex-Indorum, Persarum, Ægyptiorumque disciplina","['Jaʻfar ibn Muḥammad Abū Maʻšar', 'Ibn Sīrīn']",1577,['Dream'],"Authorship of this work is not clear. It is attributed to Abu Ja'far Ma'shar, the Albumasar of Western Europe, which is particularly devoted to the study of astrology but it is atributed also to Ibn Sirin.",N/A,N/A,la
The Dictionary of Dreams,['Warren Street Books'],2017,['Dictionary'],"Every meaning interpreted. Includes selections by Henri Bergson, Sigmund Freud, Gustavus Hindman Miller.",N/A,N/A,en
Drøm og okkultisme,['Sigmund Freud'],1996,['Dream'],N/A,N/A,N/A,no
Del Otro Lado de los Suenos,['Eliseo Alberto'],2000,['Bedtime'],"En este libro ilustrado para niños, un niño sueña de muchas cosas bonitas. En vez de contar los sueños, los pinta.",N/A,N/A,es
小黑仔爱做夢,"['方素珍', '王惟慎']",1999,['Dream'],N/A,N/A,N/A,zh-CN
京漂男的快乐生活,['午夜清风'],2014,['Dream'],N/A,N/A,N/A,zh-CN
Tolkovanie snov,['Gavriėlʹ I͡Akubov'],2000,['Dream'],N/A,N/A,N/A,ru
黑色夢境,"['Rosalind Dymond Cartwright', 'Lynne Lamberg', '黃漢耀']",2001,['Dream'],N/A,N/A,N/A,zh-CN
꿈의解釋,"['Sigmund Freud', '李庸濩']",1975,['Dream'],N/A,N/A,N/A,ko
خواب و رؤیا در قرآن و روانشناسی,['محمدزاده، احمد'],2010,['Dream'],N/A,N/A,N/A,fa
Dalia GoodNight.,['すず村さおり'],2021-02,[],夢をみるのは映画よりも旅行よりもおもしろい。ダリアといっしょに新しい扉を開こう。,N/A,N/A,ja
Träumer und Traumwelten,['Horst Friedrich'],2005,['Dream'],N/A,N/A,N/A,de
Tuổi trẻ - tình yêu - lý tưởng,['Nhất Hạnh (Thích.)'],2015,['Buddhism'],N/A,N/A,N/A,vi
戏剧审美与共同体,['黄涛'],2015,[],N/A,N/A,N/A,zh-CN
