title,authors,publishedDate,categories,description,averageRating,textSnippet
Miscellaneous Scientific Papers,"['William John Macquorn Rankine', 'Peter Guthrie Tait']",1881,['Engineering'],N/A,N/A,N/A
How is Quantum Field Theory Possible?,['Sunny Y. Auyang'],1995,['Science'],"How can we know the microscopic world without a measurement theory? What are the general conditions of the world that make possible such knowledge? What are the presuppositions of physical theories? This book includes an analysis of quantum field theory, and quantum mechanics and interacting systems are addressed in a unified framework.",N/A,N/A
An Approach to Aristotle's Physics,"['David Bolotin', 'Aristotle']",1998-01-01,['Science'],Argues that Aristotle's writings about the natural world contain a rhetorical surface as well as a philosophic core and shows that Aristotle's genuine views have not been refuted by modern science and still deserve serious attention.,5,N/A
A History of Physics in Its Elementary Branches,['Florian Cajori'],1917,['Physical laboratories'],N/A,N/A,N/A
Unravelling the Mystery of the Atomic Nucleus,"['Bernard Fernandez', 'Georges Ripka']",2012-09-28,['Science'],"Unravelling the Mystery of the Atomic Nucleus is a history of atomic and nuclear physics. It begins in 1896 with the discovery of radioactivity, which leads to the discovery of the nucleus at the center of the atom. It follows the experimental discoveries and the theoretical developments up to the end of the Fifties. Unlike previous books regarding on history of nuclear physics, this book methodically describes how advances in technology enabled physicists to probe the physical properties of nuclei as well as how the physical laws which govern these microscopic systems were progressively discovered. The reader will gain a clear understanding of how theory is inextricably intertwined with the progress of technology. Unravelling the Mystery of the Atomic Nucleus will be of interest to physicists and to historians of physics, as well as those interested development of science.",N/A,N/A
Two New Sciences,['Galileo Galilei'],1989,['Science'],N/A,N/A,N/A
Concepts in Thermal Physics,"['Stephen J. Blundell', 'Katherine M. Blundell']",2010,['Science'],This modern introduction to thermal physics contains a step-by-step presentation of the key concepts. The text is copiously illustrated and each chapter contains several worked examples.,N/A,N/A
Hyperspace,['Michio Kaku'],2016,['Mathematics'],"Reissued in new covers, this is the run-away bestseller from one of the world's leading theoretical physicists. Are there other dimensions beyond our own? Is time travel possible? Michio Kaku takes us on a tour of the most exciting work in modern physics, including research into the 10th dimension, time warps, and multiple universes, to outline what may be the leading candidate for the Theory of Everything.",N/A,N/A
Fatigue of Structures and Materials,['Jaap Schijve'],2001,['Science'],"This is primarily a textbook written for engineers, students and teachers, and for people working on fatigue problems of engineering structures and materials. An important theme is what happens in the material of an engineering structure subjected to a spectrum of cyclic loads in service",N/A,N/A
A Preliminary Discourse on the Study of Natural Philosophy,['John Frederick William Herschel'],1831,['Astronomy'],N/A,N/A,N/A
A Natural Philosophy,['George Payn Quackenbos'],1865,['Physics'],N/A,N/A,N/A
Invitation to Contemporary Physics,"['Quang Ho-Kim', 'Narendra Kumar', 'Harry C. S. Lam']",1991,['Science'],"The three authors present seven areas of modern physics: lasers, superconductivity, symmetry, chaos, birth and death of stars, particles, cosmology. The emphasis is on understanding of the basic principles, without an overload of technical details. Written in congenial language for the (alert and determined) general reader. Useful as a text for a general survey course. Paper edition (unseen), $28. Annotation copyrighted by Book News, Inc., Portland, OR",N/A,N/A
Applied Electromagnetism and Materials,['André Moliton'],2006-12-18,['Science'],"This book presents practical and relevant technological information about electromagnetic properties of materials and their applications. It is aimed at senior undergraduate and graduate students in materials science and is the product of many years of teaching basic and applied electromagnetism. Topics range from the spectroscopy and characterization of dielectrics, to non-linear effects, to ion-beam applications in materials.",N/A,N/A
"Physics, Cosmology and Astronomy, 1300–1700: Tension and Accommodation",['Sabetai Unguru'],2012-12-06,['Science'],"Habent sua Jata colloquia. The present volume has its ongms in a spring 1984 international workshop held, under the auspices of the Israel Academy of Sciences and Humanities, by The Institute for the History and Philosophy of Science and Ideas of Tel-Aviv University in cooperation with The Van Leer Jerusalem Foundation. It contains twelve of the twenty papers presented at the workshop by the twenty-six participants. As Proceedings of conferences go, it is a good representative of the genre, sharing in the main characteristics of its ilk. It may even be one of the rare instances of a book of Proceed ings whose descriptive title applies equally well to the workshop's topic and to the interrelations between. the various papers it includes. Tension and Accommodation are the key words. Thus, while John Glucker's paper, 'Images of Plato in Late Antiqu ity,' raises, by means of the Platonic example, the problem of interpreta tion of ancient texts, suggesting the assignment of proper weight to the creator of the tradition and not only to his many later interpreters in assessing the proper relationship between originator and commentators, Abraham Wasserstein's 'Hunches that did not come off: Some Prob lems in Greek Science' illustrates the long-lived Whiggish tradition in the history of science and mathematics. As those familiar with my work will undoubtedly note, Wasserstein's position is far removed from my stance on ancient Greek mathematics.",N/A,N/A
Time's Arrow & Archimedes' Point,['Huw Price'],1996,['Philosophy'],Argues that to understand time we must take an Archimedean point of view from outside time.,4,N/A
Three Roads To Quantum Gravity,['Lee Smolin'],2002-07-04,['Science'],"A cosmologist and science writer presents a comprehensive and detailed overview of the most recent attempts to reconcile two opposing theories--Einstein's theory of general relativity and quantum theory--by creating a ""theory of everything,"" which is a revolutionary new theory of space, time, and the universe. Reprint. 30,000 first printing.",4,N/A
Magnetism in the Solid State,['Peter Mohn'],2005-11-14,['Science'],This book presents a phenomenological approach to the field of solid state magnetism. It surveys the various theories and discusses their applicability in different types of materials. The text will be valuable as a text for graduate courses in magnetism and magnetic materials.,N/A,N/A
Ideas And Opinions,['Albert Einstein'],1995-06-06,['Literary Collections'],"A survey of Einstein's scientific achievements follows excerpts from letters, speeches, and interviews that reveal his thoughts on religious, political, cultural, social, and economic issues.",N/A,N/A
The Feynman Lectures on Physics,"['Richard Phillips Feynman', 'Robert B. Leighton', 'Matthew Linzee Sands']",1989,['Science'],"T[hese] books [are] based upon a course of lectures in introductory physics given by Prof. R.P. Feynman at the California Institute of Technology during the academic year 1961-1962; it covers the first year of the two year introductory course taken by all Caltech freshmen and sophormores, and was followed in 1962-63 by a similar series covering the second year.",N/A,N/A
General Physics,"['Lev Davidovich Landau', 'Aleksandr Ilʹich Akhiezer', 'Evgeniĭ Mikhaĭlovich Lifshit︠s︡']",1967,['Science'],"Presents, at a level suitable for undergraduates and technical college students, the basic physical theory of mechanics and the molecular structure of matter. The material contained in the work should correspond quite closely to courses of lectures given to undergraduate students of physics in Britain and America.",N/A,N/A
Elementary Treatise on Physics Experimental and Applied,"['Adolphe Ganot', 'Edmund Atkinson']",1881,['Physics'],N/A,N/A,N/A
Remarkable Physicists,['Ioan James'],2004-01-12,['Biography & Autobiography'],Sample Text,N/A,N/A
Quantum Chromodynamics on the Lattice,"['Christof Gattringer', 'Christian Lang']",2009-10-16,['Science'],"This introduction to quantum chromodynamics presents the basic concepts and calculations in a clear and didactic style accessible to those new to the field. Readers will find useful methods for obtaining numerical results, including pure gauge theory and quenched spectroscopy.",3,N/A
The Evolution of Physics,"['Albert Einstein', 'Leopold Infeld']",1942,['Physics'],N/A,4.5,N/A
The Physical Tourist,"['John S. Rigden', 'Roger H Stuewer']",2009-05-29,['Science'],"Travelers differ.At one extreme are random travelers who see what they accidentally bump into.At the other extreme are the lock-step travelers who follow a banner (or a red umbrella) and look when and where a voice tells them to look. Between these extremes are the guide-book travelers who identify the whereabouts of those sites that interest them and they plan their sightseeing accordingly. If a traveler’s interests are captivated by the arts, guide books can be very helpful. For example, the table of contents of a current guide book for travelers going to G- many has sections on architecture, art, literature, music and cinema.The index gives page references for famous writers, musicians, and artists.Yet, while Germany was a dominate force in physical science during the 19th and into the 20th centuries and while the names and photos of prominent German physical scientists who worked in this period are sprinkled through the pages of textbooks, only one scientist is m- tioned by name:Albert Einstein is identified as the most famous citizen of Ulm.",N/A,N/A
Electronic Circuits,['Michael H. Tooley'],2006,['Technology & Engineering'],"Covering principles and applications of analog and digital electronics, this volume is an ideal pre-degree text covering major areas of 21st century electronics.",N/A,N/A
Natural Time Analysis: The New View of Time,"['Panayiotis Varotsos', 'Nicholas V. Sarlis', 'Efthimios S. Skordas']",2011-08-14,['Nature'],"This book deals with the theory and the applications of a new time domain, termed natural time domain, that has been forwarded by the authors almost a decade ago (P.A. Varotsos, N.V. Sarlis and E.S. Skordas, Practica of Athens Academy 76, 294-321, 2001; Physical Review E 66, 011902, 2002). In particular, it has been found that novel dynamical features hidden behind time series in complex systems can emerge upon analyzing them in this new time domain, which conforms to the desire to reduce uncertainty and extract signal information as much as possible. The analysis in natural time enables the study of the dynamical evolution of a complex system and identifies when the system enters a critical stage. Hence, natural time plays a key role in predicting impending catastrophic events in general. Relevant examples of data analysis in this new time domain have been published during the last decade in a large variety of fields, e.g., Earth Sciences, Biology and Physics. The book explains in detail a series of such examples including the identification of the sudden cardiac death risk in Cardiology, the recognition of electric signals that precede earthquakes, the determination of the time of an impending major mainshock in Seismology, and the analysis of the avalanches of the penetration of magnetic flux into thin films of type II superconductors in Condensed Matter Physics. In general, this book is concerned with the time-series analysis of signals emitted from complex systems by means of the new time domain and provides advanced students and research workers in diverse fields with a sound grounding in the fundamentals of current research work on detecting (long-range) correlations in complex time series. Furthermore, the modern techniques of Statistical Physics in time series analysis, for example Hurst analysis, the detrended fluctuation analysis, the wavelet transform etc., are presented along with their advantages when natural time domain is employed.",N/A,N/A
Tables of Physical and Chemical Constants and Some Mathematical Functions,"['George William Clarkson Kaye', 'Thomas Howell Laby']",1926,['Chemistry'],N/A,N/A,N/A
Sir Isaac Newton,['Edward Neville da Costa Andrade'],1954,['Biography'],N/A,N/A,N/A
The World as I See it,['Albert Einstein'],1934,['Jews'],"Articles, addresses, etc., selected by Alan Harris.",N/A,N/A
QED and the Men who Made it,['Silvan S. Schweber'],1994-04-24,['Biography & Autobiography'],"""In the 1930s, physics was in a crisis. There appeared to be no way to reconcile the new theory of quantum mechanics with Einstein's theory of relativity. In the post-World War II period, four eminent physicists rose to the challenge and developed a calculable version of quantum electrodynamics (QED). This formulation of QED was pioneered by Freeman Dyson, Richard Feynman, Julian Schwinger, and Sin-Itiro Tomonaga, three of whom won the Nobel Prize for their work. Schweber begins with an account of the early work done by physicists such as Dirac and Jordan, and describes the gathering of eminent theorists at Shelter Island in 1947. The rest of his narrative comprises individual biographies of the four physicists, discussions of their major contributions, and the story of the scientific community in which they worked""--Publisher's description.",N/A,N/A
Natural Philosophy of Cause and Chance,['Max Born'],1964,['Physics'],N/A,N/A,N/A
The Sun,['Michael Stix'],1991-05-28,['Science'],"As in all other fields of astronomy, progress in instrumentation and observational techniques has in recent years brought a wealth of new information about the sun. This introduction presents a complete overview of solar physics, of what we know and would like to know. The increasing number of observations of solar pheno- mena on neighbouring stars makes this book valuable not only for students specializing in solar physics but also for researchers interested in stellar structure and the solar-stellar connection.",N/A,N/A
Principia,['Isaac Newton'],1846,['Physics'],N/A,N/A,N/A
Modern Atomic and Nuclear Physics,['Clarence Sharp Cook'],1961,['Science'],N/A,N/A,N/A
Dictionary of Minor Planet Names,['Lutz Schmadel'],2003-08-05,['Science'],"Dictionary of Minor Planet Names, Fifth Edition, is the official reference for the field of the IAU, which serves as the internationally recognised authority for assigning designations to celestial bodies and any surface features on them. The accelerating rate of the discovery of minor planets has not only made a new edition of this established compendium necessary but has also significantly altered its scope: this thoroughly revised edition concentrates on the approximately 10,000 minor planets that carry a name. It provides authoritative information about the basis for all names of minor planets. In addition to being of practical value for identification purposes, this collection provides a most interesting historical insight into the work of those astronomers who over two centuries vested their affinities in a rich and colorful variety of ingenious names, from heavenly goddesses to more prosaic constructions. The fifth edition serves as the primary reference, with plans for complementary booklets with newly named bodies to be issued every three years.",5,N/A
"On Motion, and On Mechanics",['Galileo Galilei'],1960,['Science'],N/A,N/A,N/A
No Shadow of a Doubt,['Daniel Kennefick'],2021-03-09,['Biography & Autobiography'],"On their 100th anniversary, the story of the extraordinary scientific expeditions that ushered in the era of relativity In 1919, British scientists led extraordinary expeditions to Brazil and Africa to test Albert Einstein's revolutionary new theory of general relativity in what became the century's most celebrated scientific experiment. The result ushered in a new era and made Einstein a global celebrity by confirming his dramatic prediction that the path of light rays would be bent by gravity. Today, Einstein's theory is scientific fact. Yet the effort to weigh light by measuring the gravitational deflection of starlight during the May 29, 1919, solar eclipse has become clouded by myth and skepticism. Could Arthur Eddington and Frank Dyson have gotten the results they claimed? Did the pacifist Eddington falsify evidence to foster peace after a horrific war by validating the theory of a German antiwar campaigner? In No Shadow of a Doubt, Daniel Kennefick provides definitive answers by offering the most comprehensive and authoritative account of how expedition scientists overcame war, bad weather, and equipment problems to make the experiment a triumphant success. The reader follows Eddington on his voyage to Africa through his letters home, and delves with Dyson into how the complex experiment was accomplished, through his notes. Other characters include Howard Grubb, the brilliant Irishman who made the instruments; William Campbell, the American astronomer who confirmed the result; and Erwin Findlay-Freundlich, the German whose attempts to perform the test in Crimea were foiled by clouds and his arrest. By chronicling the expeditions and their enormous impact in greater detail than ever before, No Shadow of a Doubt reveals a story that is even richer and more exciting than previously known.",N/A,N/A
Out of My Later Years,['Albert Einstein'],1967,['Physicists'],N/A,N/A,N/A
Instrumentation Reference Book,['Walt Boyes'],2010,['Computers'],"keeping with the same proven formula of practical advice for real-world applications from some ofthe world's leading authorities on instrumentation, control, and automation."" --Book Jacket.",N/A,N/A
"Encyclopaedia of the History of Science, Technology, and Medicine in Non-Western Cultures",['Helaine Selin'],2008-03-17,['Science'],"Here, at last, is the massively updated and augmented second edition of this landmark encyclopedia. It contains approximately 1000 entries dealing in depth with the history of the scientific, technological and medical accomplishments of cultures outside of the United States and Europe. The entries consist of fully updated articles together with hundreds of entirely new topics. This unique reference work includes intercultural articles on broad topics such as mathematics and astronomy as well as thoughtful philosophical articles on concepts and ideas related to the study of non-Western Science, such as rationality, objectivity, and method. You’ll also find material on religion and science, East and West, and magic and science.",N/A,N/A
The Connexion of the Physical Sciences,['Mary Somerville'],1877,['Physical sciences'],N/A,N/A,N/A
A Theory of Natural Philosophy,['Ruggero Giuseppe Boscovich'],1922,['Physics'],N/A,N/A,N/A
Visual Quantum Mechanics,['Bernd Thaller'],2000-06-22,['Computers'],"""Visual Quantum Mechanics"" uses the computer-generated animations found on the accompanying material on Springer Extras to introduce, motivate, and illustrate the concepts explained in the book. While there are other books on the market that use Mathematica or Maple to teach quantum mechanics, this book differs in that the text describes the mathematical and physical ideas of quantum mechanics in the conventional manner. There is no special emphasis on computational physics or requirement that the reader know a symbolic computation package. Despite the presentation of rather advanced topics, the book requires only calculus, making complicated results more comprehensible via visualization. The material on Springer Extras provides easy access to more than 300 digital movies, animated illustrations, and interactive pictures. This book along with its extra online materials forms a complete introductory course on spinless particles in one and two dimensions.",5,N/A
The Effect of Science on the Second World War,['G. Hartcup'],2000-05-09,['Science'],"The latest advances in science were fully exploited in the Second World War. They included radar, sonar, improved radio, methods of reducing disease, primitive computers, the new science of operational research and, finally, the atomic bomb, necessarily developed like all wartime technology in a remarkably short time. Such progress would have been impossible without the cooperation of Allied scientists with the military. The Axis powers' failure to recognise this was a major factor in their defeat.",N/A,N/A
A Text-book of Physics,['Alexander Wilmer Duff'],1912,['Physics'],N/A,N/A,N/A
NMR in Biomedicine,['Eiichi Fukushima'],1989,['Medical'],"For scientists in physics, chemistry, biology, engineering, medicine, and other disciplines",N/A,N/A
The Three-Body Problem and the Equations of Dynamics,['Henri Poincaré'],2017-05-11,['Mathematics'],"Here is an accurate and readable translation of a seminal article by Henri Poincaré that is a classic in the study of dynamical systems popularly called chaos theory. In an effort to understand the stability of orbits in the solar system, Poincaré applied a Hamiltonian formulation to the equations of planetary motion and studied these differential equations in the limited case of three bodies to arrive at properties of the equations’ solutions, such as orbital resonances and horseshoe orbits. Poincaré wrote for professional mathematicians and astronomers interested in celestial mechanics and differential equations. Contemporary historians of math or science and researchers in dynamical systems and planetary motion with an interest in the origin or history of their field will find his work fascinating.",N/A,N/A
"Fashion, Faith, and Fantasy in the New Physics of the Universe",['Roger Penrose'],2024-10-22,['Mathematics'],"Nobel Prize–winning physicist Roger Penrose questions some of the most fashionable ideas in physics today, including string theory What can fashionable ideas, blind faith, or pure fantasy possibly have to do with the scientific quest to understand the universe? Surely, theoretical physicists are immune to mere trends, dogmatic beliefs, or flights of fancy? In fact, acclaimed physicist and bestselling author Roger Penrose argues that researchers working at the extreme frontiers of physics are just as susceptible to these forces as anyone else. In this provocative book, he argues that fashion, faith, and fantasy, while sometimes productive and even essential in physics, may be leading today's researchers astray in three of the field's most important areas—string theory, quantum mechanics, and cosmology. Arguing that string theory has veered away from physical reality by positing six extra hidden dimensions, Penrose cautions that the fashionable nature of a theory can cloud our judgment of its plausibility. In the case of quantum mechanics, its stunning success in explaining the atomic universe has led to an uncritical faith that it must also apply to reasonably massive objects, and Penrose responds by suggesting possible changes in quantum theory. Turning to cosmology, he argues that most of the current fantastical ideas about the origins of the universe cannot be true, but that an even wilder reality may lie behind them. Finally, Penrose describes how fashion, faith, and fantasy have ironically also shaped his own work, from twistor theory, a possible alternative to string theory that is beginning to acquire a fashionable status, to ""conformal cyclic cosmology,"" an idea so fantastic that it could be called ""conformal crazy cosmology."" The result is an important critique of some of the most significant developments in physics today from one of its most eminent figures.",N/A,N/A
Oliver Lodge and the Liverpool Physical Society,['Peter Rowlands'],1990-01-01,['Science'],"In 1889, Liverpool's first Professor of Physics, Oliver Lodge, was invited to form a society for the cultivation of physics in the city.",N/A,N/A
A Brief History of Time From The Big Bang to Black Holes,['Stephen W. Hawking'],2020-03-04,['Science'],A Brief History of Time: From the Big Bang to Black Holes is a popular-science book on cosmology (the study of the origin and evolution of the universe) by British physicist Stephen Hawking. It was first published in 1988. Hawking wrote the book for readers who have no prior knowledge of the universe and people who are interested in learning.,N/A,N/A
Elements of the Mathematical Theory of Electricity and Magnetism,['Joseph John Thomson'],1909,['Electric power'],N/A,N/A,N/A
The Physics of Music and Color,['Leon Gunther'],2011-09-23,['Science'],"The Physics of Music and Color deals with two subjects, music and color - sound and light in the physically objective sense - in a single volume. The basic underlying physical principles of the two subjects overlap greatly: both music and color are manifestations of wave phenomena, and commonalities exist as to the production, transmission, and detection of sound and light. This book aids readers in studying both subjects, which involve nearly the entire gamut of the fundamental laws of classical as well as modern physics. Where traditional introductory physics and courses are styled so that the basic principles are introduced first and are then applied wherever possible, this book is based on a motivational approach: it introduces a subject by demonstrating a set of related phenomena, challenging readers by calling for a physical basis for what is observed. The Physics of Music and Color is written at level suitable for college students without any scientific background, requiring only simple algebra and a passing familiarity with trigonometry. It contains numerous problems at the end of each chapter that help the reader to fully grasp the subject.",N/A,N/A
Classifying the Cosmos,['Steven J. Dick'],2019-03-21,['Science'],"Since the invention of the telescope 400 years ago, astronomers have rapidly discovered countless celestial objects. But how does one make sense of it all? Astronomer and former NASA Chief Historian Steven J. Dick brings order to this menagerie by defining 82 classes of astronomical objects, which he places in a beginner-friendly system known as ""Astronomy’s Three Kingdoms.” Rather than concentrating on technicalities, this system focuses on the history of each object, the nature of its discovery, and our current knowledge about it. The ensuing book can therefore be read on at least two levels. On one level, it is an illustrated guide to various types of astronomical wonders. On another level, it is considerably more: the first comprehensive classification system to cover all celestial objects in a consistent manner. Accompanying each spread are spectacular historical and modern images. The result is a pedagogical tour-de-force, whereby readers can easily master astronomy’s three realms of planets, stars, and galaxies.",N/A,N/A
"Atoms, Molecules and Photons",['Wolfgang Demtröder'],2009-09-02,['Science'],This introduction to Atomic and Molecular Physics explains how our present model of atoms and molecules has been developed during the last two centuries by many experimental discoveries and from the theoretical side by the introduction of quantum physics to the adequate description of micro-particles. It illustrates the wave model of particles by many examples and shows the limits of classical description. The interaction of electromagnetic radiation with atoms and molecules and its potential for spectroscopy is outlined in more detail and in particular lasers as modern spectroscopic tools are discussed more thoroughly. Many examples and problems with solutions should induce the reader to an intense active cooperation.,N/A,N/A
The Nature of the Physical World,['Arthur Eddington'],2012-10-04,['History'],"This book contains lectures given by Sir Arthur Eddington in 1927 on such subjects as the theory of relativity, quantum theory and thermodynamics.",N/A,N/A
