title,authors,publishedDate,categories,description,averageRating,textSnippet,language
The Last List of Mabel Beaumont,['Laura Pearson'],2023-08,[],"The list he left had just one item on it. Or, at least, it did at first... Mabel Beaumont's husband Arthur loved lists. He'd leave them for her everywhere. 'Remember: eggs, butter, sugar'. 'I love you: today, tomorrow, always'. But now Arthur is gone. He died: softly, gently, not making a fuss. But he's still left her a list. This one has just one item on it though: 'Find D'. Mabel feels sure she knows what it means. She must track down her best friend Dot, who she hasn't seen since the fateful day she left more than sixty years ago. It seems impossible. She doesn't even know if Dot's still alive. Also, every person Mabel talks to seems to need help first, with missing husbands, daughters, parents. Mabel finds her list is just getting longer, and she's still no closer to finding Dot. What she doesn't know is that her list isn't just about finding her old friend. And that if she can admit the secrets of the past, maybe she could even find happiness again... A completely heartbreaking, beautiful, uplifting story, guaranteed to make you smile but also make you cry. Perfect for fans of My Name is Ove, Eleanor Oliphant is Completely Fine, and The Keeper of Stories. Readers are absolutely loving The Last List of Mabel Beaumont: 'I've just finished The Last List of Mabel Beaumont. Be still my beating heart. I've smiled and I've cried and everything in between. Most importantly I've learned... I'd give it 10 stars if I could.' Nicki's Book Blog 'This beautifully written story of friendship, love, loss and second chances captured my heart. It's a tender and uplifting read and I adored Mabel and her unlikely gang of colourful characters. If you enjoy a book that leaves you feeling warm, hopeful, and satisfied, The Last List of Mabel Beaumont is definitely for you.' Lisa Timoney, author 'I absolutely loved this book... I adore an older protagonist who's portrayed as a real person, with opinions and regrets, and who is feisty and not afraid to speak her mind. The story is like a warm hug - but it had spark and wit and humour too. I loved it, and was bereft when I finished it (far too) late last night!... Gorgeous!' Clare Swatman, author 'Well, I finished this in the same 24 hours as I started it. Oh... what a beautiful story and an amazing cast of characters. Poignant and inspiring!' Jennie Godfrey, author 'Such a poignant story. Brought a lump to my throat in many places... Will really appeal to fans of Joanna Cannon.' Karen Angelico, author",N/A,N/A,en
Beyond the Secret,['Lisa Love'],2007,['Self-Help'],"The book The Secret brought the Law of Attraction to a vast new audience. Beyond the Secret takes the concept a step further, explaining how to align with your own Spirit so you can use the very powerful Law of Attraction truthfully and securely--ensuring that what you wish for is actually good for your Self--Provided by publisher.",N/A,N/A,en
Coffin Road,['Peter May'],2017-11-07,['Fiction'],"A man stands bewildered on a deserted beach on the Hebridean Isle of Harris. He cannot remember who he is. He is physically shaken, borderline hypothermic, and overwhelmed by fear and uncertainty. The only clue to his identity is a folded map of a path named The Coffin Road. He does not know where this search will take him. A detective from across the border in Lewis sits aboard a boat, filled with doubt. DS George Gunn knows that a bludgeoned corpse has been discovered on a remote rock twenty miles offshore. Though, having grown used to a quiet and predictable routine, he does not know whether he has what it takes to uncover how and why. A teenage girl lies in her Edinburgh bedroom, desperate to discover the truth about her father. Two years on from the pioneering scientist's disappearance, Karen Fleming still cannot accept that he would wilfully abandon her, regardless of the extreme pressure placed on him by his research. She does not know his secret. Coffin Road plots three perilous journeys toward the same poisoned skeleton. It is a story about self-discovery and self-determination, and their ability to bury the evils of self-doubt and self-interest. Yet above all it is an unforgettable crime thriller proving, beyond doubt, that it is what you don't know that can kill you.",N/A,N/A,en
Silence,['Natasha Preston'],2018-08-10,['Fiction'],"For eleven years, Oakley Farrell has been silent. At the age of five, she stopped talking, and no one seems to know why. Refusing to communicate beyond a few physical actions, Oakley remains in her own little world. Bullied at school, she has just one friend, Cole Benson. Cole stands by her, refusing to believe that she is not perfect the way she is. Over the years, they have developed their own version of a normal friendship. However, will it still work as they start to grow even closer? When Oakley is forced to face someone from her past, can she hold her secret in any longer?",N/A,N/A,en
Cold Case Scandal,['Nicole Helm'],2024-06-25,['Fiction'],"With bullets raining fire around them He'll risk everything to keep her safe When Mary Hudson meets Walker Daniels--under gunfire, no less--the cautious cold case investigator becomes entrenched in his mother's decades-old unsolved murder case. But giving the alpha maverick and his siblings a safe haven at her family ranch only magnifies her attraction to him. Until Walker's sister reveals a secret tie to a powerful senator, challenging everything they thought they knew... From Harlequin Intrigue: Seek thrills. Solve crimes. Justice served. Discover more action-packed stories in the Hudson Sibling Solutions series. All books are stand-alone with uplifting endings but were published in the following order: Book 1: Cold Case Kidnapping Book 2: Cold Case Identity Book 3: Cold Case Investigation Book 4: Cold Case Scandal",N/A,N/A,en
The Long Game,['Rachel Reid'],2022-04-26,['Fiction'],"The sequel is finally here! Shane and Ilya's story, first seen in Heated Rivalry, continues in this long-awaited hockey romance from Rachel Reid. ""Reid's hockey-themed Game Changers series continues on its red-hot winning streak...[An] irresistible mix of sports, sex, and romance."" --Publishers Weekly, starred review for Common Goal To the world they are rivals, but to each other they are everything. Ten years. That's how long Shane Hollander and Ilya Rozanov have been seeing each other. How long they've been keeping their relationship a secret. From friends, from family...from the league. If Shane wants to stay at the top of his game, what he and Ilya share has to remain secret. He loves Ilya, but what if going public ruins everything? Ilya is sick of secrets. Shane has gotten so good at hiding his feelings, sometimes Ilya questions if they even exist. The closeness, the intimacy, even the risk that would come with being open about their relationship...Ilya wants it all. It's time for them to decide what's most important--hockey or love. It's time to make a call. Game Changers Book 1: Game Changer Book 2: Heated Rivalry Book 3: Tough Guy Book 4: Common Goal Book 5: Role Model Book 6: The Long Game",N/A,N/A,en
You'll Never Find Me,['Allison Brennan'],2024-06-25,['Fiction'],"Nothing brings family together like crime. Working alone as a private investigator is tough. Estranged from her PI family, Margo Angelhart does what she must to get by--including taking on sordid cases that pay the bills, even if she'd rather be helping those the justice system has failed. That is, until a cheating husband case she's working intersects with her siblings' corporate espionage investigation, forcing Margo to cooperate with the Angelhart firm. Now, as the siblings compare notes, it's clear they need to work together before a white-collar crime escalates to murder. With far more questions than answers and a key suspect on the run, they'll need the whole family to pitch in. But as they investigate the ever-twisting mystery, Margo isn't sharing everything. Can she learn to trust her family and heal their once-close relationship before her secrets put those she loves most in danger?",N/A,N/A,en
Just Last Night,['Mhairi McFarlane'],2021-05-04,['Fiction'],"International bestseller Mhairi McFarlane explores lifelong friendships, long-buried secrets, and unexpected love in a heartfelt, emotional new novel, perfect for fans of Evvie Drake Starts Over, The Two Lives of Lydia Bird, or In Five Years. Eve, Justin, Susie, and Ed have been friends since they were teenagers. Now in their thirties, the four are as close as ever, Thursday night bar trivia is sacred, and Eve is still secretly in love with Ed. Maybe she should have moved on by now, but she can't stop thinking about what could have been. And she knows Ed still thinks about it, too. But then, in an instant, their lives are changed forever. In the aftermath, Eve's world is upended. As stunning secrets are revealed, she begins to wonder if she really knew her friends as well as she thought. And when someone from the past comes back into her life, Eve's future veers in a surprising new direction... They say every love story starts with a single moment. What if it was just last night?",N/A,N/A,en
Beyond the Secret,['Alexandra Bruce'],2007,"['Body, Mind & Spirit']","A guide to Rhonda Byrne's ""The Secret"" explores the true meaning of the book and film, discussing the teachings and influence on Byrne of the New Thought movement, classic self-help books, and contemporary self-improvement experts.",N/A,N/A,en
Before the Fall,['Noah Hawley'],2021-12-07,[],"One-time-only printing at a special discount price: the acclaimed, bestselling thriller about the only two survivors of a devastating plane crash from Noah Hawley, author of the forthcoming Anthem (GCP, 01/18/22). On a foggy summer night, eleven people--ten privileged residents, one down‑on‑his‑luck painter--depart Martha's Vineyard on a private jet headed for New York. Sixteen minutes later, the unthinkable happens: the plane plunges into the ocean. The only survivors are Scott Burroughs--the painter--and a four‑year‑old boy, who is now the last remaining member of an immensely wealthy and powerful media mogul's family. With chapters weaving between the aftermath of the crash and the backstories of the passengers and crew members--including a Wall Street titan and his wife, a Texan‑born party boy just in from London, a young woman questioning her path in life, and a career pilot--the mystery surrounding the tragedy heightens. As the passengers' intrigues unravel, odd coincidences point to a conspiracy. Was it merely by dumb chance that so many influential people perished? Or was something far more sinister at work? Events soon threaten to spiral out of control in an escalating storm of media outrage and accusations. And while Scott struggles to cope with fame that borders on notoriety, the authorities scramble to salvage the truth from the wreckage. Amid pulse‑quickening suspense, the fragile relationship between Scott and the young boy glows at the heart of this stunning novel, raising questions of fate, human nature, and the inextricable ties that bind us together.",N/A,N/A,en
Echoes of You,['Catherine Cowles'],2023-05-02,[],"Nash Hartley has always been my everything: Protector. Partner in crime. Best friend. The person who was there for me in my darkest hour. But my heart wanted so much more. So, when I knew for certain Nash didn't feel the same about me, I tried to move on. What a mistake that turned out to be. Now, I'm back in our small town, desperate to escape my living nightmare, and the only person I want to see is him. As secrets are revealed, and Nash finds out what happened to me, he'll do anything to keep me safe. But there are those who will do anything to stop him, and this time neither of us may make out alive...",N/A,N/A,en
The Loyal Friend,['A. A. Chaudhuri'],2023-06-20,['Fiction'],"In this group of wealthy, mysterious friends, she has your back...and may stab you in it. Pampered Susan is living the perfect life in leafy Kingston, London, but she'll never let anyone see the darkness she's concealing behind the diamonds and rosé. Grace is new to the group, seemingly the perfect wife and mom, yet no one knows what’s happening behind closed doors. Loner Natalie hides the pain of her childhood behind a carefully ordered life, but how long can the past stay hidden? These three unlikely friends are brought together for a weekly class run by a beautiful, friendly instructor, Jade. But when Jade goes missing under mysterious circumstances, the group starts to unravel. And as their darkest secrets come to light, it seems that no one can be trusted...even their closest friends.",N/A,N/A,en
Water,['John Boyne'],2023,['Fiction'],"The first thing Vanessa Carvin does when she arrives on the island is change her name. To the locals, she is Willow Hale, a solitary outsider escaping Dublin to live a hermetic existence in a small cottage, not a notorious woman on the run from her past. But scandals follow like hunting dogs. And she has some questions of her own to answer. If her ex-husband is really the monster everyone says he is, then how complicit was she in his crimes? Escaping her old life might seem like a good idea but the choices she has made throughout her marriage have consequences. Here, on the island, Vanessa must reflect on what she did - and did not do. Only then can she discover whether she is worthy of finding peace at all.",N/A,N/A,en
A Friend in the Dark,['Samantha M. Bailey'],2024-01-16,['Fiction'],N/A,N/A,N/A,en
The Water Keeper,['Charles Martin'],2021-02-09,[],"New York Times and USA TODAY bestselling author Charles Martin's riveting story of heroism, heartache, and the power of love to heal all wounds---now available in trade paper!",N/A,N/A,en
By Stealth,['Colin Forbes'],1993,['Fiction'],"Paula Grey has her first inkling of danger when a boat vanishes in fog off Lymington, its sole occupant drifts ashore, dead. Then a British naval commander warns Tweed that vessels are disappearing. How are these and other factors related? By the author of Cross of Fire.",N/A,N/A,en
The Final Act of Juliette Willoughby,['Ellery Lloyd'],2024-06-11,['Fiction'],"The gripping follow up to the ""smart, stylish, and savage"" (People) New York Times bestseller and Reese's Book Club pick The Club--a twisty mystery involving a cursed wealthy family and a Surrealist painting which holds the key to three suspicious deaths over the course of a century. Some women won't be painted out of history . . . Everybody knows that in 1938, runaway heiress artist Juliette Willoughby perished in an accidental studio fire in Paris, alongside her masterpiece Self Portrait As Sphinx. Fifty years later, two Cambridge art history students are confounded when they stumble across proof that the fire was no accident but something more sinister. What they uncover threatens the very foundation of Juliette's aristocratic family and revives rumors of the infamous curse that has haunted the Willoughbys for generations. But what does their discovery mean? And how is it connected to a brutal murder in present-day Dubai? A tale of love and madness, obsession and revenge, The Final Act of Juliette Willoughby unravels the riddle posed by a Sphinx who refuses to reveal her secrets . . .",N/A,N/A,en
Secret Contract,['Dana Marton'],2007,['Fiction'],"Agent Nick Tarasov had been tasked withmentoring and protecting newly recruitedCarly Jones. Past assignments had proven he wasup to the challenge...but Carly was more thanhe'd bargained for. The beautiful blonde with thesecretive past had agreed to this mission withnothing left to lose: track down an internationalcriminal before more people died. But partneringup and spending long nights together was turningtheir professional relationship much too personal. And when Carly's life was threatened, Nick knewkeeping the two separate was vital--for morereasons than he was willing to admit....",N/A,N/A,en
Dava Shastri's Last Day,['Kirthana Ramisetti'],2022-09-27,['Fiction'],"In this novel ""full of music, magnetism, and familial obligation"" (Emma Straub, author of All Adults Here) a dying billionaire matriarch leaks news of her death early so she can examine her legacy--a decision that horrifies her children and inadvertently exposes secrets she has spent a lifetime keeping. Dava Shastri, one of the world's wealthiest women, has always lived with her sterling reputation in mind. A brain cancer diagnosis at the age of seventy, however, changes everything, and Dava decides to take her death--like all matters of her life--into her own hands. Summoning her four adult children to her private island, she discloses shocking news: in addition to having a terminal illness, she has arranged for the news of her death to break early, so she can read her obituaries. As someone who dedicated her life to the arts and the empowerment of women, Dava expects to read articles lauding her philanthropic work. Instead, her ""death"" reveals two devastating secrets, truths she thought she had buried forever. And now the whole world knows, including her children. In the time she has left, Dava must come to terms with the decisions that have led to this moment--and make peace with those closest to her before it's too late. Compassionately written and chock-full of humor and heart, this powerful novel examines public versus private legacy, the complexities of love, and the never-ending joys--and frustrations--of family. Includes a Reading Group Guide. A Good Morning America and Lilly Singh's Lilly Library Book Club pick Most anticipated in fall 2021 by TIME, The Washington Post, Bustle, Goodreads, and Debutiful - An Indie Next Pick - A Publishers Marketplace Buzz Book for Fall/Winter 2021 - Longlisted for the 2021 Center for Fiction First Novel Prize",N/A,N/A,en
Hold on Tight,"['Michael Poryes', 'Richard Correll', ""Barry O'Brien"", 'Steven James Meyer']",2007,['Secret'],Miley is worried about her grade in drama class when she gets paired up with Oliver who is known for his odd behavior. Hannah Montana is asked to sing the national anthem but she suddenly forgets the words.,N/A,N/A,ms
"Liar, Dreamer, Thief",['Maria Dong'],2024-01-09,[],"A young woman's carefully constructed fantasy world implodes in this brilliantly conceived novel that blurs distinctions between right and wrong, comedy and tragedy, imagination and reality: ""Surreal . . . filled with technicolor lies and terrible truths"" (Alix E. Harrow, New York Times bestselling and Hugo-award winning author). Most Anticipated by CrimeReads - Good Housekeeping - BookRiot - Goodreads - Bookish - OverDrive An Aardvark Book Club pick Katrina Kim may be broke, the black sheep of her family, and slightly unhinged, but she isn't a stalker. Her obsession with her co-worker, Kurt, is just one of many coping mechanisms--like her constant shape and number rituals, or the way scenes from her favorite children's book bleed into her vision whenever she feels anxious or stressed. But when Katrina finds a cryptic message from Kurt that implies he's aware of her surveillance, her tenuous hold on a normal life crumbles. Driven by compulsion, she enacts the most powerful ritual she has to reclaim control--a midnight visit to the Cayatoga Bridge--and arrives just in time to witness Kurt's suicide. Before he jumps, he slams her with a devastating accusation: his death is all her fault. Horrified, Katrina combs through the clues she's collected about Kurt over the last three years, but each revelation uncovers a menacing truth: for every moment she was watching him, he was watching her. And the past she thought she'd left behind? It's been following her more closely than she ever could have imagined. A gripping page-turner, as well as a sensitive exploration of mental health, Liar, Dreamer, Thief is an intimate portrayal of life in all its complexities--and the dangers inherent in unveiling people's most closely guarded secrets. Includes a Reading Group Guide.",N/A,N/A,en
Super Powereds,['Drew Hayes'],2018-02-20,[],"The final year at Lander has finally arrived for the Melbrook students and their peers, and with it comes a whole new set of challenges. Still reeling from the events of their junior year, the remaining students will have to push past their pain - and so much more - if they hope to be one of the ten to claim the title of Hero upon graduation. Constant tests and trials await the senior students. Beyond simulated missions and classes, they'll also have to buckle down to learn about agents, prospective teams, internships, and other seemingly endless elements of being a Hero. For some, however, the classroom is only one aspect of the trouble that lies ahead. Long-buried secrets have been unearthed; old mysteries are finally unraveling; and what lies at the center of it all has the potential to rock the realm of Heroes to its very foundation.",N/A,N/A,en
Dirty Little Secrets,['Jo Spain'],2020-03-31,['Fiction'],"FROM THE NUMBER ONE BESTSELLING AUTHOR OF THE CONFESSION Six neighbours, six secrets, six reasons to want Olive Collins dead. In the exclusive gated community of Withered Vale, people's lives appear as perfect as their beautifully manicured lawns. Money, success, privilege - the residents have it all. Life is good. There's just one problem. Olive Collins' dead body has been rotting inside number four for the last three months. Her neighbours say they're shocked at the discovery but nobody thought to check on her when she vanished from sight. The police start to ask questions and the seemingly flawless facade begins to crack. Because, when it comes to Olive's neighbours, it seems each of them has something to hide, something to lose and everything to gain from her death. The new psychological thriller from the bestselling author of The Confession, perfect for fans of Liane Moriarty. See what everyone is saying about Jo Spain, the hottest new name in psychological thrillers: 'Enthralling' JP Delaney 'Chilling' Sunday Times 'Arresting' Sunday Express 'Brilliant' BA Paris 'Gripping' Best 'Compulsive' Sunday Mirror 'Addictive' Michelle Frances 'Refreshing' Express",N/A,N/A,en
Moonburner,['Claire Luana'],2017-08,['Young Adult Fiction'],Her world would destroy her for what she is. Not if she breaks it first...,N/A,N/A,en
Things I Wanted to Say,['Monica Murphy'],2023-11-28,['Fiction'],"From New York Times bestselling author Monica Murphy comes a brand new dark and twisted bully romance full of secrets and lies... Whit Lancaster burst into my life like a storm. Dark and thunderous, furious and fierce. Cold, heartless, and devastatingly beautiful, like the statues in our prep school gardens. The school with his family name on the sign. He can do no wrong here. This is his domain. He’s a menace on campus. Adored and feared. Hated and respected. His taunting words carve into my skin, shredding me to ribbons. Yet his intense gaze scorches my blood, fills me with a longing I don’t understand. When he comes to my rescue one night, he ends up broken. Bleeding. My instincts scream to leave and let him suffer, but I can’t. I sneak him into my room. Clean him up. Fall for his lies. Let him possess every single part of me until I’m the one left a gasping, broken mess. Then he leaves me alone in the dead of night, taking my journal with him. Now he knows all my secrets. My hate. My truth. And he promises to use my words against me. I’ll be ruined if my darkest secret gets out. That’s when I strike a bargain with the devil. I’ll let Whit Lancaster ruin me behind closed doors instead. Each book in the Lancaster Prep series is STANDALONE: * Things I Wanted to Say * A Million Kisses in Your Lifetime * Promises We Meant to Keep * I’ll Always Be With You * You Said I Was Your Favorite",N/A,N/A,en
Lady of Darkness,['Melissa K Roehrich'],2023-04-17,[],"Owned by a ruthless Assassin Lord, Scarlett Monrhoe and her two sisters have been trained since they were children to torture and take life. They are the most feared trio on the continent, but they are also wild and unpredictable. A tragic night has Scarlett finding herself locked away in a noble's household, trapped and forgotten, until she is ready to fall in line. Until the day she is presented with a job. If she completes the assignment, her payment will be something she has coveted for ten years: revenge against the Fae Fire Prince who brutally killed her mother. Is she willing to sacrifice her ideals for retribution? But when children begin disappearing from her home, all her plans are put on hold as she races to save the most innocent. With the help of old friends, a jilted lover, and a mysterious newcomer who claims the magic of the Fae is possible in the mortal lands, Scarlett delves into the darkest corners of the world. Forgotten secrets will come to light, and she will discover the darkness extends far beyond her own kingdom.",N/A,N/A,en
The Wife You Know,['Chad Zunker'],2024-02-27,['Fiction'],N/A,N/A,N/A,en
A Game of Romance and Ruin,['Ruby Roe'],2023-06-22,[],"In a game of power, can love be the deadliest weapon? Stirling Grey, a legendary negotiator, is on a mission: to mend her broken heart and avenge its ruin. Morrigan Lee, a hidden princess and heir to the throne, is harbouring a dark secret. For years, Stirling and Morrigan navigated the perilous games of power and politics, shared clandestine moments, and ultimately... fell in love... Until a deal with fate forced them apart. When the Queen sets a formidable challenge, Stirling and Morrigan are thrust into a treacherous labyrinth of danger. The task? Protect the kingdom from a terrifying threat or lose the crown forever. But this is not a simple mission. With the clock ticking, they're going to have to trust each other... And that's not easy when their past is filled with betrayal. It's even harder when their hearts are entangled amidst the chaos. Now, neither woman is sure if it's the throne they want to rescue or a love they want to rekindle. Two hearts, one kingdom, and a romance that could lead to their ruin... or just maybe their redemption. This is a spicy lesbian fantasy romance with second chances, ruinous secrets, found family, a masquerade ball, a long con, and a love that could either shatter a kingdom or save it.",N/A,N/A,en
A Newlywed's Guide to Fortune and Murder,['Dianne Freeman'],2024-03,[],"With her new husband George busy on a special mission for the British Museum, Frances has taken on an assignment of her own. The dowager Viscountess Winstead needs someone to sponsor her niece, Kate, for presentation to Queen Victoria. Frances -- who understands society's quirks and constraints as only an outsider can -- is the perfect candidate.",N/A,N/A,en
My Other Husband,['Dorothy Koomson'],2023-04-13,['Brighton (England)'],"Writing is all she's ever wanted to do, and baking and murder stories have proved a winning combination. But now she has decided to walk away from it all, including divorcing her husband, Wallace before her past secrets catch up with her. As Cleo drafts the final ever episodes of the series, people she knows start getting hurt. And it's soon clear that someone is trying to frame her for murder. She thinks she knows why, but Cleo can't tell the police or prove her innocence. Because then she'd have to confess about her other husband.",N/A,N/A,en
