title,authors,publishedDate,categories,description,averageRating,textSnippet,language
Little Red Cap,"['Jacob Grimm', 'Wilhelm Grimm']",1995,['Fairy tales'],A little girl meets a hungry wolf in the forest while on her way to visit her sick grandmother.,N/A,N/A,en
"Sun and Moon, Ice and Snow",['Jessica Day George'],2008-01-08,['Juvenile Fiction'],A girl travels east of the sun and west of the moon to free her beloved prince from a magic spell.,5,N/A,en
Argonauts of the Western Pacific,['Bronislaw Malinowski'],1953,['Barter'],N/A,N/A,N/A,en
The Princess and the Pea,"['Floie Rosa', 'Margrete Lamond', 'Hans Christian Andersen']",2014,"[""Children's stories""]",One of Hans Christian Andersen's best-loved fairy tales is given a sprightly and irreverent retelling along with delightful illustrations It isn't easy being a prince. Mainly because a prince has to find a perfect princess that he can marry. And how can a prince know whether a princess is real and true? There's only one way to find out.,N/A,N/A,en
The Story of King Arthur and His Knights,['Howard Pyle'],1989-02,['Juvenile Fiction'],"Relates how Arthur became king, won a queen, and came to establish the Round Table.",N/A,N/A,en
Curious Customs,['Tad Tuleja'],1999,['Social Science'],"From the sublime to the ridiculous, Curious Customs scrutinizes every kind of social behavior from etiquette, mating and marriage to rites of passage and dress codes.",N/A,N/A,en
The Arabian Nights (AmazonClassics Edition),['Andrew Lang'],2017-09-05,['Arabs'],"The vengeful King Schahriar agrees to stave off the execution of Queen Scheherazade until she finishes a particularly compelling story. Her plan? Bleed one tale into another. Through fanciful histories, romances, tragedies, comedies, poems, riddles, and songs, Scheherazade prolongs her life by holding the king's rapt attention. With origins in Persian and Eastern Indian folklore, the stories of The Arabian Nights have been reworked, reshaped, revised, collected, and supplemented throughout the centuries by various authors and scholars--and are continually redefined by the modern translations of the Western world. AmazonClassics brings you timeless works from the masters of storytelling. Ideal for anyone who wants to read a great work for the first time or rediscover an old favorite, these new editions open the door to literature's most unforgettable characters and beloved worlds. Revised edition: Previously published as The Arabian Nights, this edition of The Arabian Nights (AmazonClassics Edition) includes editorial revisions.",N/A,N/A,en
The Seven Ravens,['Brothers Grimm'],2012-05-11,['Comics & Graphic Novels'],"Jacob Grimm ( 4th Jan 1785 - 20th Sept 1863) And Wilhelm Grim ( 24th Feb 1786 - 16th Dec 1859), German Brothers Renowned As 'The Grimm Brothers'. They Were German Academic, Authors, Linguists, And Researchers. They Have Many Classic Fairy Stories And Published Them Under The Name Of 'Grimm's Fairy Tales'. Their Famous Stories Are 'The Golden Bird, Hans In Luck, Jorinda And Jorindel, The Travelling Musicians, Old Sultan, The Straw, The Coal, And The Bean, Briar Rose, The Dog And The Sparrow, The Twelve Dancing Princesses, The Fisherman And His Wife, The Willow-Wren And The Bear, The Frog-Prince, Cat And Mouse In Partnership, The Goose-Girl, The Adventures Of Chanticleer And Partlet, Rapunzel, Fundevogel, The Valiant Little Tailor, Hansel And Gretel, Mother Holle, Little Red-Cap [Little Red Riding Hood], The Robber Bridegroom, Tom Thumb, Rumpelstiltskin, Clever Gretel, The Old Man And His Grandson, The Little Peasant, Frederick And Catherine, Sweetheart Roland, Snowdrop, The Pink, Lever Elsie, The Miser In The Bush, Ashputtel, The White Snake, The Wolf And The Seven Little Kids.",N/A,N/A,en
Beautiful Blackbird,['Ashley Bryan'],2024-05-07,['Juvenile Fiction'],"With vibrant cut-paper collages, a Coretta Scott King Award-winner presents an adaptation of a folktale from Zimbabwe that celebrates the importance of appreciating one's own inner beauty. Full color.",N/A,N/A,en
The Elves and the Shoemaker,"['Jacob Grimm', 'Wilhelm K. Grimm']",1998,['Fiction'],A pair of industrious elves bring prosperity to a kindly shoemaker and his wife.,N/A,N/A,en
Grimms' Complete Fairy Tales,"['Grimm Jacob 1785-1863', 'Wilhelm Grimm']",2018-10-15,[],"This work has been selected by scholars as being culturally important and is part of the knowledge base of civilization as we know it. This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. To ensure a quality reading experience, this work has been proofread and republished using a format that seamlessly blends the original graphical elements with text in an easy-to-read typeface. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.",N/A,N/A,en
Macedonian Folklore,['George Frederick Abbott'],1903,['Folklore'],N/A,5,N/A,en
The Brave Little Tailor,"['Jacob Grimm', 'Wilhelm Grimm']",1989,['Juvenile Fiction'],"The Brave Little Tailor is a reinforced, library bound book in The Child's World series Classic Tales.",N/A,N/A,en
The Gingerbread Boy,['Paul Galdone'],2009-12-15,['Juvenile Fiction'],"With lively illustrations full of spunk and humor, this classic retelling takes readers on an adventure-packed ride with one of literature’s most beloved characters.",N/A,N/A,en
The Shoemaker and the Elves,"['Jacob Grimm', 'Wilhelm Grimm']",1960,['Juvenile Fiction'],"The beloved story of a poor shoemaker, kindhearted elves, and the giving spirit of Christmas.",N/A,N/A,en
The Lion and the Mouse,['Blake Hoena'],2018-10-06,['Juvenile Nonfiction'],"A modern song retells the fable of the tiny mouse that helps a mighty lion, who had once showed him mercy, escape from a trap. Includes a brief introduction to Aesop, sheet music, glossary, discussion questions, and further reading.",N/A,N/A,en
The Lion and the Mouse,['Bernadette Watts'],2007,['Fables'],"A reckless mouse accidentally scampers across a sleeping lion's paw. The lion awakens with a roar, but he lets the mouse go free. In gratitude, the mouse promises to help the lion if he is ever in need. The lion laughs at the very idea, but sometimes even a little mouse can be strong, and even a lion can be helpless.",N/A,N/A,en
Little Red Riding Hood,"['Parragon, Incorporated', 'Ronne Randall']",2006,['Juvenile Fiction'],A little girl meets a hungry wolf in the forest while on her way to visit her sick grandmother.,N/A,N/A,en
The Handbook of Folklore,['George Laurence Gomme'],1890,['Folklore'],N/A,4,N/A,en
English Readers: the Little Mermaid,['Mairi MACKINNON'],2018,['Juvenile Fiction'],The Usborne English Readers series is a new range of graded readers in simplified English for younger learners. They include activities glossaries and a full audio recording of th text in both British English and American English.,N/A,N/A,en
Epossumondas,['Coleen Salley'],2016,['Juvenile Fiction'],A retelling of a classic tale in which a well-intentioned young possum continually takes his mother's instructions much too literally.,N/A,N/A,en
Hansel and Gretel,"['Jacob Grimm', 'Wilhelm Grimm']",1978,['Juvenile Nonfiction'],"When they are left in the woods by their parents, two children find their way home despite an encounter with a wicked witch.",N/A,N/A,en
Folklore,"['Dan Ben-Amos', 'Kenneth S. Goldstein']",1975,['Language Arts & Disciplines'],"No detailed description available for ""Folklore"".",N/A,N/A,en
Argonauts of the Western Pacific,['Bronislaw Malinowski'],2013-10-11,['History'],"This classic text examines the extensive and complex trading system maintained by the Trobriand islanders. While the main theme is economics and social organization, the power of magic, mythology and folklore are also examined.",N/A,N/A,en
The Seven Ravens,"['Laura Geringer', 'Jacob Grimm', 'Wilhelm Grimm']",1994,['Juvenile Nonfiction'],A little girl walks to the end of the world to find her seven brothers and free them from enchantment.,N/A,N/A,en
The Steadfast Tin Soldier,"['Hans Christian Andersen', 'Tor Seidler']",1992,['Fairy tales'],The perilous adventures of a toy soldier who loves a paper dancing girl culminates in tragedy for both of them,N/A,N/A,en
The Lilac Fairy Book,['Andrew Lang'],2013-01-30,['Fiction'],"Andrew Lang's Fairy Books - also known as Andrew Lang's ""Coloured"" Fairy Books or Andrew Lang's Fairy Books of Many Colors - are a series of twelve collections of fairy tales, published between 1889 and 1910. Each volume is distinguished by its own color. In all, 437 tales from a broad range of cultures and countries are presented.",N/A,N/A,en
Black Culture and Black Consciousness,['Lawrence W. Levine'],2007,['Social Science'],"When this book first appeared in 1977, it marked a revolution in the understanding of African American history. Contrary to prevailing ideas at the time, which held that African culture disappeared quickly under slavery and that black Americans had little group pride, history, or cohesiveness, the author uncovered a rich and complex African American oral tradition, including songs, proverbs, jokes, folktales, and long narrative poems called toasts--work that dated from before and after emancipation. The fact that these ideas and sources seem so commonplace now is in large part due this book and the scholarship that followed in its wake. A landmark work that was part of the ""cultural turn"" in American history, this book profoundly influenced an entire generation of historians.",N/A,N/A,en
Folk Groups and Folklore Genres,['Elliott Oring'],1986,['Social Science'],"Oring's introductory folklore text consists of a series of essays by leading scholars that give the student a solid sense of major folklore topics and interpretive techniques. Since 1986, when it was first published, this book has met the need for good instructional material at a time of tremendous growth in folklore programs and introductory courses in colleges and universities around the world.",N/A,N/A,en
A Journey in Southern Siberia,['Jeremiah Curtin'],1909,['Buriats'],N/A,N/A,N/A,en
A Treasury of Mississippi River Folklore,['Benjamin Albert Botkin'],1955,['Folklore'],"Here in one book you have the best of a hundred and fifty years of river lore and stories, short and pointed or tall and rip-roaring--spell-binders, rib-ticklers, eye-openers--touched with romance and nostalgia, rich in epic and drama.",N/A,N/A,en
The Nine Books of the Danish History of Saxo Grammaticus...,['Saxo (Grammaticus)'],1906,['Denmark'],N/A,N/A,N/A,en
Oral Tradition,['Jan Vansina'],1965,['Africa'],N/A,N/A,N/A,en
Snow White,"['Jacob Grimm', 'Lily Murray', 'Wilhelm Grimm']",2018-10,['Juvenile Nonfiction'],"""Snow White"" is about the fairest princess in the land and the wicked queen determined to destroy her; the seven dwarves who welcome her into their home and a poison apple.",N/A,N/A,en
The Fisherman and His Wife,"['Jacob Grimm', 'Wilhelm Grimm', 'Randall Jarrell']",1980-01-01,['Juvenile Nonfiction'],The fisherman's greedy wife is never satisfied with the wishes granted to them by an enchanted fish.,N/A,N/A,en
The Tale of Johnny Town-mouse,['Beatrix Potter'],1946,['Braille books'],"Timmy Willie, a country mouse, and Johnny Town-Mouse, find that each likes his own home best.",N/A,N/A,en
Textualising the Siri Epic,['Lauri Honko'],1998,"['Epic poetry, Indic']","How does an illiterate singer produce a long oral epic? What is the origin of his ""text"", available only for a fleeting moment at its performance? How can a multifaceted oral performance be transformed into a book? The primary oral textualization and the secondary written codification of the Siri epic, 15,683 lines, are described in detail in the present volume on the basis of recent fieldwork among the speakers of Tulu, a Dravidian language, in southern Karnataka, India. The ""oral author"", Mr Gopala Naika, is one of the many talented singers of oral epics in Tulunaadu and a possession priest in rituals which use oral epics as their mythical charter and a source of mental therapy.",N/A,N/A,en
The Lion and the Mouse,"['Aesop', 'Ed Young']",1980-02-01,['Juvenile Nonfiction'],Recounts the tale of the tiny mouse who helped the mighty lion when he became ensnared by hunters.,N/A,N/A,en
A Dictionary of Superstitions,"['Iona Opie', 'Moira Tatem']",1992,['Language Arts & Disciplines'],"This is an account of the wide range of folk beliefs that have survived into our own age. The entries, arranged alphabetically by key word, cover every aspect of life and include spells, cures, rituals, taboos, charms and omens.",N/A,N/A,en
South Asian Folklore,"['Peter Claus', 'Sarah Diamond', 'Margaret Mills']",2015-10-12,['Folklore'],"First Published in 2003. Routledge is an imprint of Taylor & Francis, an informa company.",N/A,N/A,en
