title,authors,publishedDate,categories,description,averageRating,textSnippet
"Absolutely, Positively Natty",['Lisa Greenwald'],2023-05-03,['Juvenile Fiction'],"Natty deals with moving after her mom's departure by pulling a ""Ted Lasso"" and starting a pep squad in this standalone middle-grade novel about friendship and toxic positivity by the author of TBH and the Friendship List series. When Natty's mom kind of takes a break from her dad and sort of the whole family, Natty and her dad move to his childhood hometown of Miller Creek. Now she's starting middle school for the second time, this time in Miller Creek--without her mom--or her BFF. But Natty's doing great! Really. Anything is possible. And what's the point of dwelling on the stuff that stinks when there's so much good stuff to think about Natty is absolutely, positively sure that she can turn it all around. Like 1,000 percent sure. As long as she stays absolutely positive! She'll get her dad off the couch, make her tons of new friends, and even convince her mom to come live with them in Miller Creek. First step Starting a pep squad to spread the good vibes. But what happens when the leader of the pep squad has no more cheer to give From Lisa Greenwald comes a heartfelt and reassuring novel about the pros and cons of always looking on the bright side, the ups and downs of making a fresh start, and the power of friendship.",N/A,N/A
"Wissenschaftliche Ergebnise der Expedition Filchner nach China und Tibet, 1903-1905",[],1910,['Attitude'],N/A,N/A,N/A
"Meinungen, Einstellungen, Vorurteile",['Daryl J. Bem'],1974,['Attitude'],N/A,N/A,N/A
Attitude Is Everything,"['Successories, Incorporated']",1993-12,['Reference'],N/A,N/A,N/A
"Stuttering Meets Sterotype, Stigma, and Discrimination",['Kenneth O. St. Louis'],2015,['Education'],"More than a century of research has sought to identify the causes of stuttering, describe its nature, and enhance its clinical treatment. By contrast, studies directly focused upon public and professional attitudes toward stuttering began in the 1970s. Recent work has taken this research to new levels, including the development of standard attitude measures; addressing the widely reported phenomena of teasing, bullying, and discrimination against people who stutter; and attempting to change public opinion toward stuttering to more accepting and sensitive levels. Stuttering Meets Stereotype, Stigma, and Discrimination: An Overview of Attitude Research is the only reference work to date devoted entirely to the topic of stuttering attitudes. It features comprehensive review chapters by St. Louis, Boyle and Blood, Gabel, Langevin, and Abdalla; an annotated bibliography by Hughes; and experimental studies by other seasoned and new researchers. The book leads the reader through a maze of research efforts, emerging with a clear understanding of the important issues involved and ideas of where to go next. Importantly, the evidence base for stuttering attitude research extends beyond research in this fluency disorder to such areas as mental illness, obesity, and race. Thus, although of interest primarily to those who work, interact, or otherwise deal with stuttering, the book has potential for increasing understanding, ameliorating negative attitudes, and informing research on any of a host of other stigmatized conditions.",N/A,N/A
Development Patterns in Reaction to Frustration,['Udai Narain Pareek'],1964,['Attitude'],N/A,N/A,N/A
Be Cool Be Nice,['Gerry Deveaux'],2017-11,[],"Be Cool Be Nice is a journal and interactive manual that aims to conquer cyber bullying one nincompoop at a time, by spreading love and positivity.Kindness is always in style! Be Cool Be Nice is a book with a message and a desire to stem the tide of anti-social behaviour 'one nincompoop at a time'. It may well be the most important book that you buy this year. We can guarantee that it will be the most covetable.Prompted by the stark realisation that one in five young people will be a victim of cyber bullying, Be Cool Be Nice (BCBN) seeks to encourage us to use social media in a positive and proactive way and to advocate good manners on and offline so we 'check it before we wreck it'.Whatever your age, sexual orientation, race or ethnicity, Be Cool Be Nice will inspire, empower, connect and engage you with visually captivating 'reminders to be kinder'. Part journal, part interactive manual, part Jedi mind trick and part friend, Be Cool Be Nice (BCBN) is as beneficial as it is beautiful.",N/A,N/A
The Origins of Political Cynicism,['Caroline Smith Freeman'],1966,['Adolescence'],N/A,N/A,N/A
Attitude,"['Life Skills Education, Inc']",2003,['Attitude'],N/A,N/A,N/A
Bankruptcy Mindset,['R. J. Ngomani'],2021,['Achievement'],N/A,N/A,N/A
"Listening, Attitude, and Intelligence Tests to Predict Academic Achievement",['James Roscoe Gordon'],1968,['Attitude (Psychology)'],N/A,N/A,N/A
Walk The Talk (Gift Book),"['Eric Harvey, Steve Ventura']",2007,['Attitude'],N/A,N/A,N/A
Psychoanalysis and Positivity,['Alcira Mariam Alizade'],2010,['Psychology'],"Without falling into unwarranted enthusiasm or naive optimism, the book examines how positivity operates, and goes on to investigate the concept of the construction of an internal framework, the reversal of repetition, and the problematic issues raised by impasse and trauma. Just as psychoanalytic treatment without tears does not exist the book argues that neither does psychoanalytic treatment without joyfulness. Tears and laughter are part of the universe of the analysts consulting roomand in the clinical fluctuation between distress and satisfaction, pleasure and displeasure, the analyst accepts both extremes. Humour becomes therapeutic, as do outbreaks of joyfulness in sessions, when the mind is fleetingly freed from the burden of illness.",N/A,N/A
Can Bloggers’ Exaggerated Posts Influence Purchase Intention?,['Shih-Ya Cheng'],2020,['Attitude'],N/A,N/A,N/A
"A Study of Attitudes of Parents, Teachers, and Students Towards Middle School",['Sheri Wilkins'],1990,['Attitude'],N/A,N/A,N/A
"Factors Related to the Acceptance of Family Planning Methods Among the Married Women of Reproductive Age in Methapukur Upazila, Rangpur District, Bangladesh",['Md Yunus'],2006,['Attitude'],N/A,N/A,N/A
"The Study of Attitude, Knowledge, Self-awareness and Tobacco Use Behavior Among Patients with Cancer Receiving Chemotherapy at Siriraj Hospital",['Palakorn Sripoonthong'],2016,['Attitude'],N/A,N/A,N/A
"The Effects of Two Behavior Modification Techniques on Behavior, Attitudes and Grade Point Averages of Fifth and Sixth Grade Pupils Indentified as Consistently Off Task",['Robert George Saba'],1972,['Attitude'],N/A,N/A,N/A
Attitude Organization and Change,['Milton J. Rosenberg'],1966,['Attitude'],N/A,N/A,N/A
Weasel is Worried,['Ciara Gavin'],2020,['JUVENILE FICTION'],"When Weasel is caught in a big, angry storm, he builds a fort to hide. But then he meets Mole, who loves to play in the wind and splash in the rain. Can Weasel learn to overcome his fears and find joy, whatever the weather?",N/A,N/A
"Understanding Publics, the Relationship Between what They Say Andwhat They Do","['Michael J. Manfredo', 'Colorado. Division of Wildlife']",1992,['Attitude'],N/A,N/A,N/A
What Do Foster Parents Think about the Natural Parents?,['Alison Sheila Corser'],1988,['Attitude'],N/A,N/A,N/A
The Judgment of Culture,['Lawrence Rosen'],2018,['Attitude'],"Cover -- Half Title -- Title Page -- Copyright Page -- Dedication -- Contents -- List of illustrations -- Acknowledgments -- Introduction -- PART I: Bringing culture into the law -- 1 Defending culture: The cultural defense and the law's theory of culture -- 2 Leave it to the experts? The anthropologist as expert witness -- 3 What's it like? Native Americans and the ambivalence of legal metaphors -- PART II: Nature and the family -- 4 Should we just abolish marriage? The uses of anthropology in law and policy -- 5 What's wrong with incest? Perception and theory in a shifting legal environment -- 6 Natural law or law naturalized? Nature v. culture in the U.S. Supreme Court -- PART III: Reaching out -- 7 Medicalizing the law: The debate over male circumcision -- 8 The incorporation of custom: The case of the flashing headlights -- 9 Is there a place for community? The Amish and the American romance of community -- Conclusion: ""Secreted in the interstices""--Index",N/A,N/A
Power of Persuasion in a Documentary Film,[],2013,['Attitude'],N/A,N/A,N/A
The Good Panda,['Jasmine Golden'],2020-08,[],"Amanda is in a terrible mood! That is, until her Grandma introduces her to the Good Panda, a bear that finds the good in everything. Grandma and the Good Panda help Amanda realize that maybe her day wasn't so bad after all.",N/A,N/A
The Asparagus Bunch,['Jessica Scott-Whyte'],2022,['Juvenile Fiction'],"A fresh and irreverent comedy starring a cast of neurodiverse characters - guaranteed to be one of the funniest novels you'll read this year. Leon John Crothers is 4779 days old (thirteen years and one month, if you're mathematically challenged). He has been 'moved on' from six different schools and most people think he has an attitude problem. Leon doesn't care for the label, in the same way that he doesn't care for Tim Burton, supermarket trolleys, train fanatics or Bounty bars. This time, however, things may turn out differently, as help comes from where he least expects it - Dr Snot, a physician at pains to help Leon navigate 'normal' and classmates, Tanya and Lawrence, who both face their own challenges. When school bully Glen Jenkins humiliates Leon in the school canteen and almost destroys Lawrence, Leon very reluctantly agrees to the formation of a club, The Asparagus Bunch. How Leon manages to navigate school woes and family drama - and astonishingly ends up with not one but two friends - is nothing short of a miracle, or maybe just simply down to being different. Shortlisted for the AN Post Irish Book Awards 2022 Shortlisted for the Juniper Book Awards 2023",N/A,N/A
"Understanding Publics, the Relationship Between what They Say and what They Do","['Michael J. Manfredo', 'Colorado. Division of Wildlife']",1992,['Attitude'],N/A,N/A,N/A
