title,authors,publishedDate,categories,description,averageRating,textSnippet
The Cambridge Companion to the Stoics,['Brad Inwood'],2003-05-05,['Philosophy'],"This unique volume offers an odyssey through the ideas of the Stoics in three particular ways: first, through the historical trajectory of the school itself and its influence; second, through the recovery of the history of Stoic thought; third, through the ongoing confrontation with Stoicism, showing how it refines philosophical traditions, challenges the imagination, and ultimately defines the kind of life one chooses to lead. A distinguished roster of specialists have written an authoritative guide to the entire philosophical tradition. The first two chapters chart the history of the school in the ancient world, and are followed by chapters on the core themes of the Stoic system: epistemology, logic, natural philosophy, theology, determinism, and metaphysics. There are two chapters on what might be thought of as the heart and soul of the Stoics system: ethics.",N/A,N/A
The Birth of Tragedy,['Friedrich Nietzsche'],2012-03-01,['Philosophy'],Philosopher's classic study declares that Greek tragedy achieved greatness through a fusion of elements of Apollonian restraint and control with Dionysian components of passion and the irrational.,N/A,N/A
Tractatus Logico-Philosophicus,['Ludwig Wittgenstein'],2012-09-19,['Philosophy'],"In his proposal of the solution to most philosophic problems by means of a critical method of linguistic analysis, Wittgenstein sets the stage for the development of logical positivism. Introduction by Bertrand Russell.",N/A,N/A
Conservatism,['Jerry Z. Muller'],1997-05-04,['History'],"History Professor Jerry Muller locates the origins of modern conservatism within the Enlightenment and distinguishes conservatism from orthodoxy. Reviewing important specimens of analysis from the mid18th century through our own day, Muller demonstrates that characteristic features of conservative argument recur over time and across national borders.",N/A,N/A
Manifesto of The Communist Party,['Karl Marx'],2023-10-01,['Young Adult Nonfiction'],"Manifesto of the Communist Party by Karl Marx and Friedrich Engels: Dive into the influential political document that shaped the course of history in the Manifesto of the Communist Party by Karl Marx and Friedrich Engels. This groundbreaking work lays out the principles of communism, critiquing capitalism and advocating for a revolutionary transformation of society. Key Aspects of the Book “Manifesto of the Communist Party”: Presents the core tenets of Marxist ideology, including the class struggle, historical materialism, and the overthrow of the bourgeoisie. Explores the inherent contradictions and inequalities of capitalism and predicts the inevitable rise of the proletariat. Continues to be a seminal text that has shaped political and social movements worldwide, sparking discussions about class dynamics, inequality, and alternative systems of governance. Karl Marx and Friedrich Engels, renowned German philosophers, economists, and social theorists, revolutionized the world with their seminal work, The Communist Manifesto, and Marx's influential work, Das Kapital. Together, they laid the foundations of modern communism and provided a critical analysis of capitalism and its inherent contradictions. Marx and Engels' writings shaped the course of history, inspiring social movements and political ideologies across the globe. Their ideas continue to fuel discussions on class struggle, social justice, and economic systems, making them figures of enduring importance in political and philosophical discourse.",5,N/A
The Categories,['Aristotle'],2022-09-16,['Philosophy'],"In 'The Categories,' Aristotle embarks on a formidable exploration of logic and ontology with his characteristic meticulousness and foundational approach. Serving as an introduction to his logical treatises, colloquially known as the 'Organon,' this work systematically delineates the ten categories—substance, quantity, quality, relation, place, time, position, state, action, and affection—through which beings are classified and by which the nature of reality can be contemplated. The literary style is a testament to Aristotle's penchant for empirical observation and rigorous argumentation, situating 'The Categories' in a pivotal place within both the Aristotelian corpus and the broader literary context of classical philosophy whose resonance echoes throughout the millennia. Relevant details such as its foundational role in the field of metaphysics and its influence on subsequent philosophical discourse underscore its perennial significance. Aristotle, the renowned student of Plato and tutor to Alexander the Great, composed this treatise to lay the groundwork for his successive inquiries into the nature of being and knowledge. Shaped by his experiences in the Academy and his own empirical investigations, 'The Categories' reflects his dedication to the study of nature and commitment to the pursuit of truth. The text's inception can partially be traced to Aristotle's fascination with classifying and understanding the diversity within the natural world, an intellectual endeavor that would leave a monumental imprint upon the Western intellectual tradition. Scholars and students alike will find 'The Categories' an indispensable entry point into Aristotelian thought. The work's meticulous reconstruction by DigiCat Publishing enhances accessibility for contemporary audiences, echoing the timelessness of Aristotle's inquiry into the essence of things. It is commended to those yearning for a foundational understanding of metaphysical concepts and their application to logical reasoning, as well as readers seeking to grasp the historical underpinnings of modern philosophical movements. 'The Categories' remains a cornerstone of philosophical study, meriting deep reflection and rigorous engagement for any devoted scholar or impassioned reader of philosophy.",N/A,N/A
History of Western Philosophy,['Bertrand Russell'],2013-04-15,['Philosophy'],"Now in a special gift edition, and featuring a brand new foreword by Anthony Gottlieb, this is a dazzlingly unique exploration of the works of significant philosophers throughout the ages and a definitive must-have title that deserves a revered place on every bookshelf.",N/A,N/A
The Society of the Spectacle,['Guy Debord'],2024-09-03,['Philosophy'],"The Society of the Spectacle is a carefully considered effort to clarify the most fundamental tendencies and contradictions of the society in which we find ourselves—in order to facilitate its overthrow. Guy Debord was the founder of the Situationist International, the notorious avant-garde group that helped trigger the May 1968 revolt in France, which brought the entire country to a standstill for several weeks. His book The Society of the Spectacle, originally published in Paris in 1967, has been translated into more than twenty other languages and is arguably the most important radical work of the twentieth century. Ken Knabb’s meticulous new translation is the first edition in any language to include extensive annotations, clarifying the historical allusions and revealing the sources of Debord’s quotations and “détournements.” Contrary to popular misconceptions, Debord’s book is neither an ivory tower “philosophical” discourse nor a mere expression of “protest.” This makes the book more of a challenge, but it is also why it remains so pertinent more than half a century after its original publication, while countless other social theories and intellectual fads have come and gone. It has, in fact, become even more pertinent than ever, because the spectacle has become more all-pervading and glaringly obvious than ever. As Debord noted in his follow-up work, Comments on the Society of the Spectacle (1988), “spectacular domination has succeeded in raising an entire generation molded to its laws.” Debord’s book remains the best guidebook to understanding that mold and breaking it.",N/A,N/A
The Principles of Philosophy,['Rene Descartes'],2019-01-09,['Philosophy'],"Principles of Philosophy is a book by Rene Descartes. It is basically a synthesis of the Discourse on Method and Meditations on First Philosophy. It set forth the principles of nature—the Laws of Physics--as Descartes viewed them. Most notably, it set forth the principle that in the absence of external forces, an object's motion will be uniform and in a straight line. Newton borrowed this principle from Descartes and included it in his own Principia; to this day, it is still generally referred to as Newton's First Law of Motion. The book was primarily intended to replace the Aristotelian curriculum then used in French and British Universities. Descartes's use of the word ""philosophy"" in the title refers to ""natural philosophy"", which is what science was called at that time.",N/A,N/A
The Critique of Pure Reason,['Immanuel Kant'],2012-12-10,['Philosophy'],The Critique of Pure Reason is one of the most influential philosophy books of all times. Kant's influence on modern perception of reason cannot be over estimated. Here Kant redefines reason and gives us the tools to understand reason on two levels: the empirical and the metaphysical.,N/A,N/A
The Authoritarian Personality,"['Theodor Adorno', 'Else Frenkel-Brenswik', 'Daniel J. Levinson', 'R. Nevitt Sanford']",2019-08-27,['Political Science'],"This hugely influential study on the psychology of authoritarianism was written in answer to Hitler’s Germany—and now rings more relevant than ever as fascism and anti-Semitism sweep across America. What makes a fascist? Are there character traits that make someone more likely to vote for the far right? The Authoritarian Personality is not only one of the most significant works of social psychology ever written, it also marks a milestone in the development of Adorno’s thought, showing him grappling with the problem of fascism and the reasons for Europe’s turn to reaction. Over half a century later, and with the rise of right-wing populism and the reemergence of the far-right in recent years, this hugely influential study remains as insightful and relevant as ever. This new edition includes an introduction by Frankfurt School scholar Peter E. Gordon and contains the first-ever publication of Adorno’s subsequent critical notes on the project. “Adorno and his colleagues could easily have been describing Alex Jones’s paranoid InfoWars rants or the racist views expressed by many Trump supporters.” —Molly Worthen, New York Times",N/A,N/A
Hobbes: On the Citizen,['Thomas Hobbes'],1998-08-20,['History'],New translation of the first major work of the greatest English political philosopher.,N/A,N/A
Empire,"['Michael Hardt', 'Antonio Negri']",2000,['Philosophy'],"Empire, as Hardt and Negri demonstrate, is the new political order of globalization. Their book shows how this emerging structure is fundamentally different from the imperialism of European dominance and capitalist expansion in previous eras. Rather, today’s Empire draws on the hybrid identities and expanding frontiers of U.S. constitutionalism.",N/A,N/A
METEOROLOGY,['Aristotle'],2017-04-20,['Philosophy'],"�WE have already discussed the first causes of nature, and all natural motion, also the stars ordered in the motion of the heavens, and the physical element-enumerating and specifying them and showing how they change into one another-and becoming and perishing in general. There remains for consideration a part of this inquiry which all our predecessors called meteorology. It is concerned with events that are natural, though their order is less perfect than that of the first of the elements of bodies. They take place in the region nearest to the motion of the stars. Such are the milky way, and comets, and the movements of meteors. It studies also all the affections we may call common to air and water, and the kinds and parts of the earth and the affections of its parts. These throw light on the causes of winds and earthquakes and all the consequences the motions of these kinds and parts involve. Of these things some puzzle us, while others admit of explanation in some degree. Further, the inquiry is concerned with the falling of thunderbolts and with whirlwinds and fire-winds, and further, the recurrent affections produced in these same bodies by concretion. When the inquiry into these matters is concluded let us consider what account we can give, in accordance with the method we have followed, of animals and plants, both generally and in detail. When that has been done we may say that the whole of our original undertaking will have been carried out.�",N/A,N/A
Rationality and Freedom,['Amartya Sen'],2002,['Business & Economics'],"Rationality and freedom are among the most profound and contentious concepts in philosophy and the social sciences. In this, the first of two volumes, Amartya Sen brings clarity and insight to these difficult issues.",N/A,N/A
The Subjection of Women,"['John Stuart Mill', 'Harriet Taylor Mill']",2009-05-01,['Philosophy'],"John Stuart Mill's 1869 essay The Subjection of Women argues for equality between the sexes, putting forward ideas that were an affront to many at the time. His wife, Harriet Taylor Mill, is credited with co-authoring the essay. The Subjection of Women puts forward a detailed and passionate opposition to the social and legal inequalities imposed on women by society. Mill saw that he was going against the grain of the time, but argued that such inequality was a past relic from a time when might equaled right and that it had no place in the modern world. Inequality between the sexes limited human development as it made half of humanity unable to contribute to society outside of their own homes.",N/A,N/A
Art in Three Dimensions,['Noël Carroll'],2010-07-15,['Philosophy'],"Art in Three Dimensions is a collection of essays by one of the most eminent figures in philosophy of art. The animating idea behind Noël Carroll's work is that philosophers of art should eschew the sort of aestheticism that often implicitly -- but sometimes explicitly, as in the case of aesthetic theories of art and of their commitments to the notion of the autonomy of art -- governs their methodology. Instead, Carroll argues that philosophers of art need to refocus their attention on the ways in which art enters the life of culture and the lives of individual audience members. The reference to ""three dimensions"" in the title refers to Carroll's view that philosophers of art should look at art from multiple angles and treat it as a substantial participant not only in society, but also as a significant influence upon the moral and emotional experiences of audiences.",N/A,N/A
Liberalism,['Edmund Fawcett'],2014-05-04,['Political Science'],"A compelling history of liberalism from the nineteenth century to today Liberalism dominates today's politics just as it decisively shaped the past two hundred years of American and European history. Yet there is striking disagreement about what liberalism really means and how it arose. In this engrossing history of liberalism—the first in English for many decades—veteran political observer Edmund Fawcett traces the ideals, successes, and failures of this central political tradition through the lives and ideas of a rich cast of European and American thinkers and politicians, from the early nineteenth century to today. Using a broad idea of liberalism, the book discusses celebrated thinkers from Constant and Mill to Berlin, Hayek, and Rawls, as well as more neglected figures. Its twentieth-century politicians include Franklin D. Roosevelt, Lyndon Johnson, and Willy Brandt, but also Hoover, Reagan, and Kohl. The story tracks political liberalism from its beginnings in the 1830s to its long, grudging compromise with democracy, through a golden age after 1945 to the present mood of challenge and doubt. Focusing on the United States, Britain, France, and Germany, the book traces how the distinct traditions of these countries converged on the practice of liberal democracy. Although liberalism has many currents, Fawcett suggests that they are held together by shared commitments: resistance to power, faith in social progress, respect for people’s chosen enterprises and beliefs, and acceptance that interests and faiths will always conflict. An enlightening account of a vulnerable but critically important political creed, Liberalism will be a revelation for readers who think they already know—for good or ill—what liberalism is.",N/A,N/A
Beyond Good and Evil,['Friedrich Wilhelm Nietzsche'],2018-08-20,['Philosophy'],"Classic Books Library presents this brand new edition of Nietzche's philosophical text ""Beyond Good and Evil"", published in 1886. Building on his previous works, this text challenges traditional perceptions of how truth and knowledge are established, and each chapter is dedicated to a different concept. “Beyond Good and Evil” explores the dogmatism and prejudice in the philosophy of the past, reveals the psychological sense of control underpinning morality and discusses the complexities of the human soul. Friedrich Wilhelm Nietzsche (1844-1900) was a German philologist, philosopher, poet and scholar. His work covered many topics, but he is most famous for his critiques of culture, morality and truth. Nietzche’s philosophical writing went on to influence many great philosophers, artists, writers and composers of the 20th Century.",N/A,N/A
"Zadig: Or, The Book of Fate",['Voltaire'],2021-01-13,['Philosophy'],"Zadig; or, The Book of Fate (French: Zadig ou la Destinée; 1747) is a novella and work of philosophical fiction by the Enlightenment writer Voltaire. It tells the story of Zadig, a philosopher in ancient Babylonia. The author does not attempt any historical accuracy, and some of the problems Zadig faces are thinly disguised references to social and political problems of Voltaire's own day.",N/A,N/A
On the Social Contract,['Jean-Jacques Rousseau'],2018-06-20,['History'],"'Man is born free, yet everywhere he in chains.' The famous opening of Rousseau's On the Social Contract has resonated across the centuries. In his seminal work, Rousseau argues that all government is fundamentally flawed, and that modern society is based on a system that fosters inequality and servitude. This new edition of On the Social Contract is a revised and updated version of the classic Cole translation presented in modern English.",N/A,N/A
Logicomix,"['Apostolos Doxiadis', 'Christos Papadimitriou']",2015-07-28,['Comics & Graphic Novels'],"This exceptional graphic novel recounts the spiritual odyssey of philosopher Bertrand Russell. In his agonized search for absolute truth, Russell crosses paths with legendary thinkers like Gottlob Frege, David Hilbert, and Kurt Gödel, and finds a passionate student in the great Ludwig Wittgenstein. But his most ambitious goal-to establish unshakable logical foundations of mathematics-continues to loom before him. Through love and hate, peace and war, Russell persists in the dogged mission that threatens to claim both his career and his personal happiness, finally driving him to the brink of insanity. This story is at the same time a historical novel and an accessible explication of some of the biggest ideas of mathematics and modern philosophy. With rich characterizations and expressive, atmospheric artwork, the book spins the pursuit of these ideas into a highly satisfying tale. Probing and ingeniously layered, the book throws light on Russell's inner struggles while setting them in the context of the timeless questions he spent his life trying to answer. At its heart, Logicomix is a story about the conflict between an ideal rationality and the unchanging, flawed fabric of reality.",N/A,N/A
Looking for Spinoza,['Antonio R. Damasio'],2003,['History'],Publisher Description,4,N/A
The Cambridge Companion to Science and Religion,['Peter Harrison'],2010-06-24,['Philosophy'],"This book explores the historical relations between science and religion and discusses contemporary issues with perspectives from cosmology, evolutionary biology and bioethics.",N/A,N/A
Western Philosophy,['John G. Cottingham'],2007-11-28,['Philosophy'],"Western Philosophy: An Anthology provides the most comprehensive and authoritative survey of the Western philosophical tradition from ancient Greece to the leading philosophers of today. Features substantial and carefully chosen excerpts from all the greats of philosophy, arranged thematically and chronologically Readings are introduced and linked together by a lucid philosophical commentary which guides the reader through the key arguments Embraces all the major subfields of philosophy: theory of knowledge and metaphysics, philosophy of mind, religion and science, moral philosophy (theoretical and applied), political theory, and aesthetics Updated edition now includes additional contemporary readings in each section Augmented by two completely new sections on logic and language, and philosophy and the meaning of life",1,N/A
Aristotle for Everybody,['Mortimer Jerome Adler'],1978,['Philosophy'],"Offers an imaginative perspective on Aristotelian logic, presenting an exploration of nature, society, and man in light of commonplace events and reexamining concepts of body, mind, change, cause, part, whole, one, and many.",N/A,N/A
The Book of Miracles,['Kenneth L. Woodward'],2001-07-10,"['Body, Mind & Spirit']",Woodward offers an intellectually rich look at the five great religions' foundational miracles and those of the later sages and saints.,N/A,N/A
Seriality and Texts for Young People,"['M. Reimer', 'N. Ali', 'D. England', 'M. Dennis Unrau', 'Melanie Dennis Unrau']",2014-12-23,['Literary Criticism'],"Seriality and Texts for Young People is a collection of thirteen scholarly essays about series and serial texts directed to children and youth, each of which begins from the premise that a basic principle of seriality is repetition.",N/A,N/A
THE ART OF WAR,['Sun Tzu'],2021-09-03,[],N/A,N/A,N/A
Mary Lutyens - 3. Krishnamurti. The Open Door,"['J Krishnamurti', 'Mary Lutyens']",2016-08-08,['Philosophy'],"Jiddu Krishnamurti (1895-1986) was an independent spiritual teacher for the rest of his life, writing many books such as Krishnamurti Reader: No. 1, You are the World, Commentaries on living;: First series, from the notebooks of J. Krishnamurti. Mary Lutyens (1908-1999) was a British author best known for her three-volume biography of Jiddu Krishnamurti; the other volumes in this series are Krishnamurti: The Years of Fulfilment and Krishnamurti: The Open Door. She wrote in the Foreword to this 1975 book, ""This account of the life of the first thirty-eight years of Krishnamurti's life has been written at his suggestion and with all the help he has been able to give me. it shows the circumstances of the unfolding of Krishnamurti's teaching and demonstrates his extraordinary achievement in freeing himself from the many hands that clutched at him in an endeavour to force him into the role of traditional Messiah."" He told his audience, ""I maintain that Truth is a pathless land, and you cannot approach it by any path whatsoever, by any religion, by any sect... I do not want to belong to any organization of a spiritual kind; please understand this."" Lutyens' sympathetic, yet detailed and critical biography is ""must reading"" for anyone wanting to know more about Krishnamurti.",N/A,N/A
The Myth of Disenchantment,['Jason Ananda Josephson Storm'],2017-05-16,['History'],"A great many theorists have argued that the defining feature of modernity is that people no longer believe in spirits, myths, or magic. Jason Ā. Josephson-Storm argues that as broad cultural history goes, this narrative is wrong, as attempts to suppress magic have failed more often than they have succeeded. Even the human sciences have been more enchanted than is commonly supposed. But that raises the question: How did a magical, spiritualist, mesmerized Europe ever convince itself that it was disenchanted? Josephson-Storm traces the history of the myth of disenchantment in the births of philosophy, anthropology, sociology, folklore, psychoanalysis, and religious studies. Ironically, the myth of mythless modernity formed at the very time that Britain, France, and Germany were in the midst of occult and spiritualist revivals. Indeed, Josephson-Storm argues, these disciplines’ founding figures were not only aware of, but profoundly enmeshed in, the occult milieu; and it was specifically in response to this burgeoning culture of spirits and magic that they produced notions of a disenchanted world. By providing a novel history of the human sciences and their connection to esotericism, The Myth of Disenchantment dispatches with most widely held accounts of modernity and its break from the premodern past.",N/A,N/A
Buddha,['Deepak Chopra'],2009-10-13,['Self-Help'],"Deepak Chopra brings the Buddha back to life in this gripping New York Times bestselling novel about the young prince who abandoned his inheritance to discover his true calling. This iconic journey changed the world forever, and the truths revealed continue to influence every corner of the globe today. A young man in line for the throne is trapped in his father's kingdom and yearns for the outside world. Betrayed y those closest to him, Siddhartha abandons his palace and princely title. Face-to-face with his demons, he becomes a wandering monk and embarks on a spiritual fast that carries him to the brink of death. Ultimately recognizing his inability to conquer his body and mind by sheer will, Siddhartha transcends his physical pain and achieves enlightenment. Although we recognize Buddha today as an icon of peace and serenity, his life story was a tumultuous and spellbinding affair filled with love and sex, murder and loss, struggle and surrender. From the rocky terrain of the material world to the summit of the spiritual one, Buddha captivates and inspires—ultimately leading us closer to understanding the true nature of life and ourselves.",4.5,N/A
The Columbia History of Western Philosophy,['Richard Henry Popkin'],1999,['History'],"Richard Popkin has assembled 63 leading scholars to forge a chronological account of the development of Western philosophical traditions. From Plato to Wittgenstein and from Aquinas to Heidegger, this volume provides lively, in-depth, and up-to-date historical analyses of all the key figures, schools, and movements of Western philosophy. Each chapter includes an introductory essay, and Popkin provides notes that draw connections among the separate articles. The rich bibliographic information and the indexes of names and terms make the volume a invaluable resource.",N/A,N/A
The Art of Loving,['Erich Fromm'],2000-04-01,['Psychology'],Renowned psychoanalyst Erich Fromm has helped generations of men and women achieve rich and productive lives by developing their capacity to love. This centennial edition of his most enduring work salutes the valuable lessons that are Fromm's legacy.,N/A,N/A
"The Gods of the Egyptians, Volume 1",['Ernest Alfred Wallis Budge'],1969-01-01,['History'],"Provides definitive coverage of the ancient Egyptian gods, mythological figures, religious cults, priesthoods, and esoteric practices and beliefs",N/A,N/A
The Bed of Procrustes,['Nassim Nicholas Taleb'],2010-11-30,['Business & Economics'],"The author of the modern classics The Black Swan, Fooled by Randomness, and Antifragile, Nassim Nicholas Taleb expresses major ideas in ways you least expect in this collection of aphorisms and meditations—now expanded with fifty percent more material than the hardcover. The Bed of Procrustes takes its title from the Greek myth of a man who made his visitors fit his bed to perfection, either by stretching them or by cutting their limbs. It represents Taleb’s view of modern civilization’s hubristic side effects—modifying humans to satisfy technology, blaming reality for not fitting economic models, inventing diseases to sell drugs, defining intelligence as what can be tested in a classroom, and convincing people that employment is not slavery. Playful and irreverent, these aphorisms will surprise you by exposing self-delusions you have been living with but never recognized. With a rare combination of pointed wit and potent wisdom, Taleb plows through human illusions, contrasting the classical values of courage, elegance, and erudition with the modern diseases of nerdiness, philistinism, and phonies.",N/A,N/A
Inspired Talks by Swami Vivekananda,['Swami Vivekananda'],2013-01-31,['Religion'],"Inspired Talks by Swami Vivekananda by Swami Vivekananda is a collection of enlightening conversations and discourses delivered by the renowned spiritual leader, offering readers profound insights into spirituality, self-realization, and the path to inner awakening. Inspired Talks by Swami Vivekananda presents a remarkable compilation of the words and wisdom of Swami Vivekananda, one of India's most revered spiritual luminaries. This collection captures the essence of his teachings and offers readers an opportunity to immerse themselves in his transformative ideas. The book begins by introducing readers to the life and philosophy of Swami Vivekananda, providing context for the conversations and talks that follow. Vivekananda's profound impact on the spiritual and philosophical landscape of India is evident in his words. Central to the book are the inspiring talks and discussions led by Swami Vivekananda. Readers will find insights into various aspects of life, spirituality, and self-realization. His teachings encompass topics such as the nature of the self, the path to liberation, the importance of selfless service, and the unity of all religions. Furthermore, the book showcases Vivekananda's ability to address contemporary issues and challenges with timeless wisdom. His messages resonate with readers seeking meaning, purpose, and inner transformation in the modern world. Inspired Talks by Swami Vivekananda is not only a collection of dialogues but also an invitation to embark on a spiritual journey. It encourages readers to explore the depths of their own consciousness, discover their innate divinity, and awaken to a higher state of awareness.",N/A,N/A
"First as Tragedy, Then as Farce",['Slavoj Zizek'],2009-10-05,['Philosophy'],"Billions of dollars were hastily poured into the global banking system in a frantic attempt at financial stabilisation. So why has it not been possible to bring the same forces to bear in addressing world poverty and environmental crisis? In this take-no-prisoners analysis, Slavoj Zizek frames the moral failures of the modern world in terms of the epoch-making events of the first decade of this century. What he finds is the old one-two punch of history: the jab of tragedy, the right hook of farce. In the attacks of 9/11 and the global credit crunch, liberalism dies twice: as a political doctrine and as an economic theory. The election of Donald Trump only confirms the bankruptcy of a liberal order on its last legs. First as Tragedy, Then as Farce is a call for the left to reinvent itself in the light of our desperate historical situation. The time for liberal, moralistic blackmail is over.",N/A,N/A
The Idea of Justice,['Amartya Sen'],2010-07-01,['Philosophy'],"Is justice an ideal, forever beyond our grasp, or something that may actually guide our practical decisions and enhance our lives? In this wide-ranging book, Amartya Sen presents an alternative approach to mainstream theories of justice which, despite their many specific achievements have taken us, he argues, in the wrong direction in general. At the heart of Sen's argument is his insistence on the role of public reason in establishing what can make societies less unjust. But it is in the nature of reasoning about justice, argues Sen, that it does not allow all questions to be settled even in theory; there are choices to be faced between alternative assessments of what is reasonable. Sen also shows how concern about the principles of justice in the modern world must avoid parochialism, and further, address questions of global injustice. The breadth of vision, intellectual acuity and striking humanity of one of the world's leading public intellectuals have never been more clearly shown than in this remarkable book.",N/A,N/A
