title,authors,publishedDate,categories,description,averageRating,textSnippet,language
White Fang and The Call of the Wild,['Jack London'],1996-08,['Fiction'],N/A,N/A,N/A,en
The Boy in the Striped Pyjamas,['John Boyne'],2007,['Foreign Language Study'],"Berlin 1942. When Bruno returns home from school one day, he discovers that his belongings are being packed in crates. His father has received a promotion and the family must move from their home to a new house far far away, where there is no one to play with and nothing to do. A tall fence running alongside stretches as far as the eye can see and cuts him off from the strange people he can see in the distance. But Bruno longs to be an explorer and decides that there must be more to this desolate new place than meets the eye. While exploring his new environment, he meets another boy whose life and circumstances are very different to his own, and their meeting results in a friendship that has devastating consequences.",4.5,N/A,en
Tintin in America,['Hergé'],2002-01-01,['Adventure stories'],"The world’s most famous travelling reporter heads for America. Gangsters, Cowboys, Indians and the Big Apple await Tintin when he travels across the Atlantic to America. He soon finds himself in terrible danger - but with Snowy to help him, he faces it head on . . . Join the most iconic character in comics as he embarks on an extraordinary adventure spanning historical and political events, and thrilling mysteries. Still selling over 100,000 copies every year in the UK and having been adapted for the silver screen by Steven Spielberg and Peter Jackson in 2011. The Adventures of Tintin continue to charm more than 80 years after they first found their way into publication. Since then an estimated 230 million copies have been sold, proving that comic books have the same power to entertain children and adults in the 21st century as they did in the early 20th.",N/A,N/A,en
Jungle Book,['Rudyard Kipling'],N/A,['Adventure'],N/A,N/A,N/A,en
The Long Patrol,['Brian Jacques'],1998,['Juvenile Fiction'],"Tenth Thrilling Redwall Adventure - New In Paperback! Damug Warfang, Head Of A Thousand Rapscallions - The Deadliest Horde Of Foebeasts Ever To Jump From Ship To Shore - Is Looking For Slaughter And Plunder. Can Any Beast Stand Against The Conqueror And His Savage Troops? Tammo'S Dream Comes True When He Is Given The Chance To Run With The Long Patrol, The Legendary Fighting Hares Of Salamandastron. . .",N/A,N/A,en
Secret Seven Mystery,['Enid Blyton'],1992,"[""Children's stories""]",N/A,N/A,N/A,en
"Look Out, Secret Seven",['Enid Blyton'],2013,['Adventure'],"Solve the mystery with the Secret Seven - everyone's favourite detective club! These timeless stories are perfect for young fans of mystery, adventure or detective series. In book fourteen, Scamper the spaniel discovers an unwanted visitor, then he protects the Secret Seven as they spy on a thief late at night in Bramley Woods! What on earth would the Secret Seven do without their dog? Solve the mystery! Cover and inside illustrations are by the brilliant Tony Ross, illustrator of David Walliams's books. The story was first published in 1962. This edition features the classic text and comes with a Bonus Blyton section at the back with quizzes, puzzles and other bonus extras! Have you read all 15 books in the original Secret Seven series by Enid Blyton? And don't miss these other Secret Seven titles... Mystery of the Skull - a brand-new Secret Seven mystery by prizewinning author Pamela Butchart. Secret Seven Brain Games - a fun and tricky puzzle book *** The Secret Seven ®, Enid Blyton® and Enid Blyton's signature are registered trade marks of Hodder & Stoughton Limited. No trade mark or copyrighted material may be reproduced without the express written permission of the trade mark and copyright owner.",N/A,N/A,en
The Magician's Nephew,['Clive Staples Lewis'],2005,['Fiction'],"For the first time, an edition of Lewis's classic fantasy fiction packaged specifically for adults. Complementing the look of the author's non-fiction books, and anticipating the forthcoming Narnia feature films, this edition contains an exclusive ""P.S."" section about the history of the book, plus a sample chapter from its sequel. Written after The Lion, the Witch and the Wardrobe but designed by C.S.Lewis to be read first, this enchanting prequel - with its story of time travel, sorcery and magic rings - is essential reading for anyone who wants to learn the backstory to the biggest movie release of the year. Hurled back in time to the birth of a new world, two young friends get caught in the epic struggle between Aslan and his nemesis the White Witch. On 9 December 2005, Andrew (Shrek) Adamson's live-action film adaptation of The Lion, the Witch and the Wardrobe will be released by Disney, and it is already being hailed as the biggest film franchise of all time, guaranteed to appeal to adults and children across the globe. The second film is already in development. Sporting breathtaking new photographic covers, these new adult editions of the seven Chronicles of Narnia now give everyone an opportunity to experience the adventures in their original form. Re-live your childhood fantasies or discover for the first time what everyone will be talking about by Christmas and savour some of the best-loved stories ever written.",N/A,N/A,en
White Fang,['Jack London'],1906,['Adventure'],N/A,4,N/A,en
The Amber Spyglass,['Philip Pullman'],2000,['Adventure'],"For all those who are dying to learn the fate of Will and Lyra, hoping for the return of Iorek Byrnison, longing to know the truth about Dust, and waiting to face the ultimate clash of opposing powers, this book has the answers.",N/A,N/A,en
Treasure Island,['Robert Louis Stevenson'],1990,['Adventure'],"Yo-ho-ho, and a bottle of rum When Jim Hawkins discovers a map in the old sea chest he little guesses of the danger and excitement which lie ahead. Joining the crew of the Hispaniola, Jim sets sail for Treasure Island in search of Captain Flint's treasure. But with a slippery crew, and the infamous Long John Silver as ship's cook mutiny is in the air and Jim must draw on all his resources to survive... Published in 1883, Treasure Island is a swashbuckling tale, and a true children's classic.",N/A,N/A,en
Around the World in 80 Days [eBook - NC Digital Library],['Jules Verne'],2010,[],N/A,N/A,N/A,en
Bevis,['Richard Jefferies'],1893,['Adventure'],N/A,N/A,N/A,en
The Bourne Identity,['Robert Ludlum'],2010,['Adventure'],"The harrowing story of a man with no memory--Jason Bourne--an assassin hunted by unseen armies for reasons he doesn't remember. A shooting victim, suffering from amnesia, finds himself with a Swiss bank account in the name of Jason Bourne, a professional assassin being manipulated by a top-secret American government organization to kill his arch rival, the dreaded Carlos.",N/A,N/A,en
The Edge Chronicles 2: The Winter Knights,"['Paul Stewart', 'Chris Riddell']",2013,['Juvenile Fiction'],"Edgeworld descends into an endless winter. Quint, the son of a sky pirate, has just begun his flight training at Knights Academy. When he breaks the rules and heads out to Open Sky on his own, he runs into the great sky leviathans and must use all his ingenuity to save Edgeworld from catastrophe.",N/A,N/A,en
The World of Pooh Collection,['Alan Alexander Milne'],2000,"[""Children's stories, English""]","The story of Winnie-the-Pooh and his friends Piglet, Christopher Robin, Piglet, Rabbit and Owl, Kanga and Roo - not forgetting Eeyore - and their adventures in the Hundred Acre Wood.",N/A,N/A,en
The Wizard of Oz,['Lyman Frank Baum'],1956,['Juvenile Fiction'],"After a cyclone transports her to the land of Oz, Dorothy must seek out the great wizard in order to return to Kansas.",N/A,N/A,en
The Count of Monte Cristo,['Alexandre Damas'],2004-02-01,['False imprisonment'],"Presenting a delightful series of classics that will fascinate young readers. Written in simple langauge, these books retell the best-loved stories in literature in a way that will capture the child's imagination. A fabulous way to introduce children to the wealth of classic literature!",N/A,N/A,en
Troy,['Adèle Geras'],2001,['Juvenile Fiction'],"Inside the ancient city of Troy, the cries belong to the women of Troy who have seen their menfolk die and suffer before their eyes. This is the story of two sisters. Marpessa, the younger, is gifted with God-sight and can see the Immortals. She is handmaiden to Helen, the most beautiful woman in the world. Xanthe, kind and loving, tends the warriors in the Blood Room, where the wounded are carried in from the battle. Aphrodite, Goddess of Love, bored with the endless dreary war, decided to play with the two girls.",N/A,N/A,en
Elephant Adventure,['Willard Price'],2012,['Juvenile Fiction'],Hal and Roger are at the Mountains of the Moon seeking a rare white elephant. With their customary skill and bravery they capture the animal but are in turn kidnapped by Arabs who want them as slaves.,N/A,N/A,en
The Ironwood Tree,"['Tony DiTerlizzi', 'Holly Black']",2004,['Brothers and sisters'],"After Mallory is kidnapped at her fencing meet, Jared and Simon search for her near an old quarry and find themselves amidst dwarves and goblins.",4.5,N/A,en
Percy Jackson and the Greek Gods,['Rick Riordan'],2015-05-07,"[""Children's stories""]","A publisher in New York asked me to write down what I know about the Greek gods, and I was like, Can we do this anonymously? Because I don't need the Olympians mad at me again. But if it helps you to know your Greek gods, and survive an encounter with them if they ever show up in your face, then I guess writing all this down will be my good deed for the week. So begins Percy Jackson's Greek Gods, in which the son of Poseidon adds his own magic--and sarcastic asides--to the classics. He explains how the world was created, then gives readers his personal take on a who's who of ancients, from Apollo to Zeus. Percy does not hold back. ""If you like horror shows, blood baths, lying, stealing, backstabbing, and cannibalism, then read on, because it definitely was a Golden Age for all that."" This novel-sized paperback, complete with an insert of full-color illustrations by Caldecott Honoree John Rocco, is portable and friendly, and the ideal way to introduce young readers to the classic stories. Praise for Percy Jackson's Greek Gods ""Percy's gift, which is no great secret, is to breathe new life into the gods. Closest attention is paid to the Olympians, but Riordan has a sure touch when it comes to fitting much into a small space-as does Rocco's artwork, which smokes and writhes on the page as if hit by lightning. . .The inevitable go-to for Percy's legions of fans who want the stories behind his stories."" -Kirkus Reviews ""The age-old stories are endlessly strong, resonant, and surprising, while the telling here is fresh, irreverent, and amusing. Percy's voice. . . John Rocco illustrates the myths with drama, verve, and clarity. A must-have addition to the Percy Jackson canon."" -Booklist Online ""Combining the sarcasm and wit of Percy Jackson with the original Greek myths is a great way to hook tweens and teens on the stories without boring them. The beautiful illustrations by John Rocco enhance each story. . ."" -VOYA",N/A,N/A,en
The Railway Children,['Edith Nesbit'],1989,['Children of prisoners'],"Roberta, Peter and Phyllis lead an ordinary suburban life with Mother and Father and trips to the zoo and the pantomime. But when Father is mysteriously taken away one night, everything changes. What has happened to Father, and will he come back?",N/A,N/A,en
The Amber Spyglass,['Philip Pullman'],2005,['Adventure'],"Together, Will and Lyra approach the most dangerous stage of their epic journey, as the worlds prepare for the greatest war that has ever been known.",4,N/A,en
The Dark is Rising,['Susan Cooper'],1976,['Adventure'],"""A Margaret K. McElderry book."".",N/A,N/A,en
Five Go Adventuring Again,[],1942,[],N/A,N/A,N/A,en
Kidnapped,['Robert Louis Stevenson'],1980,['Kidnapping'],N/A,N/A,N/A,en
Malory Towers,['Enid Blyton'],2016,['Adventure'],N/A,N/A,N/A,en
Scorpia,['Anthony Horowitz'],2005,['Juvenile Fiction'],"After being told that his father was an assassin for a criminal organization, fourteen-year-old Alex goes to Italy to find out more and becomes involved in a plan to kill thousands of English schoolchildren.",N/A,N/A,en
The Cry of the Icemark,['Stuart Hill'],2009-04,['Juvenile Fiction'],Thirrin must defend her country with the help of a son of a witch and her great strength and courage.,4,N/A,en
The black arrow,['Robert Louis Stevenson'],1959,['Adventure'],N/A,N/A,N/A,en
Safari Adventure,['Willard Price'],2012,['Juvenile Fiction'],"One of Willard Price's adventure stories featuring Hal and Roger Hunt. The boys have a new quarry - the big-game poachers who threaten to wipe out a huge African game reserve. They capture a band of poachers red-handed, but the leader, Blackbeard, continues to elude them.",N/A,N/A,en
The House of Arden,['Edith Nesbit'],1986,['Juvenile Fiction'],"Young Edred Arden and his sister Elfrida have inherited Arden Castle, but they will loose it forever unless they can find the long-lost treasure of the Ardens before Edred's birthday. With the aid of the Mouldiwarp of Arden -- a tempermental but magical golden-furred mole -- they travel back thorugh time to Tudor, Stuart and Napoleonic days to search for the missing treasure.",N/A,N/A,en
Mr. Midshipman Easy,['Frederick Marryat'],1991,['Juvenile Fiction'],"Based upon the author's own experiences sailing with Lord Thomas Cochrane, Mr. Midshipman Easy tells the rousing tale of Jack Easy, a coddled young man who decides to find his destiny in the service of His Royal Majesty's Navy during the Napoleonic Wars. What he finds is a world of great dangers and greater adventures that eventually lead him to manhood and glory. Filled with everything the high seas has to offer-daring duels, ruthless pirates, tragic shipwrecks and passionate romance-Mr. Midshipman Easy is recognized as one of the most exciting and authentic works of nautical adventure in literature.",N/A,N/A,en
Hans Brinker,"['Mary Mapes Dodge', 'Hans Christian Anderson']",1945,['Juvenile Fiction'],"A Dutch boy and girl work toward two goals, finding the doctor who can restore their father's memory and winning the competition for the silver skates.",N/A,N/A,en
King Solomon's Mines,['Henry Rider Haggard'],1985,['Adventure stories'],N/A,N/A,N/A,en
The Castle of Adventure,['Enid Blyton'],1959,['Adventure'],N/A,N/A,N/A,en
Kidnapped,['Robert Louis Stevenson'],1991,['Adventure stories'],N/A,N/A,N/A,en
Moonfleet,['John Meade Falkner'],1995-01,['Adventure stories'],"Moonfleet (1898) begins as a mystery and an adventure story, a tale of smuggling set among the cliffs, caves, and downs of Dorset. What will be the outcome of the conflict between smugglers and revenue men? How can the hero, John Trenchard, discover the secret of Colonel John Mohune's treasure? As the book progresses these two interwoven themes resolve themselves into a third and richer one, with the friendship and suffering of both John Trenchard and the craggy, taciturn Elzevir Block. Falkner's feeling for history and for the landscape of his Dorset setting combine with his gift for storytelling to turn Moonfleet into a historical romance of moving intensity.",N/A,N/A,en
Adventures in Borneo,['Mrs. Gore (Catherine Grace Frances)'],1849,['Adventure'],N/A,N/A,N/A,en
Treasures of the Snow,['Patricia Mary St. John'],1954,['Adventure'],N/A,N/A,N/A,en
Skeleton Key,['Anthony Horowitz'],2005,['Action'],"Sequel to Point Blanc - Alex Rider, reluctant teenage superspy is needed by MI6 once again.",4,N/A,en
The Pirate,['Frederick Marryat'],1861,['Adventure'],N/A,N/A,N/A,en
Rakkety Tam,['Brian Jacques'],2004,['Adventure'],"Two warrior squirrels lead the battle over Gulo, a bloodthirsty wolverine who will stop at nothing to recover the Walking Stone that will give him the authority to rule the lands of ice beyond the Great Sea.",N/A,N/A,en
Revolution!,"['Gavin Scott', 'George Lucas']",1992,['Juvenile Fiction'],"Caught in the middle of the Russian Revolution in Petrograd in July 1917, Indiana Jones tries to keep his student friends out of trouble without betraying his involvement with French military intelligence.",N/A,N/A,en
The Lost World,['Michael Crichton'],1995,['Adventure'],"With the highest grossing film in cinema history, Jurassic Park invented the word dinomania which swept the country in 1993. Now, the events prefaced in the epilogue to that novel are explored in this sequel.",N/A,N/A,en
Brilliance of the Moon,['Lian Hearn'],2005,['Adventure'],"Brilliance of the Moon is Volume 3 in the brilliant and seductive Otori Trilogy. A beautiful, haunting evocation of a time and place just beyond the reach of an outside world, the third and final instalment of the Tales of the Otori transports us once again to a medieval Japan of Hearn's imagination, a land of formal ritual and codes, harsh beauty and deceptive appearance. A thrilling follow-up to Grass for His Pillow and Across the Nightingale Floor, Brilliance of the Moon takes us deeper into the complexities of the loyalties that bind the novel's characters from birth. Filled with adventure and surprising twists of plot and fortune, it also provides a rare glimpse beyond the Three Countries, as outside influences intrude upon this isolated realm.",N/A,N/A,en
Danger Down the Nile,"['James Patterson', 'Chris Grabenstein']",2014-09-11,['Adventure'],"Bick Kidd and his globe-trotting siblings Beck, Storm and Tommy may have completed their first treasure hunt after their father was lost at sea, but their kidnapped mother is still in the hands of nasty pirates. Their search for a rescue plan takes them down the Nile river in Africa, where they'll have to navigate everything from Egyptian pyramids in the desert to wet-and-wild jungles - not to mention life-threatening encounters with wilderness diseases, angry hippos and some seriously bad guys - in order to find the treasure and save the day.",N/A,N/A,en
Enid Blyton's the Sea of Adventure,"['Nigel Robinson', 'Enid Blyton']",1996-11-20,['Adventure'],"A mysterious trip to the desolate Northern Isles soon turns into a terrifying adventure when Bill is kidnapped! Marooned far from the mainland on a deserted coast, Philip, Dinah, Lucy-Ann and Jack find themselves playing a dangerous game with an unknown enemy. Will they escape with Bill, and their lives?",N/A,N/A,en
Knights of the Kitchen Table,['Jon Scieszka'],1993,['Juvenile Fiction'],"Everyones favorite time-travelers are changing their style! ""The Time Warp Trio"" series now features a brand-new, eye-catching design, sure to appeal to longtime fans, and those new to Jon Scieszkas wacky brand of humor.",3,N/A,en
Heaven Eyes,['David Almond'],2000,['Adventure'],"Erin feels sisterly responsibility for Heaven Eyes, Mouse longs to belong anywhere and anyhow, but January thinks Grampa's a murderer. Whatever happens all three have a part to play.",N/A,N/A,en
The Last of the Sky Pirates,['Paul Stewart'],2002,['Adventure'],Rook Barkwater sets out into the Deepwoods - and meets the very last sky pirate - set fifty years later than the events of the Twig sequence.,N/A,N/A,en
The Aquitaine Progression,['Robert Ludlum'],1981,['Adventure'],N/A,N/A,N/A,en
Dog Overboard!,['Vivian Sathre'],1998,['Juvenile Fiction'],"Wishbone imagines that he is David Balfour, the young Scottish Lowlander bound for adventure in Kidnapped, the novel by Robert Louis Stevenson.",N/A,N/A,en
The Emperor's Code,['Gordon Korman'],2010,['Juvenile Fiction'],"An escalating race to find the 39 Clues finds Amy and Dan pursuing a Clue guarded by thousands of the world's best-trained soldiers, an effort that separates them in explosively dangerous ways.",N/A,N/A,en
The Colossus Rises,['Peter Lerangis'],2013,['JUVENILE FICTION'],"The day after 12-year-old Jack McKinley is told he has six months to live, he awakens on a mysterious island, where a secret organization promises to save his life - but with one condition. With his three friends, Jack must lead a mission to retrieve seven lost magical orbs, which, only when combined together, can save their lives. The challenge: the orbs have been missing for a thousand years, lost among the ruins and relics of the Seven Wonders of the Ancient World. With no one else to turn to and no escape in sight, the four friends have no choice but to undertake the quest.",N/A,N/A,en
Secret Seven Adventure,['Enid Blyton'],1963,['Adventure'],N/A,N/A,N/A,en
The Scarecrow and His Servant,['Philip Pullman'],2004,['Adventure'],"A wonderful new tale of two friends: a scarecrow made of straw and turnip, and his servant, a clever little boy named Jack. Their journey of discovery takes them into hilarious situations and terrifying dangers, but Jack's common sense always saves the day. This fantastic story of friendship and love is the first book for younger readers from Philip Pullman since I Was A Rat, and his first full-length book since The Amber Spyglass.",N/A,N/A,en
The Last Book in the Universe,['W. Rodman Philbrick'],2006,['Adventure'],"In a land dominated by vicious gangs and mindprobe entertainment, Spaz is alone. His foster sister is the only good thing in his life and she is dying. Determined to save her, Spaz bravely sets out into dangerous and forbidden territory, accompanied only by an old man, with his philosophies and memories of what the world once was.",N/A,N/A,en
The Mystery of the Magic Circle,"['M. V. Carey', 'Robert Arthur']",1978,[],N/A,N/A,N/A,en
The Angel Experiment,['James Patterson'],2007-04,['Juvenile Fiction'],"Max soars above the world . . . but in James Patterson's thrilling adventure, fantasy can come crashing down to reveal the nightmares of the Angel Experiment. Maximum Ride and her ""flock"" -- Fang, Iggy, Nudge, Gasman and Angel -- are just like ordinary kids, only they have wings and can fly. It may seem like a dream come true to some, but their lives can morph into a living nightmare at any time. Angel, the youngest member of the flock, is kidnapped and taken back to the ""School"" where she and the others were experimented on by a crew of whack jobs. Her friends brave a journey to blazing hot Death Valley, CA, to save Angel, but soon enough, they find themselves in yet another nightmare: fighting off the half-human, half-wolf ""Erasers"" in New York City. Whether in the treetops of Central Park or in the bowels of the Manhattan subway system, Max and her adopted family take the ride of their lives. Along the way, Max discovers that her purpose is save the world. But can she?",5,N/A,en
Subtle Knife,['Philip Pullman'],2003-09-01,['Juvenile Fiction'],"This second volume in the His Dark Materials trilogy starts off at a heart-thumping pace and never slows down."" Ages 12-up.There's a young hero--from our world--who is a match for Lyra Silvertongue and whose destiny is every bit as shattering. Like Lyra, Will Parry has spent his childhood playing games. Unlike hers, though, his have been deadly serious. This 12-year-old long ago learned the art of invisibility: if he could erase himself, no one would discover his mother's increasing instability and separate them.",N/A,N/A,en
Enid Blyton's Five Go to Demon's Rocks,"['Enid Blyton', 'Jolyne Knox']",1992-01,[],N/A,N/A,N/A,en
The Mystery of the Strange Messages,['Enid Blyton'],1969,['Adventure stories'],N/A,N/A,N/A,en
Five Have a Mystery to Solve,['Enid Blyton'],1997,['Adventure stories'],"Whispering Island - another mysterious place, with a million stories sorrounding it . . . Is it haunted? The Five are intrigued, but scared, too. Are they brave enough to go there and find out . . . These classic editions feature Enid Blyton's unchanged text and Eileen A. Soper's original illustrations.",N/A,N/A,en
One False Note,['Gordon Korman'],2008,['Adventure'],"Super-selling author Gordon Korman sends Amy and Dan off on a wild chase in Book 2 of the highly-anticipated 39 Clues series. THIS JUST IN! Amy and Dan Cahill were spotted on a train, hot on the trail of one of 39 Clues hidden around the world. BUT WAIT! Police report a break-in at an elite hotel, and the suspects ALSO sound suspiciously like Amy and Dan. UPDATE! Amy and Dan have been seen in a car . . . no, in a speedboat chase . . . and HOLD EVERYTHING! They're being chased by an angry mob!? When there's a Clue on the line, anything can happen.",4,N/A,en
The Valley of Adventure,"['Andrew Donkin', 'Enid Blyton']",1997,['Adventure'],"Who are the two strange pilots, and what is the secret treasure hidden in the lonely valley where the children land? Nothing could be more exciting than a daring night flight on Bill's plane! But Philip, Dinah, Lucy-Ann and Jack soon find themselves flying straight into a truly amazing adventure.",N/A,N/A,en
The Jungle,['Upton Sinclair'],1906,['Adventure'],...Documents the brutal conditions in the Chicago stockyards at the turn of the century and brings into sharp moral focus the appalling odds against which immigrants and other working people struggled for their share in the American dream...,4,N/A,en
Secret Seven on the Trail,['Enid Blyton'],2002,['Adventure'],"A trick by Susie and her infuriating Famous Five group send George and Jack on a trek to Tigger's Barn. But when the boys end up at a rail yard on a dark, foggy November night, things really get dangerous!",4,N/A,en
The Story Girl,['Lucy Maud Montgomery'],1988,['Adventure stories'],An ordinary girl tells wonderful stories. 8-12 yrs.,N/A,N/A,en
H. M. S. Ulysses,['Alistair MacLean'],1980-06-01,['Fiction'],"The story of men who rose to heroism, and then to something greater, ""H.M.S. Ulysses"" takes its place alongside ""The Caine Mutiny"" and ""The Cruel Sea"" as one of the classic novels of the navy, its men and its ships, at war. It is vintage MacLean -- and unforgettable. ""High-powered dramatics."" San Francisco Chronicle",N/A,N/A,en
The Secret of Spiggy Holes,"['Enid Blyton', 'Dudley Wynne']",2009,['Adventure'],"Follow the adventures of Mike, Peggy, Nora, Jack and their friend Prince Paul as they discover mysterious goings on in one of Blyton's most exciting and adventurous stories.",N/A,N/A,en
The Mystery Mice,['Ronne Randall'],1999,"[""Children's stories""]",N/A,N/A,N/A,en
To Rob a Dragon,['Elaine Argaet'],2001,['Adventure'],"Wizards and dragons are making life impossible inside the castle. Belch, the fire-breathing dragon, has stolen all the Clan's gold. Still, the wizards want their payment or the Clan will lose everything. There is only one terrifying thing to be done, but will Zac and Wooo succeed? [back cover].",N/A,N/A,en
Eloise in Moscow,['Kay Thompson'],1959,['Juvenile Fiction'],Eloise and her nanny visit Moscow.,N/A,N/A,en
Sea of Fire,"['Jeff Rovin', 'Tom (CRT) Clancy', 'Steve R. (CRT) Pieczenik']",2003-06-01,['Fiction'],"When a Singapore pirate is found in the Celebes Sea with radiation on his skin, the Op-Center team investigating nuclear disposal learns that a multinational corporation hired to dispose of nuclear waste is selling it to terrorists.",N/A,N/A,en
The 13-Storey Treehouse,['Andy Griffiths'],2021-05-25,[],"Andy and Terry's 13-storey treehouse is the most amazing treehouse in the world! It's got a bowling alley, a see-through swimming pool, a tank full of man-eating sharks, a giant catapult, a secret underground laboratory and a marshmallow machine that follows you around and shoots marshmallows into your mouth whenever you're hungry.Well, what are you waiting for? Come on up!",N/A,N/A,en
The Ghost Behind the Wall,['Melvin Burgess'],2000,['Adventure'],The ghost was rushing forwards towards David. As he came he grew bigger and bigger until he was like a lorry charging through the pipes. David screamed and the ghostly boy opened his mouth and screamed back. But his scream wasn't the scream of a child - it was the scream of an old man.,N/A,N/A,en
Enid Blyton's Five Have a Wonderful Time,['Enid Blyton'],1952,['Mystery and detective stories'],The five are intrigued by a face at the window of a tower in a ruined castle and decide to investigate.,N/A,N/A,en
The Will of the Empress,['Tamora Pierce'],2008,['Adventure'],"This is the final book in the Circle series. The four young mages, Tris, Sandry, Briar and Daja are now young adults and are back together.",5,N/A,en
Tom Gates is Absolutely Fantastic (at Some Things),['Liz Pichon'],2013,['Adventure'],"This takes the form of Tom's battered homework diary - crammed with his doodles and stories. ""Exciting News! Mr Fullerman announces that class 5F are going on an 'Activity Break'! Which should be fun. As long as I don't get stuck in a group with anyone who snores or worse still with . . . . . . Marcus Meldrew. Delia is already threatening to paint my room funny colours while I'm away. Which is annoying. I just hope the only surprise I have when I get home is the new pet that I hear Mum and Dad talking about. Because I've always wanted a pet!""",N/A,N/A,en
The Emperor of Absurdia,['Chris Riddell'],2015-10-22,['Adventure'],"Put on your jingle-jangle socks, and prepare for adventure!",N/A,N/A,en
