title,authors,publishedDate,categories,description,averageRating,textSnippet
A Clinical Guide to Pediatric Sleep,"['Jodi A. Mindell', 'Judith A. Owens']",2015,['Medical'],"""A Clinical Guide to Pediatric Sleep: Diagnosis and Management of Sleep Problems synthesizes current information about the assessment and treatment of sleep disorders in children and adolescents and provides in an accessible format for busy clinicians. Chapters are organized by disorder and by presenting complaints so that pediatricians, family physicians and nurse practitioners can quickly find a diagnosis and its appropriate treatment options""--Provided by publisher.",N/A,N/A
Arlo the Lion Who Couldn't Sleep,['Catherine Rayner'],2021-08-19,['JUVENILE FICTION'],"A dreamy picture book that's perfect for bedtime, from the award-winning Catherine Rayner",N/A,N/A
The Promise of Sleep,"['William C. Dement', 'Christopher L. Vaughan']",1999,['Dreams'],"Aims to illuminate the forgotten third of our lives - from the science of the sleeping brain to the coded world of dreams. This book also gives advice on how to get the sleep we need, how to take sleep seriously as the foundation of good health, and the dangers of abusing our biological clocks.",N/A,N/A
The Parva Naturalia,['Aristoteles'],1908,['Dreams'],N/A,N/A,N/A
The Ultimate Sleep Guide,"['Don Colbert MD (MD.)', 'Don Colbert']",2015,['Health & Fitness'],"More than half of all American adults suffer from insomnia at least a few times a week. An estimated fifty million to seventy million Americans live on the brink of mental and physical collapse due to a lack of sleep. In one year alone about forty-two million sleeping pill prescriptions were filled for American adults and children. An estimated sixty million Americans suffer from insomnia and other sleep disorders. This lack of sleep takes a toll on our health and happiness and leads to: Obesity and lack of appetite controlAccelerated agingPoor immune functionDecreased brain activityIncreased stress, depression, and anxietyIn The Ultimate Sleep Guide Dr. Colbert shows readers: The risks and dangers of sleep deprivationThe health benefits to getting a good night's restThe link between poor diet and insomniaCauses, symptoms, characteristics, and cures for common sleep disorders.",N/A,N/A
Sleep and Sleeplessness,['Joseph Mortimer Granville'],1881,['Insomnia'],N/A,N/A,N/A
"Biological Rhythms, Sleep and Hypnosis",['Simon Green'],2011-02-08,['Psychology'],"All through our lives, our daily activity is governed by biological rhythms such as the sleep cycle, waking in the morning and falling asleep at night. However, even when we are not awake, our minds are still at work. --",N/A,N/A
Counting Kisses,['Karen Katz'],2003,['Juvenile Nonfiction'],Count and kiss along with this bedtime book.,N/A,N/A
Why We Nap,['Claudio Stampi'],1992,['Juvenile Nonfiction'],"J ÜRGEN AscHOFF ""Very bad habit! Very bad habit!"" Captain Giles to Joseph Conrad who had taken a siesta. -Conrad: The Shadow Line On the Multiplicity of Rest-Activity Cycles: Some Historical and Conceptual Notes According to its title this book tries to answer the profound question of why we nap-and why Captain Giles was wrong in blaming Conrad for having napped. However, in this volume the term nap is not used in the narrower sense of an afternoon siesta; instead, emphasis is placed on the recurrent alternation between states of alertness and drowsiness, i. e. , on rest-activity cycles of high er frequency throughout the 24 hr. In view of this focus, two authors (Stampi, in Chapter I, and Ball, in Chapter 3) rightly refer to the psychologist Szymanski who was among the first to describe ""polyphasic"" activity patterns. Hence, I consider it appropriate to open this foreword with a few historical remarks. At the time when Szymanski (1920) made the distinction between ""monophasic"" and ""polyphasic"" rest-activity patterns and sleep-wake cy cles, respectively, not much was known about the mechanisms of such temporal structures. Although the botanists quite some time ago had demonstrated the endogenous nature of the ""monophasic"" sleep movements in plants, the hypothesis of an (still unknown) external driving force was favored by those who studied rhythms in animals and humans (Aschoff, 1990).",N/A,N/A
Sleep and Sleeplessness,['Henry Addington Bruce'],1920,['Insomnia'],N/A,N/A,N/A
The Deep Sleep,['Wright Morris'],2017-04,['Fiction'],"""'Judge Howard Potter, one of the most respected and influential citizens of a suburban town outside of Philadelphia, lies dead after a long and wearying illness. He is survived by the five people who knew him best and whose lives were deeply influenced by him. . . .Through the thoughts and reminiscences of these five very different people Mr. Morris tells his story. . . . [His] writing is occasionally obscure but always absorbing. He does not, like so many writers, hover omnisciently over his characters. He prefers to project himself into their innermost and very human thoughts and emotions, leaving the reader to draw his own conclusions. . . . Mr. Morris writes with wit, taste, and refreshing originality.""--William Murray, Saturday Review",N/A,N/A
"Sleep, Dreaming, and Sleep Disorders",['William H. Moorcroft'],1993-10-15,['Health & Fitness'],"This is a comprehensive review of sleep (measurement, homeostatic, rhythmic, physiology, sleep in animals), dreaming (the nature of dreams, dream theories, dream interpretation), sleep disorders, and functions of sleep and dreams. It is an ideal text for undergraduates in Psychology, Biology, Nursing, and related areas.",N/A,N/A
Time for Bed,['Mem Fox'],1997,['Juvenile Fiction'],"Darkness is falling everywhere and little ones are getting sleepy, feeling cozy, and being tucked in. It s time for a wide yawn, a big hug, and a snuggle under the covers--sleep tight Working beautifully with the soothingly repetitive text, each painting conveys a warm feeling of safety and affection. --School Library Journal """,5,N/A
Mr. Lazy,['Roger Hargreaves'],2007,['Mr. Men (Fictitious characters)'],The Mr Men and Little Miss series of titles now feature spine art. Collect the 46 Mr Men titles so the spine art reveals a picture when all titles are placed together in numbered order. Mr Lazy is the laziest person in the world.,N/A,N/A
The Mind in Sleep,"['Arthur M. Arkin', 'John S. Antrobus', 'Steven J. Ellman']",1978,['Medical'],N/A,N/A,N/A
Sleep and Dreams,['Jayne Gackenbach'],1986,['Health & Fitness'],"Unlike many books on sleep and dreams, the emphasis in this volume is on dreaming rather than on sleeping. This book gives the reader a basic grounding in what we know about the sleep state and then details sleep mentation or dreaming.",N/A,N/A
The Sleep Instinct,['Ray Meddis'],2019-09-10,['Sleep'],"Most of us believe that we sleep in order to rest our tired bodies and minds. Originally published in 1977, this centuries-old common-sense view is challenged by Ray Meddis, who describes and argues for a controversial new theory of the nature and function of sleep. The theory seeks to replace the old view with the idea that sleep may no longer serve any important function in modern man. Whereas the sleep instinct helps animals to survive by driving them to hide away for as long as possible each day, this is no longer a valuable asset in civilised surroundings. Nevertheless, as the author explains, we still feel driven by a primeval urge beyond conscious control to crawl away every evening to the security of our beds to wait out the dangerous hours of darkness which were such a threat to our ancestors. Contrary to contemporary wisdom, he also argues that dreaming is a primitive and particularly valueless kind of sleep - a crude a dangerous heritage from our reptilian ancestors which is kept to a bare minimum in most adult warm-blooded creatures. Ray Meddis writes in a non-technical style and succeeds admirably in making the science of sleep and intensive research studies on sleep accessible and even exciting for the general reader as well as for the scientist. He shows that not everyone is bound by a felt need for sleep; in fact, some human beings discussed at length in the book thrive on less than two hours sleep a night without any ill effects. The implications of the research described are little short of sensational; in particular, Dr Meddis believes that it is well within the bounds of possibility that future research will show us how changes can be brought about in normal people to free them from the bondage of their sleep instincts. This new perspective also leads directly into a radical reappraisal of the nature of insomnia and new possibilities for treatment.",N/A,N/A
The Sandman and the War of Dreams,['William Joyce'],2013-11-05,['Juvenile Fiction'],"Meet the newest Guardian, Sanderson Mansnoozie.",N/A,N/A
Sleep Well,['Kathy Feeney'],2002,['Juvenile Nonfiction'],"Provides an introduction to the benefits of sleep, including a discussion on dreaming, nightmares, sleepwalking, insomnia, and tips on how to sleep well.",N/A,N/A
Sleep Deprived No More,['Jodi A. Mindell'],2007-11-23,['Family & Relationships'],Dr. Jodi Mindell gives you the lowdown on solving sleep problems and staying alert throughout your pregnancy and the first six months after your baby arrives.,N/A,N/A
The Dream Dictionary from A to Z,['Theresa Cheung'],2019,['Dream interpretation'],"Dreams are universal, and every culture throughout history has tried to unlock the secrets of the unconscious mind through the interpretation of dreams. Understanding the unique meanings of dream symbols can help in the way you experience your waking everyday lives and even foretell the future. Designed to be kept right near your bed, The Dream Dictionary is organized from A to Z, so you can easily look up instant answers about the people, places, and ideas that you dreamed the night before. You’ll also discover the various meanings and interpretations of your dreams. -- Amazon.",N/A,N/A
Free Fall,['David Wiesner'],1988,['Adventure and adventurers'],A collection of children's books on the subject of sleep.,N/A,N/A
Sleep and Wakefulness,['Nathaniel Kleitman'],1987-09-15,['Medical'],"For half a century, Sleep and Wakefulness has been a valuable reference work. It discusses phases of the sleep cycle, experimental work on sleep and wakefulness, sleep disorders and their treatment, and such sleep-like states as hypnosis and hibernation.",N/A,N/A
The Sleep Revolution,['Arianna Huffington'],2017,['Health & Fitness'],"JP Morgan's Best Summer Read 2018 We are in the midst of a sleep deprivation crisis, and this has profound consequences - on our health, our job performance, our relationships and our happiness.In this book, Arianna Huffington boldly asserts that what is needed is nothing short of a sleep revolution. Only by renewing our relationship with sleep can we take back control of our lives. Through a sweeping, scientifically rigorous and deeply personal exploration of sleep from all angles, Arianna delves into the new golden age of sleep science that reveals the vital role sleep plays in our every waking moment and every aspect of our health - from weight gain, diabetes, and heart disease to cancer and Alzheimer's. In The Sleep Revolution, Arianna shows how our cultural dismissal of sleep as time wasted not only compromises our health and our decision-making but also undermines our work lives, our personal lives and even our sex lives. She explores all the latest science on what exactly is going on while we sleep and dream. She takes on the dangerous sleeping pill industry and confronts all the ways our addiction to technology disrupts our sleep. She alsooffers a range of recommendations and tips from leading scientists on how we can achieve better and more restorative sleep, and harness its incredible power. In today's fast-paced, always-connected, perpetually harried and sleep-deprived world, our need for a good night's sleep is more important - and elusive - than ever.The Sleep Revolutionboth sounds the alarm on our worldwide sleep crisis and provides a detailed road map to the great sleep awakening that can helptransform our lives, our communities and our world.",N/A,N/A
On Sleep,['Arianna Huffington'],2016-04-07,[],N/A,N/A,N/A
Lullaby,[],1879*,['Broadsides'],N/A,N/A,N/A
The Efficient Life,['Luther Halsey Gulick'],1907,['Hygiene'],N/A,N/A,N/A
Sleeping Beauties,"['Stephen King', 'Owen King']",2018-10-09,['Fiction'],"All around the world, something is happening to women when they fall asleep; they become shrouded in a cocoon-like gauze. If awakened, if the gauze wrapping their bodies is diturbed, the women become feral and spectacularly violent...",N/A,N/A
The Night Before Christmas Or A Visit of St Nicholas,['Clement Clarke Moore'],2020,['Animals'],Cover title. Caption title: A visit from St. Nicholas. By Clement Clarke Moore. Text printed in red ink. Full page illustrations chromolithographed.,N/A,N/A
Sleep and Cognition,"['Richard R. Bootzin', 'John F. Kihlstrom', 'Daniel L. Schacter']",1994-01-01,['Cognition'],N/A,N/A,N/A
"Wynken, Blynken, and Nod",['Eugene Field'],1982,['Fiction'],"One of the most beloved bedtime poems of childhood. Eugene Field's tale of a magical moonlight sail in a wooden shoe has long delighted children everywhere. In exquisitely rendered full-color paintings, Susan Jeffers captures the unfolding fantasy, adding her own highly imaginative interpretation to the classic rhyme.",N/A,N/A
"Steam Train, Dream Train (Easy Reader Books, Reading Books for Children)",['Sherri Duskey Rinker'],2013-04-16,['Juvenile Fiction'],The dream train pulls into the station & one by one the train cars are loaded with all the ingredients for wonderful dreams.,N/A,N/A
I Can Make You Sleep,['Paul McKenna'],2009,['Health & Fitness'],"Following the huge success of his blockbuster weight-loss program, Paul McKenna has created a groundbreaking new book-and-CD set that will be welcomed by millions. It reveals the secrets of getting regular, deep, refreshing sleep—and banishing insomnia for good. McKenna understands the frustration of not getting a good night’s rest, and his trademarked system—which consists of the book and CD working in harmony to reset your body’s natural sleep mechanism—is the solution every insomniac has been waiting for. Whether you find it difficult to fall sleep, wake frequently during the night, or get up too early, his method both increases the amount of sleep you enjoy and, crucially, improves its quality. And, one of the best things about McKenna’s technique, which took him 20 years to develop, is that you needn’t “believe” in it: just follow his instructions, listen to the CD, and watch what happens.",N/A,N/A
The Mystery of Sleep,['John Bigelow'],1905,['Sleep'],N/A,N/A,N/A
The Enchanted World of Sleep,['Peretz Lavie'],1996-01-01,['Medical'],"Why do we sleep? How much sleep do we really need? What causes sleep apnea, narcolepsy, and insomnia--and what can be done about these sleep disorders? Why do older people have more trouble sleeping than young people? We have all puzzled over--or been plagued by--the mysteries of sleep. Now a leading researcher on sleep provides an engaging and informative introduction to the subject that answers many of our questions. Peretz Lavie surveys the entire field of sleep research and sleep medicine--from the structure of sleep stages and the brain centers involved in sleep regulation to the reasons for and significance of dreams, the importance of sleep in maintaining good health, and the function of biological rhythms--interweaving facts with fascinating case histories, anecdotes, and personal reflections. We learn, for example, about: *development of sleep patterns from infancy to adulthood and in the aged; *the wide variety of sleep habits in animals; *dreams of Holocaust survivors; *sleep under the threat of Scud missile attacks; *how melatonin influences sleep; *the story of the ""Acrobat's Leap"" sleep-deprivation experiments in the Israeli army; *how to treat insomnia; *what to do with a baby who refuses to go to sleep; and much more. Originally published in Hebrew to great acclaim, this book will enlighten and entertain everyone interested in how and why we sleep.",N/A,N/A
The Sandman,['William Joyce'],2012-10-02,['Juvenile Fiction'],The second picture book in Academy Award winner Joyce's The Guardians of Childhood series tells how the Sandman dreamed up his sweet-dreams legacy. Full color.,N/A,N/A
Wake Up Successful,['S. J. Scott'],2014-03-21,['Business & Economics'],"DISCOVER:: Why Successful People Get More Things Done Before 9 A.M.Having trouble achieving your goals? The reason most people aren't successful is they fail to follow a day-by-day strategy. Instead they start each day, ""hoping"" they will have enough time to take action on their goals.If you closely examine the world's most successful people you'd see they start each day in an energized state, ready to accomplish any goal. What's their secret? The *one thing* they do differently is they prioritize each day so the most important task is completed first. Put simply, successful people have morning routines that help them feel energized and ready to focus on their most important goal.START TODAY:: Live Each Day Like It's Your LastIn ""Wake Up Successful"" you'll learn how to live every day like it's your last. No longer will you stumble out of bed and waste the first few hours. Instead, you'll learn how to start the day by creating energy and harnessing this power to focus on ONE breakthrough goal that will make a difference in your life.A morning routine is simple and effective. It's easy to tailor to your unique circumstances and goals. And, best of all, it's tested. Inside this book, you'll discover the proven strategies to help you get the most out of those precious first few hours.DOWNLOAD:: Wake Up Successful - How to Increase Your Energy & Achieve Any Goal with a Morning Routine""Wake Up Successful"" contains a step-by-step blueprint for creating a powerful morning ritual.Inside this guide you'll learn how to:** Create a bedtime routine that sets up an energized morning** Use 25 tips to get a full night's rest** Follow the 8 strategies for boosting energy every morning** Build YOUR morning ritual, using two sample templates** Achieve any goal with an ""Hour of Power""** Use 15 examples to find your perfect daily goal activity** Turn a morning routine into a permanent habitYou can become more successful every day. All you need is a step-by-step strategy for each morning.Would You Like To Know More?Download now and begin each day, ready to attack the world.Scroll to the top of the page and select the buy button.",N/A,N/A
