title,authors,publishedDate,categories,description,averageRating,textSnippet
The Forgotten Garden,['Kate Morton'],2011-03,['Fiction'],"A lost child On the eve of the first world war, a little girl is found abandoned on a ship to Australia. A mysterious woman called the Authoress had promised to look after her - but the Authoress has disappeared without a trace. A terrible secret On the night of her twenty-first birthday, Nell O'Connor learns a secret that will change her life forever. Decades later, she embarks upon a search for the truth that leads her to the windswept Cornish coast and the strange and beautiful Blackhurst Manor, once owned by the aristocratic Mountrachet family. A mysterious inheritance On Nell's death, her grand-daughter, Cassandra, comes into an unexpected inheritance. Cliff Cottage and its forgotten garden are notorious amongst the Cornish locals for the secrets they hold - secrets about the doomed Mountrachet family and their ward Eliza Makepeace, a writer of dark Victorian fairytales. It is here that Cassandra will finally uncover the truth about the family, and solve the century-old mystery of a little girl lost. A captivating and atmospheric story of secrets, family and memory from the international bestselling author Kate Morton.",N/A,N/A
The Feminist Companion to Literature in English,"['Virginia Blain', 'Patricia Clements', 'Isobel Grundy']",1990,['Biography & Autobiography'],"The first international guide to women writers in English, featuring both well-known and obscure women writers from the British Isles and North America as well as writers from the Caribbean, the South Pacific, Australia, Asia and Africa. It includes not only poets, dramatists and novelists, but also diarists, translators, and spiritual autobiographers. Most entries are biograhical but there are numerous topic entries as well. This book is the fruit of research by three editors and fifty specialist consultants.",N/A,N/A
Sense and Sensibility,['Jane Austen'],1994,['Courtship'],"In nineteenth-century England, two sisters are drawn into unhappy romances despite the cool judgment of one and the emotional intensity of the other.",N/A,N/A
Chocolat (Film Tie-In),['Joanne Harris'],1999,['Chocolate'],"Try me...Test me...Taste me. When an exotic stranger, Vianne Rocher, arrives in the French village of Lansquenet and opens a chocolate boutique directly opposite the church, Father Reynaud identifies her as a serious danger to his flock - especially as it is the beginning of Lent, the traditional season of self-denial. War is declared as the priest denounces the newcomer's wares as instruments of murder. Suddenly Vianne's shop-cum-cafe means that there is somewhere for secrets to be whispered, grievances to be aired, dreams to be tested. But Vianne's plans for an Easter Chocolate Festival divide the whole community in a conflict that escalates into a 'Church not Chocolate' battle. As mouths water in anticipation, can the solemnity of the Church compare with the pagan passion of a chocolate éclair? For the first time here is a novel in which chocolate enjoys its true importance, emerging as a moral issue, as an agent of transformation - as well as a pleasure bordering on obsession. Rich, clever and mischievous, this is a triumphant read.",N/A,N/A
David Copperfield,['Charles Dickens'],1983,['Fiction'],"One of Dickens's best-loved and most personal novels, David Copperfield is the embodiment of Dickens's own boyhood experience recalling his employment as a child in a London warehouse. This edition, which has the accurate Clarendon text, includes Dickens's trial titles and working notes, andeight original illustrations by ""Phiz.""",N/A,N/A
A Hero of Our Time,['Михаил Юрьевич Лермонтов'],1966,['Fiction'],"In its adventurous happenings-its abductions, duels, and sexual intrigues-""A Hero of Our Time"" looks backward to the tales of Sir Walter Scott and Lord Byron, so beloved by Russian society in the 1820s and '30s. In the character of its protagonist, Pechorin-the archetypal Russian antihero-Lermontov's novel looks forward to the subsequent glories of a Russian literature that it helped, in great measure, to make possible. This edition includes a Translator's Foreword by Vladimir Nabokov, who translated the novel in collaboration with his son, Dmitri Nabokov.",N/A,N/A
The Theatre of the Absurd,['Martin Esslin'],1991,['Drama'],Introduces audiences to developments in the contemporary theatre which reflect changing attitudes toward the world,N/A,N/A
Shantaram,['Gregory David Roberts'],2003,['Australians'],"In 1978 Gregory David Roberts committed a series of robberies while adducted to heroin, and was sentenced to nineteen years in prison. After two years, he escaped from a maximum-security prison in broad daylight, and became Australia s most wanted man. Hiding in Mumbai, he established a medical clinic for slum-dwellers, and worked as a counterfeiter, smuggler and gunrunner for one of the most charismatic branches of the Mumbai mafia. Shantaram based on this ten-year period of Gregory David Roberts life is a superbly written and gripping novel, and an authentic evocation of Mumbai life.",4,N/A
The World According to Garp,['John Irving'],1978,['Fiction'],"This is the life and times of T. S. Garp, the bastard son of Jenny Fields, a feminist leader ahead of her time. This is the life and death of a famous mother and her almost-famous son; theirs is a world of sexual extremes, even of sexual assassinations. It is a novel rich with lunacy and sorrow, yet the dark, violent events of the story do not undermine a comedy both ribald and robust. In more than thirty languages, in more than forty countries-with more than ten million copies in print-this novel provides almost cheerful, even hilarious evidence of its famous last line: ""In the world according to Garp, we are all terminal cases.""",N/A,N/A
The Voyage Out,['Virginia Woolf'],2001,['Fiction'],"Woolf's first novel is a haunting book, full of light and shadow. It takes Mr. and Mrs. Ambrose and their niece, Rachel, on a sea voyage from London to a resort on the South american coast. ""It is a strange, tragic, inspired book whose scene is a South americanca not found on any map and reached by a boat which would not float on any sea, an americanca whose spiritual boundaries touch Xanadu and Atlantis"" (E. M. Forster).",N/A,N/A
Maigret and the Spinster,['Georges Simenon'],1977,['Fiction'],A young woman who shares an apartment with an elderly aunt returns to police headquarters repeatedly to complain of strange shifts in the position of her furniture during the night. On a particularly busy day the Inspector puts her off just long enough for disaster to strike. Translated by Eileen Ellenbogen. Maigret is a registered trademark of the Estate of Georges Simenon.,N/A,N/A
Witch Week,['Diana Wynne Jones'],1988,['Juvenile Fiction'],"There are good witches and bad witches, but the law says that all witches must be burned at the stake. So when an anonymous note warns, ""Someone in this class is a witch,"" the students in 6B are nervous -- especially the boy who's just discovered that he can cast spells and the girl who was named after the most famous witch of all.Witch Week features the debonair enchanter Chrestomanci, who also appears in Charmed Life, The Magicians of Caprona, and The Lives of Christopber Chant.Someone in the class is a witch. At least so the anonymous note says. Everyone is only too eager to prove it is someone else -- because in this society, witches are burned at the stake.",N/A,N/A
At Swim-Two-Birds,"[""Flann O'Brien""]",1976,['Fiction'],"""That's a real writer, with the true comic spirit. A really funny book."" James Joyce.",N/A,N/A
My Name is Red,['Orhan Pamuk'],2002,['Fiction'],"A furor erupts in sixteenth-century Istanbul when the Sultan commissions the European-style illumination of a great book, and the situation worsens when one of the miniaturists vanishes mysteriously.",N/A,N/A
Old Filth,['Jane Gardam'],2004,['Fiction'],"FILTH is a lawyer with a practice in the Far East. A few remember that his nickname stands for Failed In London Try Hong Kong. But Old Filth is not as pompous as people imagine, and his past contains many secrets and dark hiding places.",N/A,N/A
Crooked House,['Agatha Christie'],1948,['Fiction'],"When the patriarch of a large family dies under mysterious circumstances, no one escapes suspicion.",N/A,N/A
The Egoist: A Comedy in Narrative,['George Meredith'],1956-01-01,['Fiction'],"Comedy is a game played to throw reflections upon social life, and it deals with human nature in the drawing-room of civilized men and women, where we have no dust of the struggling outer world, no mire, no violent crashes, to make the correctness of the representation convincing. Credulity is not wooed through the impressionable senses; nor have we recourse to the small circular glow of the watchmaker's eye to raise in bright relief minutest grains of evidence for the routing of incredulity. The Comic Spirit conceives a definite situation for a number of characters, and rejects all accessories in the exclusive pursuit of them and their speech. For being a spirit, he hunts the spirit in men; vision and ardour constitute his merit; he has not a thought of persuading you to believe in him. Follow and you will see. But there is a question of the value of a run at his heels. Now the world is possessed of a certain big book, the biggest book on earth; that might indeed be called the Book of Earth; whose title is the Book of Egoism, and it is a book full of the world's wisdom. So full of it, and of such dimensions is this book, in which the generations have written ever since they took to writing, that to be profitable to us the Book needs a powerful compression. Who, says the notable humourist, in allusion to this Book, who can studiously travel through sheets of leaves now capable of a stretch from the Lizard to the last few poor pulmonary snips and shreds of leagues dancing on their toes for cold, explorers tell us, and catching breath by good luck, like dogs at bones about a table, on the edge of the Pole? Inordinate unvaried length, sheer longinquity, staggers the heart, ages the very heart of us at a view. And how if we manage finally to print one of our pages on the crow-scalp of that solitary majestic outsider? We may get him into the Book; yet the knowledge we want will not be more present with us than it was when the chapters hung their end over the cliff you ken of at Dover, where sits our great lord and master contemplating the seas without upon the reflex of that within!",N/A,N/A
The Forget-Me-Not Sonata,['Santa Montefiore'],2014-01-02,['Fiction'],"THE NUMBER ONE BESTSELLING AUTHOR 'Just promise me one thing . . . Have the courage to follow your heart' Buenos Aires, 1948. Audrey Garnet lives a sheltered life in the exclusive Argentinian community of Hurlingham. That is, until Cecil and Louis Forrester arrive, travelling from England to make their fortunes. Admired by all for her beauty and grace, Audrey quickly catches the eyes of both brothers, but it is talented-but-troubled outsider Louis with his musical flair whom she is drawn to most. Cecil, however, is a better match – a decorated war hero who has charmed the entire community, including Audrey’s parents, forcing Audrey to keep her true feelings a secret. But when a family tragedy rocks Audrey’s world, she is faced with a terrible dilemma: must she do her duty to her family, or will she finally be able to follow her heart? ***PRAISE FOR SANTA MONTEFIORE*** ‘Nobody does epic romance like Santa Montefiore’ JOJO MOYES ‘An enchanting read overflowing with deliciously poignant moments’ DINAH JEFFERIES on Songs of Love and War ‘Santa Montefiore hits the spot for my like few other writers’ SARRA MANNING ‘One of our personal favourites’ THE TIMES on The Last Secret of the Deverills ‘Accomplished and poetic’ Daily Mail ‘Santa Montefiore is a marvel’ Sunday Express",N/A,N/A
Towards Zero,['Agatha Christie'],1991,['Fiction'],"A crime expert plays with the rules of murder mystery, only to write himself out of the story. Mr. Treves, a famous criminologist, loves murder mysteries--except for the fact that they all begin with murder. But his desire to move the fatal moment to the end just might be the death of him.",N/A,N/A
Society and Solitude,['Ralph Waldo Emerson'],1883,['American essays'],N/A,N/A,N/A
The Daughter of Time,['Josephine Tey'],1995-11-29,['Fiction'],A hospitalized English policeman reconstructs historical evidence concerning Richard III's role in the murder of Edward IV's two sons.,2.5,N/A
Animal Farm,['George Orwell'],2007*,['Domestic animals'],"The animals in Manor Farm kick out their human master and take over management of the land. All animals are now equal, but soon the the pigs succumb to the temptations of privilege and power.",N/A,N/A
Martin Chuzzlewit,['Charles Dickens'],1994,['Fiction'],"Old Martin Chuzzlewit, tormented by the greed and selfishness of his family, effectively drives his grandson, young Martin, to undertake a voyage to America. It is a voyage which will have crucial consequences not only for young Martin, but also for his grandfather and his grandfather's servant, Mary Graham with whom young Martin is in love.",1,N/A
"Confessions of Felix Krull, Confidence Man",['Thomas Mann'],1955,['Fiction'],N/A,N/A,N/A
Albion,['Peter Ackroyd'],2002,['History'],"History, Anglo saxon period. English culture, science, art, music philosophy.",5,N/A
English Traits,['Ralph Waldo Emerson'],1878,['England'],N/A,N/A,N/A
"Volpone, Or The Fox",['Ben Jonson'],1983,['Drama'],"This Revels Student Edition, with a carefully modernized text, presents new material about ""Volpone"" 's debt to the popular Reynard beast epic and Italian ""commedia dell 'art"" and discusses its mockery of greed in relation to two Renaissance perversions of the myth of a Golden Age. Referring to famous productions, it pays particular attention to decisions that must be made whenever the play is performed.",N/A,N/A
Peril at End House,['Agatha Christie'],1990-03,['Fiction'],Poirot suspects someone wants the young mistress of Peril House dead after four near-fatal accidents. Copyright © Libri GmbH. All rights reserved.,N/A,N/A
Of Human Bondage,['William Somerset Maugham'],1915,['Fiction'],"A club-footed orphan struggles for independence, his intellectual development and his attempt to become an artist.",N/A,N/A
The Romantics,['Pankaj Mishra'],2000,['Fiction'],"On the banks of the Ganges, the holy city of Benares groans and heaves along the fault line where modern India presses against its living past, as pilgrims bathe in the sacred waters while the bodies of the dead await by the thousands their turns on the burning ghats. Into this city comes in all innocence young Samar to complete his university studies and take the civil-service examinations that will determine his future. An uprooted Brahman, bearing the responsibilities of his caste but shorn of its privileges, Samar, obsessed by the intellectual culture of the West but shaped by ancient obligations due his ancestors, finds himself suspended between conflicted worlds. He is the classic young man from the provinces, propelled by curiosity and passion beyond his comprehension. He will emerge with a story to tell: a story of lost illusions and the joy and pain of love. On his journey of self-discovery, Samar is accompanied by two guides: Rajesh, an impoverished fellow Brahman, a hanger-on at the university who has mysterious powers over a band of student malcontents that has made him its leader; and Miss West, his neighbor in the ramshackle lodging where he has taken a room. Miss West--English, fortyish, her good looks so far intact--will introduce Samar to her circle of Western friends who have come to Benares seeking a culture more resonant than their own. From Rajesh, Samar will discover the dead end to which that culture has come. When he arrives in Benares, Samar knows Miss West's world only through the books he has read. By the time he is ready to leave the holy city, Samar's Brahman reserves will have been tested to the breaking point by Miss West's beautiful friendCatherine and by the horror to which Rajesh has exposed him. He survives by the grace of character and intelligence with which his brilliant creator--one of the most promising talents of his Anglo-Indian generation--has endowed him in this astonishingly mature first novel, the harbinger of a major literary career.",N/A,N/A
The Painted Veil,['William Somerset Maugham'],1925,['Adultery'],"Kitty Fane is the beautiful but shallow wife of Walter, a bacteriologist stationed in Hong Kong. Unsatisfied by her marriage, she starts an affair with Charles Townsend, a man whom she finds charming, attractive and exciting. But when Walter discovers her deception, he exacts a strange but terrible vengeance: Kitty must accompany him to his new posting in remote mainland China, where a cholera epidemic rages.",N/A,N/A
The Lost World,['Arthur Conan Doyle'],1994,['Juvenile Fiction'],A scientist finds dinosaurs roaming in an unexplored area in South America.,N/A,N/A
The Song of Roland,[],1957-12-30,['Fiction'],"Presents the classical epic, glorifying the heroism of Charlemagne in the 778 battle between the Franks and the Moors.",N/A,N/A
Rising Sun,['Michael Crichton'],1993,['Fiction'],2 tapes 3 hours.,3.5,N/A
Jude the Obscure,['Thomas Hardy'],1972-05-05,['Education'],The schoolmaster was leaving the village and everybody seemed sorry.,N/A,N/A
Pride and Prejudice,['Jane Austen'],2001,['England'],N/A,N/A,N/A
English Pronouncing Dictionary,['Daniel Jones'],1996-10,"['Dictionary, pronounciation']",N/A,N/A,N/A
Cat Among the Pigeons,['Agatha Christie'],1989-12,['Fiction'],N/A,N/A,N/A
Something Fresh,['Pelham Grenville Wodehouse'],1986,['Blandings Castle (England : Imaginary place)'],"In a moment of absentmindedness, Lord Emsworth helps himself to a priceless relic, leaving its owner to offer a thousand pounds for its return. Pretty soon, Blandings is a madhouse with people tripping over one another to claim the prize. Copyright © Libri GmbH. All rights reserved.",N/A,N/A
To the Lighthouse,['Virginia Woolf'],1996,['Domestic fiction'],"This is the story of the Ramsays, based on Virginia Woolf's own family. Written in the stream-of-consciousness style, the book examines family relationships, the traditional roles of the sexes, the tensions and love between husband and wife and the resentment children can feel for their parents.",N/A,N/A
Demosthenes: Six Private Speeches,['Demosthenes'],1972,['History'],"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work. This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work. As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.",N/A,N/A
A Room with a View,['E. M. Forster'],2003,['British'],One of a series of simplified educational editions written for learners of English as a foreign language.,N/A,N/A
Practical English Usage,['Michael Swan'],2016,['English language'],"Fully revised and updated, and now available online and in print.",N/A,N/A
Hallowe'en Party,['Agatha Christie'],1989,['Fiction'],"John Moffatt stars as the great Belgian detective in a BBC Radio full-cast dramatization. When a young girl is found drowned at a Halloween party after boasting about a murder she had seen, Ariadne Oliver, the famous crime novelist, sends for her old friend Hercule Poirot. But has Poirot one death to investigate--or two?",N/A,N/A
A Room with a View,['Edward Morgan Forster'],1998,['Fiction'],"Young and well bred, Lucy Honeychurch finds herself in a muddle after encountering the Emersons on a trip to Florence. Their social class is different from Lucy's and their manner -- unlike the ""respectable"" people she's used to -- is simple and direct, causing her to find the people around her wanting.",N/A,N/A
The Right Word,"['Jen Bryant', 'Jennifer Bryant']",2014-09-15,['Juvenile Nonfiction'],"2015 Caldecott Honor Book For shy young Peter Mark Roget, books were the best companions -- and it wasn t long before Peter began writing his own book. But he didn t write stories; he wrote lists. Peter took his love for words and turned it to organizing ideas and finding exactly the right word to express just what he thought. His lists grew and grew, eventually turning into one of the most important reference books of all time. Readers of all ages will marvel at Roget s life, depicted through lyrical text and brilliantly detailed illustrations. This elegant book celebrates the joy of learning and the power of words.",N/A,N/A
The King's English,"['Henry Watson Fowler', 'Francis George Fowler']",1908,['English'],N/A,N/A,N/A
Where Angels Fear to Tread,['Edward Morgan Forster'],1905,['Culture conflict'],"After a rich Edwardian widow impulsively marries a handsome but poor Tuscan dentist and dies in childbirth, her English relatives try to gain custody of the baby.",N/A,N/A
The Canterville Ghost,['Oscar Wilde'],2002,['English'],N/A,N/A,N/A
To the Lighthouse,['Virginia Woolf'],2012-09-05,['Fiction'],"Set in the summer home of an English family, this novel unfolds through shifting perspectives of each character's stream of consciousness, recalling childhood emotions and highlights of adult relationships.",N/A,N/A
"Bomb, Book and Compass",['Simon Winchester'],2008,['Biography & Autobiography'],History.,N/A,N/A
The Origins of the British,['Stephen Oppenheimer'],2006,['Science'],"The mtDNA & Y-chromosome genetic data has rapidly piled up about the British people. Synthesising the evidence with linguistics, archaeology & history, this work aims to break the findings about the origins of the British people. The first scoop is that the roots of English identity lie over 6000 years ago, not with the Anglo-Saxons.",N/A,N/A
King Henry V,['William Shakespeare'],1973,['Drama'],"Lively, instructive access to Shakespeare's rich and complex works.",N/A,N/A
A Caribbean Mystery,['Agatha Christie'],2023-05-11,['Detective and mystery stories'],"A Caribbean resort Strangers thrown together Is there evil in paradise? Major Palgrave enjoys an audience, and, in Miss Marple, he discovers a captive audience too polite to walk away. But midway through recounting the tale of a multiple murder, he stops suddenly when something, or someone, catches his eye. Then, when he's found dead the following day, Miss Marple suspects that someone wanted to silence the talkative major. Permanently. Never underestimate Miss Marple 'There's no such thing as a disappointing Agatha Christie: there are only good ones and better ones.' Naomi Alderman 'Livelieness . . . infectious zest . . . as good as anything Miss Christie has done.' Observer",N/A,N/A
The Giver,['Lois Lowry'],1993,['Juvenile Fiction'],"Given his lifetime assignment at the Ceremony of Twelve, Jonas becomes the receiver of memories shared by only one other in his community and discovers the terrible truth about the society in which he lives.",5,N/A
Toujours Provence,['Peter Mayle'],2001-06-28,['Biography & Autobiography'],"From vantage points as varied as the Cannes Film Festival, the caves at Chateauneuf-du-Pape and the Menerbes Dog Show, this book shows that life in Provence is not quiet and uneventful. All kinds of characters are depicted: estate agents, a gendarme, reporters from Vogue and the tourists.",N/A,N/A
The Mystery of Edwin Drood,['Charles Dickens'],1972,['Fiction'],"Edwin Drood is contracted to marry Orphan Rosa, but they break the engagement off-and soon afterwards Edwin disappears. Is it murder? And is his jealous uncle-a sinister choirmaster with a double life and designs on Rosa-the killer? Dickens died before completing the story, leaving the mystery unsolved and encouraging successive generations of readers to turn detective. In addition to its tantalizing crime, the novel also offers a characteristically Dickensian mix of the fantastical world of the imagination and a vibrantly journalistic depiction of gritty reality. This edition features a new critical introduction that assesses the evidence to show whether the mystery can truly be solved, as well as a chronology, illustrations, appendixes (including one on opium use in the nineteenth century). Edited with an introduction and notes by David Paroissien.",N/A,N/A
The Hound of the Baskervilles,['Arthur Conan Doyle'],1959,['Juvenile Fiction'],For generations the curse had hung over the Baskerville family. Now another life had been claimed by the mysterious and terrifying beast. Was it a demon or an animal lurking on the desolate moor? Would the new master of the Baskerville home be its next victim? Sherlock Holmes and Watson set out to solve the most bewildering and bloodcurdling case of their careers in this world-famous classic of mystery and suspense.,N/A,N/A
The Memory of Love,['Aminatta Forna'],2011-03-07,['Fiction'],"Freetown, Sierra Leone, 1969. On a hot January evening that he will remember for decades, Elias Cole first catches sight of Saffia Kamara, the wife of a charismatic colleague. He is transfixed. Thirty years later, lying in the capital's hospital, he recalls the desire that drove him to acts of betrayal he has tried to justify ever since.Elsewhere in the hospital, Kai, a gifted young surgeon, is desperately trying to forget the pain of a lost love that torments him as much as the mental scars he still bears from the civil war that has left an entire people with terrible secrets to keep. It falls to a British psychologist, Adrian Lockheart, to help the two survivors, but when he too falls in love, past and present collide with devastating consequences. The Memory of Love is a heartbreaking story of ordinary people in extraordinary circumstances.",N/A,N/A
Look at the Harlequins!,['Vladimir Vladimirovich Nabokov'],1974,['Fiction'],"Focusing on the central figures of his life--his four wives, his books, and his muse, Dementia--the book leads us to suspect that the fictions Vadim has created as an author have crossed the line between his life's work and his life itself, as the worlds of reality and literary invention grow increasingly indistinguishable.",N/A,N/A
The Professor,['Charlotte Brontë'],1989-01-26,['Fiction'],"The experiences of a British instructor teaching in a Brussels school are depicted in this nineteenth-century, English novel.",N/A,N/A
The Eagle Has Flown,['Jack Higgins'],1991-11,['Fiction'],"Following the failed attempt to assassinate Winston Churchill, Major Kurt Steiner is being held in the Tower of London. Liam Devlin is presented with a challenge from Heinrich Himmler, to rescue him from the tower and return him to Germany.",5,N/A
The Making of English National Identity,['Krishan Kumar'],2003-03-13,['History'],"Why is English national identity so enigmatic and so elusive? Why, unlike the Scots, Welsh, Irish and most of continental Europe, do the English find it so difficult to say who they are? The Making of English National Identity, first published in 2003, is a fascinating exploration of Englishness and what it means to be English. Drawing on historical, sociological and literary theory, Krishan Kumar examines the rise of English nationalism and issues of race and ethnicity from earliest times to the present day. He argues that the long history of the English as an imperial people has, as with other imperial people like the Russians and the Austrians, developed a sense of missionary nationalism which in the interests of unity and empire has necessitated the repression of ordinary expressions of nationalism. Professor Kumar's lively and provocative approach challenges readers to reconsider their pre-conceptions about national identity and who the English really are.",N/A,N/A
Treasure Island,['Robert Louis Stevenson'],2005,['Fiction'],"""Jim Hawkins tells the story of the journey on the ship, the Hispaniola, to Treasure Island. And he tells of the battle with the pirates to get Captain Flint's gold.""--Cover.",N/A,N/A
The Romance of Leonardo Da Vinci,['Dmitry Sergeyevich Merezhkovsky'],1955,['Artists'],N/A,N/A,N/A
Linguistic Terms and Concepts,['Geoffrey Finch'],2000,['English'],This glossary of linguistic terms and concepts is designed for undergraduate and A Level students of English Language and Linguistics. The work provides an overview of the subject as well as covering principal figures in linguistic criticism.,N/A,N/A
East of the Sun,['Julia Gregson'],2008,['Fiction'],"An utterly captivating story of three young British women in search of freedom and love in 1920s India Autumn 1928. Three young women are on their way to India, each with a new life in mind. Rose, a beautiful but naïve bride-to-be, is anxious about leaving her family and marrying a man she hardly knows. Victoria, her bridesmaid couldn't be happier to get away from her overbearing mother, and is determined to find herself a husband. And Viva, their inexperienced chaperone, is in search of the India of her childhood, ghosts from the past and freedom. Each of them has their own reason for leaving their homeland but the hopes and secrets they carry can do little to prepare them for what lies ahead in India. From the parties of the wealthy Bombay socialites, to the ragged orphans on Tamarind Street, EAST OF THE SUN is an utterly engaging novel that will captivate readers everywhere.",N/A,N/A
"Teaching English, Language and Literacy",['Dominic Wyse'],2013,['Education'],"Prev. ed. main entry under Wyse, Dominic.",N/A,N/A
Pygmalion,"['Bernard Shaw', 'George Bernard Shaw']",1962,['Drama (English)'],N/A,N/A,N/A
Wheels of Terror,"['Sven Hassel', ""I. O'Hanlon""]",2003,['Fiction'],"Stationed on the Russian Front and now equipped with armoured vehicles, Sven Hassel and his comrades from the 27th penal regiment fight on remorselessly... All of them should be dead: life expectancy on the Russian Front is measured in weeks. But Sven, Porta, Tiny and The Legionnaire fight to the end, not for Germany, not for Hitler, but for survival. Wheels of Terror is a sobering depiction of war's brutalities, and the violence and inhumanity that the history books leave out. Sven Hassel's unflinching narrative is based on his own experiences in the German Army. He began writing his first novel, Legion of the Damned in a prisoner of war camp at the end of World War Two.",N/A,N/A
"Jazz, Its Evolution and Essence",['André Hodeir'],1980,['Music'],"Discusses the musicians, musical elements, and other factors which have been influential in the development of jazz music.",N/A,N/A
Dracula,['Bram Stoker'],2005,['Angleščina - Jezikovni pouk'],N/A,N/A,N/A
How to be an Alien,['George Mikes'],1999,['England'],Why are English people so different from other Europeans? This book tries to explain the strange things that the English do and say.,N/A,N/A
The Last September,['Elizabeth Bowen'],1952,['Fiction'],"""A novel of Ireland in the Nineteen-Twenties""--Cover.",N/A,N/A
The Life and Adventures of Martin Chuzzlewit,['Charles Dickens'],1989,['Fiction'],"'Martin Chuzzlewit is something other and better in tone and quality, and goes deeper than anything Dickens had written before', writes Geoffrey Russell in his Introduction to this study of selfishness.",N/A,N/A
Something of Myself,['Rudyard Kipling'],2008,['Biography & Autobiography'],"Offers an insight into the mind of Rudyard Kipling, who upheld the Victorian imperialist values of duty, patriotism and obedience, and yet sympathized with outlaws and children. This memoir describes his bitter childhood years in the 'House of Desolation', his beloved parents and his pride in his own work.",N/A,N/A
A Christmas Carol,['Charles Dickens'],1981,['Christmas'],N/A,N/A,N/A
