title,authors,publishedDate,categories,description,averageRating,textSnippet,language
1001 Questions Answered about the Weather,['Frank H. Forrester'],1957,['Atmosphere'],N/A,N/A,N/A,en
Meteorology,['Rudolf Gustav Karl Lempfert'],1920,['Meteorology'],N/A,N/A,N/A,en
An Attempt to Develop the Law of Storms by Means of Facts,['William Reid'],1850,['Meteorology'],N/A,N/A,N/A,en
Tropical Cyclones,['James P. Terry'],2007-11-16,['Science'],"This original book describes the behavior of tropical cyclones in the South Pacific. It investigates the broad range of disturbance effects these violent storms have on the physical environments of the islands that lie in their path and the people who live on them. It is the first book to link these two themes – the characteristics of cyclones and their landscape impacts. Examples and illustrations are drawn widely from across the region, resulting in a highly readable volume.",N/A,N/A,en
Introduction to Meteorology,['Sverre Petterssen'],1941,['Meteorology'],N/A,N/A,N/A,en
Elementary Meteorology,['William Morris Davis'],1894,['Meteorology'],N/A,N/A,N/A,en
Atmospheric Science,"['John M. Wallace', 'John Michael Wallace', 'Peter Victor Hobbs']",1977,['Science'],A brief survey of the atmosphere; Atmospheric thermodynamics; Extratropical synoptic-scale disturbances; Atmospheric aerosol and cloud microphysical processess; Cloud and storms; Radioative transfer; The global energy balance; Atmospheric dynamics; The general circulation.,N/A,N/A,en
Climatological Data,['United States. Weather Bureau'],1949,['Meteorology'],N/A,N/A,N/A,en
Climates and Weather Explained,"['Edward Linacre', 'Bart Geerts']",1997,['Science'],"Climates and Weather Explained is a comprehensive introduction to the study of the atmosphere integrating climatology and meteorology. Clear explanations of basic principles, concepts and processes are supported by a wealth of highly informative illustrations and a vast array of case studies demonstrating the relevance of weather and climate to everyday life. Focusing particularly on the Southern hemisphere the authors provide fresh insights into topical environmental concerns from global warming and natural hazards to sustainable global population. The textbook is supplemented by a unique interactive Student CD-ROM containing entirely additional material, for practical work and more advanced study. Closely related to each chapter of the book, the Student CD-ROM features: * Over 170 extra 'Notes', 40 illustrations and tables. * Multiple choice, self-assessment and practical exercises. * Extended glossary and key word searching * Hypertext presentation and extensive cross-referencing * A gallery of meteorological photographs in full colour A special Instructors' Resource Pack is also available containing an additional Instuctors'CD-ROM. For further information visit: website address here",5,N/A,en
Quarterly Journal of the Royal Meteorological Society,['Royal Meteorological Society (Great Britain)'],1898,['Electronic journals'],Vols. 10-11 include Meteorology of England by James Glaisher as seperately paged section at end.,N/A,N/A,en
ESSA Technical Reports,['United States. Weather Bureau'],1967,['Meteorology'],N/A,N/A,N/A,en
Collins Wildlife Trust Guide to the Weather of Britain and Europe,['David M. Ludlum'],2001,['Climatology'],"This photographic field guide covers many types of weather, cloud formation and atmospheric phenomena. It includes photographs of cloud types, precipitation, storms and optical phenomena with a special section on historic weather occurrences.",N/A,N/A,en
"Climatological Service, Porto Rico Section",['United States. Weather Bureau'],1899,['Meteorology'],N/A,N/A,N/A,es
The Weather Factor,['Erik Durschmied'],2001-01-04,['History'],"The weather is an unpredictable friend or enemy. Throughout history the elements have been responsible for the deaths of more people than the spear, bullet, or atomic bomb. This text demonstrates how man can never prepare for the unexpected.",N/A,N/A,en
The Facts on File Dictionary of Weather and Climate,['Jacqueline Smith'],2006,['Nature'],"Contains more than 2,000 cross-referenced entries on a range of topics related to weather and climate.",4,N/A,en
Research Paper,[],1965,['Meteorology'],N/A,N/A,N/A,en
Acoustic Remote Sensing Applications,['S. P. Singal'],1997,['Science'],"This book, which is divided into three parts, gives a state-of-the-art report on technical developments in instrumentation and on theoretical advancements in acoustic remote sensing. It explains the utilization of acoustic techniques in studies related to the structure of the lower atmosphere and oceans and discusses various atmospheric and oceanic applications. The potential and limitations of acoustic remote sensing are also described. This book will be useful to researchers, graduate students, and teachers interested in the structure of the atmosphere and oceans.",N/A,N/A,en
The Story of the Earth's Atmosphere,['Douglas Archibald'],1898,['Meteorology'],N/A,N/A,N/A,en
Fundamentals of Weather and Climate,['J. F. Robin McIlveen'],2010,['Atmospheric physics'],N/A,N/A,N/A,en
Encyclopedia of Weather and Climate,['Michael Allaby'],2007,['Climatology'],N/A,N/A,N/A,en
Milankovitch and Climate,['André Berger'],1984,['Nature'],"""Published in cooperation with NATO Scientific Affairs Division.""",N/A,N/A,en
"List of Books and Articles on Climatology and Meteorology in the Library of the Surgean-General's Office, United States Army","[""Library of the Surgeon-General's Office (U.S.)""]",1888,['Meteorology'],N/A,N/A,N/A,en
The Principles of Aërography,['Alexander McAdie'],1917,"['Atmosphere, Upper']",N/A,N/A,N/A,en
Climatological Data for the United States by Sections,[],1956,['Meteorology'],"Collection of the monthly climatological reports of the United States by state or region, with monthly and annual national summaries.",N/A,N/A,en
Meteorology,"['Steven A. Ackerman', 'John A. Knox']",2007,['Nature'],"An entirely new way for students to observe, analyze, and understand meteorology, - Steven A. Ackerman and John A. Knox's METEOROLOGY: UNDERSTANDING THE ATMOSPHERE is scientific, topical, and scholarly. The authors use vivid photographs and compelling real-life stories to present the subject of weather as it directly affects your students. METEOROLOGY generates genuine enthusiasm for the subject by using conceptual models and engaging narrative to truly make weather phenomena come alive. METEOROLOGY emphasizes how we observe the atmosphere and then uses those observations to explain atmospheric phenomena. New ""Observational Questions"" further extend this emphasis by asking students to analyze photographs, data, or their own experiences. By learning how to interpret scientific observations of the atmosphere, students can deepen their understanding of the subject. The second edition offers complete integration with MeteorologyNow(TM), the first assessment-driven and student-centered online learning solution created specifically for this course. MeteorologyNow(TM) uses a series of chapter-specific diagnostic tests to build a personalized learning plan for each student, allowing students to focus their study time on specific areas of weaknesses. Each personalized learning plan directs students to specific text sections as well as to a set of over three dozen Java applets designed to augment their understanding. These acclaimed applets, designed by Tom Whittaker and co-author Steven Ackerman, are divided into two types, ""Observational Learning"" applets deal with interpreting satellite imagery and ""Atmospheric Explorations"" extend the book's treatment of key topics, such as weather map analysis and numerical weather models.",N/A,N/A,en
The Weather and Climate of Australia and New Zealand,"['Andrew P. Sturman', 'Nigel J. Tapper']",1996,['Australia'],"The Weather and Climate of Australia and New Zealand has been written to meet the needs of both students and professionals interested in the atmospheric processes and phenomena of this part of the southern hemisphere. The book provides an introduction to the basic concepts underlying thescience of the atmosphere with a focus on the global mechanisms that form the foundation of weather and climate in the Australasian region. The establishment the global setting is followed by an explanation of the synoptic scale weather systems that are responsible for the day to day variabilityexperienced across the area, including both tropical and mid-latitude phenomena. Approaches to weather forecasting are also described. Another major section provides a selective coverage of mesoscale, regional and local weather systems and climate patterns commonly observed in Australia and NewZealand, as well as the processes responsible for their development. Finally, the important issue of climate change and variability is also examined in depth with particular emphasis on this region. This section includes a summary of the evidence of past climates, as well as discussion of morerecent and possible future climate changes. The possible links between human activity and climate variability are also outlined. Throughout the text, the authors have made a particular effort to cater for students who are just developing an interest in the subject, and for those undertaking researchthat requires a good basic understanding of atmospheric processes and their operation in this region.",N/A,N/A,en
"First Science Experiments with Nature, Senses, Weather & Machines","['Shar Levine', 'Leslie Johnstone']",2005,['Juvenile Nonfiction'],"Learning about nature, senses, weather and machines.",N/A,N/A,en
Meteorologists,['Sandra J. Christian'],2002,['Juvenile Nonfiction'],"A simple introduction to the work meteorologists do, discussing where they work, the tools that they use, and their importance to the community they serve.",N/A,N/A,en
Hand-books of Natural Philosophy and Astronomy,['Dionysius Lardner'],1854,['Astronomy'],N/A,N/A,N/A,en
A Handbook of Climatic Treatment Including Balneology,['William Richard Huggard'],1906,['Balneology'],N/A,N/A,N/A,en
Weather Studies,['Lionel Percy Smith'],1963,['Meteorology'],N/A,N/A,N/A,en
Symons's Monthly Meteorological Magazine,[],1886,['Meteorology'],N/A,N/A,N/A,en
General Meteorology,['Horace Robert Byers'],1959,['Meteorology'],N/A,N/A,N/A,en
Circular,['United States. Weather Bureau'],1909,['Meteorology'],N/A,N/A,N/A,en
The Book of the Damned,['Charles Hoy Fort'],2018-06-12,[],"The Book of the Damned Charles Hoy Fort An amazing book which will create the most tremendous controversy the world of Science has known for hundreds of years. Ben Hecht says in the Chicago Daily News: ""For every five people who read this book four will go insane.... I rush to surrender my homage. Whatever the purpose of Charles Fort, he has delighted me beyond all men who have written books in this world."" ""'The Book of the Damned' makes fascinating reading. No imaginative fiction writer could conjure up stranger visions than Mr. Fort creates in his collection of mysterious happenings all over the world."" --The New York Tribune. We are delighted to publish this classic book as part of our extensive Classic Library collection. Many of the books in our collection have been out of print for decades, and therefore have not been accessible to the general public. The aim of our publishing program is to facilitate rapid access to this vast reservoir of literature, and our view is that this is a significant literary work, which deserves to be brought back into print after many decades. The contents of the vast majority of titles in the Classic Library have been scanned from the original works. To ensure a high quality product, each title has been meticulously hand curated by our staff. Our philosophy has been guided by a desire to provide the reader with a book that is as close as possible to ownership of the original work. We hope that you will enjoy this wonderful classic work, and that for you it becomes an enriching experience.",N/A,N/A,en
Basic Spotters' Field Guide,[],1998,['Meteorology'],N/A,N/A,N/A,en
One thousand one questions answered about the weather,['Frank H. Forrester'],1957,['Meteorology'],N/A,N/A,N/A,en
Glossary of Meteorology,['Ralph E. Huschke'],1959,['Science'],N/A,N/A,N/A,en
An Introduction to Dynamic Meteorology,['James R. Holton'],2004,['Dynamic meteorology'],Full text e-book available as part of the Elsevier ScienceDirect Earth and Planetary Sciences subject collection.,N/A,N/A,en
Climatological Data,[],1995-07,['Meteorology'],N/A,N/A,N/A,en
A History of the Thermometer and Its Use in Meteorology,['William E. Middleton'],N/A,[],N/A,N/A,N/A,en
Meteorological Bulletin,"['Philippines (Commonwealth). Weather Bureau', 'Philippines. Weather Bureau']",1927,['Meteorology'],N/A,N/A,N/A,en
Wonderful Weather,"['Shar Levine', 'Leslie Johnstone']",2005,['Juvenile Nonfiction'],"""Excellent...[A] strength of the volume is the accuracy and sophistication of the science that is presented, without losing simple sentence structure and the clear presentation of ideas.""--Science Books & Films Wind and rain, snowflakes and sunshine: all kids wonder how the weather works. How can we forecast whether there will be blue skies or rain? Why do we have thunder and lightning? Answer these questions and more with entertaining experiments and other smart science activities geared towards youngsters in the second and third grades.",N/A,N/A,en
Travels Through the Middle Settlements in North-America,['Andrew Burnaby'],1775,['Great Britain'],N/A,N/A,N/A,en
Rain Making and Other Weather Vagaries,['William Jackson Humphreys'],1926,['Meteorology'],N/A,N/A,N/A,en
Making the Weather,['Alexander McAdie'],1923,['Meteorology'],N/A,N/A,N/A,en
Meteorology,['Alexander Ebenezer McLean Geddes'],1921,['Meteorology'],N/A,N/A,N/A,en
National Audubon Society Field Guide to North American Weather,['David McWilliams Ludlum'],1991,['Nature'],"Interest in our nation's weather patterns is rising -- as witnessed in the popularity of the Weather Channel -- and this guide is the most popular reference to every type of weather system, cloud formation, and atmospheric phenomenon common to North America. The 378 dramatic photographs capture cloud types, precipitation, storms, twisters, and optical phenomena such as the Northern Lights. Essays with accompanying maps and illustrations discuss the earth's atmosphere, weather systems, cloud formation, and development of tornadoes and many other weather events.",N/A,N/A,en
