title,authors,publishedDate,categories,description,averageRating,textSnippet
Metric Handbook,['Pamela Buxton'],2015-03-05,['Architecture'],"Significantly updated in reference to the latest construction standards and evolving building types Many chapters revised including housing, transport, offices, libraries and hotels New chapter on flood-aware design Sustainable design integrated into chapters throughout Over 100,000 copies sold to successive generations of architects and designers - this book belongs in every design studio and architecture school library The Metric Handbook is the major handbook of planning and design information for architects and architecture students. Covering basic design data for all the major building types, it is the ideal starting point for any project. For each building type, the book gives the basic design requirements and all the principal dimensional data, and succinct guidance on how to use the information and what regulations the designer needs to be aware of. As well as building types, the Metric Handbook deals with broader aspects of design such as materials, acoustics and lighting, and general design data on human dimensions and space requirements. The Metric Handbook provides an invaluable resource for solving everyday design and planning problems.",N/A,N/A
Detailing for Acoustics,"['Peter Lord', 'Duncan Templeton']",1996,['Architecture'],"This revised and updated edition of a well-established manual includes considerable improvements for easier and more accessible use of the information: detail sheets have been rearranged under new headings, graphics have been improved and acoustic performance data expanded. The authors also give advice on the appropriate materials and assemblies.",N/A,N/A
"A Dictionary of Construction, Surveying, and Civil Engineering","['Christopher Gorse', 'David Johnston', 'Martin Pritchard']",2012-02-23,['Technology & Engineering'],"An A to Z of construction, surveying, and civil engineering terms covering all core aspects, this book provides a one-stop reference for construction students and professionals.",3.5,N/A
Dictionary of Architectural and Building Technology,"['Henry J. Cowan', 'Peter R. Smith', 'W. K. Chow']",2004,['Architecture'],"A comprehensive summary of the vocabulary used across the building industry, from the preparation of an architectural brief, through creative and technical design, to construction technology and facilities management. The latest edition has several substantially revised entries as well as many new additions, including new illustrations and terms. Covering a range of disciplines across architecture and building and including both SI metric and Imperial units, this dictionary and reference work will enable students and professionals to use and understand vocabulary from other areas of expertise, and contribute to better communication.",N/A,N/A
Barry's Advanced Construction of Buildings,"['Stephen Emmitt', 'Robin Barry', 'Christopher A. Gorse']",2014-06-23,['Technology & Engineering'],"Robin Barry's Construction of Buildings was first published in 1958 in 5 volumes, rapidly becoming a standard text on construction. In its current 2 volume format Barry remains hugely popular with both students and lecturers of construction and related disciplines. The third edition of Barry's Advanced Construction of Buildings expands and deepens your understanding of construction technology. It covers the construction of larger-scale buildings (primarily residential, commercial and industrial) constructed with load bearing frames, supported by chapters on fit-out and second fix, lifts and escalators, off-site construction and a new chapter on building obsolescence and revitalisation. Functional and performance requirements of the main building elements are emphasised throughout, as is building efficiency and meeting the challenges of limiting the environmental impact of buildings. You will find the text fully up to date with the latest building regulations and construction technologies. The new edition, with supporting material at www.wiley.com/go/barrysintroduction, is an ideal information source for developing a wider and deeper understanding of construction technology.",N/A,N/A
Building Construction and Superintendence,['Frank Eugene Kidder'],1896,['Building'],N/A,N/A,N/A
Construction Safety Handbook,"['V. J. Davies', 'K. Tomasin']",1996,['Business & Economics'],"This book is an essential guide for all construction industry professionals, whose duty it is to preserve the health, safety and welfare of others by effective design and management.The authors describe the most common hazards of construction work and how to reduce the consequent risks. They explain the essential details of construction safety law, the organisational basis for implementing health and safety policies, and duties under current safety regulations.This edition has been fully revised to incorporate developments in construction methods and new legislative requirements.",3,N/A
Construction Calculations Manual,['Sidney M Levy'],2011-09-23,['Architecture'],"The National Institute of Standards and Testing (NIST) -- Conversion tables and conversion formulas -- Calculations and formulas : geometry, trigonometry, and physics in construction -- Site work -- Calculations relating to concrete and masonry -- Calculating the size/weight of structural steel and miscellaneous metals -- Lumber : calculations to select framing and trim materials -- Fasteners for wood and steel : calculations for selection -- Calculations to determine the effectiveness and control of thermal and sound transmission -- Interior finishes -- Plumbing and HVAC calculations -- Electrical formulas and calculations.",N/A,N/A
Construction Ecology,"['Charles J. Kibert', 'Jan Sendzimir', 'G. Bradley Guy']",2002,['Architecture'],"Contributors to this work, including ecologists, industrial ecologists, architects, and materials manufacturers, have collaborated to survey the evolution of concepts of construction ecology since 1994. They define construction ecology as a subset of industrial ecology focusing on the built environment, and examine areas such as complexity theory and industrial ecology, minimizing waste emissions from the built environment, and green architecture. Kibert directs the Rinker School of Building Construction at the University of Florida. He is known as one of the pioneers of the concept of sustainable construction. The book is distributed by Taylor & Francis. Annotation copyrighted by Book News, Inc., Portland, OR.",N/A,N/A
"Management, Quality and Economics in Building","['A. Bezelga', 'P.S. Brandon']",2006-03-09,['Architecture'],"First published in 1991. Routledge is an imprint of Taylor & Francis, an informa company.",N/A,N/A
Constructing the Ancient World,['Carmelo G. Malacrino'],2010,['Architecture'],"A survey of building techniques & architecture from the 3rd century B.C. through the fifth century A.D., this volume explores how the Greeks of the classical period & later the Romans created a complex & innovative built environment.",N/A,N/A
Estimating for Building and Civil Engineering Works,"['Spence Geddes', 'John Williams']",1996,['Architecture'],This is the latest edition of a standard reference work on estimating. It deals in a practical way with many of the estimating problems which arise where building and civil engineering works are carried out.,N/A,N/A
The Culture of Building,['Howard Davis'],2006-06-08,['Architecture'],"""In this book of thirteen chapters, Howard Davis uses historical, contemporary, and cross-cultural examples to describe the nature and influence of these cultures. He shows how building cultures reflect the general cultures in which they exist, how they have changed over history, how they affect the form of buildings and cities, and how present building cultures, which are responsible for the contemporary everyday environments, may be improved.""--Jacket.",N/A,N/A
Occupational Health and Safety in Construction Project Management,"['Helen Lingard', 'Steve Rowlinson']",2004-06,['Business & Economics'],This book addresses an increasingly important area in the construction industry. Case studies are used extensively to illustrate important points and refer to current successful safety management techniques.,N/A,N/A
City,['David Macaulay'],1974,['Juvenile Nonfiction'],Text and black and white illustrations show how the Romans planned and constructed their cities for the people who lived within them.,N/A,N/A
Early Medieval Architecture,['R. A. Stalley'],1999,['Architecture'],"Ranging from Gotland to Apulia, Roger Stalley explores the richness and variety of European architecture in terms of the social and religious aspirations of the time, with an emphasis on the symbolic significance these buildings expressed. Written with style and humour, the lively text includes many quotations from ancient sources, providing fascinating insight into the way that medieval buildings were created and enlivening our knowledge of this period.",N/A,N/A
Geopolymer and Green Technology,"['Mohd Mustafa Al Bakri Abdullah', 'Yahya Zarina', 'Liyana Jamaludin']",2016-01-19,['Technology & Engineering'],Special topic volume with invited peer reviewed papers only.,N/A,N/A
Estimating Building Costs,['William Arthur'],1928,['Building'],N/A,N/A,N/A
Architects' Data,['Ernst Neufert'],2000,['Architecture'],"This text is an essential aid in the initial design and planning of a building project. Organised largely by building type, it covers user requirements, planning criteria, basic dimensions and considerations of function and siting.",5,N/A
Dissertation Research and Writing for Construction Students,['Shamil G. Naoum'],2013,['Education'],"Aimed specifically at students on BSc and taught Masters programmes who are embarking on research for the first time, this book is clear with explanatory text supported by numerous examples illustrating good practice.",N/A,N/A
The Architecture Reference & Specification Book,['Julia McMorrough'],2013-08,['Architecture'],"Most architectural standards references contain thousands of pages of details—overwhelmingly more than architects need to know to know on any given day. The Architecture Reference & Specification Book contains vital information that's essential to planning and executing architectural projects of all shapes and sizes, in a format that is small enough to carry anywhere. It distills the data provided in standard architectural volumes and is an easy-to-use reference for the most indispensable—and most requested—types of architectural information.",N/A,N/A
To Engineer is Human,['Henry Petroski'],1985,['Science'],"How did a simple design error cause one of the great disasters of the 1980s -- the collapse of the walkways at the Kansas City Hyatt Regency Hotel? What made the graceful and innovative Tacoma Narrows Bridge twist apart in a mild wind in 1940? How did an oversized waterlily inspire the magnificent Crystal Palace, the crowning achievement of Victorian architecture and engineering? These are some of the failures and successes that Henry Petroski, author of the acclaimed The Pencil, examines in this engaging, wonderfully literate book. More than a series of fascinating case studies, To Engineer Is Human is a work that looks at our deepest notions of progress and perfection, tracing the fine connection between the quantifiable realm of science and the chaotic realities of everyday life. Book jacket.",N/A,N/A
Building Construction and Superintendence,['Frank Eugene Kidder'],1928,['Building'],N/A,N/A,N/A
Building Construction,['James E. Ambrose'],1990-10-31,['Architecture'],"The first volume in VNR's new Building construction series, this comprehensive guide covers all aspects of enclosure systems such as roofs, exterior walls, windows, and entrance doors; providing current information on materials, products, and components for construction. The volume has been special",N/A,N/A
Building Services Handbook,"['Fred Hall', 'Roger Greeno']",2001,['Architecture'],"The Building Services Handbook summarises concisely, in diagrams and brief explanations, all elements of building services. Practice, techniques and procedures are clearly defined with supplementary references to regulations and relevant standards. This is an essential text for all construction/building services students up to undergraduate level, and is also a valuable reference text for building service professionals. This new book is based on Fred Hall's 'Essential Building Services and Equipment 2ed' and has been thoroughly updated throughout. It is a companion volume to the highly popular textbook 'Building Construction Handbook' by Chudley and Greeno, which is now in its fourth edition. The must-have guide to building services Uses the visual style of the Building Construction Handbook to present key information, techniques and regulations in an accessible wayA fully updates, expanded and re-designed text based on Hall's Essential Building Services",N/A,N/A
"Construction Planning, Equipment, and Methods",['Robert Leroy Peurifoy'],1979,['Business & Economics'],"Robert Peurifoy was a giant in the field of construction engineering and authored several classic books during his lifetime. Construction Planning, Equipment, and Methods, sixth edition, deals with a diverse set of constructionplanning scenarios. Clifford Schexnayder has improved on a classic treatment of the topic by updating, improving, and adding material important to instructors in this area.This sixth edition of Construction Planning, Equipment, and Methods has sharpened its focus on planning. New methods and data are incorporated throughout with many contemporary examples.",N/A,N/A
"Construction Planning, Equipment, and Methods","['Robert Leroy Peurifoy', 'Cliff J. Schexnayder', 'Aviad Shapira']",2006,['Architecture'],1 Machines Make It Possible 2 Fundamental Concepts of Equipment Economics 3 Planning for Earthwork Construction 4 Soil and Rock 5 Compaction and Stabilization Equipment 6 Machine Equipment Power Requirements 7 Dozers 8 Scrapers 9 Excavators 10 Trucks and Hauling Equipment 11 Finishing.,5,N/A
Information Technology in Construction Design,['Michael Phiri'],1999,['Architecture'],"Part 1: Introduction - Background - Text - Graphics - Images - Manipulation - Facilities management - Financial accounting and modelling - Database activities - Data manipulation and Statistical analysis - CAD/CAM/CAE and multi-media - Telecommunications and networks Part 2: Case studies of organisations - Architectural and engineering practices including some of the biggest names in the industry in the UK; covering different sizes, structures, philosophies, working methodologies, and different services offered to clients in different markets Part 3: Conclusions - Comments about IT in action - Emerging views - Future developments",N/A,N/A
Architectural Composition,['John Beverley Robinson'],1908,['Architectural design'],N/A,N/A,N/A
Master Builders of Byzantium,['Robert G. Ousterhout'],1999,['Architecture'],"""Following preliminary observations on Byzantine church architecture and its defining characteristics, Ousterhout examines the textual sources, yielding a new understanding of the identities and the respective roles of patrons, bureaucrats, and masons in the building process. Narrowing his focus to the masons, or master builders, he clarifies both their theoretical and their very practical concerns in architectural design, suggesting that the master builders relied on geometry and memory, rather than blueprints, to guide their work. The study focuses on churches built in the area of Constantinople between the ninth and fifteenth centuries, but it also refers back to earlier works such as Hagia Sophia, and it tracks Byzantine masons as far afield as Russia, the Balkans, and Jerusalem.",N/A,N/A
Estimating and Tendering for Construction Work,['Martin Brook'],2012-06-25,['Technology & Engineering'],"The job of the estimator is explained in detail at every key stage, from early cost studies, through the preparation of the estimate, to the creation of budgets for successful tenders. Each step is illustrated with examples and notes, and appropriate technical documentation. Over recent years there have been significant developments in construction management, notably new procurement methods, greater emphasis on innovation and partnering, a greater reliance on cost planning as a methodology, and new developments in both industry and governmental reports and guidance. This new and updated edition of a well-established textbook addresses each of these developments in turn, placing them firmly in the context of a thorough and easy to understand introduction to the roles of the estimator in preparing and winning tenders.",N/A,N/A
How a House is Built,['Gail Gibbons'],1991,['Building'],"Describes how the surveyor, heavy machinery operators, carpenter crew, plumbers, and other workers build a house.",N/A,N/A
How the Pyramids Were Built,['Peter Hodges'],1989,['Social Science'],N/A,N/A,N/A
"Monuments, Power and Poverty in India",['A. S. Bhalla'],2020-03-19,['Architecture'],"Much has been written about the Imperial architecture of the Indian subcontinent, but this is the first book to dig deeply into the extent of imperial extravagance set against the economic and social conditions of ordinary subjects. Bhalla uses an extensive collection of illustrations to complement this apparent paradox, assessing three Indian empires – Hindu, Muslim and British. From the 3rd century BC through to the end of British colonialism, splendid and often deliberately ostentatious buildings glorified the contemporary social structures. Moving through these different periods, important symbols of the various empires are assessed, including the fort palaces of Agra, Delhi and Lahore and the Taj Mahal. The author here examines both the positives and negatives of empire, taking in social stability but also exploitation and oppression, exploring the subject of Indian poverty in a historical perspective alongside the more lasting symbols of empire. Through comparisons and contrasts, from the mausolea and palaces of the Mughals to the government buildings and memorials provided by the British, this is a comprehensive and well-researched overview of a country whose architectural history gives important insights into the diversity of its rulers. This unique look into colonial architecture and power dynamics will prove essential readers for students, researchers and all those with an interest in South Asian history or the history of architecture.",N/A,N/A
Developments in Structural Form,['Rowland J. Mainstone'],1975,['Technology & Engineering'],"An introduction to the mechanistic world of architectural structures which considers the physical principles of structures, the materials of which they are made, the ways in which they may be built, and the history of man's involvement with them.",N/A,N/A
Construction Project Monitoring and Evaluation,"['Callistus Tengan', 'Clinton Aigbavboa', 'Wellington Thwala']",2021,['Building'],"This book will provide readers with an in-depth theoretical awareness and practical guidance on the implementation of an effective monitoring and evaluation (M&E) system to ensure construction projects meet approved quality, cost, time and social sustainability objectives. The authors discuss the drivers, challenges, determinants and benefits of effective M&E implementation together with the theories and models underpinning construction project M&E practices. Further, a comparative overview of M&E practices in developed and developing countries is presented to elucidate the best practices. The book first conceptualizes M&E as a five-factor model comprising stakeholder involvement, budgetary allocation and logistics, technical capacity and training, leadership, and communication. It then presents an M&E case study on the Ghanaian construction industry before expanding on the idea of M&E systems as an effective tool for project performance and in optimizing a project's contribution to society and the environment. The book further provides guidance on M&E practice for construction project managers, investors, professionals, researchers and other stakeholders and is therefore of interest to those in architecture, construction engineering, planning, project management and development studies.",N/A,N/A
A Dictionary of Architecture and Building,['Russell Sturgis'],1905,['Architects'],N/A,5,N/A
"Structural Engineer's Pocket Book, 2nd Edition",['Fiona Cobb'],2009,['Technology & Engineering'],"""Now in its second edition, the Structural Engineer's Pocket Book is a comprehensive pocket reference guide for professional and student structural engineers, particularly those taking the iStructE Part 3 Exam. The combination of tables, data, facts, formulae and rules of thumb make it a valuable aid in scheme design for structural engineers in the office, in transit or on site."" ""Concise and precise, this second edition is updated to reflect changes to the British Standards, which are used and referenced throughout, as well as the addition of a new section on sustainability. Other subject areas include timber, masonry, steel, concrete, aluminium and glass."" --Book Jacket.",2,N/A
Building Construction and Superintendence: Carpenters' work,['Frank Eugene Kidder'],1909,['Building'],N/A,N/A,N/A
Building Cost Planning for the Design Team,"['Jim Smith', 'David Jaggar']",2007-03-14,['Business & Economics'],"The central thesis of this book defines cost planning as a team responsibility and it attempts to broaden the limited vision of conventional cost planning by considering such issues as value, use and effectiveness of the completed building.",N/A,N/A
Performance Improvement in Construction Management,"['Brian Atkin', 'Jan Borgbrant']",2009-09-25,['Business & Economics'],"This collection of reviews bridges the gap between construction research and practice under three major themes: innovation, organisation and human behaviour, and methods and tools. Many of the authors have worked in technology transfer, as change agents, resolving industrially-relevant problems by using scientifically-based research. The book reveals the source of ideas, data and results to provide a useful resource for researchers, academics and graduate students, and a challenging guide for senior industry managers.",N/A,N/A
Carpentry and Building Construction [text (large Print)],"['John Louis Feirer', 'Gilbert R. Hutchings', 'Peter Wilson']",1993,['Carpentry'],N/A,N/A,N/A
"Construction Planning, Equipment, and Methods","['Robert Leroy Peurifoy', 'Clifford J. Schexnayder']",2002,['Building'],"Robert Peurifoy was a giant in the field of construction engineering and authored several classic books during his lifetime. Construction Planning, Equipment, and Methods, sixth edition, deals with a diverse set of construction planning scenarios. Clifford Schexnayder has improved on a classic treatment of the topic by updating, improving, and adding material important to instructors in this area. This sixth edition of Construction Planning, Equipment, and Methods has sharpened in focus to concentrate on planning. New methods and data are incorporated throughout with many contemporary examples.",N/A,N/A
Introduction to Building Management,"['Richard Ernest Calvert', 'D. C. H. Coles', 'G. J. Bailey']",1995,['Architecture'],"An essentially practical approach to building management. The information includes material on corporate planning, theory of communications, robotics, value engineering and data protection. It is geared to the syllabus of the Chartered Institute of Buildin",N/A,N/A
Blast Effects on Buildings,['Geoffrey Mays'],1995,['Technology & Engineering'],"This guide is aimed at all engineers and architects involved in building design, focusing on the importance of constructing buildings which minimise damage to people and property in the event of an explosion.",2,N/A
Dictionary of Architecture & Construction,['Cyril M. Harris'],2000,['Architecture'],"Newly updated to include the language of preservation as well as information on emerging technologies, this best-of-the-best dictionary is the only one inclusive enough to serve the needs of contractors as well as architects. The handy reference features more than 25,000 vital terms and 2,500 comprehension-enhancing illustrations.",N/A,N/A
New Metric Handbook,"['Patricia Tutt', 'David Adler']",1979,['Architecture'],N/A,5,N/A
Roman Building,['Jean Pierre Adam'],1994,['Architecture'],"Roman architecture is extraordinarily rich, both in terms of the techniques and materials used and in the variety of buildings constructed, many of which are still visible today. This book places emphasis on the technical aspects of that architecture, following the process of building through each stage, from quarry to standing wall, from tree to roof timbers. The author examines the different techniques involved in building in brick and in stone and wood, and how these materials were obtained or manufactured. He also discusses interior decoration and looks at the practical aspects of water supply, heating and roads. Each type of building required special tools and these are described, using both surviving examples and modern parallels. The Romans constructed many spectacular feats of engineering, producing magnificent monuments such as the Pantheon and Pont du Gard. This book looks at these large-scale public buildings but also at more modest homes and shops. The result is a thorough and systematic examination of Roman Building, with over 750 illustrations, including the authors own drawings. Roman Buildings contains a forword by Professor Michael Fulford. Contents: Surveying; construction materials; stone block construction; mixed structures; construction details; arches, vaults; roofing, timbers; decorations; floors; civil engineering projects; domestic and commercial architecture; illustrated lexicon of mouldings.",N/A,N/A
Construction Project Administration,['Edward R. Fisk'],2000,['Architecture'],"For undergraduate and graduate level courses in Scheduling/Project Control, and Construction Management in departments of Civil/Construction Technology, and Civil and Environmental Engineering. Unique in perspective, this text/reference addresses each of the principle contract administration duties in logical order from the hands-on viewpoint of a resident engineer on a construction project. It is ideal as a single-source primer for those new to construction, as a review for those preparing for certification exams, and as a reference for seasoned professionals.",N/A,N/A
Glass & Interactive Building Envelopes,['Michel Crisinel'],2007,['Architecture'],"The concept of tomorrow's towns and cities will be based on new social, economic and technological ideals focused on improving the quality of life. To attain this objective, architects and engineers of today must improve the quality of buildings and establish new principles of building conception. The quality of interior space and the impact of a building on its surroundings depends strongly on the physical interface that separates the outer environment from the inner building space. The conception and realisation of this interface (the envelope) are, therefore, of prime importance.",N/A,N/A
City,['David Macaulay'],1977,['Building'],N/A,N/A,N/A
A Dictionary of Plant Sciences,['Michael Allaby'],2004,['Reference'],Presents more than five thousand entries covering plants and their environments.,N/A,N/A
"Construction Planning, Equipment, and Methods, Tenth Edition","['Robert L. Peurifoy', 'Clifford J. Schexnayder', 'Robert Schmitt', 'Aviad Shapira', 'Aaron Cohen']",2023-09-15,[],"Construction planning techniques, technology, and applications--fully updated for the latest advances This thoroughly revised guide covers the fundamentals of construction equipment, machinery utilization, and production estimating. You will learn about construction economics, earthwork, and soil and rock properties. Rock blasting and drilling, pile driving, water pumping, and concrete and asphalt construction procedures are clearly explained. The book also contains technical depth for calculating machine production capability. Construction Planning, Equipment, and Methods, Tenth Edition lays out the latest technologies and shows how to apply those technologies to real-world construction projects--all with an emphasis on cutting-edge machine capabilities. Examples and illustrations showcase the latest equipment models, while chapter summaries and homework problems help reinforce salient points. Presented in a logical and concise format, this up-to-date edition features new chapters on trenches, trenchless technology, and virtual design. Provides a concise, student-friendly introduction to construction methods and planning Contains new problems, Excel answer sheets, and a refreshed solutions manual Written by team of construction management experts and experienced educators",N/A,N/A
Handbook of Technical Terms Used in Architecture and Building and Their Allied Trades and Subjects,['Augustine C. Passmore'],1904,['Architecture'],N/A,N/A,N/A
The Mechanic's Companion,['Peter Nicholson'],1832,['Bricklaying'],N/A,N/A,N/A
Building Regulations in Brief,['Ray Tricker'],2005,['Architecture'],This is a concise guide to the UK Building Regulations for the many people working on simple projects such as building extensions and building adaptations. Previous ed.: 2004.,N/A,N/A
Building Construction Illustrated,['Francis D. K. Ching'],1975,['Architecture'],"""For nearly three decades, Building Construction Illustrated has offered an outstanding introduction to the principles of building construction. This new edition provides the latest information in Francis D. K. Ching's signature style. Its rich and comprehensive approach clearly presents all of the basic concepts underlying building construction and equips readers with useful guidelines for approaching virtually any new materials or techniques they may encounter."" ""Laying out the material and structural choices available, it provides a full understanding of how these choices affect a building's form and dimensions. Complete with more than 1,000 illustrations, the book moves through each of the key stages of the design process, from site selection to building components, mechanical systems, and finishes."" ""With its comprehensive and lucid presentation of everything from foundations and floor systems to finish work, Building Construction Illustrated, Fourth Edition equips students and professionals in all areas of architecture and construction with useful guidelines for approaching virtually any new materials or techniques they may encounter in building planning, design, and construction.""--BOOK JACKET.",N/A,N/A
A guide to successful dissertation study for students of the built environment,['Gary D. Holt'],1998,['Architecture'],"Serves as a good practice guide for built environment students undertaking a dissertation. Despite the book's specific subject bias, the methods and guidance cited within it will be equally useful to all dissertation students, regardless of dissertation topic. Subjects covered include: choosing a topic; planning the task; reviewing the literature; choosing the methodology; analysis of data; drawing conclusions; presentation of the work and oral examinations.",N/A,N/A
Spon's Latin American Construction Costs Handbook,['Franklin + Andrews'],2000-05-11,['Technology & Engineering'],"This unique publication is the only detailed, multinational guide to the cost of construction work across Latin America. Thirteen countries are covered in detail in individual country chapters along with comparative regional information.",N/A,N/A
Construction Safety Planning,['David V. MacCollum'],1995,['Technology & Engineering'],"Construction Safety Planning David V. MacCollum Construction Safety Planning is a comprehensive, practical, step-by-step guide for those who design and oversee large and small projects. Designed to facilitate compliance with new OSHA objectives, it presents, for those who are responsible for construction safety, what questions to ask in order to avoid conditions that invite injury or death on site. The book shows how to integrate safety planning into existing design and construction scheduling in order to avoid duplicating paperwork that is normally associated with safety planning. Advice is given on how to involve all supervisory personnel as hazard hunters, so that timely prevention measures can be taken. Author David V. MacCollum is a forty-five-year veteran safety engineer who participated in the development of safety planning concepts used by the U.S. Army Corps of Engineers on big dam projects in the Pacific Northwest during the 1950s. In this clearly written reference he highlights the concepts and practices that reduced construction deaths by 75 percent and are today still enabling the Corps of Engineers to enjoy the same reduction nationwide, when compared to similar work not under its supervision-the end result being savings of several billion dollars each year. The risk of death on the job for construction workers is five times greater than that of the average American worker. A new OSHA era will change that. With this book, everyone working in the field of construction-from design to maintenance-will have the tools and knowledge to make a difference.",N/A,N/A
Shapes & Structures,['Jon Richards'],2000,['Juvenile Nonfiction'],Examines some important discoveries about building and the science behind them.,N/A,N/A
Estimating,['George Stephenson'],1890,['Building'],N/A,N/A,N/A
Ancient Building Technology,['George R. H. Wright'],2005,[],N/A,N/A,N/A
Integrated Buildings,['Leonard R. Bachman'],2003,['Architecture'],"An ""anatomical"" study of building systems integration with guidelines for practical applications Through a systems approach to buildings, Integrated Buildings: The Systems Basis of Architecture details the practice of integration to bridge the gap between the design intentions and technical demands of building projects. Analytic methods are introduced that illustrate the value, benefit, and application of systems integration, as well as guidelines for selecting technical systems in the conceptual, schematic, and design development stages of projects. Landmark structures such as Eero Saarinen's John Deere Headquarters, Renzo Piano's Kansai International Airport, Glenn Murcutt's Magney House, and Richard Rogers's Lloyd's of London headquarters are presented as part of an extensive collection of case studies organized into seven categories: Laboratories Offices Pavilions Green Architecture High Tech Architecture Airport Terminals Residential Architecture Advanced material is provided on methods of integration, including an overview of integration topics, the systems basis of architecture, and the integration potential of various building systems. An expanded case study of Ibsen Nelsen's design for the Pacific Museum of Flight is used to demonstrate case study methods for tracing integration through any work of architecture. Visually enhanced with more than 300 illustrations, diagrams, and photographs, Integrated Buildings: The Systems Basis of Architecture is a valuable reference guide for architecture and civil engineering students, as well as architects, engineers, and other professionals in the construction industry.",N/A,N/A
NBS Building Science Series,[],1974,['Building'],N/A,N/A,N/A
Advanced Construction Technology,"['Roy Chudley', 'Roger Greeno']",1999,['Technology & Engineering'],Construction Technology provides a comprehensive introduction to every aspect of domestic low-rise construction and principal associated legislation.,N/A,N/A
English for the Construction Industry,"['Graham Waterhouse', 'Celia Waterhouse']",1981,['Building'],N/A,N/A,N/A
A Practical Approach to Vaastu Shastra,['Col. Bhaskar Sarkar'],2008,['Building'],N/A,N/A,N/A
Building Construction Details,['Hans Banz'],1983,['Architecture'],N/A,N/A,N/A
Iggy Peck l'architecte,"['Andrea Beaty', 'David Roberts']",2009,[],"Depuis tout petit, Iggy Peck a la passion des échafaudages et constructions improbables. Tout ce qui lui tombe sous la main y passe, les couches, les mottes de terre, les fruits, etc. Mais sa maîtresse de CP a la phobie des édifices et interdit tout assemblage.",N/A,N/A
The Manufacturer and Builder,"['Peter Henri Van der Weyde', 'William Henry Wahl']",1878,['Building'],"Billed in early issues as ""a practical journal of industrial progress"", this monthly covers a broad range of topics in engineering, manufacturing, mechanics, architecture, building, etc. Later issues say it is ""devoted to the advancement and diffusion of practical knowledge.""",N/A,N/A
Architectural Graphic Standards for Residential Construction,"['Janet Rumbarger', 'Richard Vitullo']",2003,['Architecture'],Publisher description,N/A,N/A
The Owner-built Home,['Ken Kern'],1972,['Architecture and climate'],N/A,N/A,N/A
