title,authors,publishedDate,categories,description,averageRating,textSnippet
Verbal Hygiene,['Deborah Cameron'],1995,['Foreign Language Study'],"BAAL Book Prize Winner 1996 In this award winning book Deborah Cameron takes a serious look at popular attitudes towards language and examines the practices by which people attempt to regulate its use. Instead of dismissing the practice of 'verbal hygiene', as a misguided and pernicious exercise, however, she argues that popular discourse about language values; good and bad, right and wrong, serves an important function for those engaged in it. A series of case-studies deal with specific examples of verbal hygiene: the regulation of 'style' by editors, the teaching of English grammar in schools, the movements for and against so-called 'politically-correct' language and the recent explosion of advice to women on how they can speak more effectively. In each case she argues that verbal hygiene provides a way of making sense of linguistic phenomena, and that it represents a symbolic attempt to impose order on the social world. Addressed to linguistics, professional language-users of all kinds, and to anyone interested in language and culture, Verbal Hygiene, calls for legitimate concerns about language and value to be discussed, by experts and lay-speakers alike, in a rational and critical spirit.",N/A,N/A
The Oxford Handbook of the History of Linguistics,['Keith Allan'],2013-03-28,['Language Arts & Disciplines'],"Leading scholars examine the history of linguistics from ancient origins to the present. They consider every aspect of the field from language origins to neurolinguistics, explore the linguistic traditions in different parts of the world, examine how work in linguistics has influenced other fields, and look at how it has been practically applied",5,N/A
Course in General Linguistics,"['Ferdinand de Saussure', 'Albert Sechehaye', 'Albert Reidlinger']",1974,['Language Arts & Disciplines'],"Ferdinand De Saussure died in 1913 with his masterpiece still unwritten: it was not until that 1916 that a text was reconstructed and published from his students’ notes. Since then, De Saussure has been recognized as not only the founder of modern linguistics but a formative influence on the development of 20th-century thought. A classic of intellectual discovery, Course In General Linguistics defines the distinctions that have provided the basis for all subsequent linguistic studies. In his introduction specially written for this edition, Jonathan Culler writes: ""Saussure helps us to understand the role played by distinctions which structure our world and the systems by which man becomes homo significans: a creature who gives things meanings.""",N/A,N/A
Encyclopedic Dictionary of the Sciences of Language,"['Oswald Ducrot', 'Tzvetan Todorov']",1979,['Language Arts & Disciplines'],"All of the] articles are well-informed and useful and many... are models of lucidity and acumen... Porter's translation is stylish, accurate, and highly readable.--MLN A valuable addition to any linguistics or stylistics library and is helpful reading for anyone who wishes to find his bearings in, particularly, Continental, modern linguistics.--Style. The attempted coverage is nothing if not panoramic: linguists from Panini through to Chomsky, fields from language pathology to literary theory, concepts from generative rules to fictional viewpoint.--Times Literary Supplement""",N/A,N/A
Corpus Linguistics,['Douglas Biber'],1998,['Language Arts & Disciplines'],"An investigation into the way people use language in speech and writing, this volume introduces the corpus-based approach, which is based on analysis of large databases of real language examples stored on computer.",N/A,N/A
The Interpretation of Dialogue,['Tulio Maranhao'],1990-02-13,['Language Arts & Disciplines'],"This superb collection offers an array of rich variations on a theme central to a multitude of disciplines: the nature of dialogue. Drawing on literary, philosophical, and linguistic concepts, the essays range from broad questions of the representation of knowledge and interpretation of meaning to case studies of dialogue's function in specific fields.",N/A,N/A
Syntactic Structures,['Noam Chomsky'],1962,['Language Arts & Disciplines'],N/A,N/A,N/A
A Short History of Linguistics,['Robert Henry Robins'],1990,['Language Arts & Disciplines'],"A brief account of the history of linguistics up to the present day. It is organized specifically around its history and development in Europe, and topics covered include the influence of the Greeks and Romans on linguistics.",N/A,N/A
Fifty Key Thinkers on Language and Linguistics,['Margaret Thomas'],2012-04-27,['Language Arts & Disciplines'],"What was the first language, and where did it come from? Do all languages have properties in common? What is the relationship of language to thought? Fifty Key Thinkers on Language and Linguistics explores how fifty of the most influential figures in the field have asked and have responded to classic questions about language. Each entry includes a discussion of the person’s life, work and ideas as well as the historical context and an analysis of his or her lasting contributions. Thinkers include: Aristotle Samuel Johnson Friedrich Max Müller Ferdinand de Saussure Joseph H. Greenberg Noam Chomsky Fully cross-referenced and with useful guides to further reading, this is an ideal introduction to the thinkers who have had a significant impact on the subject of Language and Linguistics.",N/A,N/A
Syntactic Structures,['Noam Chomsky'],1964,['Language Arts & Disciplines'],N/A,N/A,N/A
Pedigree,"['Stephen Potter', 'Laurens Sargent']",1973,['Language Arts & Disciplines'],N/A,N/A,N/A
Readings in Applied English Linguistics,"['Harold Byron Allen', 'Michael D. Linn']",1982,['Applied linguistics'],N/A,N/A,N/A
Linguistic Fieldwork,"['Paul Newman', 'Martha Susan Ratliff']",2001-06-21,['Language Arts & Disciplines'],"This book is a collection of original essays on the practice of linguistic fieldwork and language documentation. Twelve of the leading field linguists in the world have written personal essays about the study of languages in a natural setting. Drawing on extensive research experience, they pass on the lessons they have learnt, review the techniques that they found worked best in practice, and discuss a variety of relevant topics, including the attitude of the linguist, the structure and content of the work session, the varied roles of native speakers, and the practical and personal challenges of doing research in an unfamiliar environment. Covering a wide range of field areas, and written in an accessible manner, the book will be indispensable to fieldworkers in linguistics, anthropology, folklore and oral history.",N/A,N/A
Language,['Robert Lawrence Trask'],1999,['Language Arts & Disciplines'],"Language: The Basics provides a concise introduction to the study of language. Written in an engaging and entertaining style, it encourages the reader to think about the way language works. New features in the second edition include: a chapter on Language in Use which introduces pragmatics, metaphor, speech and writing, and discourse analysis; a section on sign language; a glossary of key terms; expanded further reading sections. Language: The Basics provides an accessible overview of a fascinating subject. It is an essential book for all students and anyone whos ever been accused of splitting an infinitive.",N/A,N/A
Course in General Linguistics,['Ferdinand de Saussure'],1966,['Education'],"Lays the foundation for modern studies in historical and descriptive linguistics.""",N/A,N/A
Chomsky,['James Alasdair McGilvray'],2014,['Language Arts & Disciplines'],"In this thoroughly revised and updated new edition of his highly successful guide to the work of Noam Chomsky, James McGilvray provides a critical introduction to Chomsky's contributions to political analysis, linguistics and the philosophy of mind, and assesses their continuing importance and relevance for today.",N/A,N/A
Handbook of Scripts and Alphabets,['George L. Campbell'],1997,['Foreign Language Study'],"The Routledge Handbook of Scripts and Alphabets is a unique reference to the main scripts and alphabets of the world. The Handbook presents over 60 alphabets covering an enormous scope of languages; from Amharic and Chinese to Thai and Cree. Full script tables are given for every language and each entry is accompanied by a detailed overview of its historical and linguistic context. New to this second edition: enhanced introduction discussing the basic principles and strategies utilized by world writing systems expanded to include more writing systems improved presentation of non-Roman scripts. organised into ancient, contemporary and autochthonous writing systems many new entries on fascinating and lesser-known writing systems This handy resource is the ideal reference for all students and scholars of language and linguistics. It has been brought to our attention that in some of the copies of the book there is an alignment error in the tables for Cyrillic Scripts (pages 88-90) and Roman Scripts (pages 140-44). Please contact us at Isabelle.Cheng@tandf.co.uk to receive replacement copies of the corrected tables, free of charge. Please accept our apologies for any inconvenience caused.",N/A,N/A
The Linguistics Wars,['Randy Allen Harris'],1993,['Language Arts & Disciplines'],"Since the mid-twentieth century, the field of linguistics has been a tumultuous discipline. The Linguistics Wars tells the story of the acrimonious schism, during the sixties and seventies, that divided the ranks of linguistics after the publication of Noam Chomsky's influental Aspects of the Theory of Syntax. This schism began when some of Chomsky's earliest followers formed a splinter group and began to take Chomsky's ideas in a direction he found uncongenial. Chomsky rejected the extensions these former followers were taking, commencing a decade of infighting that generated a good deal of noise, lasting bitterness, and vast amounts of knowledge in the field. While Chomsky won the battle, the features of generative semantics made their way into other approaches and continue to influence linguistics to this very day. Full of anecdotes and personalities, The Linguistic Wars is not only a riveting narrative of the course of this important intellectual controversy, but a revealing look into how scientists and scholars actually negotiate such theories and approaches.",N/A,N/A
Practical English Usage,['Michael Swan'],2005,['Foreign Language Study'],The world's most trusted guide to problems in English - now in a new edition.,5,N/A
Audiovisual Translation,"['Jorge Díaz Cintas', 'G. Anderman']",2008-12-19,['Education'],"An introduction by leading experts in the field to the fascinating subject of translating audiovisual programmes for the television, the cinema, the Internet and the stage and the problems the differences between cultures can cause.",N/A,N/A
Linguistic Fieldwork,['Claire Bowern'],2007-11-28,['Language Arts & Disciplines'],"This is a practical guide to all aspects of linguistic fieldwork. It not only discusses techniques for working on the phonetics, phonology, morphology, syntax and discourse of an undescribed language, but also considers field technology, grant application preparation, ethical research methods and problems which might arise when in the field.",N/A,N/A
The Routledge Companion to Semiotics and Linguistics,['Paul Cobley'],2001,['Language Arts & Disciplines'],"The book is a reference resource to combine the complex and closely related fields of semiotics and linguistics. Ten essays cover the following concepts: abduction, code, grapheme, modelling, philology and syntax. It also focuses on theories and schools, including American structuralism, pragmatism and the Prague School.",2.5,N/A
Dependency and valency,['Vilmos Ágel'],2003,['Foreign Language Study'],"Keine ausführliche Beschreibung für ""DEPENDENZ (EROMS) 1.TLBD HSK 25.1."" verfügbar.",N/A,N/A
The Linguistics Student's Handbook,['Laurie Bauer'],2007,['Language Arts & Disciplines'],"A compendium of useful things for linguistics students to know, from the IPA chart to the Saussurean dichotomies, this book is part reference, part revision guide. There are also tables providing summary information on some 280 languages.",N/A,N/A
Anthropological Linguistics,['Joseph Harold Greenberg'],1968,['Anthropological linguistics'],N/A,N/A,N/A
A Leonard Bloomfield Anthology,['Leonard Bloomfield'],1987-07-27,['Language Arts & Disciplines'],"In the centenary year of Leonard Bloomfield's birth, this abridgment makes available a representative selection of the writings of this central figure in the history of linguistics. ""Hockett has achieved his purpose—to reveal Bloomfield's way of working, the general principles that guided his work, and last, but by no means least, to indicate how Bloomfield's interests and attitudes changed with the passing years.""—Harry Hoijer, Language",N/A,N/A
The Political Psychology of the Veil,['Sahar Ghumkhor'],2019-11-21,['Political Science'],"Veiled women in the West appear menacing. Their visible invisibility is a cause of obsession. What is beneath the veil more than a woman? This book investigates the preoccupation with the veiled body through the imaging and imagining of Muslim women. It examines the relationship between the body and knowledge through the politics of freedom as grounded in a ‘natural’ body, in the index of flesh. The impulse to unveil is more than a desire to free the Muslim woman. What lies at the heart of the fantasy of saving the Muslim woman is the West’s desire to save itself. The preoccupation with the veiled woman is a defense that preserves neither the object of orientalism nor the difference embodied in women’s bodies, but inversely, insists on the corporeal boundaries of the West’s mode of knowing and truth-making. The book contends that the imagination of unveiling restores the West’s sense of its own power and enables it to intrude where it is ‘other’ – thus making it the centre and the agent by promising universal freedom, all the while stifling the question of what freedom is.",N/A,N/A
Chips from a German Workshop,['Friedrich Max Müller'],1868,['Comparative linguistics'],N/A,N/A,N/A
Cognitive Linguistics and Language Teaching,['R. Holme'],2009-05-14,['Language Arts & Disciplines'],This book argues that Second language teaching has not been well served by recent approaches to the description of language content. The book explores how Cognitive Linguistics offers teachers a description of language that can translate into practical classroom activities.,N/A,N/A
"Language, Saussure and Wittgenstein",['Roy Harris'],1990,['Language Arts & Disciplines'],"Saussure and Wittgenstein are arguably the two most important figures in the development of twentieth-century linguistic thought. By pointing out what their ideas have in common, in spite of intellectual sources, this study breaks new groundSaussure as a linguist and Wittgenstein as a philosopher of language are arguably the two most important figures in the development of twentieth-century linguistic thought. By pointing out what their ideas have in common, in spite of emanating from very different intellectual sources, this study breaks new ground.",N/A,N/A
Chomsky Notebook,['Noam Chomsky'],2010,['Language Arts & Disciplines'],"Noam Chomsky is as controversial as he is prolific, applying a rational, scientific approach to disciplines as diverse as linguistics, ethics, religion, and the strategy of war. Chomsky's best-known innovations involve a groundbreaking theory of generative and universal grammar, major advances in the classification of languages, and a radical reformulation of political theory and practice. In Chomsky Notebook, Norbert Hornstein (University of Maryland) and Cedric Boeckx (Harvard University) tackle Chomsky's linguistic theories; Akeel Bilgrami (Columbia University) revisits Chomsky's work on freedom and truth; and Pierre Jacob (Institut Jean Nicod) analyzes his naturalism. Chomsky's contributions include an interview and essays on Edward Said and the natural world. Altogether, these works reveal the penetration of Chomsky's thought into a number of fields within and outside of academia. It is an anthology that proves the power of his rationalism.",N/A,N/A
Topics in the Theory of Generative Grammar,['Noam Chomsky'],1978,['Language Arts & Disciplines'],"No detailed description available for ""Topics in the Theory of Generative Grammar"".",N/A,N/A
Aesthetic as Science of Expression and General Linguistic,['Benedetto Croce'],1922,['Aesthetics'],N/A,N/A,N/A
Chomsky,['Neilson Voyne Smith'],1999-09-09,['Language Arts & Disciplines'],"Chomsky has had a major influence on linguistics, psychology, and philosophy. In this rigorous yet accessible account of Chomsky's work, Neil Smith analyses Chomsky's key contributions to the study of both language and the mind. He gives a detailed exposition of Chomsky's linguistic theorizing, and examines the ideas for which he is best known. Smith discusses the psychological and philosophical implications of Chomsky's work, and argues that he has fundamentally changed the way we think of ourselves. Smith examines Chomsky's political ideas and how these fit intellectually with his scholarly work. The final chapter spells out the themes - rationality, creativity and modularity - that unite the disparate strands of his vast output. Throughout, Smith explores the controversy surrounding Chomsky's work, and explains why he has been both adulated and vilified.",4,N/A
Linguistic Theory in America,['Frederick J. Newmeyer'],1980,['Language Arts & Disciplines'],N/A,5,N/A
Consciousness and Language,['John R. Searle'],2002-07-15,['Biography & Autobiography'],Publisher Description,5,N/A
The Linguistics Wars,['Randy Allen Harris'],2021,['History'],"The Linguistics Wars tells the tumultuous history of language and cognition studies from the rise of Noam Chomsky's Transformational Grammar to the current day. Focusing on the rupture that split the field between Chomsky's structuralist vision and George Lakoff's meaning-driven theories, Randy Allen Harris portrays the extraordinary personalities that were central to the dispute and its aftermath, alongside the data, technical developments, and social currents that fueled the unfolding and expanding schism.",N/A,N/A
Language,['Leonard Bloomfield'],1994-01-01,"['Grammar, Comparative and general']","The book presents the fundamentals of Linguistics and the historical survey of languages to the reader without any complication and obscurity. It is a valuable book for students and scholars of linguistics.The author has followed the traditional order of presentation. He begins with the survey of languages of the world, proceeds with the study of phonetic structure, gramatical forms, syntax and morphology, each being the indispensable preliminary to the study of the ensuing one.",5,N/A
After Babel,['George Steiner'],1975,['Language Arts & Disciplines'],"When it first appeared in 1975, After Babel created a sensation, quickly establishing itself as both a controversial and seminal study of literary theory. In the original edition, Steiner provided readers with the first systematic investigation since the eighteenth century of the phenomenology and processes of translation both inside and between languages. Taking issue with the principal emphasis of modern linguistics, he finds the root of the ""Babel problem"" in our deep instinct for privacy and territory, noting that every people has in its language a unique body of shared secrecy. With this provocative thesis he analyzes every aspect of translation from fundamental conditions of interpretation to the most intricate of linguistic constructions.For the long-awaited second edition, Steiner entirely revised the text, added new and expanded notes, and wrote a new preface setting the work in the present context of hermeneutics, poetics, and translation studies. This new edition brings the bibliography up to the present with substantially updated references, including much Russian and Eastern European material. Like the towering figures of Derrida, Lacan, and Foucault, Steiner's work is central to current literary thought. After Babel, Third Edition is essential reading for anyone hoping to understand the debates raging in the academy today.",N/A,N/A
Translation and Language,['Peter D. Fawcett'],1997,['Language Arts & Disciplines'],"Translation Studies and linguistics have been going through a love-hate relationship since the 1950s. This book assesses both sides of the relationship, tracing the very real contributions that linguists have made to translation studies and at the same time recognizing the limitations of many of their approaches. With good humour and evenhandedness, Fawcett describes detailed taxonomies of translation strategies and deals with traditional problems such as equivalence. Yet he also explains and assesses the more recent contributions of text linguistics, sociolinguistics, pragmatics and psycholinguistics. This work is exceptional in that it presents theories originally produced in Russian, German, French and Spanish as well as English. Its broad coverage and accessible treatment provide essential background reading for students of translation at all levels.",N/A,N/A
New Frontiers in Second Language Learning,"['John H. Schumann', 'Nancy Stenson']",1974,['Bilingualism'],N/A,N/A,N/A
Foundations of Cognitive Grammar,[],1987,['Language Arts & Disciplines'],"This is the second volume of a two-volume work that introduces a new and fundamentally different conception of language structure and linguistic investigation. The central claim of cognitive grammar is that grammar forms a continuum with lexicon and is fully describable in terms of symbolic units (i.e. form-meaning pairings). In contrast to current orthodoxy, the author argues that grammar is not autonomous with respect to semantics, but rather reduces to patterns for the structuring and symbolization of conceptual content. This volume suggests how to use the theoretical tools presented in Volume I, applying cognitive grammar to a broad array of representative grammatical phenomena, primarily (but by no means exclusively) drawn from English. Reviews ""The amount of data and the wealth of analyses presented is impressive. . . . Langacker has again succeeded in producing a very stimulating and coherent piece of work. And the material analyses offered deserve much more careful attention and reflection than is possible within the limits of a review."" —Canadian Journal of Linguistics ""Finding ways to talk about language as a cognitive process intricately interwoven with conceptual behavior seems to be the unifying concern of cognitive linguistics in general, and Langacker's work is of major significance in this respect. It has not been possible in this short review to do justice to the enormous complexity of the theoretical enterprise presented in Foundations of Cognitive Grammar nor the detail of analytical procedures and findings."" —Australian Journal of Linguistics",5,N/A
Language Universals,['Joseph Harold Greenberg'],1966,['Language Arts & Disciplines'],"""This is the latest version of the 1956 book which began the modern study of universals, and provides the foundation for many inquiries that followed. The hypotheses are cast at a moderate level of abstraction, and so are likely to survive as a basis for inquiry for many decades to come."" Prof. Dr. William Labov, University of Pennsylvania, Department of Linguistics.",N/A,N/A
New Approach to Legal Translation,"['Susan Sarcevic', 'Susan \x8aar?evi?']",1997-05-07,['Language Arts & Disciplines'],"One of the first attempts to present a comprehensive study of legal translation, this book is an interdisciplinary study in law and translation theory. It is not bound to any specific languages or legal systems, although emphasis is placed on translation between common law and civil law jurisdictions. The main focus is on the translation of texts which are authoritative sources of the law; examples are cited primarily from statutes, codes and constitutions (Canada, Switzerland and Belgium), as well as instruments of the European Union and international treaties and conventions. Dealing with theoretical as well as practical aspects of the subject matter, the author analyses legal translation as an act of communication in the mechanism of the law, thus making it necessary to redefine the goal of legal translation. This book is intended for both lawyers and linguists, translation theorists, legal translators and drafters, legal lexicographers, as well as teachers and students of translation.",N/A,N/A
Chaotic Logic,['Ben Goertzel'],2013-04-17,['Psychology'],"This book summarizes a network of interrelated ideas which I have developed, off and on, over the past eight or ten years. The underlying theme is the psychological interplay of order and chaos. Or, to put it another way, the interplay of deduction and induction. I will try to explain the relationship between logical, orderly, conscious, rule-following reason and fluid, self organizing, habit-governed, unconscious, chaos-infused intuition. My previous two books, The Structure of Intelligence and The Evolving Mind, briefly touched on this relationship. But these books were primarily concerned with other matters: SI with constructing a formal language for discussing mentality and its mechanization, and EM with exploring the role of evolution in thought. They danced around the edges of the order/chaos problem, without ever fully entering into it. My goal in writing this book was to go directly to the core of mental process, ""where angels fear to tread"" -- to tackle all the sticky issues which it is considered prudent to avoid: the nature of consciousness, the relation between mind and reality, the justification of belief systems, the connection between creativity and mental illness,.... All of these issues are dealt with here in a straightforward and unified way, using a combination of concepts from my previous work with ideas from chaos theory and complex systems science.",5,N/A
An Introduction to Descriptive Linguistics,['Henry Allan Gleason'],1961,['Language Arts & Disciplines'],N/A,N/A,N/A
Language,['Edward Sapir'],1949,['Foreign Language Study'],"Annotation Originally published in 1921, this classic is still regarded as one of the clearest, most comprehensive descriptions of language for the general reader. Index.",N/A,N/A
Course in General Linguistics,['Ferdinand de Saussure'],1964,['Comparative linguistics'],N/A,N/A,N/A
The Oxford Companion to the English Language,"['Thomas Burns McArthur', 'Feri McArthur']",1992,['Language Arts & Disciplines'],An encyclopedic dictionary of English.,N/A,N/A
For the Love of Language,"['Kate Burridge', 'Tonya N. Stebbins']",2019-11-12,['Language Arts & Disciplines'],"For the Love of Language: An Introduction to Linguistics is an engaging introduction to human language and the role of linguistics in understanding its fundamental design, acquisition and functions. Replete with case studies and examples from Australia, New Zealand and around the world, this text offers a thorough introduction to core topics, including the structure and meaning of words, the systems that organise language, strategies for learning about language, the evolution of language and the function of language as a complex social resource. The second edition includes extensive new content across the entire text, including the areas of orthography, syntax, corpus linguistics, language acquisition and multilingualism. Each topic is accompanied by a wide array of pedagogical resources designed to consolidate student understanding, including examples and exercises. Each chapter ends with a research project, providing readers with an opportunity to build on fundamental skills and engage more thoroughly with each topic.",N/A,N/A
剑桥语言百科全书,['David Crystal'],2002,['Language and languages'],N/A,N/A,N/A
Aspects of Language,"['Dwight Bolinger', 'Donald A. Sears']",1981,['Language Arts & Disciplines'],N/A,N/A,N/A
Essentials of Language Documentation,"['Jost Gippert', 'Nikolaus Himmelmann', 'Ulrike Mosel']",2006,['Computers'],"Presents introductions to major aspects of language documentation, including overviews on fieldwork ethics and data processing, guidelines for the basic annotation of digitally-stored multimedia corpora and a discussion on how to build and maintain a language archive. This work makes suggestions for the common problems in language documentation.",N/A,N/A
