title,authors,publishedDate,categories,description,averageRating,textSnippet,language
Enterprise,"['Robin Lowe', 'Sue Marriott']",2006,['Business & Economics'],"The authors here discuss the factors that should be taken into account when starting up a new business. However, a key factor of this book is the emphasis on the learning and decision-making processes of entrepreneurs.",N/A,N/A,en
"Handbook of Research on Techno-Entrepreneurship, Second Edition",['François Thérin'],2014-01-31,['Business & Economics'],"With chapters focusing on China, India, Southeast Asia and South America, the Handbook explores views on the new hot spots in techno-entrepreneurship development.",N/A,N/A,en
Start with why,['Simon Sinek'],2011,['Leadership'],"Why are some people and organisations more inventive, pioneering and successful than others?And why are they able to repeat their success again and again? Because in business, it doesn't matter what you do, it matters why you do it. Steve Jobs, the Wright Brothers, and Martin Luther King have one thing in common - they started with why. This book is for anyone who wants to inspire others, or to be inspired. www.startwithwhy.com Jacket design: Base Art Co.",N/A,N/A,en
25 Million Sparks,['Andrew Leon Hanna'],2022-05-26,['Business & Economics'],"The story of three courageous Syrian women entrepreneurs uplifting the Za'atari refugee camp, and of the global refugee entrepreneurship phenomenon they represent. A significant portion of this book's proceeds is contributed to support refugee entrepreneurs in Za'atari and around the world.",5,N/A,en
The Bamboo Network,"['Murray L. Weidenbaum', 'Samuel Hughes']",1996,['Business & Economics'],"Following in the tradition of generations of expatriate Chinese merchants, they began establishing small family businesses. Today, the authors show, these have expanded into conglomerate business empires. Entrusting corporate divisions almost exclusively to relatives, and dealing extensively with fellow expatriates, these entrepreneurs have formed close-knit and formidable business spheres throughout Southeast Asia - a ""bamboo network.""",N/A,N/A,en
Entrepreneurship,['Thomas Grebel'],2005-10-05,['Business & Economics'],"Annotation Inspired by modern physics, the author brings together an evolutionary methodology, along the way implicating quantum, graph, and percolation theory. This book provides an interdisciplinary approach to entrepreneurship.",N/A,N/A,en
Entrepreneurship and the Experience Economy,['Daniel Hjorth'],2007,['Business & Economics'],"Brings together a range of empirical studies, which disclose and substantiate the so-called experience economy with a particular focus on its entrepreneurial aspects. This book elaborates and clarifies the entrepreneurial nature of the experience economy.",N/A,N/A,en
Change Masters,['Rosabeth Moss Kanter'],1984,['Business & Economics'],"Abstract: This book presents practical information on the conduct of American business and management. The author concentrates on innovation, entrepreneurship, and the development of participative management skills that encourage the use of new ideas arising from within the corporation itself. The organizational structures, corporate cultures, and specifics strategies of several major AMerican companies are examined.",N/A,N/A,en
Funky Business,"['Kjell Nordström', 'Kjell A. Nordström', 'Jonas Ridderstråle']",2002,['Business & Economics'],"BUSINESS AS USUAL? FUNK THAT ""In a world of suits, Nordstrom and Ridderstrale's message is refreshingly different."" Business Strategy Review, The Greatest Business Books of All Time ""Funky Business gives a unique, informed and defiantly Funky perspective on the new world order. It is the antidote to bland writing and bland thinking."" - Tom Peters ""Funky Business - the groovy bible of modern business philosophy"" - Red magazine In the best-selling Funky Business Kjell Nordstrom and Jonas Ridderstrale launch a manifesto for difference in business. Move it. In 1995, 1000 new soft drinks were launched on the Japanese market. A year later, 1% of them were still for sale. Move it fast. If you are driving a 1990 model car, approximately six years were spent developing it. Today, most companies do that job in two years. Move it faster. At Hewlett Packard, the majority revenues come from products that did not exist a year age. Move it now. In Tokyo, you can order a customized Toyota on Monday and be driving it on Friday. More products, more markets, more people, more competition. In a world of abundance and excess, competition is total and competition is personal. Difference rules. If you think about it, most of what your business does could be bought from someone else using the Yellow Pages or an Internet search engine. How are you going to be attractive? By being more efficient? By doing it cheaper? Come on! This is the age of time and talent, where we are selling time and talent, exploiting time and talent, hiring time and talent, packaging time and talent. Today, the ""critical resources"" wear shoes and walk out the door around 5.30pm every day. Karl Marx was right; the workers should own the critical means of production - it's small, gray and weighs about 1.3 kilograms. It will move markets and it will make capital dance. Only talent will allow you to be unique, to escape business as usual. In this world we need business as unusual. We need innovative business. We need unpredictable business. We need Funky Business. This is business book as unusual. ""Funky Business is a better book than most novels but it is not for bedtime. It will jerk you out of your complacency and make you question your very existence. It will transform your brain."" - Customer Management Are you ready to let your talent make capital dance?",5,N/A,en
The Economics of Entrepreneurship,['Simon C. Parker'],2009-11-12,['Business & Economics'],A theoretical and empirical investigation of how economics can contribute to our understanding of entrepreneurship.,N/A,N/A,en
The Oxford Handbook of Entrepreneurship,['Mark Casson'],2008,['Business & Economics'],"Entrepreneurship is a key factor in economic growth, innovation, & the development of firms & businesses. Written by leading scholars, this book presents a comprehensive review of the research in entrepreneurship.",4,N/A,en
Me Before You,['Jojo Moyes'],2013-07-30,['Fiction'],"Taking a job as an assistant to extreme sports enthusiast Will, who is wheelchair bound after a motorcycle accident, Louisa struggles with her employer's acerbic moods and learns of his shocking plans before demonstrating to him that life is still worth living.",N/A,N/A,en
Korean Entrepreneurship,['T. Shim'],2011-01-19,['Business & Economics'],"The growth of entrepreneurship in South Korea has turned the country into an economic powerhouse. In this collection of essays, scholars highlight the favourable political and cultural values conductive to its development, including the characteristics of entrepreneurial family firms and the impact of new media and globalization.",N/A,N/A,en
Entrepreneurship in Healthcare,"['Ralf Wilden', 'Massimo Garbuio', 'Federica Angeli', 'Daniele Mascia']",2018,['Integrated delivery of health care'],Entrepreneurship in healthcare : past contributions and future opportunities -- Delivering value in the healthcare sector through the lens of hybrid organizing -- Competition and institutional forces in healthcare : the case of the Netherlands -- Beyond competition : exploring collaboration for entrepreneurship in healthcare organizations -- The role of incubators and accelerators in healthcare innovation -- Understanding healthcare innovation through a dynamic capabilities lens -- Open service innovation for healthcare organizations -- How corporate entrepreneurs use interfirm collaboration in the search for emerging knowledge in biotech innovation -- Entrepreneurial opportunities in healthcare : a cognitive perspective -- The antecedents of healthcare social entrepreneurship,N/A,N/A,en
Elon Musk,['Ashlee Vance'],2017-01-24,['Biography & Autobiography'],"Elon Musk is an inspirational role model for young entrepreneurs, breaking boundaries and revolutionising the tech-world. He is also the real-life inspiration for the Iron Man series of films, starring Robert Downey Junior. From his humble beginnings in apartheid South Africa, he showed himself to be an exceptionally bright child, and overcame brutal bullying to become the world's most exciting entrepreneur, founding PayPal, SpaceX, Tesla and Solar City. He has emerged as something of a superhero-like figure for today's generation of children. He's not only seen as an entrepreneur in the spirit of a Steve Jobs but as an inventor and bold thinker. He's the guy offering children the possibility of a brighter, more exciting future and has come to symbolize innovation and optimism.",N/A,N/A,en
Lean Analytics,"['Alistair Croll', 'Benjamin Yoskovitz']",2024-02-23,['Business & Economics'],"Whether you're a startup founder trying to disrupt an industry or an entrepreneur trying to provoke change from within, your biggest challenge is creating a product people actually want. Lean Analytics steers you in the right direction. This book shows you how to validate your initial idea, find the right customers, decide what to build, how to monetize your business, and how to spread the word. Packed with more than thirty case studies and insights from over a hundred business experts, Lean Analytics provides you with hard-won, real-world information no entrepreneur can afford to go without. Understand Lean Startup, analytics fundamentals, and the data-driven mindset Look at six sample business models and how they map to new ventures of all sizes Find the One Metric That Matters to you Learn how to draw a line in the sand, so you'll know it's time to move forward Apply Lean Analytics principles to large enterprises and established products",N/A,N/A,en
Your Next Five Moves,"['Patrick Bet-David', 'Greg Dinkin']",2021-06,['Business & Economics'],Originally published in hardcover in 2020 by Gallery Books.,N/A,N/A,en
The Quintessence of Strategic Management,"['Philip Kotler', 'Roland Berger', 'Nils Bickhoff']",2010-08-23,['Business & Economics'],Having read this book: You will have a basic understanding of strategy and the process of strategic management. You will know the most important strategy tools (incl. the respective original literature) and how they interact. You will be aware of the focal areas and considerations of strategy in practice. You will be able to analyze and interpret business information with regard to the underlying strategic notions.,N/A,N/A,en
"India's Late, Late Industrial Revolution",['Sumit Kumar Majumdar'],2012-05-24,['Business & Economics'],"Catalogues and explains India's late, late industrial revolution through a combination of rigorous analysis and entertaining anecdotes.",N/A,N/A,en
The Butterfly Effect in Competitive Markets,['. Rajagopal'],2015-03-04,['Business & Economics'],"This book provides an introduction to the concept of entrepreneurship and entrepreneurial business management. It covers many elements of the entrepreneurial management discipline including choosing a business, organizing, financing, marketing, developing an offering that the market will value, and growing the business in all its dimensions.",N/A,N/A,en
Built to Last,"['James Charles Collins', 'Jerry I. Porras']",1998,['Business enterprises'],N/A,N/A,N/A,en
The Nudist on the Late Shift,['Po Bronson'],1999,['Business & Economics'],"Journeys behind the scenes of Silicon Valley to profile some of the colorful inhabitants of this high-tech universe, including David Filo, a co-founder of Yahoo.",N/A,N/A,en
Entrepreneurship in Africa,['David S. Fick'],2002-03-30,['Business & Economics'],"We also learn unusual techniques and strategies those in more favorable milieus can use to accomplish similar feats.""--BOOK JACKET.",N/A,N/A,en
Wealth,[],1981,['Entrepreneurship'],N/A,N/A,N/A,en
"The Oxford Handbook of Creativity, Innovation, and Entrepreneurship","['Christina Ellen Shalley', 'Michael A. Hitt', 'Jing Zhou']",2015,['Business & Economics'],"A great deal of research has been conducted on creativity, innovation, and entrepreneurship. Although highly interrelated, these three areas have developed largely independently of one another. The Oxford Handbook of Creativity, Innovation, and Entrepreneurship brings together leading scholars in these areas to review major research findings, examine their intersections, and provide promising directions for future research.",N/A,N/A,en
Bold,"['Peter H. Diamandis', 'Steven Kotler']",2016-02-23,['Business & Economics'],"Bold is a radical how-to guide for using exponential technologies, moonshot thinking, and crowd-powered tools to create extraordinary wealth while also positively impacting the lives of billions. A follow-up to the authors' Abundance (2012).",N/A,N/A,en
The Origin and Evolution of New Businesses,['Amar Bhide'],2000,['Business & Economics'],"In a field dominated by anecdote and folklore, this landmark study integrates more than ten years of intensive research and modern theories of business and economics. The result is a comprehensive framework for understanding entrepreneurship that provides new and penetrating insights. This clearly and concisely written book is essential for anyone who wants to start a business, for the entrepreneur or executive who wants to grow a company, and for the scholar who wants to understand this crucial economic activity.",3,N/A,en
The Invention of Enterprise,"['David S. Landes', 'Joel Mokyr', 'William J. Baumol']",2012-02-26,['Business & Economics'],"This work provides a sweeping history of enterprise in Mesopotamia and Neo-Babylon; carries the reader through the Islamic Middle East; offers insights into the entrepreneurial history of China, Japan, and colonial India; and describes the crucial role of the entrepreneur in innovation activity in the Western world.",N/A,N/A,en
Design to Grow,"['David Butler', 'Linda Tischler']",2016-02-23,['Business & Economics'],"""Expert advice from Coca-Cola's vice president of Innovation and Entrepreneurship: Learn how Coca-Cola uses design to grow its business by combining the advantages of scale with the agility to respond to fast-changing market conditions""--",N/A,N/A,en
Entrepreneurial Finance,"['Luisa Alemany', 'Job J. Andreoli']",2018,['Entrepreneurship'],"Academics and practitioners from a range of institutions across Europe provide a cutting-edge, practical, and comprehensive review on the financing of entrepreneurial ventures. From sourcing and obtaining funds, to financial tools for growing and managing the financial challenges and opportunities of the startup, Entrepreneurial Finance: The Art and Science of Growing Ventures is an engaging text that will equip entrepreneurs, students and early-stage investors to make sound financial decisions at every stage of a business' life. Largely reflecting European businesses and with a European perspective, the text is grounded in sound theoretical foundations. Case studies and success stories as well as perspectives from the media and from experts provide real-world applications, while a wealth of activities give students abundant opportunities to apply what they have learned. A must-have text for both graduate and undergraduate students in entrepreneurship, finance and management programs, as well as aspiring entrepreneurs in any field.",N/A,N/A,en
ReWork,"['David Heinemeier Hansson', 'Jason Fried']",2020-08-20,[],"The classic playbook that will transform your approach to work From the founders of the trailblazing software company Basecamp, here is a different kind of business book - one that explores a new reality. Today, anyone can be in business. Tools that used to be out of reach are now easily accessible. Technology that cost thousands is now just a few pounds or even free. Stuff that was impossible just a few years ago is now simple. That means anyone can start a business. And you can do it without working miserable 80-hour weeks or depleting your life savings. You can start it on the side while your day job provides all the cash flow you need. Forget about business plans, meetings, office space - you don't need them. With its straightforward language and easy-is-better approach, Rework is the perfect playbook for anyone who's ever dreamed of doing it on their own. Hardcore entrepreneurs, small-business owners, people stuck in day jobs who want to get out, and artists who don't want to starve anymore will all find valuable inspiration and guidance in these pages. It's time to rework work.",5,N/A,en
Innovation and Entrepreneurship,['Peter Ferdinand Drucker'],1985,[],N/A,N/A,N/A,en
The Unicorn's Shadow,['Ethan Mollick'],2020-06-23,['Business & Economics'],"In The Unicorn's Shadow, Wharton School professor Ethan Mollick takes us to the forefront of an empirical revolution in entrepreneurship. New data and better research methods have overturned the conventional wisdom behind what a successful founder looks like, how they succeed, and how the startup ecosystem works.",N/A,N/A,en
Entrepreneurship in Healthcare,"['Ralf Wilden', 'Taylor & Francis Group', 'Massimo Garbuio', 'Federica Angeli', 'Daniele Mascia']",2020-12-18,[],"Entrepreneurship in the Healthcare sector has received increased attention over the last two decades, both in terms of scholarly research and number of innovative enterprises. Entrepreneurial activities and innovations have emerged from and will continue to be driven by several actors along the healthcare value chain but especially from non-traditional healthcare players. In this new volume, we present the reader with several critical issues in healthcare entrepreneurship and innovation, covering a comprehensive set of research topics. We bring together the latest academic research and management practice, with contributions by authors from entrepreneurship, medical sciences, and management, who provide in depth and practical insights into designing and managing entrepreneurship in healthcare. Upon providing a systematic review of the research field, we discuss several important macro-, meso-, and micro-level issues in healthcare entrepreneurship, such as opportunity identification, the entrepreneurial ecosystem including accelerators, the benefits of open innovation for the sector, and social entrepreneurship in healthcare. These topics open up avenues for nurturing entrepreneurship in healthcare through both education and policy. Building on this trend, the book is organized around levels of analysis and specifies which cross-disciplinary efforts are needed to advance understanding of how entrepreneurs discover opportunities and start viable and innovative businesses. Healthcare Entrepreneurship will be of interest scholars of health care and entrepreneurs alike, but also managers of innovative health care enterprises as well as policy makers in the health sector.",N/A,N/A,en
Pioneers in Entrepreneurship and Small Business Research,['H. Landstrom'],2009-10-30,['Business & Economics'],"Around the world there is increasing interest in issues of small business and entrepreneurship. This book encapsulates the knowledge that can be gained from the most significant research contributions in this field. In addition it provides a historical-doctrinal review of the development of entrepreneurship and small business research, and presents some of the key pioneers that have shaped the research field.",N/A,N/A,en
Zero to One,"['Peter Thiel', 'Blake Masters']",2015,['Business & Economics'],"The next Bill Gates will not build an operating system. The next Larry Page won't make a search engine. If you are copying these guys, you aren't learning from them. Doing what we already know how to do takes the world from 1 to n, adding more of something familiar. Every new creation goes from 0 to 1. This book is about how to get there.",5,N/A,en
"Sharing Wisdom, Building Values","['D. Kenyon-Rouvinez', 'G. Adler', 'G. Corbetta']",2016-04-30,['Business & Economics'],"A collection of personal family letters written from great entrepreneurs to their family members about business, success and life. In Sharing Wisdom, Building Values we learn directly through their own words.",N/A,N/A,en
Zero to One,['Peter Thiel'],2014,['Business & Economics'],"""EVERY MOMENT IN BUSINESS HAPPENS ONLY ONCE. The next Bill Gates will not build an operating system. The next Larry Page or Sergey Brin won't make a search engine. And the next Mark Zuckerberg won't create a social network. If you are copying these guys, you aren't learning from them. It's easier to copy a model than to make something new: doing what we already know how to do takes the world from 1 to n, adding more of something familiar. But every time we create something new, we go from 0 to 1. The act of creation is singular, as is the moment of creation, and the result is something fresh and strange. Zero to One is about how to build companies that create new things. It draws on everything I've learned directly as a co-founder of PayPal and Palantir and then an investor in hundreds of startups, including Facebook and SpaceX. The single most powerful pattern I have noticed is that successful people find value in unexpected places, and they do this by thinking about business from first principles instead of formulas. Ask not, what would Mark do? Ask: WHAT VALUABLE COMPANY IS NOBODY BUILDING? ""--",N/A,N/A,en
Entrepreneurship: A Very Short Introduction,"['Paul Westhead', 'Mike Wright']",2013-11,['Business & Economics'],"What is entrepreneurship? Is it important? What do entrepreneurs actually do? These are a few of the key questions considered in this Very Short Introduction. Paul Westhead and Mike Wright provide a clear guide to all aspects of the process of entrepreneurship, including the diversity of the people involved and the benefits it brings to society.",4,N/A,en
Franchising Globally,['I. Alon'],2010-03-31,['Business & Economics'],Franchising Globally is first of its kind to examine franchising both from an entrepreneurial and from an international perspective. The book includes theoretical discussions and practical examples of international franchising as well as both micro and macro studies of franchising environments in different parts of the world.,N/A,N/A,en
THINK & GROW RICH,['Napoleon Hill'],2010-12,['Self-Help'],N/A,N/A,N/A,en
The $100 Startup,['Chris Guillebeau'],2015-01-15,['Business & Economics'],"Offers an entertaining and instructive guide on how to start a business you love and lead the life you choose. Includes fifty stories of how 'ordinary' people built their startup and offers tips and techniques on how to find, fund and market a new business.",N/A,N/A,en
Innovation and Entrepreneurship,['Peter F. Drucker'],2015,['Business & Economics'],"How can management be developed to create the greatest wealth for society as a whole? This is the question Peter Drucker sets out to answer in Innovation and Entrepreneurship. A brilliant, mould-breaking attack on management orthodoxy it is one of Drucker's most important books, offering an excellent overview of some of his main ideas. He argues that what defines an entrepreneur is their attitude to change: 'the entrepreneur always searches for change, responds to it and exploits it as an opportunity'. To exploit change, according to Drucker, is to innovate. Stressing the importance of low-tech entrepreneurship, the challenge of balancing technological possibilities with limited resources, and the organisation as a learning organism, he concludes with a vision of an entrepreneurial society where individuals increasingly take responsibility for their own learning and careers. With a new foreword by Joseph Maciariello",N/A,N/A,en
Report of the Director-General,"['International Labour Organisation. African Regional Conference', 'International Labour Office']",1993,['Africa'],N/A,N/A,N/A,en
Encyclopedia of New Venture Management,['Matthew R. Marvel'],2012-05-18,['Business & Economics'],"The Encyclopedia of New Venture Management explores the skills needed to succeed in business, along with the potential risks and rewards and environmental settings and characteristics.",N/A,N/A,en
The Business of the 21st Century,['Robert T. Kiyosaki'],2019-10-22,[],"In The Business of the 21st Century, Robert Kiyosaki explains the revolutionary business of network marketing in the context of what makes any business a success in any economic situation. This book lends credibility to multilevel marketing business, and justifies why it is an ideal avenue through which to learn basic business and sales skills... and earn money.",5,N/A,en
Organization Structures,['Helmy H. Baligh'],2005-09-28,['Business & Economics'],"Organization Structures: Theory and Design, Analysis and Prescription describes how to organize people to achieve a desired outcome. This is accomplished by establishing sets of rules from ""real world"" organization contexts. Moreover, the development of these rules within ""real world"" contexts means that the rules must be true, general, operational, technically sound, and easy to use. With an understanding of rules and the processes of their use, organization structures can be identified, which in turn form the basis of a theoretical framework. This book discusses, examines, and demonstrates the interrelationship of the design rules, their theoretical use within these organization structures, along with their practical implications. Throughout the book, an extended example of the Masters Brewing Corporation (MBC) is used to illustrate the conceptual material and to make the implications of the organizational analysis explicitly concrete.",N/A,N/A,en
The $100 Startup,['Chris Guillebeau'],2016-04-05,['Business & Economics'],"In Chris Guillebeau's travel to over 175 countries, he has met two kinds of people: those like himself who have the time and income to follow their whims and who've created an entertaining and fulfilling life--and those who feel trapped. This second group wants what the first group has, but the big stumbling block is making money. Because Chris realized that the first group has knowledge to impart, he identified 1500 people worth emulating, and refining that further, he offers here the 50 most valuable and interesting examples of micro-business success. In nearly all cases, people with no special skills discovered a way to monetize their personal passions. It's about finding the intersection between what you like to do and what other people will pay for. You don't need an MBA, a business plan, or even employees. All you need is a product or service that flows from what you love to do anyway, people willing to pay, and a way to get paid.",N/A,N/A,en
Entrepreneurship and Economic Development,['Peter Kilby'],1971,['Business & Economics'],N/A,N/A,N/A,en
"Screw It, Let's Do It Expanded",['Richard Branson'],2007,['Biography & Autobiography'],"Throughout my life I have achieved many remarkable things. In Screw It, Let s Do It, I will share with you my ideas and the secrets of my success, but not simply because I hope they ll help you achieve your individual goals. Today we are increasin",N/A,N/A,en
Overseas Chinese Business Networks in Asia,['Australia. East Asia Analytical Unit'],1995,['Business & Economics'],N/A,N/A,N/A,en
Managing Technology Entrepreneurship and Innovation,"['Paul Trott', 'Dap Hartmann', 'Victor Scholten', 'Patrick van der Duin', 'J. Roland Ortt']",2015-11-23,['BUSINESS & ECONOMICS'],"As entrepreneurship education expands, increasing numbers of educational institutions are requiring students in science and engineering to be taught about entrepreneurship, management and innovation. Existing textbooks in these areas are focused on business students and are often inappropriate for science and engineering students. This is the first comprehensive, rigorous and yet accessible textbook for non-business based entrepreneurship courses. Authored by a team with experience of science and industry, the book synthesises the major research in the field, providing students with the knowledge needed to enhance case discussion and analysis. In particular it links the entrepreneur with all the innovation activities necessary to turn technology into a business. This accessible text will be useful for all non-business students who need to understand entrepreneurship, management and innovation. It will also prove a useful introduction to all Masters-level students taking these subjects in business schools.",N/A,N/A,en
International Brand Management of Chinese Companies,['Sandra Bell'],2008-03-29,['Business & Economics'],"China is certainly doing its best to keep the world mesmerized by its e- nomic achievements. The Chinese economic growth story that begun 30 years ago has in terms of dynamics and duration long since surpassed all those “economic miracles” which have brought Germany, Japan, and the South East Asian Tigers into the top–league of the industrialized world. The rapid expansion of the Chinese economy has gone along with a fu- fledged re-integration of China into the global economic system. In the course of the last 30 years China has become a major player in the global economy and today is on a trajectory towards even greater prominence. In recent years, the Chinese economy seems to have reached an imp- tant threshold line of economic development and global integration. In the first quarter century of reform and global opening, Chinese enterprises have been largely confined to a ‘passive’ role in the global division of - bor. Foreign enterprises as the proprietors of greatly superior business models, production technologies, management models as well as very competitively established brands have been integrating Chinese players in their value chains and global operations. Lacking the necessary production technologies, products as well as marketing knowledge to successfully - dress OECD-consumers, Chinese enterprises have been hardly able to - ter the global markets without such guidance. Now, this constellation is changing.",5,N/A,en
"Start Small, Stay Small",['Rob Walling'],2010,['Business & Economics'],"Start Small, Stay Small is a step-by-step guide to launching a self-funded startup. If you're a desktop, mobile or web developer, this book is your blueprint to getting your startup off the ground with no outside investment.This book intentionally avoids topics restricted to venture-backed startups such as: honing your investment pitch, securing funding, and figuring out how to use the piles of cash investors keep placing in your lap.This book assumes: You don't have $6M of investor funds sitting in your bank account You're not going to relocate to the handful of startup hubs in the world You're not going to work 70 hour weeks for low pay with the hope of someday making millions from stock options There's nothing wrong with pursuing venture funding and attempting to grow fast like Amazon, Google, Twitter, and Facebook. It just so happened that most people are not in a place to do this.Start Small, Stay Small also focuses on the single most important element of a startup that most developers avoid: marketing. There are many great resources for learning how to write code, organize source control, or connect to a database. This book does not cover the technical aspects developers already know or can learn elsewhere. It focuses on finding your idea, testing it before you build, and getting it into the hands of your customers.",5,N/A,en
Entrepreneurs,"['Bill Bolton', 'John Thompson']",2000,['Business & Economics'],"A study of entrepreneurs, not just in small businesses, but within all sectors of the market. Using case studies to show the different types, the authors provide theoretical chapters on issues within entrepreneurship, the process, where it goes wrong, and how it can be encouraged and sustained. We all know an entrepreneur when we see one. This ground-breaking book reviews more than a hundred entrepreneurs from all walks of life and backgrounds, and sets their stories within a rigorous analytical framework, in order to give a critical insight into: * What entrepreneurs do and achieve * How they go about it * How they could be better supported The key point though is whether there are more people ""out there"" with the potential to be successful entrepreneurs, and, if so, how they might be identified and fostered. This book opens up this subject using for the first time the themes of talent, temperament and technique, which, in the correct mix, produce outstanding entrepreneurs. Using the ideas presented, it should be possible to tap more effectively the well of entrepreneurial talent that the authors identify. The release of this entrepreneurial talent could transform the numerous programmes for promoting business start-up and growth. It is the missing ingredient in many of these initiatives.",N/A,N/A,en
Handbook of Research on Entrepreneurship Policy,"['David B. Audretsch', 'Isabel Grilo', 'A. Roy Thurik']",2007,['Entrepreneurship'],"Presents a foundation for essential study in the nascent field of entrepreneurship policy research. This book offers key questions to be raised in order to move entrepreneurship policy forward. It is suitable for students, scholars and practitioners in the incipient world of entrepreneurship policy.",N/A,N/A,en
The Emergence of the Urban Entrepreneur,['Boyd Cohen'],2016-05-16,['Business & Economics'],Cover -- Half Title -- Title Page -- Copyright -- Contents -- Foreword by Richard Florida -- Preface -- 1 Emerging Urban Landscape for Innovation and Entrepreneurship -- 2 The Great Urban Migration -- 3 Emergence of the Civic Entrepreneurship Space -- 4 The Rise of the Indie Urbanpreneurship Space -- 5 Big City Enablers -- 6 The Great Equalizer -- 7 Challenges of and Reflections on the Future of Urbanpreneurship -- Notes -- Index -- About the Authors,N/A,N/A,en
